x(m)	y(m)	z(m)	distfromvent(m)	ttlmassloading(kg/sq-m)	Md(phi)	5phi	4phi	3phi	2phi	1phi	0phi	-1phi	-2phi	-3phi	-4phi
682000	3522000	300	10935.4	4.3779e+00	1.353	2.7465e-07	1.2774e-03	3.1991e-01	1.6699e+00	1.6998e+00	6.0858e-01	7.6039e-02	2.4124e-03	1.8251e-05	3.1624e-08
683000	3522000	296	11342.7	9.0099e+00	1.341	2.9244e-07	2.7102e-03	5.5626e-01	3.3547e+00	3.8181e+00	1.1534e+00	1.2137e-01	3.3795e-03	2.2563e-05	3.4606e-08
684000	3522000	270	11820.8	1.4541e+01	1.295	3.1667e-07	4.1717e-03	7.2530e-01	5.0588e+00	6.7067e+00	1.8698e+00	1.7169e-01	4.2478e-03	2.5093e-05	3.3948e-08
685000	3522000	299	12361.5	1.9018e+01	1.233	3.2628e-07	6.4307e-03	7.4301e-01	5.9789e+00	9.4562e+00	2.6128e+00	2.1606e-01	4.7948e-03	2.5103e-05	2.9866e-08
686000	3522000	268	12956.8	2.1559e+01	1.146	3.5166e-07	6.4670e-03	5.9945e-01	5.7797e+00	1.1576e+01	3.3386e+00	2.5292e-01	5.0510e-03	2.3383e-05	2.4322e-08
687000	3522000	220	13599.8	2.2021e+01	1.049	3.7518e-07	5.3021e-03	4.0101e-01	4.7648e+00	1.2624e+01	3.9432e+00	2.7703e-01	4.9825e-03	2.0329e-05	1.8379e-08
688000	3522000	248	14283.8	2.1056e+01	0.958	3.8992e-07	4.4063e-03	2.2160e-01	3.5590e+00	1.2661e+01	4.3221e+00	2.8248e-01	4.5621e-03	1.6333e-05	1.2769e-08
689000	3522000	213	15003.4	1.9499e+01	0.873	4.0932e-07	2.8269e-03	1.0840e-01	2.4389e+00	1.2090e+01	4.5771e+00	2.7780e-01	4.0107e-03	1.2523e-05	8.4014e-09
690000	3522000	170	15753.6	1.7772e+01	0.803	4.3864e-07	1.7105e-03	4.7854e-02	1.6073e+00	1.1170e+01	4.6802e+00	2.6170e-01	3.3582e-03	9.0892e-06	5.1948e-09
691000	3522000	198	16530.3	1.6159e+01	0.751	4.4355e-07	9.2717e-04	1.7431e-02	1.0604e+00	1.0204e+01	4.6394e+00	2.3500e-01	2.6599e-03	6.1978e-06	2.9946e-09
692000	3522000	202	17329.9	1.4682e+01	0.714	4.5981e-07	5.0836e-04	5.9478e-03	7.0452e-01	9.2550e+00	4.5102e+00	2.0389e-01	2.0252e-03	4.0369e-06	1.6339e-09
693000	3522000	150	18149.3	1.3305e+01	0.686	4.9370e-07	3.8330e-04	2.1505e-03	4.7188e-01	8.3500e+00	4.3073e+00	1.7176e-01	1.4932e-03	2.5319e-06	8.4979e-10
694000	3522000	171	18986.1	1.2125e+01	0.673	5.0340e-07	2.6822e-04	6.6219e-04	3.3018e-01	7.6330e+00	4.0207e+00	1.3864e-01	1.0506e-03	1.5058e-06	4.1452e-10
695000	3522000	154	19838.0	1.1016e+01	0.668	5.2435e-07	2.5931e-04	2.5660e-04	2.3516e-01	6.9940e+00	3.6766e+00	1.0882e-01	7.1903e-04	8.6713e-07	1.9342e-10
696000	3522000	160	20703.1	1.0009e+01	0.673	5.3843e-07	2.3994e-04	1.3717e-04	1.7305e-01	6.4696e+00	3.2824e+00	8.2720e-02	4.7683e-04	4.8160e-07	8.5948e-11
697000	3522000	153	21579.9	9.0477e+00	0.685	5.5547e-07	2.4210e-04	1.2035e-04	1.2990e-01	5.9964e+00	2.8594e+00	6.1369e-02	3.0938e-04	2.6080e-07	3.6771e-11
698000	3522000	140	22467.0	8.1227e+00	0.702	5.7318e-07	2.5161e-04	1.4016e-04	9.9418e-02	5.5493e+00	2.4288e+00	4.4580e-02	1.9712e-04	1.3831e-07	1.5227e-11
699000	3522000	140	23363.3	7.2418e+00	0.724	5.8756e-07	2.4436e-04	1.6259e-04	7.8081e-02	5.1200e+00	2.0115e+00	3.1759e-02	1.2346e-04	7.1951e-08	6.1226e-12
700000	3522000	128	24267.6	6.3813e+00	0.748	6.0340e-07	2.4810e-04	2.1104e-04	6.2290e-02	4.6689e+00	1.6272e+00	2.2328e-02	7.6506e-05	3.6995e-08	2.4144e-12
701000	3522000	127	25179.2	5.5627e+00	0.772	6.1704e-07	2.3955e-04	2.5172e-04	5.0934e-02	4.2078e+00	1.2879e+00	1.5495e-02	4.6866e-05	1.8786e-08	9.3490e-13
702000	3522000	137	26097.2	4.7920e+00	0.796	6.2881e-07	2.1921e-04	2.7190e-04	4.2747e-02	3.7381e+00	9.9995e-01	1.0635e-02	2.8418e-05	9.4368e-09	3.5680e-13
703000	3522000	173	27021.1	4.0849e+00	0.819	6.3486e-07	1.7701e-04	2.7372e-04	3.7155e-02	3.2765e+00	7.6349e-01	7.2187e-03	1.7038e-05	4.6839e-09	1.3421e-13
704000	3522000	321	27950.2	3.5202e+00	0.845	6.6283e-07	9.6634e-05	1.2816e-04	3.6690e-02	2.9049e+00	5.7351e-01	4.7914e-03	9.9529e-06	2.2587e-09	4.8888e-14
705000	3522000	197	28884.0	2.8229e+00	0.857	6.5197e-07	1.5124e-04	3.5268e-04	2.9610e-02	2.3607e+00	4.2886e-01	3.2635e-03	6.0205e-06	1.1347e-09	1.8643e-14
706000	3522000	251	29822.1	2.3189e+00	0.874	6.7358e-07	1.1008e-04	2.5993e-04	2.8564e-02	1.9713e+00	3.1644e-01	2.1590e-03	3.5153e-06	5.4794e-10	6.8075e-15
707000	3522000	285	30764.2	1.8700e+00	0.890	6.8742e-07	9.4118e-05	2.8368e-04	2.7640e-02	1.6088e+00	2.3172e-01	1.4215e-03	2.0437e-06	2.6353e-10	2.4765e-15
708000	3522000	302	31709.7	1.4808e+00	0.904	6.9698e-07	8.4643e-05	3.1773e-04	2.6640e-02	1.2844e+00	1.6844e-01	9.3084e-04	1.1823e-06	1.2615e-10	8.9705e-16
709000	3522000	296	32658.6	1.1497e+00	0.916	7.0374e-07	8.0578e-05	3.8058e-04	2.5169e-02	1.0019e+00	1.2153e-01	6.0636e-04	6.8086e-07	6.0154e-11	3.2383e-16
710000	3522000	315	33610.4	8.8671e-01	0.929	7.1397e-07	6.8045e-05	3.7818e-04	2.4168e-02	7.7461e-01	8.7099e-02	3.9113e-04	3.8780e-07	2.8344e-11	1.1544e-16
711000	3522000	308	34564.9	6.7021e-01	0.942	7.1683e-07	6.5797e-05	4.6953e-04	2.2233e-02	5.8525e-01	6.1939e-02	2.5099e-04	2.1996e-07	1.3309e-11	4.1036e-17
712000	3522000	345	35521.9	5.0715e-01	0.956	7.2632e-07	5.0616e-05	4.1743e-04	2.0866e-02	4.4184e-01	4.3817e-02	1.5930e-04	1.2311e-07	6.1567e-12	1.4353e-17
713000	3522000	362	36481.2	3.7705e-01	0.970	7.2736e-07	4.4754e-05	4.6414e-04	1.8628e-02	3.2705e-01	3.0762e-02	1.0054e-04	6.8573e-08	2.8359e-12	5.0011e-18
714000	3522000	222	37442.6	2.6476e-01	0.980	7.2120e-07	6.9620e-05	9.5342e-04	1.4084e-02	2.2834e-01	2.1252e-02	6.3582e-05	3.8563e-08	1.3262e-12	1.7773e-18
715000	3522000	244	38406.1	1.9285e-01	0.996	7.2547e-07	5.9575e-05	9.5831e-04	1.1887e-02	1.6521e-01	1.4701e-02	3.9493e-05	2.1131e-08	6.0077e-13	6.0896e-19
716000	3522000	196	39371.3	1.3683e-01	1.015	7.2357e-07	6.6137e-05	1.3930e-03	9.2295e-03	1.1607e-01	1.0053e-02	2.4432e-05	1.1569e-08	2.7259e-13	2.0942e-19
717000	3522000	290	40338.2	9.9839e-02	1.032	7.2119e-07	4.4671e-05	1.1214e-03	7.7169e-03	8.4046e-02	6.8936e-03	1.4903e-05	6.2005e-09	1.2042e-13	6.9794e-20
718000	3522000	196	41306.8	6.9119e-02	1.064	7.2453e-07	5.6490e-05	1.7093e-03	5.4907e-03	5.7224e-02	4.6286e-03	9.0943e-06	3.3558e-09	5.4096e-14	2.3797e-20
719000	3522000	445	42276.7	5.1647e-02	1.056	6.6169e-07	2.0153e-05	5.8207e-04	4.8817e-03	4.2975e-02	3.1816e-03	5.4412e-06	1.7477e-09	2.3059e-14	7.6089e-21
720000	3522000	294	43248.1	3.4978e-02	1.123	7.0783e-07	3.5416e-05	1.5684e-03	3.1503e-03	2.8130e-02	2.0898e-03	3.2747e-06	9.3603e-10	1.0277e-14	2.5791e-21
721000	3522000	508	44220.7	2.5418e-02	1.098	5.7082e-07	1.3897e-05	6.2704e-04	2.6193e-03	2.0737e-02	1.4180e-03	1.9372e-06	4.8229e-10	4.3360e-15	8.1663e-22
722000	3522000	308	45194.5	1.7494e-02	1.254	6.9073e-07	2.9415e-05	1.8457e-03	1.5791e-03	1.3127e-02	9.1111e-04	1.1477e-06	2.5502e-10	1.9121e-15	2.7440e-22
723000	3522000	247	46169.4	1.2623e-02	1.403	7.0304e-07	3.3710e-05	2.2647e-03	1.0466e-03	8.6856e-03	5.9075e-04	6.7251e-07	1.3221e-10	8.2143e-16	8.9350e-23
724000	3522000	120	47145.4	1.1108e-02	1.819	7.3856e-07	4.7062e-05	4.3251e-03	6.7973e-04	5.6755e-03	3.7948e-04	3.9168e-07	6.8259e-11	3.5203e-16	2.9073e-23
725000	3522000	76	48122.4	1.0558e-02	2.175	7.5936e-07	5.1145e-05	6.0193e-03	4.5984e-04	3.7820e-03	2.4427e-04	2.2613e-07	3.4763e-11	1.4826e-16	9.2676e-24
726000	3522000	110	49100.3	8.6870e-03	2.342	7.3350e-07	4.3226e-05	5.6898e-03	3.0444e-04	2.4929e-03	1.5579e-04	1.2912e-07	1.7486e-11	6.1578e-17	2.9086e-24
727000	3522000	139	50079.1	6.5115e-03	2.425	7.1788e-07	3.7598e-05	4.5299e-03	2.0211e-04	1.6423e-03	9.8892e-05	7.3224e-08	8.7287e-12	2.5368e-17	9.0514e-25
728000	3522000	172	51058.7	5.3368e-03	2.543	6.9454e-07	3.2241e-05	4.0335e-03	1.3304e-04	1.0750e-03	6.2338e-05	4.1209e-08	4.3223e-12	1.0364e-17	2.7927e-25
729000	3522000	144	52039.0	5.8224e-03	2.733	7.0229e-07	3.3551e-05	4.9691e-03	8.6007e-05	6.9418e-04	3.8920e-05	2.3051e-08	2.1315e-12	4.2241e-18	8.6098e-26
730000	3522000	29	53020.1	9.6943e-03	2.898	7.6892e-07	4.5823e-05	9.1144e-03	5.7023e-05	4.5196e-04	2.4292e-05	1.2867e-08	1.0489e-12	1.7191e-18	2.6537e-26
731000	3522000	60	54001.9	9.4280e-03	2.935	7.4107e-07	3.9897e-05	9.0493e-03	3.6025e-05	2.8711e-04	1.4926e-05	7.0691e-09	5.0735e-13	6.8625e-19	8.0020e-27
732000	3522000	19	54984.4	1.0525e-02	2.964	7.6296e-07	4.3364e-05	1.0264e-02	2.3436e-05	1.8435e-04	9.1791e-06	3.8754e-09	2.4472e-13	2.7322e-19	2.4081e-27
733000	3522000	0	55967.5	1.1308e-02	2.981	7.6836e-07	4.4136e-05	1.1125e-02	1.5000e-05	1.1705e-04	5.5934e-06	2.1054e-09	1.1696e-13	1.0775e-19	7.1756e-28
734000	3522000	0	56951.1	1.1686e-02	2.990	7.6144e-07	4.2587e-05	1.1556e-02	9.4441e-06	7.3471e-05	3.3765e-06	1.1334e-09	5.5382e-14	4.2092e-20	2.1172e-28
735000	3522000	0	57935.4	1.2058e-02	2.995	7.5409e-07	4.1196e-05	1.1962e-02	5.9090e-06	4.5814e-05	2.0238e-06	6.0553e-10	2.6020e-14	1.6312e-20	6.1965e-29
736000	3522000	0	58920.1	1.2413e-02	2.998	7.4635e-07	3.9950e-05	1.2339e-02	3.6745e-06	2.8380e-05	1.2044e-06	3.2105e-10	1.2129e-14	6.2709e-21	1.7988e-29
737000	3522000	0	59905.4	1.2744e-02	3.000	7.3824e-07	3.8835e-05	1.2684e-02	2.2711e-06	1.7465e-05	7.1168e-07	1.6893e-10	5.6100e-15	2.3915e-21	5.1793e-30
738000	3522000	0	60891.1	1.3046e-02	3.001	7.2979e-07	3.7841e-05	1.2995e-02	1.3952e-06	1.0677e-05	4.1754e-07	8.8209e-11	2.5744e-15	9.0474e-22	1.4792e-30
739000	3522000	0	61877.3	1.3312e-02	3.002	7.2101e-07	3.6957e-05	1.3267e-02	8.5200e-07	6.4849e-06	2.4323e-07	4.5711e-11	1.1721e-15	3.3954e-22	4.1900e-31
740000	3522000	0	62863.9	1.3541e-02	3.002	7.1195e-07	3.6177e-05	1.3499e-02	5.1717e-07	3.9128e-06	1.4069e-07	2.3508e-11	5.2951e-16	1.2640e-22	1.1772e-31
674000	3521000	270	11845.6	1.3305e-05	2.261	1.8548e-07	8.0231e-06	7.1442e-08	1.7223e-09	1.4310e-08	2.1774e-06	2.4975e-06	3.2740e-07	6.9426e-09	2.5559e-11
675000	3521000	277	11549.5	4.0785e-05	0.641	1.9613e-07	1.0020e-05	3.4521e-07	8.1022e-08	2.5141e-07	1.5020e-05	1.3393e-05	1.4518e-06	2.6857e-08	9.0055e-11
676000	3521000	343	11334.3	1.7720e-04	-0.134	1.9178e-07	7.8488e-06	3.4912e-06	1.8322e-06	3.8012e-06	9.1725e-05	6.2630e-05	5.5887e-06	8.9910e-08	2.7350e-10
677000	3521000	420	11204.5	8.9067e-04	-0.053	1.8257e-07	6.6156e-06	3.6250e-05	3.0534e-05	4.8986e-05	4.9431e-04	2.5484e-04	1.8688e-05	2.6087e-07	7.1673e-10
678000	3521000	467	11163.1	4.6418e-03	0.326	1.8321e-07	1.2311e-05	3.5145e-04	4.4076e-04	5.3875e-04	2.3419e-03	9.0136e-04	5.4412e-05	6.5841e-07	1.6262e-09
679000	3521000	349	11211.1	2.9872e-02	0.952	2.3701e-07	5.3131e-05	3.7819e-03	7.1065e-03	5.7997e-03	1.0132e-02	2.8547e-03	1.4196e-04	1.4848e-06	3.2726e-09
680000	3521000	370	11347.3	1.4666e-01	1.244	2.4853e-07	2.0694e-04	1.9209e-02	4.7456e-02	3.7082e-02	3.4962e-02	7.4324e-03	3.0951e-04	2.8173e-06	5.5444e-09
681000	3521000	312	11568.7	6.2896e-01	1.408	2.7845e-07	5.8146e-04	7.5127e-02	2.4446e-01	1.8738e-01	1.0390e-01	1.6920e-02	5.9619e-04	4.7323e-06	8.2790e-09
682000	3521000	326	11870.5	1.9138e+00	1.459	2.9458e-07	1.6775e-03	2.0052e-01	7.9106e-01	6.3711e-01	2.4991e-01	3.2524e-02	9.8644e-04	6.8706e-06	1.0679e-08
683000	3521000	298	12246.8	4.5789e+00	1.458	3.1635e-07	3.3083e-03	4.0060e-01	1.9182e+00	1.6848e+00	5.1528e-01	5.5226e-02	1.4585e-03	8.9347e-06	1.2291e-08
684000	3521000	258	12690.9	8.5474e+00	1.422	3.4416e-07	5.1277e-03	6.0310e-01	3.4717e+00	3.4681e+00	9.1406e-01	8.3328e-02	1.9368e-03	1.0455e-05	1.2685e-08
685000	3521000	233	13195.9	1.2857e+01	1.363	3.6579e-07	6.8517e-03	7.0944e-01	4.8768e+00	5.7334e+00	1.4151e+00	1.1293e-01	2.3288e-03	1.1086e-05	1.1819e-08
686000	3521000	256	13755.2	1.6270e+01	1.292	3.8134e-07	8.7075e-03	6.7487e-01	5.5958e+00	7.9084e+00	1.9407e+00	1.3857e-01	2.5474e-03	1.0687e-05	9.9741e-09
687000	3521000	251	14362.4	1.8322e+01	1.205	4.0071e-07	8.4187e-03	5.2320e-01	5.4639e+00	9.7025e+00	2.4622e+00	1.5904e-01	2.6070e-03	9.6046e-06	7.7985e-09
688000	3521000	255	15011.8	1.8971e+01	1.113	4.1940e-07	6.9363e-03	3.3940e-01	4.7150e+00	1.0822e+01	2.9141e+00	1.7113e-01	2.4968e-03	8.0429e-06	5.6472e-09
689000	3521000	189	15698.0	1.8691e+01	1.021	4.4335e-07	4.6422e-03	1.9364e-01	3.6662e+00	1.1337e+01	3.3107e+00	1.7691e-01	2.2900e-03	6.4127e-06	3.8626e-09
690000	3521000	228	16416.5	1.7843e+01	0.947	4.5804e-07	2.9543e-03	9.2743e-02	2.7488e+00	1.1279e+01	3.5465e+00	1.7074e-01	1.9499e-03	4.7221e-06	2.4252e-09
691000	3521000	218	17163.2	1.6798e+01	0.883	4.7617e-07	1.6667e-03	4.0556e-02	1.9769e+00	1.0915e+01	3.7026e+00	1.5915e-01	1.5968e-03	3.3228e-06	1.4418e-09
692000	3521000	154	17934.6	1.5668e+01	0.832	5.0777e-07	1.0239e-03	1.7346e-02	1.3882e+00	1.0343e+01	3.7740e+00	1.4351e-01	1.2613e-03	2.2422e-06	8.1384e-10
693000	3521000	192	18727.6	1.4625e+01	0.798	5.1340e-07	5.3671e-04	6.0951e-03	1.0032e+00	9.7728e+00	3.7189e+00	1.2261e-01	9.3950e-04	1.4182e-06	4.2642e-10
694000	3521000	158	19539.7	1.3584e+01	0.774	5.4119e-07	4.2190e-04	2.2938e-03	7.2197e-01	9.1642e+00	3.5921e+00	1.0205e-01	6.8195e-04	8.6970e-07	2.1401e-10
695000	3521000	151	20368.4	1.2614e+01	0.762	5.5965e-07	3.5382e-04	8.4512e-04	5.3181e-01	8.6210e+00	3.3779e+00	8.1868e-02	4.7701e-04	5.1139e-07	1.0172e-10
696000	3521000	138	21211.9	1.1681e+01	0.758	5.7863e-07	3.3880e-04	3.7625e-04	3.9790e-01	8.1215e+00	3.0964e+00	6.3835e-02	3.2489e-04	2.9160e-07	4.6280e-11
697000	3521000	140	22068.5	1.0789e+01	0.763	5.9432e-07	3.2253e-04	2.2812e-04	3.0456e-01	7.6733e+00	2.7623e+00	4.8426e-02	2.1577e-04	1.6157e-07	2.0203e-11
698000	3521000	145	22936.7	9.9143e+00	0.775	6.0937e-07	3.0747e-04	1.9640e-04	2.3743e-01	7.2403e+00	2.4000e+00	3.5961e-02	1.4067e-04	8.7652e-08	8.5362e-12
699000	3521000	138	23815.3	9.0324e+00	0.790	6.2578e-07	3.0706e-04	2.2157e-04	1.8745e-01	6.7839e+00	2.0342e+00	2.6297e-02	9.0575e-05	4.6888e-08	3.5225e-12
700000	3521000	138	24703.1	8.1579e+00	0.808	6.4076e-07	2.9700e-04	2.5575e-04	1.5093e-01	6.3041e+00	1.6833e+00	1.8950e-02	5.7587e-05	2.4737e-08	1.4231e-12
701000	3521000	133	25599.1	7.2842e+00	0.826	6.5559e-07	2.8978e-04	3.0939e-04	1.2352e-01	5.7826e+00	1.3639e+00	1.3509e-02	3.6279e-05	1.2924e-08	5.6658e-13
702000	3521000	156	26502.6	6.4446e+00	0.845	6.6714e-07	2.4866e-04	3.1474e-04	1.0420e-01	5.2467e+00	1.0836e+00	9.5080e-03	2.2573e-05	6.6639e-09	2.2185e-13
703000	3521000	171	27412.8	5.6217e+00	0.863	6.7847e-07	2.2065e-04	3.5160e-04	8.9512e-02	4.6770e+00	8.4796e-01	6.6423e-03	1.3949e-05	3.4123e-09	8.6129e-14
704000	3521000	198	28329.1	4.8430e+00	0.880	6.8602e-07	1.9847e-04	3.8927e-04	7.9101e-02	4.1039e+00	6.5476e-01	4.5985e-03	8.5414e-06	1.7308e-09	3.3089e-14
705000	3521000	170	29250.8	4.0820e+00	0.893	7.0392e-07	1.9840e-04	4.7329e-04	6.9809e-02	3.5072e+00	5.0118e-01	3.1779e-03	5.2274e-06	8.7817e-10	1.2724e-14
706000	3521000	263	30177.6	3.4645e+00	0.910	7.2913e-07	1.3242e-04	3.1980e-04	6.8363e-02	3.0152e+00	3.7831e-01	2.1480e-03	3.1183e-06	4.3324e-10	4.7465e-15
707000	3521000	199	31108.8	2.8071e+00	0.920	7.2039e-07	1.6486e-04	5.9474e-04	6.0469e-02	2.4594e+00	2.8497e-01	1.4706e-03	1.8929e-06	2.1818e-10	1.8125e-15
708000	3521000	227	32044.2	2.2877e+00	0.933	7.3925e-07	1.3558e-04	5.2929e-04	5.8572e-02	2.0151e+00	2.1232e-01	9.8732e-04	1.1232e-06	1.0719e-10	6.7400e-16
709000	3521000	318	32983.4	1.8687e+00	0.948	7.7104e-07	9.1554e-05	4.0166e-04	6.0337e-02	1.6502e+00	1.5697e-01	6.5331e-04	6.5525e-07	5.1677e-11	2.4561e-16
710000	3521000	397	33926.1	1.5063e+00	0.964	7.9445e-07	6.3871e-05	3.4982e-04	6.1469e-02	1.3285e+00	1.1542e-01	4.2993e-04	3.8011e-07	2.4773e-11	8.8994e-17
711000	3521000	374	34872.0	1.1648e+00	0.976	7.9544e-07	6.3302e-05	4.2324e-04	5.5871e-02	1.0238e+00	8.4345e-02	2.8424e-04	2.2239e-07	1.2009e-11	3.2681e-17
712000	3521000	323	35820.8	8.8150e-01	0.987	7.8682e-07	7.1732e-05	6.0966e-04	4.8429e-02	7.7107e-01	6.1136e-02	1.8697e-04	1.2960e-07	5.8031e-12	1.1973e-17
713000	3521000	413	36772.3	6.8787e-01	1.005	7.9565e-07	4.6264e-05	4.5412e-04	4.6563e-02	5.9657e-01	4.4114e-02	1.2037e-04	7.3453e-08	2.7154e-12	4.2319e-18
714000	3521000	344	37726.4	5.0551e-01	1.015	7.9276e-07	5.6641e-05	7.1798e-04	3.7694e-02	4.3548e-01	3.1481e-02	7.8062e-05	4.2227e-08	1.2951e-12	1.5309e-18
715000	3521000	420	38682.7	3.8472e-01	1.032	7.8496e-07	3.7994e-05	5.4945e-04	3.3620e-02	3.2804e-01	2.2421e-02	4.9623e-05	2.3631e-08	5.9830e-13	5.3425e-19
716000	3521000	296	39641.2	2.7209e-01	1.042	7.8218e-07	5.9788e-05	1.2410e-03	2.4641e-02	2.3041e-01	1.5707e-02	3.1788e-05	1.3454e-08	2.8314e-13	1.9208e-19
717000	3521000	318	40601.7	1.9958e-01	1.057	7.8173e-07	5.0496e-05	1.2426e-03	1.9822e-02	1.6745e-01	1.1000e-02	1.9987e-05	7.4647e-09	1.2990e-13	6.6666e-20
718000	3521000	294	41564.1	1.4330e-01	1.074	7.7662e-07	5.1600e-05	1.5726e-03	1.5006e-02	1.1903e-01	7.6269e-03	1.2508e-05	4.1306e-09	5.9531e-14	2.3142e-20
719000	3521000	553	42528.2	1.1150e-01	1.084	6.3153e-07	1.6032e-05	4.8611e-04	1.3709e-02	9.1917e-02	5.3652e-03	7.6529e-06	2.2011e-09	2.5982e-14	7.5808e-21
720000	3521000	524	43493.9	7.8510e-02	1.096	6.4437e-07	1.7450e-05	6.3278e-04	9.8635e-03	6.4320e-02	3.6707e-03	4.7233e-06	1.2009e-09	1.1736e-14	2.5934e-21
721000	3521000	342	44461.2	5.2945e-02	1.141	7.5228e-07	3.5105e-05	1.7809e-03	6.2476e-03	4.2421e-02	2.4567e-03	2.9096e-06	6.5945e-10	5.3698e-15	9.0335e-22
722000	3521000	316	45429.8	3.7521e-02	1.194	7.4766e-07	3.5871e-05	2.2209e-03	4.3667e-03	2.9241e-02	1.6538e-03	1.7655e-06	3.5366e-10	2.3842e-15	3.0376e-22
723000	3521000	275	46399.8	2.6751e-02	1.276	7.4981e-07	3.8530e-05	2.6923e-03	2.9858e-03	1.9929e-02	1.1035e-03	1.0633e-06	1.8837e-10	1.0519e-15	1.0154e-22
724000	3521000	169	47371.1	1.9792e-02	1.449	7.6854e-07	4.9567e-05	3.7485e-03	1.9650e-03	1.3300e-02	7.2751e-04	6.3647e-07	9.9989e-11	4.6349e-16	3.3966e-23
725000	3521000	293	48343.5	1.4508e-02	1.512	7.2344e-07	3.2250e-05	3.1870e-03	1.4369e-03	9.3655e-03	4.8541e-04	3.7574e-07	5.1747e-11	1.9735e-16	1.0895e-23
726000	3521000	305	49317.0	1.1091e-02	1.680	7.0704e-07	2.9355e-05	3.3947e-03	9.8348e-04	6.3637e-03	3.1866e-04	2.2083e-07	2.6801e-11	8.4439e-17	3.5243e-24
727000	3521000	140	50291.5	1.0549e-02	2.110	7.6250e-07	4.5274e-05	5.5812e-03	6.1419e-04	4.1031e-03	2.0443e-04	1.2922e-07	1.3939e-11	3.6526e-17	1.1594e-24
728000	3521000	210	51267.1	8.0524e-03	2.216	7.2194e-07	3.4934e-05	4.6978e-03	4.1766e-04	2.7687e-03	1.3253e-04	7.4650e-08	7.0799e-12	1.5296e-17	3.6642e-25
729000	3521000	287	52243.5	6.6965e-03	2.360	6.7966e-07	2.6786e-05	4.4111e-03	2.8945e-04	1.8826e-03	8.5796e-05	4.2853e-08	3.5662e-12	6.3439e-18	1.1457e-25
730000	3521000	67	53220.9	1.1850e-02	2.773	7.8305e-07	4.8432e-05	1.0368e-02	1.8025e-04	1.1983e-03	5.3972e-05	2.4547e-08	1.8155e-12	2.6871e-18	3.6936e-26
731000	3521000	127	54199.0	9.1743e-03	2.810	7.3790e-07	3.8770e-05	8.2021e-03	1.1678e-04	7.8185e-04	3.4069e-05	1.3846e-08	9.0134e-13	1.1007e-18	1.1423e-26
732000	3521000	128	55178.0	9.2796e-03	2.880	7.2906e-07	3.7189e-05	8.6362e-03	7.5824e-05	5.0827e-04	2.1384e-05	7.7714e-09	4.4559e-13	4.4935e-19	3.5251e-27
733000	3521000	48	56157.7	1.2850e-02	2.945	7.7573e-07	4.5332e-05	1.2409e-02	4.9956e-05	3.3121e-04	1.3383e-05	4.3477e-09	2.1968e-13	1.8313e-19	1.0873e-27
734000	3521000	0	57138.1	1.4342e-02	2.970	7.9920e-07	4.9972e-05	1.4035e-02	3.2831e-05	2.1509e-04	8.3271e-06	2.4123e-09	1.0728e-13	7.3838e-20	3.3149e-28
735000	3521000	0	58119.1	1.4736e-02	2.982	7.9143e-07	4.8277e-05	1.4524e-02	2.0964e-05	1.3728e-04	5.1197e-06	1.3238e-09	5.1815e-14	2.9433e-20	9.9838e-29
736000	3521000	0	59100.8	1.5129e-02	2.990	7.8325e-07	4.6755e-05	1.4978e-02	1.3305e-05	8.7044e-05	3.1254e-06	7.2101e-10	2.4831e-14	1.1639e-20	2.9825e-29
737000	3521000	0	60083.1	1.5504e-02	2.995	7.7467e-07	4.5390e-05	1.5393e-02	8.3923e-06	5.4829e-05	1.8944e-06	3.8970e-10	1.1806e-14	4.5658e-21	8.8373e-30
738000	3521000	0	61066.0	1.5851e-02	2.998	7.6574e-07	4.4169e-05	1.5766e-02	5.2618e-06	3.4310e-05	1.1400e-06	2.0903e-10	5.5696e-15	1.7767e-21	2.5972e-30
739000	3521000	0	62049.4	1.6162e-02	3.000	7.5647e-07	4.3080e-05	1.6093e-02	3.2793e-06	2.1329e-05	6.8120e-07	1.1127e-10	2.6069e-15	6.8587e-22	7.5711e-31
740000	3521000	0	63033.3	1.6430e-02	3.001	7.4690e-07	4.2114e-05	1.6372e-02	2.0315e-06	1.3173e-05	4.0414e-07	5.8781e-11	1.2106e-15	2.6265e-22	2.1890e-31
674000	3520000	294	12792.3	1.1403e-05	3.095	1.9081e-07	8.8695e-06	7.1045e-08	3.7249e-10	7.0893e-09	1.0412e-06	1.0922e-06	1.2819e-07	2.4243e-09	7.9198e-12
675000	3520000	265	12518.7	2.6258e-05	1.720	2.1478e-07	1.2516e-05	2.3353e-07	2.3672e-08	1.1115e-07	6.8893e-06	5.7019e-06	5.5769e-07	9.2272e-09	2.7434e-11
676000	3520000	340	12320.4	8.0837e-05	0.212	2.0905e-07	9.8323e-06	1.4188e-06	4.8519e-07	1.4387e-06	3.9666e-05	2.5667e-05	2.0894e-06	3.0224e-08	8.1640e-11
677000	3520000	324	12201.1	3.8976e-04	0.139	2.2888e-07	1.5521e-05	2.1589e-05	1.2936e-05	1.8584e-05	2.0983e-04	1.0397e-04	7.0107e-06	8.8241e-08	2.1511e-10
678000	3520000	448	12163.1	1.7517e-03	0.291	2.1062e-07	1.2262e-05	1.4421e-04	1.2636e-04	1.6800e-04	9.2746e-04	3.5313e-04	1.9854e-05	2.1816e-07	4.8004e-10
