650000	3550000	4.7
651000	3550000	2.7
652000	3550000	1.9
653000	3550000	2.0
654000	3550000	3.0
655000	3550000	4.8
656000	3550000	7.6
657000	3550000	11.3
658000	3550000	16.0
659000	3550000	21.7
660000	3550000	28.5
661000	3550000	36.4
662000	3550000	45.2
663000	3550000	54.8
664000	3550000	64.9
665000	3550000	75.2
666000	3550000	85.4
667000	3550000	95.0
668000	3550000	103.9
669000	3550000	112.0
670000	3550000	119.4
671000	3550000	126.4
672000	3550000	133.3
673000	3550000	140.5
674000	3550000	148.0
675000	3550000	156.2
676000	3550000	165.0
677000	3550000	174.5
678000	3550000	184.7
679000	3550000	195.8
680000	3550000	207.8
681000	3550000	220.8
682000	3550000	234.7
683000	3550000	249.6
684000	3550000	265.4
685000	3550000	282.1
686000	3550000	299.6
687000	3550000	318.1
688000	3550000	337.5
689000	3550000	357.8
690000	3550000	378.5
691000	3550000	399.3
692000	3550000	419.3
693000	3550000	437.6
694000	3550000	453.1
695000	3550000	464.7
696000	3550000	471.3
697000	3550000	472.3
698000	3550000	467.3
699000	3550000	456.5
700000	3550000	440.4
701000	3550000	419.7
702000	3550000	395.2
703000	3550000	367.7
704000	3550000	337.8
705000	3550000	306.4
706000	3550000	273.9
707000	3550000	241.1
708000	3550000	208.8
709000	3550000	177.7
710000	3550000	148.5
711000	3550000	121.9
712000	3550000	98.4
713000	3550000	78.0
714000	3550000	61.0
715000	3550000	47.1
716000	3550000	36.1
717000	3550000	27.6
718000	3550000	21.4
719000	3550000	17.1
720000	3550000	14.5
721000	3550000	13.2
722000	3550000	13.0
723000	3550000	13.4
724000	3550000	14.0
725000	3550000	14.1
726000	3550000	13.7
727000	3550000	12.4
728000	3550000	10.6
729000	3550000	8.5
730000	3550000	6.3
731000	3550000	4.4
732000	3550000	2.9
733000	3550000	1.6
734000	3550000	0.7
735000	3550000	0.0
736000	3550000	0.0
737000	3550000	0.0
738000	3550000	0.0
739000	3550000	0.0
740000	3550000	0.0
741000	3550000	0.0
742000	3550000	0.0
743000	3550000	0.0
744000	3550000	0.0
745000	3550000	0.0
746000	3550000	0.0
747000	3550000	0.0
748000	3550000	0.0
749000	3550000	0.0
750000	3550000	0.0
650000	3549000	3.7
651000	3549000	1.8
652000	3549000	1.2
653000	3549000	1.5
654000	3549000	2.8
655000	3549000	5.0
656000	3549000	8.1
657000	3549000	12.3
658000	3549000	17.5
659000	3549000	24.0
660000	3549000	31.6
661000	3549000	40.4
662000	3549000	50.3
663000	3549000	61.2
664000	3549000	72.8
665000	3549000	84.8
666000	3549000	96.4
667000	3549000	107.3
668000	3549000	117.0
669000	3549000	125.4
670000	3549000	132.7
671000	3549000	139.4
672000	3549000	145.9
673000	3549000	152.7
674000	3549000	159.9
675000	3549000	167.6
676000	3549000	175.8
677000	3549000	184.4
678000	3549000	193.5
679000	3549000	203.3
680000	3549000	213.8
681000	3549000	225.2
682000	3549000	237.4
683000	3549000	250.5
684000	3549000	264.2
685000	3549000	278.7
686000	3549000	294.0
687000	3549000	310.3
688000	3549000	327.8
689000	3549000	346.7
690000	3549000	366.7
691000	3549000	387.5
692000	3549000	408.4
693000	3549000	428.1
694000	3549000	445.4
695000	3549000	458.9
696000	3549000	467.2
697000	3549000	469.4
698000	3549000	465.0
699000	3549000	454.4
