650000	3550000	4.74409580231
650100	3550000	4.46982240677
650200	3550000	4.2137336731
650300	3550000	3.97501564026
650400	3550000	3.75295114517
650500	3550000	3.54677438736
650600	3550000	3.35567140579
650700	3550000	3.17897295952
650800	3550000	3.01586484909
650900	3550000	2.865629673
651000	3550000	2.72774100304
651100	3550000	2.6015765667
651200	3550000	2.48656225204
651300	3550000	2.38231515884
651400	3550000	2.28850007057
651500	3550000	2.20473456383
651600	3550000	2.13077926636
651700	3550000	2.06639480591
651800	3550000	2.01134181023
651900	3550000	1.96552479267
652000	3550000	1.92880010605
652100	3550000	1.9010720253
652200	3550000	1.8822927475
652300	3550000	1.87231862545
652400	3550000	1.87110185623
652500	3550000	1.87869024277
652600	3550000	1.89494025707
652700	3550000	1.91985201836
652800	3550000	1.95337748528
652900	3550000	1.9954688549
653000	3550000	2.04617404938
653100	3550000	2.10539722443
653200	3550000	2.1730427742
653300	3550000	2.2491106987
653400	3550000	2.33364892006
653500	3550000	2.42656159401
653600	3550000	2.52789664268
653700	3550000	2.63774991035
653800	3550000	2.75607323647
653900	3550000	2.88286662102
654000	3550000	3.01813054085
654100	3550000	3.16196012497
654200	3550000	3.31435585022
654300	3550000	3.4753651619
654400	3550000	3.64494037628
654500	3550000	3.82312965393
654600	3550000	4.00998020172
654700	3550000	4.20563602448
654800	3550000	4.41014528275
654900	3550000	4.62350702286
655000	3550000	4.84572219849
655100	3550000	5.07693386078
655200	3550000	5.31714248657
655300	3550000	5.56644296646
655400	3550000	5.82488393784
655500	3550000	6.09251260757
655600	3550000	6.36937713623
655700	3550000	6.65562152863
655800	3550000	6.95124530792
655900	3550000	7.25629615784
656000	3550000	7.57086992264
656100	3550000	7.89506244659
656200	3550000	8.22896957397
656300	3550000	8.57259082794
656400	3550000	8.92592716217
656500	3550000	9.2890253067
656600	3550000	9.66207695007
656700	3550000	10.045083046
656800	3550000	10.4380426407
656900	3550000	10.8410987854
657000	3550000	11.2542524338
657100	3550000	11.6775999069
657200	3550000	12.1111869812
657300	3550000	12.555015564
657400	3550000	13.0090847015
657500	3550000	13.4735870361
657600	3550000	13.9484729767
657700	3550000	14.4337911606
657800	3550000	14.9295892715
657900	3550000	15.435962677
658000	3550000	15.952960968
658100	3550000	16.4804859161
658200	3550000	17.0186367035
658300	3550000	17.5674095154
658400	3550000	18.1268539429
658500	3550000	18.696969986
658600	3550000	19.2778053284
658700	3550000	19.8693122864
658800	3550000	20.4715385437
658900	3550000	21.0844364166
659000	3550000	21.7080535889
659100	3550000	22.3423900604
659200	3550000	22.9873981476
659300	3550000	23.6430778503
659400	3550000	24.3094768524
659500	3550000	24.9865474701
659600	3550000	25.6742401123
659700	3550000	26.37251091
659800	3550000	27.0813560486
659900	3550000	27.8007774353
660000	3550000	28.530632019
660100	3550000	29.270822525
660200	3550000	30.021396637
660300	3550000	30.7822132111
660400	3550000	31.5532684326
660500	3550000	32.3344688416
660600	3550000	33.1256256104
660700	3550000	33.9267349243
660800	3550000	34.7376556396
660900	3550000	35.5582885742
661000	3550000	36.3885879517
661100	3550000	37.2284584045
661200	3550000	38.077709198
661300	3550000	38.9361953735
