s	phi-1.0	phi-1.1	phi-1.2	phi-1.3	phi-1.4	phi-1.5	phi-1.6	phi-1.7	phi-1.8	phi-1.9
235	327.7627	203.0876	123.2591	73.2491	42.6054	24.2454	13.4932	7.3406	3.9020	2.0257
236	316.0080	195.5521	118.5275	70.3401	40.8549	23.2149	12.8999	7.0068	3.7185	1.9272
237	304.6749	188.2963	113.9775	67.5466	39.1764	22.2282	12.3327	6.6881	3.5435	1.8334
238	293.7482	181.3096	109.6022	64.8641	37.5668	21.2834	11.7905	6.3839	3.3768	1.7441
239	283.2134	174.5823	105.3948	62.2881	36.0234	20.3788	11.2721	6.0935	3.2179	1.6593
240	273.0564	168.1045	101.3490	59.8144	34.5433	19.5127	10.7765	5.8164	3.0665	1.5785
241	263.2636	161.8671	97.4585	57.4389	33.1241	18.6833	10.3027	5.5518	2.9222	1.5017
242	253.8221	155.8611	93.7173	55.1578	31.7632	17.8892	9.8497	5.2993	2.7847	1.4286
243	244.7191	150.0779	90.1197	52.9673	30.4582	17.1289	9.4166	5.0583	2.6537	1.3591
244	235.9427	144.5094	86.6603	50.8637	29.2068	16.4009	9.0026	4.8282	2.5289	1.2929
245	227.4809	139.1475	83.3336	48.8437	28.0069	15.7038	8.6067	4.6086	2.4099	1.2300
246	219.3227	133.9845	80.1346	46.9039	26.8562	15.0363	8.2283	4.3990	2.2965	1.1702
247	211.4570	129.0131	77.0585	45.0412	25.7528	14.3972	7.8665	4.1989	2.1885	1.1132
248	203.8734	124.2261	74.1004	43.2524	24.6947	13.7853	7.5206	4.0079	2.0855	1.0590
249	196.5618	119.6168	71.2559	41.5347	23.6801	13.1994	7.1900	3.8256	1.9874	1.0075
250	189.5125	115.1785	68.5205	39.8852	22.7072	12.6384	6.8738	3.6516	1.8939	0.9585
251	182.7159	110.9048	65.8902	38.3012	21.7743	12.1012	6.5716	3.4856	1.8048	0.9118
252	176.1631	106.7898	63.3608	36.7801	20.8797	11.5869	6.2827	3.3270	1.7199	0.8674
253	169.8452	102.8274	60.9286	35.3194	20.0218	11.0944	6.0064	3.1757	1.6389	0.8252
254	163.7540	99.0120	58.5897	33.9168	19.1992	10.6228	5.7423	3.0313	1.5618	0.7851
255	157.8812	95.3383	56.3406	32.5698	18.4104	10.1713	5.4899	2.8934	1.4884	0.7469
256	152.2191	91.8008	54.1778	31.2763	17.6540	9.7390	5.2485	2.7618	1.4183	0.7105
257	146.7600	88.3946	52.0981	30.0342	16.9287	9.3251	5.0177	2.6362	1.3516	0.6759
258	141.4966	85.1147	50.0981	28.8414	16.2332	8.9288	4.7971	2.5163	1.2880	0.6430
259	136.4221	81.9566	48.1750	27.6960	15.5662	8.5493	4.5862	2.4018	1.2274	0.6117
260	131.5295	78.9157	46.3257	26.5961	14.9267	8.1859	4.3845	2.2926	1.1697	0.5820
261	126.8124	75.9875	44.5474	25.5399	14.3134	7.8380	4.1917	2.1883	1.1146	0.5536
262	122.2645	73.1681	42.8373	24.5256	13.7254	7.5048	4.0074	2.0888	1.0622	0.5267
263	117.8797	70.4532	41.1929	23.5516	13.1615	7.1858	3.8312	1.9938	1.0122	0.5011
264	113.6521	67.8391	39.6116	22.6162	12.6207	6.8804	3.6628	1.9031	0.9646	0.4767
265	109.5761	65.3220	38.0910	21.7181	12.1022	6.5880	3.5017	1.8165	0.9192	0.4535
266	105.6464	62.8982	36.6288	20.8555	11.6050	6.3080	3.3478	1.7339	0.8760	0.4314
267	101.8575	60.5644	35.2227	20.0273	11.1282	6.0399	3.2006	1.6550	0.8347	0.4104
268	98.2046	58.3172	33.8706	19.2319	10.6710	5.7832	3.0598	1.5798	0.7955	0.3904
269	94.6826	56.1534	32.5704	18.4682	10.2325	5.5374	2.9253	1.5079	0.7580	0.3714
270	91.2870	54.0698	31.3201	17.7347	9.8121	5.3020	2.7967	1.4393	0.7224	0.3534
271	88.0131	52.0636	30.1178	17.0304	9.4090	5.0767	2.6737	1.3739	0.6884	0.3362
272	84.8566	50.1318	28.9616	16.3541	9.0224	4.8609	2.5562	1.3114	0.6560	0.3198
273	81.8134	48.2717	27.8499	15.7046	8.6517	4.6543	2.4438	1.2517	0.6251	0.3042
274	78.8793	46.4806	26.7808	15.0809	8.2963	4.4565	2.3363	1.1948	0.5957	0.2894
275	76.0504	44.7560	25.7527	14.4820	7.9554	4.2670	2.2336	1.1405	0.5677	0.2754
276	73.3230	43.0953	24.7642	13.9068	7.6286	4.0857	2.1354	1.0886	0.5410	0.2620
277	70.6933	41.4963	23.8135	13.3545	7.3152	3.9120	2.0415	1.0391	0.5155	0.2492
278	68.1580	39.9566	22.8994	12.8242	7.0146	3.7458	1.9517	0.9918	0.4913	0.2371
279	65.7137	38.4740	22.0203	12.3149	6.7264	3.5866	1.8659	0.9467	0.4682	0.2255
280	63.3569	37.0465	21.1750	11.8258	6.4501	3.4341	1.7839	0.9036	0.4461	0.2146
281	61.0847	35.6719	20.3622	11.3561	6.1851	3.2882	1.7055	0.8625	0.4252	0.2041
282	58.8940	34.3483	19.5805	10.9051	5.9309	3.1484	1.6305	0.8233	0.4051	0.1942
283	56.7819	33.0738	18.8289	10.4721	5.6873	3.0146	1.5588	0.7859	0.3861	0.1847
284	54.7455	31.8467	18.1061	10.0562	5.4536	2.8865	1.4902	0.7501	0.3679	0.1757
285	52.7821	30.6650	17.4110	9.6568	5.2295	2.7638	1.4247	0.7160	0.3506	0.1672
286	50.8892	29.5272	16.7427	9.2733	5.0147	2.6463	1.3621	0.6834	0.3341	0.1591
287	49.0641	28.4316	16.1000	8.9050	4.8087	2.5338	1.3022	0.6524	0.3184	0.1513
288	47.3045	27.3767	15.4819	8.5514	4.6111	2.4261	1.2449	0.6227	0.3034	0.1440
289	45.6080	26.3609	14.8876	8.2118	4.4216	2.3230	1.1902	0.5944	0.2891	0.1369
290	43.9723	25.3828	14.3161	7.8856	4.2400	2.2243	1.1379	0.5673	0.2755	0.1303
291	42.3953	24.4410	13.7666	7.5725	4.0658	2.1297	1.0878	0.5415	0.2626	0.1239
292	40.8749	23.5341	13.2381	7.2717	3.8987	2.0392	1.0400	0.5169	0.2502	0.1179
293	39.4090	22.6609	12.7299	6.9829	3.7385	1.9525	0.9943	0.4934	0.2384	0.1122
294	37.9956	21.8201	12.2413	6.7056	3.5850	1.8696	0.9506	0.4709	0.2272	0.1067
295	36.6330	21.0104	11.7713	6.4393	3.4377	1.7901	0.9088	0.4495	0.2165	0.1015
296	35.3192	20.2309	11.3195	6.1836	3.2964	1.7140	0.8688	0.4291	0.2063	0.0966
297	34.0525	19.4802	10.8849	5.9380	3.1610	1.6412	0.8306	0.4096	0.1966	0.0919
298	32.8313	18.7574	10.4671	5.7022	3.0311	1.5714	0.7941	0.3909	0.1874	0.0874
299	31.6539	18.0614	10.0653	5.4757	2.9066	1.5046	0.7592	0.3732	0.1786	0.0832
300	30.5186	17.3913	9.6789	5.2583	2.7872	1.4407	0.7258	0.3562	0.1702	0.0791
301	29.4241	16.7460	9.3074	5.0494	2.6727	1.3794	0.6939	0.3400	0.1622	0.0753
302	28.3689	16.1246	8.9501	4.8489	2.5628	1.3208	0.6634	0.3245	0.1545	0.0716
303	27.3515	15.5263	8.6065	4.6563	2.4576	1.2647	0.6342	0.3098	0.1473	0.0681
304	26.3706	14.9502	8.2761	4.4714	2.3566	1.2109	0.6063	0.2957	0.1403	0.0648
305	25.4248	14.3955	7.9584	4.2938	2.2598	1.1594	0.5797	0.2822	0.1337	0.0616
306	24.5130	13.8614	7.6529	4.1233	2.1669	1.1102	0.5542	0.2694	0.1274	0.0586
307	23.6339	13.3471	7.3591	3.9596	2.0779	1.0630	0.5298	0.2571	0.1214	0.0558
308	22.7863	12.8518	7.0766	3.8023	1.9925	1.0178	0.5065	0.2454	0.1157	0.0531
309	21.9691	12.3750	6.8050	3.6513	1.9107	0.9745	0.4842	0.2343	0.1103	0.0505
310	21.1812	11.9158	6.5438	3.5063	1.8322	0.9331	0.4630	0.2236	0.1051	0.0480
311	20.4216	11.4737	6.2926	3.3670	1.7569	0.8935	0.4426	0.2134	0.1002	0.0457
312	19.6892	11.0479	6.0510	3.2333	1.6847	0.8555	0.4231	0.2037	0.0954	0.0435
313	18.9831	10.6380	5.8187	3.1049	1.6155	0.8191	0.4045	0.1945	0.0910	0.0414
314	18.3023	10.2433	5.5954	2.9816	1.5491	0.7843	0.3867	0.1856	0.0867	0.0393
315	17.6459	9.8632	5.3806	2.8632	1.4855	0.7510	0.3697	0.1772	0.0826	0.0374
316	17.0130	9.4973	5.1740	2.7495	1.4244	0.7191	0.3535	0.1691	0.0787	0.0356
317	16.4029	9.1449	4.9754	2.6403	1.3659	0.6885	0.3379	0.1614	0.0750	0.0339
318	15.8146	8.8056	4.7844	2.5354	1.3098	0.6592	0.3231	0.1541	0.0715	0.0322
319	15.2475	8.4788	4.6008	2.4347	1.2560	0.6312	0.3089	0.1471	0.0681	0.0307
320	14.7006	8.1642	4.4241	2.3381	1.2044	0.6044	0.2953	0.1404	0.0649	0.0292
321	14.1734	7.8613	4.2543	2.2452	1.1549	0.5787	0.2823	0.1340	0.0619	0.0277
322	13.6651	7.5696	4.0910	2.1560	1.1074	0.5541	0.2699	0.1279	0.0589	0.0264
323	13.1750	7.2887	3.9340	2.0704	1.0619	0.5305	0.2580	0.1221	0.0562	0.0251
324	12.7025	7.0183	3.7829	1.9882	1.0183	0.5080	0.2467	0.1165	0.0535	0.0239
325	12.2470	6.7579	3.6377	1.9092	0.9765	0.4864	0.2358	0.1112	0.0510	0.0227
326	11.8078	6.5071	3.4981	1.8334	0.9364	0.4657	0.2255	0.1062	0.0486	0.0216
327	11.3843	6.2657	3.3638	1.7606	0.8979	0.4459	0.2156	0.1014	0.0463	0.0206
328	10.9760	6.0332	3.2347	1.6907	0.8610	0.4270	0.2061	0.0967	0.0441	0.0196
329	10.5824	5.8094	3.1105	1.6235	0.8256	0.4088	0.1970	0.0923	0.0421	0.0186
330	10.2029	5.5938	2.9911	1.5591	0.7917	0.3915	0.1884	0.0881	0.0401	0.0177
331	9.8369	5.3862	2.8763	1.4971	0.7592	0.3748	0.1801	0.0841	0.0382	0.0168
332	9.4842	5.1864	2.7659	1.4377	0.7280	0.3589	0.1722	0.0803	0.0364	0.0160
333	9.1440	4.9940	2.6597	1.3806	0.6981	0.3436	0.1646	0.0767	0.0347	0.0152
334	8.8161	4.8087	2.5576	1.3258	0.6694	0.3290	0.1574	0.0732	0.0331	0.0145
335	8.4999	4.6302	2.4594	1.2731	0.6419	0.3150	0.1504	0.0698	0.0315	0.0138
336	8.1951	4.4584	2.3650	1.2225	0.6155	0.3017	0.1438	0.0667	0.0300	0.0131
337	7.9012	4.2930	2.2742	1.1740	0.5902	0.2888	0.1375	0.0636	0.0286	0.0125
338	7.6178	4.1337	2.1869	1.1274	0.5660	0.2766	0.1314	0.0607	0.0273	0.0119
339	7.3446	3.9803	2.1030	1.0826	0.5427	0.2648	0.1257	0.0580	0.0260	0.0113
340	7.0812	3.8326	2.0222	1.0396	0.5204	0.2535	0.1201	0.0553	0.0248	0.0108
341	6.8272	3.6904	1.9446	0.9983	0.4990	0.2428	0.1149	0.0528	0.0236	0.0102
342	6.5824	3.5535	1.8700	0.9587	0.4785	0.2325	0.1098	0.0504	0.0225	0.0097
343	6.3463	3.4217	1.7982	0.9206	0.4589	0.2226	0.1050	0.0481	0.0214	0.0093
344	6.1187	3.2947	1.7291	0.8840	0.4400	0.2131	0.1004	0.0459	0.0204	0.0088
345	5.8993	3.1724	1.6628	0.8489	0.4220	0.2041	0.0960	0.0438	0.0195	0.0084
346	5.6877	3.0547	1.5989	0.8152	0.4046	0.1954	0.0917	0.0419	0.0185	0.0080
347	5.4837	2.9414	1.5376	0.7828	0.3880	0.1871	0.0877	0.0399	0.0177	0.0076
348	5.2871	2.8323	1.4785	0.7517	0.3721	0.1791	0.0838	0.0381	0.0168	0.0072
349	5.0975	2.7272	1.4218	0.7219	0.3568	0.1715	0.0802	0.0364	0.0160	0.0069
350	4.9146	2.6260	1.3672	0.6932	0.3421	0.1642	0.0766	0.0347	0.0153	0.0065
351	4.7384	2.5285	1.3147	0.6657	0.3281	0.1572	0.0733	0.0332	0.0146	0.0062
352	4.5685	2.4347	1.2642	0.6393	0.3146	0.1506	0.0700	0.0317	0.0139	0.0059
353	4.4046	2.3444	1.2157	0.6139	0.3016	0.1442	0.0670	0.0302	0.0132	0.0056
354	4.2467	2.2574	1.1690	0.5895	0.2893	0.1380	0.0640	0.0288	0.0126	0.0053
355	4.0944	2.1736	1.1242	0.5661	0.2774	0.1322	0.0612	0.0275	0.0120	0.0051
356	3.9475	2.0930	1.0810	0.5436	0.2660	0.1265	0.0585	0.0263	0.0115	0.0048
357	3.8059	2.0153	1.0395	0.5220	0.2550	0.1212	0.0559	0.0251	0.0109	0.0046
358	3.6694	1.9405	0.9996	0.5013	0.2446	0.1160	0.0535	0.0239	0.0104	0.0044
359	3.5379	1.8685	0.9612	0.4814	0.2345	0.1111	0.0511	0.0229	0.0099	0.0042
360	3.4110	1.7992	0.9243	0.4623	0.2249	0.1064	0.0489	0.0218	0.0094	0.0040
361	3.2886	1.7325	0.8889	0.4439	0.2156	0.1018	0.0467	0.0208	0.0090	0.0038
362	3.1707	1.6682	0.8547	0.4263	0.2068	0.0975	0.0447	0.0199	0.0086	0.0036
363	3.0570	1.6063	0.8219	0.4093	0.1983	0.0934	0.0427	0.0190	0.0082	0.0034
364	2.9474	1.5467	0.7904	0.3931	0.1901	0.0894	0.0408	0.0181	0.0078	0.0032
365	2.8417	1.4893	0.7600	0.3775	0.1823	0.0856	0.0390	0.0173	0.0074	0.0031
366	2.7397	1.4340	0.7309	0.3625	0.1748	0.0820	0.0373	0.0165	0.0071	0.0029
367	2.6415	1.3808	0.7028	0.3481	0.1677	0.0785	0.0357	0.0157	0.0067	0.0028
368	2.5468	1.3296	0.6758	0.3343	0.1608	0.0751	0.0341	0.0150	0.0064	0.0027
369	2.4554	1.2803	0.6499	0.3210	0.1542	0.0720	0.0326	0.0143	0.0061	0.0025
370	2.3674	1.2327	0.6249	0.3082	0.1478	0.0689	0.0312	0.0137	0.0058	0.0024
371	2.2825	1.1870	0.6009	0.2960	0.1418	0.0660	0.0298	0.0131	0.0056	0.0023
372	2.2006	1.1430	0.5779	0.2842	0.1359	0.0632	0.0285	0.0125	0.0053	0.0022
373	2.1217	1.1006	0.5557	0.2730	0.1303	0.0605	0.0272	0.0119	0.0050	0.0021
374	2.0456	1.0597	0.5344	0.2621	0.1250	0.0579	0.0260	0.0114	0.0048	0.0020
375	1.9722	1.0204	0.5138	0.2517	0.1199	0.0554	0.0249	0.0109	0.0046	0.0019
376	1.9015	0.9825	0.4941	0.2417	0.1149	0.0531	0.0238	0.0104	0.0044	0.0018
377	1.8333	0.9461	0.4752	0.2321	0.1102	0.0508	0.0228	0.0099	0.0042	0.0017
378	1.7676	0.9110	0.4569	0.2229	0.1057	0.0487	0.0218	0.0094	0.0040	0.0016
379	1.7042	0.8772	0.4394	0.2140	0.1013	0.0466	0.0208	0.0090	0.0038	0.0015
380	1.6430	0.8446	0.4225	0.2055	0.0972	0.0446	0.0199	0.0086	0.0036	0.0015
381	1.5841	0.8133	0.4063	0.1974	0.0932	0.0427	0.0190	0.0082	0.0034	0.0014
382	1.5273	0.7831	0.3907	0.1895	0.0894	0.0409	0.0182	0.0078	0.0033	0.0013
383	1.4725	0.7541	0.3757	0.1820	0.0857	0.0392	0.0174	0.0075	0.0031	0.0013
384	1.4197	0.7261	0.3613	0.1748	0.0822	0.0375	0.0166	0.0071	0.0030	0.0012
385	1.3688	0.6991	0.3474	0.1678	0.0788	0.0359	0.0159	0.0068	0.0028	0.0011
386	1.3197	0.6732	0.3341	0.1612	0.0756	0.0344	0.0152	0.0065	0.0027	0.0011
387	1.2724	0.6482	0.3212	0.1548	0.0724	0.0329	0.0145	0.0062	0.0026	0.0010
388	1.2268	0.6242	0.3089	0.1486	0.0695	0.0315	0.0139	0.0059	0.0024	0.0010
389	1.1828	0.6010	0.2971	0.1427	0.0666	0.0302	0.0133	0.0057	0.0023	0.0009
390	1.1403	0.5787	0.2857	0.1371	0.0639	0.0289	0.0127	0.0054	0.0022	0.0009
391	1.0994	0.5572	0.2747	0.1316	0.0613	0.0277	0.0121	0.0052	0.0021	0.0008
392	1.0600	0.5366	0.2641	0.1264	0.0587	0.0265	0.0116	0.0049	0.0020	0.0008
393	1.0220	0.5166	0.2540	0.1214	0.0563	0.0254	0.0111	0.0047	0.0019	0.0008
394	0.9853	0.4975	0.2443	0.1165	0.0540	0.0243	0.0106	0.0045	0.0018	0.0007
395	0.9500	0.4790	0.2349	0.1119	0.0518	0.0233	0.0101	0.0043	0.0017	0.0007
396	0.9159	0.4612	0.2259	0.1075	0.0497	0.0223	0.0097	0.0041	0.0017	0.0007
397	0.8831	0.4441	0.2172	0.1032	0.0476	0.0213	0.0093	0.0039	0.0016	0.0006
398	0.8514	0.4277	0.2089	0.0991	0.0457	0.0204	0.0089	0.0037	0.0015	0.0006
399	0.8209	0.4118	0.2008	0.0952	0.0438	0.0196	0.0085	0.0036	0.0014	0.0006
400	0.7914	0.3965	0.1931	0.0914	0.0420	0.0187	0.0081	0.0034	0.0014	0.0005
401	0.7631	0.3818	0.1857	0.0878	0.0403	0.0179	0.0077	0.0032	0.0013	0.0005
402	0.7357	0.3676	0.1786	0.0843	0.0386	0.0172	0.0074	0.0031	0.0012	0.0005
403	0.7093	0.3540	0.1717	0.0809	0.0370	0.0164	0.0071	0.0029	0.0012	0.0005
404	0.6839	0.3409	0.1651	0.0777	0.0355	0.0157	0.0068	0.0028	0.0011	0.0004
405	0.6593	0.3282	0.1588	0.0746	0.0340	0.0151	0.0065	0.0027	0.0011	0.0004
406	0.6357	0.3160	0.1527	0.0717	0.0326	0.0144	0.0062	0.0026	0.0010	0.0004
407	0.6129	0.3043	0.1468	0.0688	0.0313	0.0138	0.0059	0.0024	0.0010	0.0004
408	0.5909	0.2930	0.1412	0.0661	0.0300	0.0132	0.0056	0.0023	0.0009	0.0004
409	0.5697	0.2821	0.1358	0.0635	0.0288	0.0127	0.0054	0.0022	0.0009	0.0003
410	0.5493	0.2717	0.1306	0.0609	0.0276	0.0121	0.0052	0.0021	0.0008	0.0003
411	0.5296	0.2616	0.1256	0.0585	0.0265	0.0116	0.0049	0.0020	0.0008	0.0003
412	0.5106	0.2519	0.1207	0.0562	0.0254	0.0111	0.0047	0.0019	0.0008	0.0003
413	0.4923	0.2425	0.1161	0.0540	0.0243	0.0106	0.0045	0.0019	0.0007	0.0003
414	0.4746	0.2335	0.1116	0.0518	0.0233	0.0102	0.0043	0.0018	0.0007	0.0003
415	0.4576	0.2249	0.1074	0.0498	0.0224	0.0098	0.0041	0.0017	0.0007	0.0003
416	0.4412	0.2165	0.1032	0.0478	0.0215	0.0093	0.0039	0.0016	0.0006	0.0002
417	0.4254	0.2085	0.0993	0.0459	0.0206	0.0089	0.0038	0.0015	0.0006	0.0002
418	0.4101	0.2008	0.0955	0.0441	0.0197	0.0086	0.0036	0.0015	0.0006	0.0002
419	0.3954	0.1933	0.0918	0.0423	0.0189	0.0082	0.0034	0.0014	0.0005	0.0002
420	0.3812	0.1861	0.0883	0.0406	0.0181	0.0079	0.0033	0.0013	0.0005	0.0002
421	0.3676	0.1792	0.0849	0.0390	0.0174	0.0075	0.0031	0.0013	0.0005	0.0002
422	0.3544	0.1726	0.0816	0.0375	0.0167	0.0072	0.0030	0.0012	0.0005	0.0002
423	0.3417	0.1662	0.0785	0.0360	0.0160	0.0069	0.0029	0.0012	0.0005	0.0002
424	0.3294	0.1600	0.0755	0.0346	0.0153	0.0066	0.0028	0.0011	0.0004	0.0002
425	0.3176	0.1541	0.0726	0.0332	0.0147	0.0063	0.0026	0.0011	0.0004	0.0002
426	0.3062	0.1484	0.0698	0.0319	0.0141	0.0061	0.0025	0.0010	0.0004	0.0001
427	0.2952	0.1429	0.0671	0.0306	0.0135	0.0058	0.0024	0.0010	0.0004	0.0001
428	0.2846	0.1376	0.0645	0.0294	0.0130	0.0055	0.0023	0.0009	0.0004	0.0001
429	0.2744	0.1324	0.0621	0.0282	0.0124	0.0053	0.0022	0.0009	0.0003	0.0001
430	0.2646	0.1275	0.0597	0.0271	0.0119	0.0051	0.0021	0.0008	0.0003	0.0001
431	0.2551	0.1228	0.0574	0.0260	0.0114	0.0049	0.0020	0.0008	0.0003	0.0001
432	0.2460	0.1182	0.0552	0.0250	0.0110	0.0047	0.0019	0.0008	0.0003	0.0001
433	0.2371	0.1139	0.0531	0.0240	0.0105	0.0045	0.0018	0.0007	0.0003	0.0001
434	0.2286	0.1096	0.0510	0.0230	0.0101	0.0043	0.0018	0.0007	0.0003	0.0001
435	0.2204	0.1056	0.0491	0.0221	0.0097	0.0041	0.0017	0.0007	0.0003	0.0001
436	0.2125	0.1016	0.0472	0.0212	0.0093	0.0039	0.0016	0.0006	0.0002	0.0001
437	0.2049	0.0979	0.0454	0.0204	0.0089	0.0038	0.0015	0.0006	0.0002	0.0001
438	0.1976	0.0942	0.0436	0.0196	0.0085	0.0036	0.0015	0.0006	0.0002	0.0001
439	0.1905	0.0907	0.0420	0.0188	0.0082	0.0034	0.0014	0.0006	0.0002	0.0001
440	0.1836	0.0874	0.0403	0.0181	0.0078	0.0033	0.0013	0.0005	0.0002	0.0001
441	0.1771	0.0841	0.0388	0.0174	0.0075	0.0032	0.0013	0.0005	0.0002	0.0001
442	0.1707	0.0810	0.0373	0.0167	0.0072	0.0030	0.0012	0.0005	0.0002	0.0001
443	0.1646	0.0780	0.0359	0.0160	0.0069	0.0029	0.0012	0.0005	0.0002	0.0001
444	0.1587	0.0751	0.0345	0.0154	0.0066	0.0028	0.0011	0.0004	0.0002	0.0001
445	0.1530	0.0723	0.0332	0.0148	0.0064	0.0027	0.0011	0.0004	0.0002	0.0001
446	0.1475	0.0696	0.0319	0.0142	0.0061	0.0025	0.0010	0.0004	0.0001	0.0001
447	0.1422	0.0671	0.0307	0.0136	0.0058	0.0024	0.0010	0.0004	0.0001	0.0001
448	0.1371	0.0646	0.0295	0.0131	0.0056	0.0023	0.0009	0.0004	0.0001	0.0000
449	0.1322	0.0622	0.0284	0.0125	0.0054	0.0022	0.0009	0.0003	0.0001	0.0000
450	0.1275	0.0599	0.0273	0.0120	0.0052	0.0021	0.0009	0.0003	0.0001	0.0000
451	0.1229	0.0576	0.0262	0.0116	0.0049	0.0020	0.0008	0.0003	0.0001	0.0000
452	0.1185	0.0555	0.0252	0.0111	0.0047	0.0020	0.0008	0.0003	0.0001	0.0000
453	0.1142	0.0535	0.0243	0.0107	0.0045	0.0019	0.0007	0.0003	0.0001	0.0000
454	0.1101	0.0515	0.0233	0.0102	0.0044	0.0018	0.0007	0.0003	0.0001	0.0000
455	0.1062	0.0496	0.0224	0.0098	0.0042	0.0017	0.0007	0.0003	0.0001	0.0000
456	0.1024	0.0477	0.0216	0.0094	0.0040	0.0016	0.0007	0.0002	0.0001	0.0000
457	0.0987	0.0459	0.0207	0.0091	0.0038	0.0016	0.0006	0.0002	0.0001	0.0000
458	0.0952	0.0442	0.0199	0.0087	0.0037	0.0015	0.0006	0.0002	0.0001	0.0000
459	0.0917	0.0426	0.0192	0.0084	0.0035	0.0014	0.0006	0.0002	0.0001	0.0000
460	0.0885	0.0410	0.0184	0.0080	0.0034	0.0014	0.0005	0.0002	0.0001	0.0000
461	0.0853	0.0395	0.0177	0.0077	0.0032	0.0013	0.0005	0.0002	0.0001	0.0000
462	0.0822	0.0380	0.0171	0.0074	0.0031	0.0013	0.0005	0.0002	0.0001	0.0000
463	0.0793	0.0366	0.0164	0.0071	0.0030	0.0012	0.0005	0.0002	0.0001	0.0000
464	0.0764	0.0353	0.0158	0.0068	0.0029	0.0012	0.0005	0.0002	0.0001	0.0000
465	0.0737	0.0340	0.0152	0.0066	0.0027	0.0011	0.0004	0.0002	0.0001	0.0000
466	0.0710	0.0327	0.0146	0.0063	0.0026	0.0011	0.0004	0.0002	0.0001	0.0000
467	0.0685	0.0315	0.0140	0.0060	0.0025	0.0010	0.0004	0.0001	0.0001	0.0000
468	0.0660	0.0303	0.0135	0.0058	0.0024	0.0010	0.0004	0.0001	0.0001	0.0000
469	0.0637	0.0292	0.0130	0.0056	0.0023	0.0009	0.0004	0.0001	0.0000	0.0000
470	0.0614	0.0281	0.0125	0.0054	0.0022	0.0009	0.0003	0.0001	0.0000	0.0000
471	0.0592	0.0271	0.0120	0.0051	0.0021	0.0009	0.0003	0.0001	0.0000	0.0000
472	0.0571	0.0261	0.0115	0.0049	0.0020	0.0008	0.0003	0.0001	0.0000	0.0000
473	0.0550	0.0251	0.0111	0.0047	0.0020	0.0008	0.0003	0.0001	0.0000	0.0000
474	0.0530	0.0242	0.0107	0.0046	0.0019	0.0008	0.0003	0.0001	0.0000	0.0000
475	0.0511	0.0233	0.0103	0.0044	0.0018	0.0007	0.0003	0.0001	0.0000	0.0000
476	0.0493	0.0224	0.0099	0.0042	0.0017	0.0007	0.0003	0.0001	0.0000	0.0000
477	0.0475	0.0216	0.0095	0.0040	0.0017	0.0007	0.0003	0.0001	0.0000	0.0000
478	0.0458	0.0208	0.0091	0.0039	0.0016	0.0006	0.0002	0.0001	0.0000	0.0000
479	0.0442	0.0200	0.0088	0.0037	0.0015	0.0006	0.0002	0.0001	0.0000	0.0000
480	0.0426	0.0193	0.0084	0.0036	0.0015	0.0006	0.0002	0.0001	0.0000	0.0000
481	0.0411	0.0185	0.0081	0.0034	0.0014	0.0006	0.0002	0.0001	0.0000	0.0000
482	0.0396	0.0179	0.0078	0.0033	0.0013	0.0005	0.0002	0.0001	0.0000	0.0000
483	0.0382	0.0172	0.0075	0.0032	0.0013	0.0005	0.0002	0.0001	0.0000	0.0000
484	0.0368	0.0166	0.0072	0.0030	0.0012	0.0005	0.0002	0.0001	0.0000	0.0000
485	0.0355	0.0159	0.0069	0.0029	0.0012	0.0005	0.0002	0.0001	0.0000	0.0000
486	0.0342	0.0153	0.0067	0.0028	0.0011	0.0004	0.0002	0.0001	0.0000	0.0000
487	0.0330	0.0148	0.0064	0.0027	0.0011	0.0004	0.0002	0.0001	0.0000	0.0000
488	0.0318	0.0142	0.0062	0.0026	0.0010	0.0004	0.0002	0.0001	0.0000	0.0000
489	0.0307	0.0137	0.0059	0.0025	0.0010	0.0004	0.0001	0.0001	0.0000	0.0000
490	0.0296	0.0132	0.0057	0.0024	0.0010	0.0004	0.0001	0.0001	0.0000	0.0000
491	0.0285	0.0127	0.0055	0.0023	0.0009	0.0004	0.0001	0.0000	0.0000	0.0000
492	0.0275	0.0122	0.0053	0.0022	0.0009	0.0003	0.0001	0.0000	0.0000	0.0000
493	0.0265	0.0118	0.0051	0.0021	0.0008	0.0003	0.0001	0.0000	0.0000	0.0000
494	0.0256	0.0113	0.0049	0.0020	0.0008	0.0003	0.0001	0.0000	0.0000	0.0000
495	0.0246	0.0109	0.0047	0.0019	0.0008	0.0003	0.0001	0.0000	0.0000	0.0000
496	0.0238	0.0105	0.0045	0.0019	0.0007	0.0003	0.0001	0.0000	0.0000	0.0000
497	0.0229	0.0101	0.0043	0.0018	0.0007	0.0003	0.0001	0.0000	0.0000	0.0000
498	0.0221	0.0098	0.0042	0.0017	0.0007	0.0003	0.0001	0.0000	0.0000	0.0000
499	0.0213	0.0094	0.0040	0.0017	0.0007	0.0003	0.0001	0.0000	0.0000	0.0000
500	0.0205	0.0090	0.0039	0.0016	0.0006	0.0002	0.0001	0.0000	0.0000	0.0000
501	0.0198	0.0087	0.0037	0.0015	0.0006	0.0002	0.0001	0.0000	0.0000	0.0000
