s	phi1.0	phi0.9	phi0.8	phi0.7	phi0.6	phi0.5	phi0.4	phi0.3	phi0.2	phi0.1
38	2794344.9312	2880220.0315	2933073.9841	2950577.9369	2931623.8401	2876416.9684	2786492.5625	2664652.9158	2514827.6915	2341866.6600
39	2765125.7916	2847953.4805	2897871.1481	2912639.7188	2891242.5826	2833973.5083	2742448.3615	2619537.3029	2469220.6298	2296377.8385
40	2736212.1826	2816048.4055	2863090.8175	2875189.3063	2851417.5514	2792156.3299	2699100.3374	2575185.5487	2424440.6640	2251772.5998
41	2707600.9096	2784500.7568	2828727.9214	2838220.4271	2812141.0846	2750956.1920	2656437.4862	2531584.7203	2380472.7948	2208033.7809
42	2679288.8110	2753306.5304	2794777.4497	2801726.8899	2773405.6263	2710363.9897	2614448.9778	2488722.1037	2337302.2944	2165144.5524
43	2651272.7587	2722461.7670	2761234.4526	2765702.5828	2735203.7243	2670370.7525	2573124.1533	2446585.2001	2294914.7024	2123088.4116
44	2623549.6569	2691962.5514	2728094.0394	2730141.4723	2697528.0293	2630967.6424	2532452.5223	2405161.7223	2253295.8205	2081849.1766
45	2596116.4424	2661805.0128	2695351.3784	2695037.6029	2660371.2930	2592145.9516	2492423.7603	2364439.5912	2212431.7080	2041410.9795
46	2568970.0841	2631985.3232	2663001.6958	2660385.0953	2623726.3672	2553897.1008	2453027.7057	2324406.9322	2172308.6770	2001758.2610
47	2542107.5824	2602499.6979	2631040.2749	2626178.1459	2587586.2020	2516212.6375	2414254.3580	2285052.0718	2132913.2876	1962875.7637
48	2515525.9690	2573344.3943	2599462.4559	2592411.0259	2551943.8446	2479084.2337	2376093.8742	2246363.5341	2094232.3440	1924748.5267
49	2489222.3071	2544515.7120	2568263.6348	2559078.0799	2516792.4381	2442503.6844	2338536.5675	2208330.0375	2056252.8895	1887361.8798
50	2463193.6900	2516009.9919	2537439.2628	2526173.7254	2482125.2198	2406462.9056	2301572.9036	2170940.4913	2018962.2024	1850701.4375
51	2437437.2418	2487823.6159	2506984.8458	2493692.4516	2447935.5206	2370953.9326	2265193.4993	2134183.9928	1982347.7917	1814753.0940
52	2411950.1166	2459953.0065	2476895.9435	2461628.8186	2414216.7627	2335968.9183	2229389.1196	2098049.8237	1946397.3930	1779503.0173
53	2386729.4982	2432394.6261	2447168.1691	2429977.4563	2380962.4593	2301500.1314	2194150.6755	2062527.4474	1911098.9643	1744937.6441
54	2361772.5998	2405144.9770	2417797.1882	2398733.0640	2348166.2128	2267539.9545	2159469.2217	2027606.5053	1876440.6818	1711043.6747
55	2337076.6639	2378200.6004	2388778.7187	2367890.4087	2315821.7138	2234080.8828	2125335.9541	1993276.8147	1842410.9364	1677808.0676
56	2312638.9617	2351558.0765	2360108.5297	2337444.3250	2283922.7397	2201115.5221	2091742.2079	1959528.3649	1808998.3293	1645218.0347
57	2288456.7929	2325214.0237	2331782.4411	2307389.7138	2252463.1538	2168636.5874	2058679.4554	1926351.3148	1776191.6687	1613261.0362
58	2264527.4856	2299165.0982	2303796.3230	2277721.5416	2221436.9036	2136636.9011	2026139.3033	1893735.9900	1743979.9655	1581924.7759
59	2240848.3957	2273407.9939	2276146.0951	2248434.8396	2190838.0204	2105109.3917	1994113.4914	1861672.8798	1712352.4301	1551197.1965
60	2217416.9068	2247939.4414	2248827.7260	2219524.7030	2160660.6174	2074047.0918	1962593.8899	1830152.6347	1681298.4683	1521066.4750
61	2194230.4299	2222756.2082	2221837.2327	2190986.2898	2130898.8889	2043443.1369	1931572.4973	1799166.0633	1650807.6782	1491521.0177
62	2171286.4030	2197855.0980	2195170.6800	2162814.8204	2101547.1094	2013290.7640	1901041.4389	1768704.1299	1620869.8467	1462549.4565
63	2148582.2909	2173232.9500	2168824.1801	2135005.5769	2072599.6320	1983583.3094	1870992.9643	1738757.9517	1591474.9456	1434140.6439
64	2126115.5849	2148886.6393	2142793.8916	2107553.9017	2044050.8877	1954314.2083	1841419.4455	1709318.7965	1562613.1288	1406283.6490
65	2103883.8026	2124813.0756	2117076.0194	2080455.1972	2015895.3843	1925476.9924	1812313.3753	1680378.0798	1534274.7286	1378967.7532
66	2081884.4875	2101009.2034	2091666.8138	2053704.9249	1988127.7050	1897065.2890	1783667.3651	1651927.3624	1506450.2528	1352182.4460
67	2060115.2088	2077472.0014	2066562.5701	2027298.6048	1960742.5079	1869072.8192	1755474.1429	1623958.3481	1479130.3811	1325917.4212
68	2038573.5612	2054198.4822	2041759.6284	2001231.8144	1933734.5245	1841493.3971	1727726.5520	1596462.8811	1452305.9625	1300162.5728
69	2017257.1643	2031185.6917	2017254.3722	1975500.1880	1907098.5589	1814320.9279	1700417.5484	1569432.9438	1425968.0118	1274907.9910
70	1996163.6629	2008430.7091	1993043.2288	1950099.4162	1880829.4869	1787549.4067	1673540.1997	1542860.6541	1400107.7068	1250143.9586
71	1975290.7262	1985930.6462	1969122.6682	1925025.2447	1854922.2546	1761172.9172	1647087.6831	1516738.2635	1374716.3852	1225860.9470
72	1954636.0480	1963682.6471	1945489.2028	1900273.4743	1829371.8780	1735185.6304	1621053.2835	1491058.1549	1349785.5419	1202049.6128
73	1934197.3459	1941683.8881	1922139.3870	1875839.9596	1804173.4416	1709581.8036	1595430.3920	1465812.8397	1325306.8260	1178700.7940
74	1913972.3616	1919931.5770	1899069.8163	1851720.6083	1779322.0977	1684355.7783	1570212.5042	1440994.9566	1301272.0380	1155805.5067
75	1893958.8603	1898422.9528	1876277.1272	1827911.3812	1754813.0653	1659501.9799	1545393.2185	1416597.2685	1277673.1273	1133354.9415
76	1874154.6308	1877155.2857	1853757.9966	1804408.2905	1730641.6293	1635014.9160	1520966.2344	1392612.6611	1254502.1890	1111340.4598
77	1854557.4847	1856125.8761	1831509.1413	1781207.4001	1706803.1394	1610889.1752	1496925.3511	1369034.1404	1231751.4618	1089753.5913
78	1835165.2567	1835332.0549	1809527.3173	1758304.8243	1683293.0096	1587119.4258	1473264.4658	1345854.8310	1209413.3250	1068586.0298
79	1815975.8040	1814771.1829	1787809.3198	1735696.7274	1660106.7169	1563700.4150	1449977.5721	1323067.9738	1187480.2962	1047829.6307
80	1796987.0063	1794440.6504	1766351.9823	1713379.3230	1637239.8007	1540626.9674	1427058.7585	1300666.9240	1165945.0286	1027476.4074
81	1778196.7655	1774337.8769	1745152.1764	1691348.8734	1614687.8618	1517893.9840	1404502.2071	1278645.1496	1144800.3088	1007518.5287
82	1759603.0052	1754460.3110	1724206.8112	1669601.6890	1592446.5614	1495496.4410	1382302.1918	1256996.2289	1124039.0540	987948.3152
83	1741203.6712	1734805.4296	1703512.8328	1648134.1276	1570511.6209	1473429.3887	1360453.0772	1235713.8491	1103654.3100	968758.2370
84	1722996.7302	1715370.7380	1683067.2241	1626942.5938	1548878.8203	1451687.9506	1338949.3167	1214791.8043	1083639.2488	949940.9101
85	1704980.1706	1696153.7696	1662867.0042	1606023.5385	1527543.9977	1430267.3220	1317785.4516	1194223.9935	1063987.1659	931489.0942
86	1687152.0016	1677152.0852	1642909.2279	1585373.4582	1506503.0488	1409162.7691	1296956.1093	1174004.4193	1044691.4788	913395.6896
87	1669510.2533	1658363.2729	1623190.9854	1564988.8944	1485751.9256	1388369.6280	1276456.0024	1154127.1855	1025745.7240	895653.7344
88	1652052.9764	1639784.9482	1603709.4017	1544866.4332	1465286.6360	1367883.3037	1256279.9268	1134586.4960	1007143.5554	878256.4019
89	1634778.2420	1621414.7528	1584461.6366	1525002.7045	1445103.2427	1347699.2688	1236422.7607	1115376.6526	988878.7421	861196.9983
90	1617684.1412	1603250.3552	1565444.8837	1505394.3815	1425197.8629	1327813.0628	1216879.4634	1096492.0537	970945.1659	844468.9594
91	1600768.7854	1585289.4498	1546656.3704	1486038.1802	1405566.6670	1308220.2912	1197645.0738	1077927.1927	953336.8199	828065.8489
92	1584030.3054	1567529.7571	1528093.3574	1466930.8589	1386205.8784	1288916.6241	1178714.7092	1059676.6559	936047.8059	811981.3552
93	1567466.8518	1549969.0227	1509753.1382	1448069.2176	1367111.7723	1269897.7954	1160083.5640	1041735.1216	919072.3327	796209.2895
94	1551076.5944	1532605.0179	1491633.0388	1429450.0972	1348280.6755	1251159.6024	1141746.9087	1024097.3578	902404.7141	780743.5831
95	1534857.7221	1515435.5386	1473730.4173	1411070.3794	1329708.9651	1232697.9039	1123700.0885	1006758.2216	886039.3672	765578.2852
96	1518808.4428	1498458.4058	1456042.6636	1392926.9862	1311393.0681	1214508.6202	1105938.5222	989712.6567	869970.8102	750707.5607
97	1502926.9833	1481671.4645	1438567.1988	1375016.8787	1293329.4611	1196587.7316	1088457.7009	972955.6926	854193.6607	736125.6878
98	1487211.5886	1465072.5841	1421301.4750	1357337.0576	1275514.6687	1178931.2777	1071253.1871	956482.4431	838702.6339	721827.0556
99	1471660.5224	1448659.6577	1404242.9750	1339884.5617	1257945.2638	1161535.3565	1054320.6134	940288.1044	823492.5410	707806.1625
100	1456272.0663	1432430.6022	1387389.2115	1322656.4681	1240617.8664	1144396.1239	1037655.6815	924367.9544	808558.2872	694057.6137
101	1441044.5200	1416383.3577	1370737.7274	1305649.8915	1223529.1428	1127509.7921	1021254.1608	908717.3507	793894.8699	680576.1190
102	1425976.2009	1400515.8874	1354286.0948	1288861.9837	1206675.8055	1110872.6295	1005111.8879	893331.7295	779497.3776	667356.4912
103	1411065.4441	1384826.1773	1338031.9152	1272289.9330	1190054.6123	1094480.9593	989224.7649	878206.6045	765360.9876	654393.6438
104	1396310.6020	1369312.2360	1321972.8187	1255930.9640	1173662.3654	1078331.1593	973588.7589	863337.5651	751480.9647	641682.5889
105	1381710.0443	1353972.0944	1306106.4640	1239782.3369	1157495.9113	1062419.6603	958199.9007	848720.2754	737852.6597	629218.4358
106	1367262.1577	1338803.8054	1290430.5376	1223841.3471	1141552.1399	1046742.9462	943054.2838	834350.4732	724471.5076	616996.3885
107	1352965.3458	1323805.4439	1274942.7542	1208105.3249	1125827.9838	1031297.5525	928148.0634	820223.9681	711333.0262	605011.7444
108	1338818.0288	1308975.1061	1259640.8556	1192571.6348	1110320.4180	1016080.0660	913477.4555	806336.6408	698432.8147	593259.8920
109	1324818.6437	1294310.9098	1244522.6108	1177237.6752	1095026.4591	1001087.1236	899038.7359	792684.4419	685766.5518	581736.3097
110	1310965.6435	1279810.9936	1229585.8156	1162100.8781	1079943.1647	986315.4122	884828.2394	779263.3902	673329.9950	570436.5634
111	1297257.4975	1265473.5172	1214828.2923	1147158.7083	1065067.6331	971761.6673	870842.3587	766069.5722	661118.9784	559356.3053
112	1283692.6911	1251296.6608	1200247.8891	1132408.6633	1050397.0026	957422.6726	857077.5432	753099.1407	649129.4118	548491.2721
113	1270269.7255	1237278.6250	1185842.4804	1117848.2728	1035928.4506	943295.2594	843530.2989	740348.3133	637357.2792	537837.2831
114	1256987.1174	1223417.6306	1171609.9657	1103475.0983	1021659.1938	929376.3057	830197.1867	727813.3720	625798.6372	527390.2391
115	1243843.3993	1209711.9182	1157548.2701	1089286.7325	1007586.4869	915662.7354	817074.8220	715490.6615	614449.6143	517146.1202
116	1230837.1188	1196159.7482	1143655.3434	1075280.7993	993707.6227	902151.5181	804159.8736	703376.5886	603306.4089	507100.9849
117	1217966.8388	1182759.4006	1129929.1600	1061454.9528	980019.9310	888839.6678	791449.0630	691467.6207	592365.2885	497250.9680
118	1205231.1373	1169509.1746	1116367.7186	1047806.8776	966520.7785	875724.2428	778939.1637	679760.2853	581622.5881	487592.2795
119	1192628.6069	1156407.3882	1102969.0420	1034334.2879	953207.5683	862802.3447	766626.9998	668251.1684	571074.7095	478121.2031
120	1180157.8552	1143452.3787	1089731.1767	1021034.9274	940077.7392	850071.1179	754509.4460	656936.9139	560718.1194	468834.0945
121	1167817.5042	1130642.5016	1076652.1926	1007906.5686	927128.7650	837527.7488	742583.4261	645814.2227	550549.3488	459727.3803
122	1155606.1905	1117976.1312	1063730.1829	994947.0128	914358.1548	825169.4656	730845.9128	634879.8514	540564.9915	450797.5565
123	1143522.5646	1105451.6596	1050963.2635	982154.0897	901763.4517	812993.5371	719293.9263	624130.6114	530761.7032	442041.1871
124	1131565.2915	1093067.4973	1038349.5730	969525.6566	889342.2325	800997.2726	707924.5344	613563.3683	521136.2000	433454.9029
125	1119733.0499	1080822.0724	1025887.2723	957059.5985	877092.1078	789178.0210	696734.8506	603175.0407	511685.2580	425035.4002
126	1108024.5325	1068713.8306	1013574.5446	944753.8277	865010.7208	777533.1704	685722.0347	592962.5994	502405.7112	416779.4394
127	1096438.4455	1056741.2351	1001409.5946	932606.2832	853095.7472	766060.1474	674883.2909	582923.0663	493294.4514	408683.8437
128	1084973.5087	1044902.7663	989390.6486	920614.9305	841344.8948	754756.4165	664215.8677	573053.5139	484348.4268	400745.4983
129	1073628.4553	1033196.9216	977515.9543	908777.7614	829755.9030	743619.4797	653717.0573	563351.0644	475564.6407	392961.3488
130	1062402.0317	1021622.2152	965783.7805	897092.7934	818326.5421	732646.8760	643384.1944	553812.8883	466940.1508	385328.3998
131	1051292.9976	1010177.1780	954192.4165	885558.0694	807054.6135	721836.1803	633214.6562	544436.2045	458472.0683	377843.7146
132	1040300.1253	998860.3574	942740.1725	874171.6577	795937.9485	711185.0037	623205.8609	535218.2786	450157.5567	370504.4132
133	1029422.2003	987670.3169	931425.3785	862931.6512	784974.4085	700690.9923	613355.2679	526156.4227	441993.8310	363307.6717
134	1018658.0206	976605.6364	920246.3851	851836.1676	774161.8843	690351.8271	603660.3766	517247.9944	433978.1566	356250.7209
135	1008006.3968	965664.9113	909201.5622	840883.3485	763498.2958	680165.2232	594118.7258	508490.3959	426107.8486	349330.8455
136	997466.1520	954846.7530	898289.2996	830071.3596	752981.5914	670128.9295	584727.8934	499881.0736	418380.2706	342545.3830
137	987036.1215	944149.7885	887508.0063	819398.3901	742609.7479	660240.7281	575485.4956	491417.5169	410792.8344	335891.7224
138	976715.1529	933572.6600	876856.1104	808862.6525	732380.7701	650498.4336	566389.1861	483097.2579	403342.9982	329367.3038
139	966502.1058	923114.0251	866332.0588	798462.3823	722292.6899	640899.8933	557436.6558	474917.8703	396028.2669	322969.6165
140	956395.8517	912772.5562	855934.3172	788195.8377	712343.5666	631442.9858	548625.6320	466876.9691	388846.1901	316696.1990
141	946395.2739	902546.9408	845661.3696	778061.2992	702531.4861	622125.6214	539953.8782	458972.2096	381794.3621	310544.6375
142	936499.2674	892435.8810	835511.7182	768057.0696	692854.5608	612945.7409	531419.1929	451201.2866	374870.4209	304512.5650
143	926706.7387	882438.0935	825483.8832	758181.4733	683310.9291	603901.3157	523019.4096	443561.9342	368072.0472	298597.6605
144	917016.6058	872552.3093	815576.4025	748432.8563	673898.7548	594990.3471	514752.3960	436051.9248	361396.9638	292797.6481
145	907427.7981	862777.2736	805787.8317	738809.5860	664616.2272	586210.8657	506616.0534	428669.0684	354842.9348	287110.2961
146	897939.2560	853111.7457	796116.7436	729310.0507	655461.5606	577560.9315	498608.3165	421411.2121	348407.7648	281533.4163
147	888549.9311	843554.4990	786561.7282	719932.6595	646432.9937	569038.6329	490727.1525	414276.2397	342089.2983	276064.8627
148	879258.7859	834104.3202	777121.3923	710675.8417	637528.7895	560642.0865	482970.5608	407262.0704	335885.4189	270702.5312
149	870064.7938	824760.0099	767794.3596	701538.0471	628747.2351	552369.4368	475336.5722	400366.6591	329794.0485	265444.3586
150	860966.9389	815520.3821	758579.2702	692517.7453	620086.6411	544218.8556	467823.2489	393587.9949	323813.1466	260288.3217
151	851964.2159	806384.2642	749474.7806	683613.4256	611545.3412	536188.5416	460428.6836	386924.1013	317940.7100	255232.4365
152	843055.6302	797350.4964	740479.5633	674823.5967	603121.6923	528276.7203	453150.9992	380373.0350	312174.7716	250274.7577
153	834240.1973	788417.9321	731592.3069	666146.7865	594814.0739	520481.6433	445988.3482	373932.8857	306513.4000	245413.3777
154	825516.9433	779585.4377	722811.7155	657581.5417	586620.8876	512801.5878	438938.9124	367601.7754	300954.6989	240646.4259
155	816884.9041	770851.8920	714136.5091	649126.4280	578540.5572	505234.8567	432000.9023	361377.8581	295496.8062	235972.0683
156	808343.1261	762216.1865	705565.4227	640780.0293	570571.5283	497779.7778	425172.5566	355259.3188	290137.8939	231388.5062
157	799890.6654	753677.2251	697097.2068	632540.9476	562712.2677	490434.7036	418452.1419	349244.3734	284876.1669	226893.9760
158	791526.5881	745233.9242	688730.6266	624407.8032	554961.2634	483198.0108	411837.9522	343331.2678	279709.8626	222486.7483
159	783249.9700	736885.2118	680464.4624	616379.2339	547317.0243	476068.1003	405328.3086	337518.2779	274637.2507	218165.1274
160	775059.8965	728630.0286	672297.5088	608453.8951	539778.0797	469043.3965	398921.5585	331803.7085	269656.6319	213927.4504
161	766955.4628	720467.3265	664228.5753	600630.4595	532342.9793	462122.3468	392616.0756	326185.8933	264766.3379	209772.0867
162	758935.7733	712396.0696	656256.4854	592907.6167	525010.2927	455303.4219	386410.2592	320663.1941	259964.7308	205697.4376
163	750999.9418	704415.2335	648380.0767	585284.0735	517778.6092	448585.1147	380302.5339	315234.0005	255250.2020	201701.9351
164	743147.0916	696523.8051	640598.2009	577758.5530	510646.5375	441965.9407	374291.3493	309896.7293	250621.1724	197784.0420
165	735376.3550	688720.7829	632909.7233	570329.7948	503612.7056	435444.4371	368375.1794	304649.8243	246076.0915	193942.2507
166	727686.8732	681005.1764	625313.5231	562996.5548	496675.7603	429019.1626	362552.5224	299491.7553	241613.4369	190175.0830
167	720077.7967	673376.0064	617808.4927	555757.6048	489834.3669	422688.6973	356821.9002	294421.0183	237231.7136	186481.0894
168	712548.2847	665832.3045	610393.5379	548611.7325	483087.2095	416451.6423	351181.8580	289436.1347	232929.4541	182858.8486
169	705097.5052	658373.1133	603067.5776	541557.7410	476432.9898	410306.6192	345630.9642	284535.6508	228705.2172	179306.9668
170	697724.6350	650997.4860	595829.5436	534594.4490	469870.4278	404252.2700	340167.8096	279718.1377	224557.5879	175824.0774
171	690428.8594	643704.4863	588678.3808	527720.6903	463398.2609	398287.2569	334791.0074	274982.1906	220485.1769	172408.8403
172	683209.3723	636493.1888	581613.0464	520935.3136	457015.2441	392410.2615	329499.1927	270326.4285	216486.6203	169059.9412
173	676065.3759	629362.6780	574632.5103	514237.1826	450720.1492	386619.9851	324291.0221	265749.4938	212560.5784	165776.0918
174	668996.0810	622312.0490	567735.7549	507625.1755	444511.7652	380915.1481	319165.1735	261250.0517	208705.7364	162556.0285
175	662000.7062	615340.4068	560921.7745	501098.1848	438388.8978	375294.4898	314120.3457	256826.7904	204920.8030	159398.5122
176	655078.4788	608446.8666	554189.5756	494655.1175	432350.3690	369756.7681	309155.2582	252478.4199	201204.5103	156302.3280
177	648228.6339	601630.5534	547538.1768	488294.8945	426395.0172	364300.7591	304268.6504	248203.6723	197555.6136	153266.2847
178	641450.4145	594890.6020	540966.6083	482016.4505	420521.6965	358925.2573	299459.2818	244001.3011	193972.8906	150289.2139
179	634743.0717	588226.1570	534473.9119	475818.7341	414729.2770	353629.0746	294725.9318	239870.0808	190455.1412	147369.9704
180	628105.8645	581636.3725	528059.1411	469700.7073	409016.6445	348411.0406	290067.3986	235808.8067	187001.1871	144507.4307
181	621538.0594	575120.4121	521721.3605	463661.3454	403382.6999	343270.0022	285482.4996	231816.2947	183609.8714	141700.4934
182	615038.9307	568677.4488	515459.6462	457699.6370	397826.3592	338204.8232	280970.0711	227891.3804	180280.0580	138948.0786
183	608607.7603	562306.6647	509273.0851	451814.5837	392346.5537	333214.3844	276528.9674	224032.9194	177010.6318	136249.1272
184	602243.8376	556007.2513	503160.7752	446005.1997	386942.2289	328297.5828	272158.0613	220239.7866	173800.4974	133602.6007
185	595946.4594	549778.4090	497121.8255	440270.5121	381612.3454	323453.3320	267856.2431	216510.8758	170648.5796	131007.4808
186	589714.9299	543619.3472	491155.3555	434609.5606	376355.8776	318680.5613	263622.4209	212845.0998	167553.8228	128462.7689
187	583548.5606	537529.2842	485260.4952	429021.3970	371171.8142	313978.2160	259455.5198	209241.3895	164515.1901	125967.4859
188	577446.6700	531507.4470	479436.3851	423505.0853	366059.1581	309345.2570	255354.4821	205698.6941	161531.6638	123520.6718
189	571408.5841	525553.0713	473682.1762	418059.7019	361016.9256	304780.6604	251318.2667	202215.9806	158602.2446	121121.3850
190	565433.6355	519665.4014	467997.0295	412684.3346	356044.1466	300283.4175	247345.8491	198792.2334	155725.9512	118768.7023
191	559521.1642	513843.6898	462380.1160	407378.0832	351139.8645	295852.5345	243436.2207	195426.4542	152901.8201	116461.7186
192	553670.5167	508087.1978	456830.6169	402140.0590	346303.1358	291487.0320	239588.3893	192117.6614	150128.9054	114199.5461
193	547881.0467	502395.1947	451347.7231	396969.3848	341533.0299	287185.9455	235801.3778	188864.8903	147406.2782	111981.3145
194	542152.1145	496766.9579	445930.6351	391865.1945	336828.6292	282948.3244	232074.2251	185667.1923	144733.0265	109806.1701
195	536483.0870	491201.7733	440578.5631	386826.6334	332189.0286	278773.2323	228405.9850	182523.6350	142108.2550	107673.2762
196	530873.3378	485698.9343	435290.7269	381852.8576	327613.3356	274659.7464	224795.7263	179433.3017	139531.0844	105581.8119
197	525322.2471	480257.7425	430066.3554	376943.0341	323100.6699	270606.9578	221242.5325	176395.2912	137000.6515	103530.9726
198	519829.2015	474877.5074	424904.6870	372096.3405	318650.1633	266613.9707	217745.5016	173408.7178	134516.1087	101519.9691
199	514393.5941	469557.5460	419804.9690	367311.9652	314260.9596	262679.9029	214303.7459	170472.7104	132076.6236	99548.0278
200	509014.8242	464297.1832	414766.4581	362589.1070	309932.2143	258803.8849	210916.3917	167586.4130	129681.3793	97614.3897
201	503692.2976	459095.7511	409788.4194	357926.9747	305663.0948	254985.0601	207582.5791	164748.9839	127329.5734	95718.3110
202	498425.4262	453952.5897	404870.1273	353324.7876	301452.7797	251222.5847	204301.4619	161959.5957	125020.4181	93859.0621
203	493213.6279	448867.0462	400010.8648	348781.7750	297300.4590	247515.6271	201072.2070	159217.4350	122753.1399	92035.9275
204	488056.3269	443838.4750	395209.9232	344297.1759	293205.3339	243863.3681	197893.9948	156521.7023	120526.9794	90248.2058
