#s	-4	-3	-2	-1	0	1	2	3	4	5
0	2.9059e+02	2.3284e+04	7.1211e+05	8.4199e+06	3.5745e+07	4.8257e+07	2.5576e+07	5.3547e+06	3.2308e+05	5.2976e+03
1	2.6061e+02	2.1536e+04	6.7326e+05	8.0855e+06	3.4777e+07	4.7549e+07	2.5377e+07	5.3329e+06	3.2254e+05	5.2953e+03
2	2.3373e+02	1.9921e+04	6.3653e+05	7.7645e+06	3.3837e+07	4.6852e+07	2.5180e+07	5.3112e+06	3.2201e+05	5.2930e+03
3	2.0964e+02	1.8427e+04	6.0183e+05	7.4564e+06	3.2922e+07	4.6165e+07	2.4985e+07	5.2896e+06	3.2148e+05	5.2907e+03
4	1.8804e+02	1.7046e+04	5.6903e+05	7.1606e+06	3.2033e+07	4.5489e+07	2.4791e+07	5.2681e+06	3.2095e+05	5.2884e+03
5	1.6867e+02	1.5768e+04	5.3803e+05	6.8766e+06	3.1168e+07	4.4823e+07	2.4599e+07	5.2466e+06	3.2042e+05	5.2862e+03
6	1.5130e+02	1.4587e+04	5.0872e+05	6.6039e+06	3.0328e+07	4.4167e+07	2.4408e+07	5.2253e+06	3.1990e+05	5.2839e+03
7	1.3573e+02	1.3495e+04	4.8103e+05	6.3422e+06	2.9511e+07	4.3521e+07	2.4219e+07	5.2040e+06	3.1937e+05	5.2816e+03
8	1.2177e+02	1.2485e+04	4.5485e+05	6.0909e+06	2.8716e+07	4.2884e+07	2.4031e+07	5.1828e+06	3.1885e+05	5.2793e+03
9	1.0925e+02	1.1551e+04	4.3010e+05	5.8496e+06	2.7944e+07	4.2258e+07	2.3845e+07	5.1618e+06	3.1832e+05	5.2771e+03
10	9.8015e+01	1.0687e+04	4.0671e+05	5.6180e+06	2.7193e+07	4.1641e+07	2.3661e+07	5.1408e+06	3.1780e+05	5.2748e+03
11	8.7943e+01	9.8882e+03	3.8460e+05	5.3956e+06	2.6462e+07	4.1033e+07	2.3477e+07	5.1199e+06	3.1727e+05	5.2725e+03
12	7.8909e+01	9.1492e+03	3.6370e+05	5.1821e+06	2.5752e+07	4.0435e+07	2.3296e+07	5.0990e+06	3.1675e+05	5.2702e+03
