i	x_from_vent	y_from_vent	x_coord	y_coord	sigma_square	mass_released
86	31503.3690	-19974.4594	709466.3690	3512188.5406	12515188.6641	1.3937e+07
87	31599.4061	-20002.3321	709562.4061	3512160.6679	12515188.6641	1.3742e+07
88	31695.4431	-20030.2048	709658.4431	3512132.7952	12515188.6641	1.3550e+07
89	31791.4801	-20058.0775	709754.4801	3512104.9225	12515188.6641	1.3360e+07
90	31887.5171	-20085.9503	709850.5171	3512077.0497	12515188.6641	1.3174e+07
91	31983.5542	-20113.8230	709946.5542	3512049.1770	12515188.6641	1.2990e+07
92	32079.5912	-20141.6957	710042.5912	3512021.3043	12515188.6641	1.2808e+07
93	32175.6282	-20169.5685	710138.6282	3511993.4315	12515188.6641	1.2629e+07
94	32271.6653	-20197.4412	710234.6653	3511965.5588	12515188.6641	1.2453e+07
95	32367.7023	-20225.3139	710330.7023	3511937.6861	12515188.6641	1.2280e+07
96	32463.7393	-20253.1867	710426.7393	3511909.8133	12515188.6641	1.2108e+07
97	32559.7763	-20281.0594	710522.7763	3511881.9406	12515188.6641	1.1940e+07
98	32655.8134	-20308.9321	710618.8134	3511854.0679	12515188.6641	1.1774e+07
99	32751.8504	-20336.8048	710714.8504	3511826.1952	12515188.6641	1.1610e+07
100	32847.8874	-20364.6776	710810.8874	3511798.3224	12515188.6641	1.1448e+07
101	32943.9245	-20392.5503	710906.9245	3511770.4497	12515188.6641	1.1289e+07
102	33039.9615	-20420.4230	711002.9615	3511742.5770	12515188.6641	1.1132e+07
103	33135.9985	-20448.2958	711098.9985	3511714.7042	12515188.6641	1.0978e+07
104	33232.0356	-20476.1685	711195.0356	3511686.8315	12515188.6641	1.0826e+07
105	33328.0726	-20504.0412	711291.0726	3511658.9588	12515188.6641	1.0675e+07
106	33424.1096	-20531.9139	711387.1096	3511631.0861	12515188.6641	1.0528e+07
107	33520.1466	-20559.7867	711483.1466	3511603.2133	12515188.6641	1.0382e+07
108	33616.1837	-20587.6594	711579.1837	3511575.3406	12515188.6641	1.0238e+07
109	33712.2207	-20615.5321	711675.2207	3511547.4679	12515188.6641	1.0096e+07
110	33808.2577	-20643.4049	711771.2577	3511519.5951	12515188.6641	9.9566e+06
111	33904.2948	-20671.2776	711867.2948	3511491.7224	12515188.6641	9.8189e+06
112	34000.3318	-20699.1503	711963.3318	3511463.8497	12515188.6641	9.6833e+06
113	34096.3688	-20727.0231	712059.3688	3511435.9769	12515188.6641	9.5495e+06
114	34192.4058	-20754.8958	712155.4058	3511408.1042	12515188.6641	9.4177e+06
115	34288.4429	-20782.7685	712251.4429	3511380.2315	12515188.6641	9.2878e+06
116	34384.4799	-20810.6412	712347.4799	3511352.3588	12515188.6641	9.1597e+06
117	34480.5169	-20838.5140	712443.5169	3511324.4860	12515188.6641	9.0335e+06
118	34576.5540	-20866.3867	712539.5540	3511296.6133	12515188.6641	8.9091e+06
119	34672.5910	-20894.2594	712635.5910	3511268.7406	12515188.6641	8.7864e+06
120	34768.6280	-20922.1322	712731.6280	3511240.8678	12515188.6641	8.6655e+06
121	34864.6650	-20950.0049	712827.6650	3511212.9951	12515188.6641	8.5463e+06
122	34960.7021	-20977.8776	712923.7021	3511185.1224	12515188.6641	8.4289e+06
123	35056.7391	-21005.7503	713019.7391	3511157.2497	12515188.6641	8.3131e+06
124	35152.7761	-21033.6231	713115.7761	3511129.3769	12515188.6641	8.1989e+06
125	35248.8132	-21061.4958	713211.8132	3511101.5042	12515188.6641	8.0864e+06
126	35344.8502	-21089.3685	713307.8502	3511073.6315	12515188.6641	7.9755e+06
127	35440.8872	-21117.2413	713403.8872	3511045.7587	12515188.6641	7.8661e+06
128	35536.9242	-21145.1140	713499.9242	3511017.8860	12515188.6641	7.7583e+06
129	35632.9613	-21172.9867	713595.9613	3510990.0133	12515188.6641	7.6521e+06
130	35728.9983	-21200.8595	713691.9983	3510962.1405	12515188.6641	7.5473e+06
131	35825.0353	-21228.7322	713788.0353	3510934.2678	12515188.6641	7.4441e+06
132	35921.0724	-21256.6049	713884.0724	3510906.3951	12515188.6641	7.3423e+06
133	36017.1094	-21284.4776	713980.1094	3510878.5224	12515188.6641	7.2419e+06
134	36113.1464	-21312.3504	714076.1464	3510850.6496	12515188.6641	7.1430e+06
135	36209.1835	-21340.2231	714172.1835	3510822.7769	12515188.6641	7.0455e+06
136	36305.2205	-21368.0958	714268.2205	3510794.9042	12515188.6641	6.9493e+06
137	36401.2575	-21395.9686	714364.2575	3510767.0314	12515188.6641	6.8545e+06
138	36497.2945	-21423.8413	714460.2945	3510739.1587	12515188.6641	6.7611e+06
139	36593.3316	-21451.7140	714556.3316	3510711.2860	12515188.6641	6.6690e+06
140	36689.3686	-21479.5868	714652.3686	3510683.4132	12515188.6641	6.5781e+06
141	36785.4056	-21507.4595	714748.4056	3510655.5405	12515188.6641	6.4886e+06
142	36881.4427	-21535.3322	714844.4427	3510627.6678	12515188.6641	6.4003e+06
143	36977.4797	-21563.2049	714940.4797	3510599.7951	12515188.6641	6.3133e+06
144	37073.5167	-21591.0777	715036.5167	3510571.9223	12515188.6641	6.2275e+06
145	37169.5537	-21618.9504	715132.5537	3510544.0496	12515188.6641	6.1429e+06
146	37265.5908	-21646.8231	715228.5908	3510516.1769	12515188.6641	6.0595e+06
147	37361.6278	-21674.6959	715324.6278	3510488.3041	12515188.6641	5.9772e+06
148	37457.6648	-21702.5686	715420.6648	3510460.4314	12515188.6641	5.8962e+06
149	37553.7019	-21730.4413	715516.7019	3510432.5587	12515188.6641	5.8162e+06
150	37649.7389	-21758.3140	715612.7389	3510404.6860	12515188.6641	5.7374e+06
151	37745.7759	-21786.1868	715708.7759	3510376.8132	12515188.6641	5.6597e+06
152	37841.8129	-21814.0595	715804.8129	3510348.9405	12515188.6641	5.5831e+06
153	37937.8500	-21841.9322	715900.8500	3510321.0678	12515188.6641	5.5075e+06
154	38033.8870	-21869.8050	715996.8870	3510293.1950	12515188.6641	5.4331e+06
155	38129.9240	-21897.6777	716092.9240	3510265.3223	12515188.6641	5.3596e+06
156	38225.9611	-21925.5504	716188.9611	3510237.4496	12515188.6641	5.2872e+06
157	38321.9981	-21953.4232	716284.9981	3510209.5768	12515188.6641	5.2158e+06
158	38418.0351	-21981.2959	716381.0351	3510181.7041	12515188.6641	5.1454e+06
159	38514.0722	-22009.1686	716477.0722	3510153.8314	12515188.6641	5.0760e+06
160	38610.1092	-22037.0413	716573.1092	3510125.9587	12515188.6641	5.0076e+06
161	38706.1462	-22064.9141	716669.1462	3510098.0859	12515188.6641	4.9401e+06
162	38802.1832	-22092.7868	716765.1832	3510070.2132	12515188.6641	4.8735e+06
163	38898.2203	-22120.6595	716861.2203	3510042.3405	12515188.6641	4.8079e+06
164	38994.2573	-22148.5323	716957.2573	3510014.4677	12515188.6641	4.7432e+06
165	39090.2943	-22176.4050	717053.2943	3509986.5950	12515188.6641	4.6794e+06
166	39186.3314	-22204.2777	717149.3314	3509958.7223	12515188.6641	4.6165e+06
167	39282.3684	-22232.1504	717245.3684	3509930.8496	12515188.6641	4.5545e+06
168	39378.4054	-22260.0232	717341.4054	3509902.9768	12515188.6641	4.4933e+06
169	39474.4424	-22287.8959	717437.4424	3509875.1041	12515188.6641	4.4330e+06
170	39570.4795	-22315.7686	717533.4795	3509847.2314	12515188.6641	4.3735e+06
171	39666.5165	-22343.6414	717629.5165	3509819.3586	12515188.6641	4.3149e+06
172	39762.5535	-22371.5141	717725.5535	3509791.4859	12515188.6641	4.2570e+06
173	39858.5906	-22399.3868	717821.5906	3509763.6132	12515188.6641	4.2000e+06
174	39954.6276	-22427.2596	717917.6276	3509735.7404	12515188.6641	4.1438e+06
175	40050.6646	-22455.1323	718013.6646	3509707.8677	12515188.6641	4.0883e+06
176	40146.7016	-22483.0050	718109.7016	3509679.9950	12515188.6641	4.0336e+06
177	40242.7387	-22510.8777	718205.7387	3509652.1223	12515188.6641	3.9797e+06
178	40338.7757	-22538.7505	718301.7757	3509624.2495	12515188.6641	3.9265e+06
179	40434.8127	-22566.6232	718397.8127	3509596.3768	12515188.6641	3.8740e+06
180	40530.8498	-22594.4959	718493.8498	3509568.5041	12515188.6641	3.8223e+06
181	40626.8868	-22622.3687	718589.8868	3509540.6313	12515188.6641	3.7713e+06
182	40722.9238	-22650.2414	718685.9238	3509512.7586	12515188.6641	3.7210e+06
183	40818.9608	-22678.1141	718781.9608	3509484.8859	12515188.6641	3.6714e+06
184	40914.9979	-22705.9868	718877.9979	3509457.0132	12515188.6641	3.6225e+06
185	41011.0349	-22733.8596	718974.0349	3509429.1404	12515188.6641	3.5742e+06
186	41107.0719	-22761.7323	719070.0719	3509401.2677	12515188.6641	3.5266e+06
187	41203.1090	-22789.6050	719166.1090	3509373.3950	12515188.6641	3.4797e+06
188	41299.1460	-22817.4778	719262.1460	3509345.5222	12515188.6641	3.4334e+06
189	41395.1830	-22845.3505	719358.1830	3509317.6495	12515188.6641	3.3878e+06
190	41491.2201	-22873.2232	719454.2201	3509289.7768	12515188.6641	3.3427e+06
191	41587.2571	-22901.0960	719550.2571	3509261.9040	12515188.6641	3.2983e+06
192	41683.2941	-22928.9687	719646.2941	3509234.0313	12515188.6641	3.2546e+06
193	41779.3311	-22956.8414	719742.3311	3509206.1586	12515188.6641	3.2114e+06
194	41875.3682	-22984.7141	719838.3682	3509178.2859	12515188.6641	3.1688e+06
195	41971.4052	-23012.5869	719934.4052	3509150.4131	12515188.6641	3.1268e+06
196	42067.4422	-23040.4596	720030.4422	3509122.5404	12515188.6641	3.0853e+06
197	42163.4793	-23068.3323	720126.4793	3509094.6677	12515188.6641	3.0445e+06
198	42259.5163	-23096.2051	720222.5163	3509066.7949	12515188.6641	3.0042e+06
199	42355.5533	-23124.0778	720318.5533	3509038.9222	12515188.6641	2.9644e+06
200	42451.5903	-23151.9505	720414.5903	3509011.0495	12515188.6641	2.9252e+06
201	42547.6274	-23179.8232	720510.6274	3508983.1768	12515188.6641	2.8865e+06
202	42643.6644	-23207.6960	720606.6644	3508955.3040	12515188.6641	2.8484e+06
203	42739.7014	-23235.5687	720702.7014	3508927.4313	12515188.6641	2.8108e+06
204	42835.7385	-23263.4414	720798.7385	3508899.5586	12515188.6641	2.7737e+06
205	42931.7755	-23291.3142	720894.7755	3508871.6858	12515188.6641	2.7371e+06
206	43027.8125	-23319.1869	720990.8125	3508843.8131	12515188.6641	2.7010e+06
207	43123.8495	-23347.0596	721086.8495	3508815.9404	12515188.6641	2.6654e+06
208	43219.8866	-23374.9324	721182.8866	3508788.0676	12515188.6641	2.6302e+06
209	43315.9236	-23402.8051	721278.9236	3508760.1949	12515188.6641	2.5956e+06
210	43411.9606	-23430.6778	721374.9606	3508732.3222	12515188.6641	2.5614e+06
211	43507.9977	-23458.5505	721470.9977	3508704.4495	12515188.6641	2.5277e+06
212	43604.0347	-23486.4233	721567.0347	3508676.5767	12515188.6641	2.4945e+06
213	43700.0717	-23514.2960	721663.0717	3508648.7040	12515188.6641	2.4617e+06
214	43796.1087	-23542.1687	721759.1087	3508620.8313	12515188.6641	2.4293e+06
215	43892.1458	-23570.0415	721855.1458	3508592.9585	12515188.6641	2.3974e+06
216	43988.1828	-23597.9142	721951.1828	3508565.0858	12515188.6641	2.3659e+06
217	44084.2198	-23625.7869	722047.2198	3508537.2131	12515188.6641	2.3349e+06
218	44180.2569	-23653.6596	722143.2569	3508509.3404	12515188.6641	2.3043e+06
219	44276.2939	-23681.5324	722239.2939	3508481.4676	12515188.6641	2.2740e+06
220	44372.3309	-23709.4051	722335.3309	3508453.5949	12515188.6641	2.2442e+06
221	44468.3680	-23737.2778	722431.3680	3508425.7222	12515188.6641	2.2148e+06
222	44564.4050	-23765.1506	722527.4050	3508397.8494	12515188.6641	2.1858e+06
223	44660.4420	-23793.0233	722623.4420	3508369.9767	12515188.6641	2.1572e+06
224	44756.4790	-23820.8960	722719.4790	3508342.1040	12515188.6641	2.1290e+06
225	44852.5161	-23848.7688	722815.5161	3508314.2312	12515188.6641	2.1012e+06
226	44948.5531	-23876.6415	722911.5531	3508286.3585	12515188.6641	2.0737e+06
227	45044.5901	-23904.5142	723007.5901	3508258.4858	12515188.6641	2.0466e+06
228	45140.6272	-23932.3869	723103.6272	3508230.6131	12515188.6641	2.0199e+06
229	45236.6642	-23960.2597	723199.6642	3508202.7403	12515188.6641	1.9935e+06
230	45332.7012	-23988.1324	723295.7012	3508174.8676	12515188.6641	1.9675e+06
231	45428.7382	-24016.0051	723391.7382	3508146.9949	12515188.6641	1.9419e+06
232	45524.7753	-24043.8779	723487.7753	3508119.1221	12515188.6641	1.9166e+06
233	45620.8123	-24071.7506	723583.8123	3508091.2494	12515188.6641	1.8916e+06
234	45716.8493	-24099.6233	723679.8493	3508063.3767	12515188.6641	1.8669e+06
235	45812.8864	-24127.4960	723775.8864	3508035.5040	12515188.6641	1.8426e+06
236	45908.9234	-24155.3688	723871.9234	3508007.6312	12515188.6641	1.8187e+06
237	46004.9604	-24183.2415	723967.9604	3507979.7585	12515188.6641	1.7950e+06
238	46100.9974	-24211.1142	724063.9974	3507951.8858	12515188.6641	1.7717e+06
239	46197.0345	-24238.9870	724160.0345	3507924.0130	12515188.6641	1.7486e+06
240	46293.0715	-24266.8597	724256.0715	3507896.1403	12515188.6641	1.7259e+06
241	46389.1085	-24294.7324	724352.1085	3507868.2676	12515188.6641	1.7035e+06
242	46485.1456	-24322.6052	724448.1456	3507840.3948	12515188.6641	1.6814e+06
243	46581.1826	-24350.4779	724544.1826	3507812.5221	12515188.6641	1.6596e+06
244	46677.2196	-24378.3506	724640.2196	3507784.6494	12515188.6641	1.6381e+06
245	46773.2567	-24406.2233	724736.2567	3507756.7767	12515188.6641	1.6168e+06
246	46869.2937	-24434.0961	724832.2937	3507728.9039	12515188.6641	1.5959e+06
247	46965.3307	-24461.9688	724928.3307	3507701.0312	12515188.6641	1.5752e+06
248	47061.3677	-24489.8415	725024.3677	3507673.1585	12515188.6641	1.5548e+06
249	47157.4048	-24517.7143	725120.4048	3507645.2857	12515188.6641	1.5347e+06
250	47253.4418	-24545.5870	725216.4418	3507617.4130	12515188.6641	1.5149e+06
251	47349.4788	-24573.4597	725312.4788	3507589.5403	12515188.6641	1.4953e+06
252	47445.5159	-24601.3324	725408.5159	3507561.6676	12515188.6641	1.4760e+06
253	47541.5529	-24629.2052	725504.5529	3507533.7948	12515188.6641	1.4569e+06
254	47637.5899	-24657.0779	725600.5899	3507505.9221	12515188.6641	1.4381e+06
255	47733.6269	-24684.9506	725696.6269	3507478.0494	12515188.6641	1.4195e+06
256	47829.6640	-24712.8234	725792.6640	3507450.1766	12515188.6641	1.4012e+06
257	47925.7010	-24740.6961	725888.7010	3507422.3039	12515188.6641	1.3831e+06
258	48021.7380	-24768.5688	725984.7380	3507394.4312	12515188.6641	1.3653e+06
259	48117.7751	-24796.4416	726080.7751	3507366.5584	12515188.6641	1.3477e+06
260	48213.8121	-24824.3143	726176.8121	3507338.6857	12515188.6641	1.3304e+06
261	48309.8491	-24852.1870	726272.8491	3507310.8130	12515188.6641	1.3132e+06
262	48405.8861	-24880.0597	726368.8861	3507282.9403	12515188.6641	1.2963e+06
263	48501.9232	-24907.9325	726464.9232	3507255.0675	12515188.6641	1.2797e+06
264	48597.9602	-24935.8052	726560.9602	3507227.1948	12515188.6641	1.2632e+06
265	48693.9972	-24963.6779	726656.9972	3507199.3221	12515188.6641	1.2470e+06
266	48790.0343	-24991.5507	726753.0343	3507171.4493	12515188.6641	1.2310e+06
267	48886.0713	-25019.4234	726849.0713	3507143.5766	12515188.6641	1.2151e+06
268	48982.1083	-25047.2961	726945.1083	3507115.7039	12515188.6641	1.1995e+06
269	49078.1453	-25075.1688	727041.1453	3507087.8312	12515188.6641	1.1842e+06
270	49174.1824	-25103.0416	727137.1824	3507059.9584	12515188.6641	1.1690e+06
271	49270.2194	-25130.9143	727233.2194	3507032.0857	12515188.6641	1.1540e+06
272	49366.2564	-25158.7870	727329.2564	3507004.2130	12515188.6641	1.1392e+06
273	49462.2935	-25186.6598	727425.2935	3506976.3402	12515188.6641	1.1246e+06
274	49558.3305	-25214.5325	727521.3305	3506948.4675	12515188.6641	1.1102e+06
275	49654.3675	-25242.4052	727617.3675	3506920.5948	12515188.6641	1.0960e+06
276	49750.4046	-25270.2780	727713.4046	3506892.7220	12515188.6641	1.0820e+06
277	49846.4416	-25298.1507	727809.4416	3506864.8493	12515188.6641	1.0681e+06
278	49942.4786	-25326.0234	727905.4786	3506836.9766	12515188.6641	1.0545e+06
279	50038.5156	-25353.8961	728001.5156	3506809.1039	12515188.6641	1.0410e+06
280	50134.5527	-25381.7689	728097.5527	3506781.2311	12515188.6641	1.0277e+06
281	50230.5897	-25409.6416	728193.5897	3506753.3584	12515188.6641	1.0146e+06
282	50326.6267	-25437.5143	728289.6267	3506725.4857	12515188.6641	1.0016e+06
283	50422.6638	-25465.3871	728385.6638	3506697.6129	12515188.6641	9.8885e+05
284	50518.7008	-25493.2598	728481.7008	3506669.7402	12515188.6641	9.7624e+05
285	50614.7378	-25521.1325	728577.7378	3506641.8675	12515188.6641	9.6379e+05
286	50710.7748	-25549.0052	728673.7748	3506613.9948	12515188.6641	9.5151e+05
287	50806.8119	-25576.8780	728769.8119	3506586.1220	12515188.6641	9.3939e+05
288	50902.8489	-25604.7507	728865.8489	3506558.2493	12515188.6641	9.2743e+05
289	50998.8859	-25632.6234	728961.8859	3506530.3766	12515188.6641	9.1562e+05
290	51094.9230	-25660.4962	729057.9230	3506502.5038	12515188.6641	9.0397e+05
291	51190.9600	-25688.3689	729153.9600	3506474.6311	12515188.6641	8.9248e+05
292	51286.9970	-25716.2416	729249.9970	3506446.7584	12515188.6641	8.8113e+05
293	51383.0340	-25744.1144	729346.0340	3506418.8856	12515188.6641	8.6993e+05
294	51479.0711	-25771.9871	729442.0711	3506391.0129	12515188.6641	8.5888e+05
295	51575.1081	-25799.8598	729538.1081	3506363.1402	12515188.6641	8.4797e+05
296	51671.1451	-25827.7325	729634.1451	3506335.2675	12515188.6641	8.3721e+05
297	51767.1822	-25855.6053	729730.1822	3506307.3947	12515188.6641	8.2659e+05
298	51863.2192	-25883.4780	729826.2192	3506279.5220	12515188.6641	8.1610e+05
299	51959.2562	-25911.3507	729922.2562	3506251.6493	12515188.6641	8.0576e+05
300	52055.2933	-25939.2235	730018.2933	3506223.7765	12515188.6641	7.9554e+05
301	52151.3303	-25967.0962	730114.3303	3506195.9038	12515188.6641	7.8547e+05
302	52247.3673	-25994.9689	730210.3673	3506168.0311	12515188.6641	7.7552e+05
303	52343.4043	-26022.8416	730306.4043	3506140.1584	12515188.6641	7.6570e+05
304	52439.4414	-26050.7144	730402.4414	3506112.2856	12515188.6641	7.5601e+05
305	52535.4784	-26078.5871	730498.4784	3506084.4129	12515188.6641	7.4645e+05
306	52631.5154	-26106.4598	730594.5154	3506056.5402	12515188.6641	7.3701e+05
307	52727.5525	-26134.3326	730690.5525	3506028.6674	12515188.6641	7.2769e+05
308	52823.5895	-26162.2053	730786.5895	3506000.7947	12515188.6641	7.1850e+05
309	52919.6265	-26190.0780	730882.6265	3505972.9220	12515188.6641	7.0943e+05
310	53015.6635	-26217.9508	730978.6635	3505945.0492	12515188.6641	7.0047e+05
311	53111.7006	-26245.8235	731074.7006	3505917.1765	12515188.6641	6.9163e+05
312	53207.7376	-26273.6962	731170.7376	3505889.3038	12515188.6641	6.8290e+05
313	53303.7746	-26301.5689	731266.7746	3505861.4311	12515188.6641	6.7429e+05
314	53399.8117	-26329.4417	731362.8117	3505833.5583	12515188.6641	6.6579e+05
315	53495.8487	-26357.3144	731458.8487	3505805.6856	12515188.6641	6.5740e+05
316	53591.8857	-26385.1871	731554.8857	3505777.8129	12515188.6641	6.4912e+05
317	53687.9227	-26413.0599	731650.9227	3505749.9401	12515188.6641	6.4094e+05
318	53783.9598	-26440.9326	731746.9598	3505722.0674	12515188.6641	6.3288e+05
319	53879.9968	-26468.8053	731842.9968	3505694.1947	12515188.6641	6.2491e+05
320	53976.0338	-26496.6780	731939.0338	3505666.3220	12515188.6641	6.1705e+05
321	54072.0709	-26524.5508	732035.0709	3505638.4492	12515188.6641	6.0929e+05
322	54168.1079	-26552.4235	732131.1079	3505610.5765	12515188.6641	6.0163e+05
