#z	s	x	dir	northing	easting	Ta	P	atm_dens	col_dens	n	Q	Cp	Rg	V	Ue	M	theta	U	R	Tm	Time
4449.4779	30840.00	29612.22	106.18	-8984.36	28078.57	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	980.66
4449.4779	30850.00	29622.22	106.18	-8987.15	28088.17	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	980.96
4449.4779	30860.00	29632.22	106.18	-8989.94	28097.78	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	981.27
4449.4779	30870.00	29642.22	106.18	-8992.72	28107.38	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	981.57
4449.4779	30880.00	29652.22	106.18	-8995.51	28116.99	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	981.88
4449.4779	30890.00	29662.22	106.18	-8998.30	28126.59	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	982.18
4449.4779	30900.00	29672.22	106.18	-9001.08	28136.19	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	982.49
4449.4779	30910.00	29682.22	106.18	-9003.87	28145.80	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	982.79
4449.4779	30920.00	29692.22	106.18	-9006.66	28155.40	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	983.10
4449.4779	30930.00	29702.22	106.18	-9009.45	28165.00	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	983.40
4449.4779	30940.00	29712.22	106.18	-9012.23	28174.61	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	983.71
4449.4779	30950.00	29722.22	106.18	-9015.02	28184.21	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	984.01
4449.4779	30960.00	29732.22	106.18	-9017.81	28193.82	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	984.32
4449.4779	30970.00	29742.22	106.18	-9020.60	28203.42	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	984.62
4449.4779	30980.00	29752.22	106.18	-9023.38	28213.02	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	984.93
4449.4779	30990.00	29762.22	106.18	-9026.17	28222.63	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	985.23
4449.4779	31000.00	29772.22	106.18	-9028.96	28232.23	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	985.54
4449.4779	31010.00	29782.22	106.18	-9031.74	28241.83	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	985.84
4449.4779	31020.00	29792.22	106.18	-9034.53	28251.44	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	986.15
4449.4779	31030.00	29802.22	106.18	-9037.32	28261.04	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	986.45
4449.4779	31040.00	29812.22	106.18	-9040.11	28270.65	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	986.76
4449.4779	31050.00	29822.22	106.18	-9042.89	28280.25	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	987.06
4449.4779	31060.00	29832.22	106.18	-9045.68	28289.85	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	987.37
4449.4779	31070.00	29842.22	106.18	-9048.47	28299.46	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	987.67
4449.4779	31080.00	29852.22	106.18	-9051.26	28309.06	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	987.98
4449.4779	31090.00	29862.22	106.18	-9054.04	28318.66	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	988.28
4449.4779	31100.00	29872.22	106.18	-9056.83	28328.27	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	988.59
4449.4779	31110.00	29882.22	106.18	-9059.62	28337.87	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	988.89
4449.4779	31120.00	29892.22	106.18	-9062.40	28347.47	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	989.20
4449.4779	31130.00	29902.22	106.18	-9065.19	28357.08	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	989.50
4449.4779	31140.00	29912.22	106.18	-9067.98	28366.68	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	989.81
4449.4779	31150.00	29922.22	106.18	-9070.77	28376.29	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	990.11
4449.4779	31160.00	29932.22	106.18	-9073.55	28385.89	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	990.42
4449.4779	31170.00	29942.22	106.18	-9076.34	28395.49	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	990.72
4449.4779	31180.00	29952.22	106.18	-9079.13	28405.10	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	991.03
4449.4779	31190.00	29962.22	106.18	-9081.92	28414.70	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	991.33
4449.4779	31200.00	29972.22	106.18	-9084.70	28424.30	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	991.64
4449.4779	31210.00	29982.22	106.18	-9087.49	28433.91	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	991.94
4449.4779	31220.00	29992.22	106.18	-9090.28	28443.51	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	992.25
4449.4779	31230.00	30002.22	106.18	-9093.06	28453.12	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	992.55
4449.4779	31240.00	30012.22	106.18	-9095.85	28462.72	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	992.86
4449.4779	31250.00	30022.22	106.18	-9098.64	28472.32	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	993.16
4449.4779	31260.00	30032.22	106.18	-9101.43	28481.93	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	993.46
4449.4779	31270.00	30042.22	106.18	-9104.21	28491.53	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	993.77
4449.4779	31280.00	30052.22	106.18	-9107.00	28501.13	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	994.07
4449.4779	31290.00	30062.22	106.18	-9109.79	28510.74	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	994.38
4449.4779	31300.00	30072.22	106.18	-9112.58	28520.34	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	994.68
4449.4779	31310.00	30082.22	106.18	-9115.36	28529.95	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	994.99
4449.4779	31320.00	30092.22	106.18	-9118.15	28539.55	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	995.29
4449.4779	31330.00	30102.22	106.18	-9120.94	28549.15	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	995.60
4449.4779	31340.00	30112.22	106.18	-9123.72	28558.76	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	995.90
4449.4779	31350.00	30122.22	106.18	-9126.51	28568.36	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	996.21
4449.4779	31360.00	30132.22	106.18	-9129.30	28577.96	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	996.51
4449.4779	31370.00	30142.22	106.18	-9132.09	28587.57	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	996.82
4449.4779	31380.00	30152.22	106.18	-9134.87	28597.17	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	997.12
4449.4779	31390.00	30162.22	106.18	-9137.66	28606.77	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	997.43
4449.4779	31400.00	30172.22	106.18	-9140.45	28616.38	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	997.73
4449.4779	31410.00	30182.22	106.18	-9143.24	28625.98	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	998.04
4449.4779	31420.00	30192.22	106.18	-9146.02	28635.59	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	998.34
4449.4779	31430.00	30202.22	106.18	-9148.81	28645.19	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	998.65
4449.4779	31440.00	30212.22	106.18	-9151.60	28654.79	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	998.95
4449.4779	31450.00	30222.22	106.18	-9154.38	28664.40	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	999.26
4449.4779	31460.00	30232.22	106.18	-9157.17	28674.00	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	999.56
4449.4779	31470.00	30242.22	106.18	-9159.96	28683.60	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	999.87
4449.4779	31480.00	30252.22	106.18	-9162.75	28693.21	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	1000.17
4449.4779	31490.00	30262.22	106.18	-9165.53	28702.81	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	1000.48
4449.4779	31500.00	30272.22	106.18	-9168.32	28712.42	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	1000.78
4449.4779	31510.00	30282.22	106.18	-9171.11	28722.02	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	1001.09
4449.4779	31520.00	30292.22	106.18	-9173.90	28731.62	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	1001.39
4449.4779	31530.00	30302.22	106.18	-9176.68	28741.23	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	1001.70
4449.4779	31540.00	30312.22	106.18	-9179.47	28750.83	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	1002.00
4449.4779	31550.00	30322.22	106.18	-9182.26	28760.43	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	1002.31
4449.4779	31560.00	30332.22	106.18	-9185.04	28770.04	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	1002.61
4449.4779	31570.00	30342.22	106.18	-9187.83	28779.64	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	1002.92
4449.4779	31580.00	30352.22	106.18	-9190.62	28789.25	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	1003.22
4449.4779	31590.00	30362.22	106.18	-9193.41	28798.85	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	1003.53
4449.4779	31600.00	30372.22	106.18	-9196.19	28808.45	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	1003.83
4449.4779	31610.00	30382.22	106.18	-9198.98	28818.06	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	1004.14
4449.4779	31620.00	30392.22	106.18	-9201.77	28827.66	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	1004.44
4449.4779	31630.00	30402.22	106.18	-9204.56	28837.26	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	1004.75
4449.4779	31640.00	30412.22	106.18	-9207.34	28846.87	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	1005.05
4449.4779	31650.00	30422.22	106.18	-9210.13	28856.47	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	1005.36
4449.4779	31660.00	30432.22	106.18	-9212.92	28866.07	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	1005.66
4449.4779	31670.00	30442.22	106.18	-9215.70	28875.68	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	1005.96
4449.4779	31680.00	30452.22	106.18	-9218.49	28885.28	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	1006.27
4449.4779	31690.00	30462.22	106.18	-9221.28	28894.89	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	1006.57
4449.4779	31700.00	30472.22	106.18	-9224.07	28904.49	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	1006.88
4449.4779	31710.00	30482.22	106.18	-9226.85	28914.09	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	1007.18
4449.4779	31720.00	30492.22	106.18	-9229.64	28923.70	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	1007.49
4449.4779	31730.00	30502.22	106.18	-9232.43	28933.30	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	1007.79
4449.4779	31740.00	30512.22	106.18	-9235.22	28942.90	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	1008.10
4449.4779	31750.00	30522.22	106.18	-9238.00	28952.51	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	1008.40
4449.4779	31760.00	30532.22	106.18	-9240.79	28962.11	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	1008.71
4449.4779	31770.00	30542.22	106.18	-9243.58	28971.72	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	1009.01
4449.4779	31780.00	30552.22	106.18	-9246.36	28981.32	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	1009.32
4449.4779	31790.00	30562.22	106.18	-9249.15	28990.92	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	1009.62
4449.4779	31800.00	30572.22	106.18	-9251.94	29000.53	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	1009.93
4449.4779	31810.00	30582.22	106.18	-9254.73	29010.13	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	1010.23
4449.4779	31820.00	30592.22	106.18	-9257.51	29019.73	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	1010.54
4449.4779	31830.00	30602.22	106.18	-9260.30	29029.34	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	1010.84
4449.4779	31840.00	30612.22	106.18	-9263.09	29038.94	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	1011.15
4449.4779	31850.00	30622.22	106.18	-9265.88	29048.55	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	1011.45
4449.4779	31860.00	30632.22	106.18	-9268.66	29058.15	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	1011.76
4449.4779	31870.00	30642.22	106.18	-9271.45	29067.75	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	1012.06
4449.4779	31880.00	30652.22	106.18	-9274.24	29077.36	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	1012.37
4449.4779	31890.00	30662.22	106.18	-9277.02	29086.96	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	1012.67
4449.4779	31900.00	30672.22	106.18	-9279.81	29096.56	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	1012.98
4449.4779	31910.00	30682.22	106.18	-9282.60	29106.17	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	1013.28
4449.4779	31920.00	30692.22	106.18	-9285.39	29115.77	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	1013.59
4449.4779	31930.00	30702.22	106.18	-9288.17	29125.37	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	1013.89
4449.4779	31940.00	30712.22	106.18	-9290.96	29134.98	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	1014.20
4449.4779	31950.00	30722.22	106.18	-9293.75	29144.58	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	1014.50
4449.4779	31960.00	30732.22	106.18	-9296.54	29154.19	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	1014.81
4449.4779	31970.00	30742.22	106.18	-9299.32	29163.79	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	1015.11
4449.4779	31980.00	30752.22	106.18	-9302.11	29173.39	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	1015.42
4449.4779	31990.00	30762.22	106.18	-9304.90	29183.00	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	1015.72
4449.4779	32000.00	30772.22	106.18	-9307.68	29192.60	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	1016.03
4449.4779	32010.00	30782.22	106.18	-9310.47	29202.20	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	1016.33
4449.4779	32020.00	30792.22	106.18	-9313.26	29211.81	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	1016.64
4449.4779	32030.00	30802.22	106.18	-9316.05	29221.41	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	1016.94
4449.4779	32040.00	30812.22	106.18	-9318.83	29231.02	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	1017.25
4449.4779	32050.00	30822.22	106.18	-9321.62	29240.62	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	1017.55
4449.4779	32060.00	30832.22	106.18	-9324.41	29250.22	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	1017.86
4449.4779	32070.00	30842.22	106.18	-9327.20	29259.83	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	1018.16
4449.4779	32080.00	30852.22	106.18	-9329.98	29269.43	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	1018.46
4449.4779	32090.00	30862.22	106.18	-9332.77	29279.03	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	1018.77
4449.4779	32100.00	30872.22	106.18	-9335.56	29288.64	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	1019.07
4449.4779	32110.00	30882.22	106.18	-9338.34	29298.24	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	1019.38
4449.4779	32120.00	30892.22	106.18	-9341.13	29307.84	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	1019.68
4449.4779	32130.00	30902.22	106.18	-9343.92	29317.45	255.70	58290.54	0.7999	0.8069	1.00	1.95e+08	999.02	285.01	32.80	0.55	5240916357.05	-0.00	32.80	2997.86	253.88	1019.99
