#z	s	x	dir	northing	easting	Ta	P	atm_dens	col_dens	n	Q	Cp	Rg	V	Ue	M	theta	U	R	Tm	Time
1300.0000	0.00	0.00	148.32	0.00	0.00	270.80	87508.10	1.1338	5.2391	0.03	3.18e+05	1623.99	462.00	12.95	0.00	44563384.07	1.57	140.00	20.83	1200.00	0.00
1309.9999	10.00	0.03	148.37	-0.03	0.02	270.80	87396.94	1.1324	3.2441	0.06	3.29e+05	1603.35	367.84	13.04	23.87	44395946.63	1.57	134.87	27.43	1178.56	0.07
1319.9996	20.00	0.11	148.42	-0.10	0.06	270.80	87285.92	1.1310	2.1313	0.11	3.46e+05	1573.92	330.41	13.12	23.31	44256243.67	1.56	127.91	35.62	1150.31	0.15
1329.9986	30.00	0.26	148.47	-0.22	0.13	270.80	87175.06	1.1295	1.5694	0.16	3.67e+05	1541.40	314.18	13.21	22.71	44154375.58	1.56	120.41	44.05	1117.93	0.23
1339.9962	40.00	0.47	148.52	-0.40	0.25	270.80	87064.35	1.1281	1.2488	0.21	3.91e+05	1507.44	305.52	13.30	22.09	44101077.27	1.55	112.75	52.71	1082.68	0.32
1349.9917	50.00	0.78	148.57	-0.66	0.41	270.80	86953.80	1.1267	1.0505	0.26	4.19e+05	1473.35	300.31	13.39	21.48	44107662.78	1.54	105.22	61.58	1045.69	0.41
1359.9838	60.00	1.17	148.62	-1.00	0.61	270.80	86843.43	1.1252	0.9209	0.31	4.51e+05	1440.10	296.91	13.48	20.90	44185782.40	1.53	98.04	70.65	1007.95	0.51
1369.9712	70.00	1.67	148.68	-1.43	0.87	270.80	86733.26	1.1238	0.8330	0.36	4.86e+05	1408.34	294.56	13.57	20.35	44347130.32	1.52	91.32	79.90	970.23	0.61
1379.9522	80.00	2.29	148.73	-1.95	1.19	270.80	86623.29	1.1224	0.7719	0.41	5.24e+05	1378.43	292.86	13.65	19.85	44603122.70	1.51	85.16	89.27	933.13	0.72
1389.9249	90.00	3.03	148.78	-2.59	1.58	270.80	86513.55	1.1210	0.7288	0.45	5.65e+05	1350.58	291.59	13.74	19.40	44964565.57	1.50	79.56	98.72	897.10	0.85
1399.8874	100.00	3.89	148.83	-3.33	2.03	270.80	86404.07	1.1195	0.6983	0.49	6.10e+05	1324.85	290.62	13.83	19.00	45441332.84	1.48	74.54	108.23	862.46	0.98
1409.8374	110.00	4.89	148.88	-4.18	2.54	270.80	86294.86	1.1181	0.6769	0.53	6.57e+05	1301.19	289.85	13.92	18.64	46042075.96	1.47	70.06	117.73	829.40	1.11
1419.7727	120.00	6.03	148.93	-5.15	3.13	270.80	86185.95	1.1167	0.6621	0.56	7.08e+05	1279.52	289.24	14.00	18.33	46773986.38	1.46	66.08	127.18	798.05	1.26
1429.6913	130.00	7.30	148.98	-6.24	3.79	270.80	86077.36	1.1153	0.6525	0.59	7.61e+05	1259.73	288.73	14.09	18.05	47642628.72	1.44	62.58	136.55	768.47	1.42
1439.5910	140.00	8.71	149.03	-7.45	4.52	270.80	85969.12	1.1139	0.6467	0.62	8.18e+05	1241.67	288.32	14.18	17.81	48651856.87	1.43	59.50	145.79	740.65	1.58
1449.4699	150.00	10.27	149.08	-8.78	5.31	270.80	85861.23	1.1125	0.6438	0.65	8.77e+05	1225.21	287.97	14.27	17.60	49803816.34	1.42	56.79	154.87	714.58	1.75
1459.3264	160.00	11.95	149.13	-10.23	6.18	270.80	85753.73	1.1111	0.6434	0.67	9.39e+05	1210.21	287.68	14.35	17.41	51099027.64	1.40	54.42	163.77	690.20	1.93
1469.1592	170.00	13.78	149.18	-11.80	7.12	270.80	85646.62	1.1097	0.6447	0.69	1.00e+06	1196.53	287.43	14.44	17.25	52536537.00	1.39	52.34	172.46	667.44	2.12
1478.9670	180.00	15.73	149.23	-13.47	8.12	270.80	85539.91	1.1083	0.6475	0.71	1.07e+06	1184.04	287.22	14.53	17.12	54114115.72	1.37	50.52	180.95	646.21	2.31
1488.7490	190.00	17.80	149.28	-15.25	9.18	270.80	85433.62	1.1070	0.6513	0.73	1.14e+06	1172.64	287.03	14.61	17.00	55828487.30	1.36	48.93	189.21	626.43	2.51
1498.5047	200.00	20.00	149.33	-17.14	10.30	270.80	85327.74	1.1056	0.6561	0.75	1.21e+06	1162.21	286.87	14.70	16.89	57675562.37	1.35	47.53	197.26	608.00	2.72
1508.2336	210.00	22.31	149.38	-19.13	11.48	270.80	85222.29	1.1042	0.6615	0.76	1.29e+06	1152.66	286.73	14.79	16.81	59650665.03	1.34	46.30	205.09	590.83	2.94
1517.9357	220.00	24.73	149.43	-21.22	12.71	270.80	85117.26	1.1029	0.6675	0.77	1.37e+06	1143.91	286.60	14.87	16.73	61748738.62	1.33	45.22	212.71	574.84	3.15
1527.6111	230.00	27.26	149.47	-23.39	14.00	270.80	85012.64	1.1015	0.6739	0.79	1.45e+06	1135.87	286.49	14.96	16.67	63964523.63	1.32	44.26	220.14	559.93	3.38
1537.2597	240.00	29.89	149.40	-25.66	15.33	270.79	84949.67	1.1007	0.6808	0.80	1.53e+06	1128.47	286.39	15.05	16.62	66292777.61	1.30	43.41	227.34	546.02	3.61
1546.8820	250.00	32.61	149.19	-28.00	16.72	270.77	84845.83	1.0995	0.6877	0.81	1.61e+06	1121.64	286.30	15.14	16.58	68728982.53	1.30	42.65	234.42	533.03	3.84
1556.4781	260.00	35.43	148.98	-30.42	18.16	270.76	84742.38	1.0982	0.6946	0.82	1.70e+06	1115.34	286.22	15.23	16.55	71268199.10	1.29	41.97	241.36	520.89	4.07
1566.0485	270.00	38.33	148.77	-32.90	19.66	270.74	84639.34	1.0969	0.7017	0.83	1.79e+06	1109.50	286.14	15.33	16.52	73905669.42	1.28	41.36	248.16	509.54	4.31
1575.5935	280.00	41.31	148.56	-35.45	21.20	270.72	84536.69	1.0957	0.7088	0.84	1.88e+06	1104.09	286.08	15.42	16.51	76636876.19	1.27	40.81	254.83	498.90	4.56
1585.1136	290.00	44.37	148.35	-38.06	22.80	270.70	84434.42	1.0944	0.7158	0.84	1.97e+06	1099.08	286.02	15.51	16.49	79457568.48	1.26	40.31	261.40	488.94	4.80
1594.6091	300.00	47.50	148.14	-40.73	24.44	270.68	84332.53	1.0932	0.7229	0.85	2.07e+06	1094.41	285.96	15.61	16.48	82363774.55	1.25	39.85	267.86	479.58	5.05
1604.0804	310.00	50.71	147.94	-43.46	26.14	270.67	84231.02	1.0919	0.7298	0.86	2.16e+06	1090.06	285.91	15.70	16.48	85351804.84	1.24	39.43	274.25	470.80	5.31
1613.5281	320.00	53.99	147.73	-46.23	27.88	270.65	84129.87	1.0907	0.7367	0.86	2.26e+06	1086.00	285.86	15.79	16.48	88418247.79	1.24	39.05	280.55	462.54	5.56
1622.9523	330.00	57.33	147.52	-49.06	29.66	270.63	84029.09	1.0895	0.7434	0.87	2.37e+06	1082.21	285.82	15.88	16.48	91559960.67	1.23	38.70	286.79	454.77	5.82
1632.3536	340.00	60.74	147.32	-51.94	31.49	270.61	83928.67	1.0882	0.7501	0.88	2.47e+06	1078.67	285.78	15.98	16.48	94774057.02	1.22	38.37	292.98	447.44	6.08
1641.7321	350.00	64.21	147.11	-54.86	33.37	270.60	83828.61	1.0870	0.7566	0.88	2.58e+06	1075.34	285.75	16.07	16.49	98057892.10	1.22	38.06	299.11	440.53	6.34
1651.0883	360.00	67.74	146.91	-57.82	35.28	270.58	83728.90	1.0858	0.7629	0.88	2.68e+06	1072.22	285.71	16.16	16.49	101409047.25	1.21	37.77	305.21	434.01	6.60
1660.4223	370.00	71.33	146.71	-60.83	37.24	270.56	83629.53	1.0846	0.7691	0.89	2.79e+06	1069.29	285.68	16.25	16.50	104825313.95	1.20	37.51	311.27	427.84	6.87
1669.7344	380.00	74.98	146.50	-63.88	39.24	270.54	83530.51	1.0833	0.7752	0.89	2.91e+06	1066.53	285.65	16.34	16.51	108304677.94	1.20	37.25	317.30	422.00	7.14
1679.0249	390.00	78.68	146.30	-66.96	41.28	270.53	83431.83	1.0821	0.7811	0.90	3.02e+06	1063.94	285.62	16.43	16.52	111845303.94	1.19	37.01	323.31	416.48	7.41
1688.2939	400.00	82.43	146.10	-70.08	43.37	270.51	83333.49	1.0809	0.7869	0.90	3.14e+06	1061.48	285.60	16.52	16.54	115445520.98	1.19	36.78	329.31	411.24	7.68
1697.5416	410.00	86.23	145.89	-73.24	45.49	270.49	83235.48	1.0797	0.7925	0.91	3.26e+06	1059.17	285.57	16.61	16.55	119103808.65	1.18	36.56	335.29	406.26	7.95
1706.7681	420.00	90.09	145.69	-76.43	47.65	270.47	83137.81	1.0785	0.7980	0.91	3.38e+06	1056.98	285.55	16.70	16.56	122818784.24	1.17	36.35	341.26	401.54	8.22
1715.9736	430.00	94.00	145.49	-79.66	49.85	270.46	83040.47	1.0773	0.8033	0.91	3.50e+06	1054.91	285.53	16.79	16.58	126589190.80	1.17	36.15	347.22	397.05	8.50
1725.1581	440.00	97.95	145.29	-82.92	52.09	270.44	82943.45	1.0761	0.8084	0.91	3.63e+06	1052.95	285.51	16.88	16.59	130413886.16	1.16	35.96	353.18	392.78	8.78
1734.3218	450.00	101.96	145.09	-86.21	54.37	270.42	82846.77	1.0750	0.8134	0.92	3.75e+06	1051.08	285.49	16.97	16.61	134291832.84	1.16	35.78	359.14	388.72	9.06
1743.4646	460.00	106.01	144.89	-89.53	56.69	270.40	82750.41	1.0738	0.8183	0.92	3.88e+06	1049.32	285.47	17.06	16.62	138222088.77	1.15	35.60	365.11	384.84	9.34
1752.5867	470.00	110.10	144.69	-92.89	59.05	270.39	82654.37	1.0726	0.8229	0.92	4.01e+06	1047.64	285.46	17.15	16.64	142203798.87	1.15	35.42	371.08	381.14	9.62
1761.6880	480.00	114.25	144.49	-96.27	61.44	270.37	82558.66	1.0714	0.8275	0.93	4.15e+06	1046.04	285.44	17.24	16.65	146236187.30	1.14	35.26	377.05	377.62	9.90
1770.7686	490.00	118.44	144.29	-99.68	63.88	270.35	82463.27	1.0702	0.8319	0.93	4.28e+06	1044.52	285.43	17.33	16.67	150318550.49	1.14	35.09	383.04	374.25	10.18
1779.8284	500.00	122.67	144.09	-103.11	66.35	270.34	82368.20	1.0691	0.8362	0.93	4.42e+06	1043.07	285.41	17.42	16.68	154450250.69	1.13	34.93	389.03	371.03	10.47
1788.8676	510.00	126.95	143.90	-106.58	68.86	270.32	82273.45	1.0679	0.8403	0.93	4.56e+06	1041.69	285.40	17.51	16.70	158630710.19	1.13	34.78	395.04	367.94	10.76
1797.8859	520.00	131.27	143.70	-110.07	71.40	270.30	82179.03	1.0668	0.8443	0.93	4.70e+06	1040.37	285.38	17.60	16.71	162859405.99	1.12	34.63	401.05	365.00	11.05
1806.8835	530.00	135.63	143.50	-113.59	73.99	270.29	82084.92	1.0656	0.8482	0.94	4.85e+06	1039.11	285.37	17.68	16.73	167135864.97	1.12	34.48	407.09	362.17	11.33
1815.8602	540.00	140.04	143.31	-117.13	76.61	270.27	81991.13	1.0645	0.8520	0.94	4.99e+06	1037.91	285.36	17.77	16.74	171459659.52	1.11	34.34	413.13	359.46	11.63
1824.8160	550.00	144.49	143.11	-120.69	79.26	270.25	81897.66	1.0633	0.8556	0.94	5.14e+06	1036.75	285.35	17.86	16.76	175830403.51	1.11	34.20	419.19	356.87	11.92
1833.7509	560.00	148.98	142.92	-124.29	81.96	270.24	81804.51	1.0622	0.8591	0.94	5.29e+06	1035.65	285.34	17.95	16.77	180247748.66	1.11	34.06	425.27	354.38	12.21
1842.6648	570.00	153.51	142.72	-127.90	84.69	270.22	81711.68	1.0610	0.8625	0.94	5.44e+06	1034.60	285.33	18.03	16.79	184711381.16	1.10	33.93	431.36	351.99	12.50
1851.5575	580.00	158.08	142.53	-131.54	87.46	270.20	81619.17	1.0599	0.8658	0.94	5.60e+06	1033.59	285.32	18.12	16.80	189221018.66	1.10	33.79	437.47	349.69	12.80
1860.4291	590.00	162.70	142.33	-135.20	90.27	270.19	81526.98	1.0588	0.8689	0.95	5.76e+06	1032.62	285.31	18.21	16.81	193776407.48	1.09	33.66	443.60	347.48	13.10
1869.2795	600.00	167.35	142.14	-138.89	93.12	270.17	81435.10	1.0576	0.8720	0.95	5.92e+06	1031.69	285.30	18.30	16.82	198377320.05	1.09	33.54	449.75	345.36	13.39
1878.1085	610.00	172.05	141.95	-142.60	96.00	270.15	81343.55	1.0565	0.8749	0.95	6.08e+06	1030.79	285.29	18.38	16.84	203023552.53	1.08	33.41	455.91	343.31	13.69
1886.9161	620.00	176.78	141.75	-146.32	98.92	270.14	81252.31	1.0554	0.8778	0.95	6.24e+06	1029.93	285.28	18.47	16.85	207714922.75	1.08	33.29	462.09	341.35	13.99
1895.7022	630.00	181.56	141.56	-150.08	101.87	270.12	81161.40	1.0543	0.8805	0.95	6.40e+06	1029.11	285.28	18.55	16.86	212451268.14	1.07	33.17	468.29	339.45	14.29
1904.4666	640.00	186.37	141.37	-153.85	104.87	270.10	81070.80	1.0531	0.8832	0.95	6.57e+06	1028.32	285.27	18.64	16.87	217232443.98	1.07	33.05	474.50	337.62	14.60
1913.2094	650.00	191.23	141.18	-157.64	107.90	270.09	80980.52	1.0520	0.8858	0.95	6.74e+06	1027.55	285.26	18.73	16.88	222058321.71	1.06	32.94	480.74	335.86	14.90
1921.9303	660.00	196.12	140.99	-161.45	110.97	270.07	80890.57	1.0509	0.8882	0.96	6.91e+06	1026.82	285.26	18.81	16.89	226928787.35	1.06	32.82	486.99	334.17	15.20
1930.6293	670.00	201.05	140.80	-165.28	114.07	270.05	80800.93	1.0498	0.8906	0.96	7.09e+06	1026.11	285.25	18.90	16.90	231843740.15	1.05	32.71	493.26	332.53	15.51
1939.3062	680.00	206.03	140.61	-169.14	117.21	270.04	80711.61	1.0487	0.8929	0.96	7.26e+06	1025.43	285.24	18.98	16.91	236803091.18	1.05	32.60	499.55	330.95	15.81
1947.9610	690.00	211.03	140.42	-173.01	120.39	270.02	80622.62	1.0476	0.8951	0.96	7.44e+06	1024.77	285.24	19.07	16.92	241806762.18	1.05	32.49	505.85	329.42	16.12
1956.5935	700.00	216.08	140.23	-176.90	123.61	270.01	80533.95	1.0466	0.8973	0.96	7.62e+06	1024.14	285.23	19.15	16.92	246854684.41	1.04	32.38	512.18	327.94	16.43
1965.2037	710.00	221.17	140.04	-180.81	126.86	269.99	80445.59	1.0455	0.8993	0.96	7.81e+06	1023.53	285.23	19.23	16.93	251946797.57	1.04	32.28	518.52	326.52	16.74
1973.7914	720.00	226.29	139.85	-184.73	130.15	269.97	80357.56	1.0444	0.9013	0.96	7.99e+06	1022.94	285.22	19.32	16.94	257083048.88	1.03	32.18	524.87	325.14	17.05
1982.3565	730.00	231.45	139.67	-188.68	133.48	269.96	80269.86	1.0433	0.9032	0.96	8.18e+06	1022.37	285.21	19.40	16.94	262263392.11	1.03	32.08	531.24	323.80	17.36
1990.8989	740.00	236.65	139.48	-192.64	136.84	269.94	80182.47	1.0422	0.9051	0.96	8.37e+06	1021.82	285.21	19.49	16.95	267487786.78	1.02	31.98	537.63	322.51	17.67
1999.4185	750.00	241.89	139.29	-196.62	140.25	269.93	80095.41	1.0412	0.9069	0.96	8.56e+06	1021.29	285.20	19.57	16.95	272756197.35	1.02	31.88	544.04	321.26	17.99
2007.9152	760.00	247.16	139.11	-200.62	143.69	269.91	80008.67	1.0401	0.9086	0.96	8.75e+06	1020.77	285.20	19.65	16.96	278068592.51	1.02	31.78	550.46	320.05	18.30
2016.3888	770.00	252.47	138.93	-204.63	147.16	269.88	79963.39	1.0396	0.9107	0.97	8.94e+06	1020.28	285.20	19.71	16.94	283424595.52	1.01	31.69	556.75	318.88	18.61
2024.8396	780.00	257.82	138.75	-208.66	150.67	269.84	79877.24	1.0387	0.9122	0.97	9.14e+06	1019.80	285.19	19.75	16.91	288819710.24	1.01	31.59	563.19	317.75	18.93
2033.2678	790.00	263.20	138.58	-212.71	154.22	269.79	79791.41	1.0377	0.9137	0.97	9.34e+06	1019.33	285.19	19.78	16.88	294252365.52	1.00	31.50	569.63	316.66	19.25
2041.6734	800.00	268.62	138.40	-216.77	157.81	269.75	79705.87	1.0368	0.9152	0.97	9.54e+06	1018.88	285.18	19.82	16.85	299722207.45	1.00	31.41	576.06	315.59	19.57
2050.0567	810.00	274.07	138.23	-220.85	161.43	269.70	79620.65	1.0359	0.9166	0.97	9.74e+06	1018.45	285.18	19.85	16.82	305228897.59	0.99	31.33	582.49	314.57	19.88
2058.4179	820.00	279.55	138.06	-224.94	165.08	269.66	79535.72	1.0349	0.9179	0.97	9.95e+06	1018.03	285.18	19.88	16.79	310772111.18	0.99	31.24	588.93	313.57	20.20
2066.7571	830.00	285.07	137.89	-229.05	168.77	269.61	79451.09	1.0340	0.9192	0.97	1.02e+07	1017.63	285.17	19.92	16.76	316351536.20	0.99	31.16	595.36	312.60	20.52
2075.0744	840.00	290.62	137.72	-233.16	172.49	269.57	79366.77	1.0331	0.9204	0.97	1.04e+07	1017.23	285.17	19.95	16.73	321966872.39	0.98	31.08	601.79	311.66	20.85
2083.3701	850.00	296.21	137.54	-237.30	176.25	269.52	79282.73	1.0321	0.9216	0.97	1.06e+07	1016.85	285.16	19.98	16.71	327617830.43	0.98	31.00	608.22	310.75	21.17
2091.6443	860.00	301.82	137.37	-241.44	180.04	269.48	79198.99	1.0312	0.9227	0.97	1.08e+07	1016.49	285.16	20.02	16.68	333304131.14	0.97	30.92	614.65	309.87	21.49
2099.8971	870.00	307.47	137.20	-245.59	183.86	269.43	79115.54	1.0303	0.9238	0.97	1.10e+07	1016.13	285.16	20.05	16.65	339025504.71	0.97	30.84	621.08	309.01	21.81
2108.1286	880.00	313.15	137.03	-249.76	187.72	269.39	79032.38	1.0294	0.9248	0.97	1.12e+07	1015.78	285.16	20.08	16.62	344781690.06	0.97	30.77	627.51	308.17	22.14
2116.3391	890.00	318.86	136.86	-253.94	191.61	269.35	78949.50	1.0285	0.9258	0.97	1.14e+07	1015.45	285.15	20.12	16.59	350572434.21	0.96	30.70	633.94	307.36	22.46
2124.5285	900.00	324.60	136.69	-258.13	195.54	269.30	78866.92	1.0276	0.9268	0.97	1.16e+07	1015.12	285.15	20.15	16.57	356397491.64	0.96	30.62	640.36	306.57	22.79
2132.6971	910.00	330.37	136.53	-262.32	199.49	269.26	78784.61	1.0267	0.9277	0.97	1.19e+07	1014.81	285.15	20.18	16.54	362256623.82	0.96	30.55	646.79	305.80	23.12
2140.8449	920.00	336.16	136.36	-266.53	203.48	269.22	78702.58	1.0258	0.9285	0.97	1.21e+07	1014.50	285.14	20.21	16.51	368149598.66	0.95	30.48	653.22	305.05	23.45
2148.9721	930.00	341.99	136.19	-270.75	207.50	269.17	78620.84	1.0249	0.9293	0.97	1.23e+07	1014.20	285.14	20.25	16.48	374076190.04	0.95	30.41	659.65	304.32	23.77
2157.0788	940.00	347.85	136.02	-274.97	211.56	269.13	78539.37	1.0240	0.9301	0.98	1.25e+07	1013.91	285.14	20.28	16.46	380036177.43	0.95	30.35	666.08	303.62	24.10
2165.1650	950.00	353.73	135.86	-279.21	215.64	269.08	78458.18	1.0231	0.9309	0.98	1.27e+07	1013.63	285.14	20.31	16.43	386029345.40	0.94	30.28	672.51	302.93	24.43
2173.2310	960.00	359.64	135.69	-283.45	219.76	269.04	78377.26	1.0222	0.9316	0.98	1.30e+07	1013.36	285.13	20.34	16.41	392055483.32	0.94	30.22	678.94	302.25	24.76
2181.2767	970.00	365.58	135.52	-287.70	223.91	269.00	78296.62	1.0213	0.9323	0.98	1.32e+07	1013.09	285.13	20.38	16.38	398114384.96	0.93	30.15	685.37	301.60	25.10
2189.3023	980.00	371.54	135.36	-291.95	228.09	268.96	78216.25	1.0204	0.9329	0.98	1.34e+07	1012.83	285.13	20.41	16.35	404205848.19	0.93	30.09	691.80	300.96	25.43
2197.3079	990.00	377.54	135.19	-296.22	232.30	268.91	78136.15	1.0195	0.9335	0.98	1.37e+07	1012.58	285.13	20.44	16.33	410329674.68	0.93	30.03	698.23	300.33	25.76
2205.2935	1000.00	383.56	135.03	-300.49	236.54	268.87	78056.31	1.0186	0.9341	0.98	1.39e+07	1012.34	285.12	20.47	16.30	416485669.58	0.92	29.97	704.66	299.73	26.09
2213.2594	1010.00	389.60	134.86	-304.76	240.81	268.83	77976.74	1.0178	0.9347	0.98	1.41e+07	1012.10	285.12	20.50	16.28	422673641.31	0.92	29.91	711.08	299.13	26.43
2221.2054	1020.00	395.67	134.70	-309.05	245.12	268.79	77897.44	1.0169	0.9352	0.98	1.44e+07	1011.87	285.12	20.54	16.25	428893401.28	0.92	29.85	717.51	298.55	26.76
2229.1318	1030.00	401.77	134.54	-313.34	249.45	268.74	77818.41	1.0160	0.9357	0.98	1.46e+07	1011.64	285.12	20.57	16.23	435144763.65	0.92	29.79	723.94	297.99	27.10
2237.0386	1040.00	407.89	134.37	-317.63	253.81	268.70	77739.63	1.0151	0.9362	0.98	1.48e+07	1011.42	285.12	20.60	16.20	441427545.15	0.91	29.73	730.37	297.44	27.43
2244.9259	1050.00	414.04	134.21	-321.93	258.21	268.66	77661.12	1.0143	0.9366	0.98	1.51e+07	1011.21	285.11	20.63	16.17	447741564.85	0.91	29.67	736.80	296.90	27.77
2252.7937	1060.00	420.21	134.05	-326.23	262.63	268.62	77582.87	1.0134	0.9370	0.98	1.53e+07	1011.00	285.11	20.66	16.15	454086644.01	0.91	29.62	743.23	296.37	28.11
2260.6422	1070.00	426.41	133.89	-330.54	267.09	268.57	77504.88	1.0126	0.9374	0.98	1.56e+07	1010.79	285.11	20.69	16.12	460462605.85	0.90	29.56	749.66	295.85	28.45
2268.4714	1080.00	432.63	133.72	-334.85	271.57	268.53	77427.14	1.0117	0.9378	0.98	1.58e+07	1010.60	285.11	20.73	16.10	466869275.44	0.90	29.51	756.08	295.35	28.78
2276.2814	1090.00	438.87	133.56	-339.17	276.08	268.49	77349.66	1.0108	0.9381	0.98	1.61e+07	1010.40	285.11	20.76	16.07	473306479.50	0.90	29.46	762.51	294.86	29.12
2284.0722	1100.00	445.14	133.40	-343.49	280.63	268.45	77272.44	1.0100	0.9384	0.98	1.63e+07	1010.21	285.11	20.79	16.05	479774046.31	0.89	29.41	768.94	294.38	29.46
2291.8440	1110.00	451.44	133.24	-347.82	285.20	268.41	77195.47	1.0091	0.9387	0.98	1.66e+07	1010.03	285.10	20.82	16.03	486271805.54	0.89	29.35	775.36	293.91	29.80
2299.5967	1120.00	457.75	133.08	-352.14	289.80	268.37	77118.75	1.0083	0.9390	0.98	1.68e+07	1009.85	285.10	20.85	16.00	492799588.11	0.89	29.30	781.79	293.45	30.14
2307.3305	1130.00	464.09	132.92	-356.47	294.43	268.32	77042.29	1.0075	0.9393	0.98	1.71e+07	1009.67	285.10	20.88	15.98	499357226.14	0.88	29.25	788.21	292.99	30.49
2315.0453	1140.00	470.45	132.76	-360.81	299.09	268.28	76966.07	1.0066	0.9395	0.98	1.73e+07	1009.50	285.10	20.91	15.95	505944552.76	0.88	29.20	794.64	292.55	30.83
2322.7414	1150.00	476.84	132.60	-365.14	303.78	268.24	76890.11	1.0058	0.9397	0.98	1.76e+07	1009.33	285.10	20.94	15.93	512561402.07	0.88	29.15	801.06	292.12	31.17
2330.4187	1160.00	483.25	132.45	-369.48	308.49	268.20	76814.39	1.0049	0.9399	0.98	1.78e+07	1009.17	285.10	20.97	15.90	519207609.00	0.88	29.11	807.48	291.70	31.51
2338.0773	1170.00	489.68	132.29	-373.82	313.24	268.16	76738.92	1.0041	0.9401	0.98	1.81e+07	1009.01	285.10	21.01	15.88	525883009.25	0.87	29.06	813.90	291.28	31.86
2345.7172	1180.00	496.13	132.13	-378.16	318.01	268.12	76663.70	1.0033	0.9403	0.98	1.84e+07	1008.85	285.09	21.04	15.85	532587439.19	0.87	29.01	820.32	290.88	32.20
2353.3385	1190.00	502.60	131.97	-382.50	322.81	268.08	76588.72	1.0024	0.9404	0.98	1.86e+07	1008.70	285.09	21.07	15.83	539320735.80	0.87	28.97	826.74	290.48	32.55
2360.9413	1200.00	509.10	131.82	-386.85	327.64	268.04	76513.99	1.0016	0.9406	0.98	1.89e+07	1008.55	285.09	21.10	15.80	546082736.57	0.86	28.92	833.16	290.09	32.89
2368.5256	1210.00	515.62	131.66	-391.19	332.50	268.00	76439.50	1.0008	0.9407	0.98	1.91e+07	1008.41	285.09	21.13	15.78	552873279.45	0.86	28.88	839.57	289.70	33.24
2376.0915	1220.00	522.16	131.50	-395.54	337.38	267.96	76365.25	1.0000	0.9408	0.98	1.94e+07	1008.26	285.09	21.16	15.76	559692202.77	0.86	28.83	845.99	289.33	33.59
2383.6389	1230.00	528.72	131.35	-399.89	342.30	267.92	76291.24	0.9992	0.9409	0.98	1.97e+07	1008.13	285.09	21.19	15.73	566539345.21	0.86	28.79	852.40	288.96	33.93
2391.1681	1240.00	535.30	131.19	-404.23	347.24	267.88	76217.47	0.9983	0.9409	0.98	1.99e+07	1007.99	285.09	21.22	15.71	573414545.71	0.85	28.74	858.81	288.60	34.28
2398.6790	1250.00	541.90	131.04	-408.58	352.21	267.84	76143.94	0.9975	0.9410	0.98	2.02e+07	1007.86	285.08	21.25	15.68	580317643.44	0.85	28.70	865.22	288.24	34.63
2406.1716	1260.00	548.52	130.88	-412.93	357.20	267.80	76070.66	0.9967	0.9410	0.98	2.05e+07	1007.72	285.08	21.28	15.66	587248477.72	0.85	28.66	871.62	287.90	34.98
2413.6460	1270.00	555.17	130.73	-417.28	362.22	267.76	75997.60	0.9959	0.9410	0.99	2.08e+07	1007.60	285.08	21.31	15.64	594206888.02	0.84	28.62	878.03	287.56	35.33
2421.1024	1280.00	561.83	130.57	-421.63	367.27	267.72	75924.79	0.9951	0.9411	0.99	2.10e+07	1007.47	285.08	21.34	15.61	601192713.88	0.84	28.58	884.43	287.22	35.68
2428.5406	1290.00	568.51	130.42	-425.97	372.35	267.68	75852.21	0.9943	0.9411	0.99	2.13e+07	1007.35	285.08	21.37	15.59	608205794.89	0.84	28.54	890.83	286.89	36.03
2435.9607	1300.00	575.22	130.27	-430.32	377.45	267.64	75779.86	0.9935	0.9410	0.99	2.16e+07	1007.23	285.08	21.40	15.56	615245970.63	0.84	28.50	897.23	286.57	36.38
2443.3629	1310.00	581.94	130.12	-434.67	382.58	267.60	75707.75	0.9927	0.9410	0.99	2.19e+07	1007.11	285.08	21.43	15.54	622313080.67	0.83	28.46	903.62	286.25	36.73
2450.7471	1320.00	588.68	129.96	-439.01	387.74	267.56	75635.87	0.9919	0.9410	0.99	2.21e+07	1007.00	285.08	21.46	15.52	629406964.49	0.83	28.42	910.02	285.94	37.08
2458.1134	1330.00	595.45	129.81	-443.36	392.92	267.52	75564.22	0.9911	0.9409	0.99	2.24e+07	1006.88	285.08	21.49	15.49	636527461.49	0.83	28.38	916.41	285.63	37.43
2465.4619	1340.00	602.23	129.66	-447.70	398.13	267.48	75492.80	0.9903	0.9409	0.99	2.27e+07	1006.77	285.08	21.52	15.47	643674410.96	0.83	28.34	922.80	285.33	37.78
2472.7925	1350.00	609.03	129.51	-452.04	403.37	267.44	75421.62	0.9895	0.9408	0.99	2.30e+07	1006.67	285.07	21.55	15.44	650847652.03	0.82	28.31	929.18	285.04	38.14
2480.1053	1360.00	615.85	129.36	-456.38	408.63	267.40	75350.66	0.9887	0.9407	0.99	2.33e+07	1006.56	285.07	21.57	15.42	658047023.64	0.82	28.27	935.56	284.75	38.49
2487.4003	1370.00	622.69	129.21	-460.72	413.92	267.36	75279.93	0.9880	0.9406	0.99	2.36e+07	1006.46	285.07	21.60	15.40	665272364.56	0.82	28.23	941.94	284.46	38.84
