i	x	y	z	R
540	3663.3054	-1883.2753	4263.7354	2757.3323
541	3672.6378	-1886.2322	4265.7761	2759.7401
542	3681.9729	-1889.1872	4267.8066	2762.1383
543	3691.3109	-1892.1404	4269.8268	2764.5269
544	3700.6517	-1895.0917	4271.8366	2766.9058
545	3709.9953	-1898.0412	4273.8360	2769.2750
546	3719.3416	-1900.9889	4275.8251	2771.6344
547	3728.6908	-1903.9347	4277.8038	2773.9840
548	3738.0427	-1906.8788	4279.7720	2776.3237
549	3747.3974	-1909.8211	4281.7298	2778.6534
550	3756.7548	-1912.7616	4283.6770	2780.9732
551	3766.1150	-1915.7004	4285.6138	2783.2828
552	3775.4779	-1918.6374	4287.5400	2785.5823
553	3784.8435	-1921.5726	4289.4556	2787.8716
554	3794.2118	-1924.5061	4291.3606	2790.1507
555	3803.5828	-1927.4379	4293.2550	2792.4195
556	3812.9565	-1930.3680	4295.1388	2794.6779
557	3822.3329	-1933.2963	4297.0119	2796.9260
558	3831.7119	-1936.2230	4298.8743	2799.1636
559	3841.0936	-1939.1480	4300.7260	2801.3906
560	3850.4779	-1942.0712	4302.5669	2803.6071
561	3859.8649	-1944.9929	4304.3971	2805.8130
562	3869.2544	-1947.9128	4306.2165	2808.0082
563	3878.6466	-1950.8311	4308.0250	2810.1928
564	3888.0413	-1953.7478	4309.8228	2812.3665
565	3897.4386	-1956.6629	4311.6097	2814.5294
566	3906.8385	-1959.5763	4313.3857	2816.6815
567	3916.2409	-1962.4881	4315.1508	2818.8226
568	3925.6459	-1965.3983	4316.9050	2820.9528
569	3935.0534	-1968.3069	4318.6483	2823.0720
570	3944.4634	-1971.2140	4320.3806	2825.1801
571	3953.8759	-1974.1195	4322.1019	2827.2771
572	3963.2909	-1977.0234	4323.8122	2829.3629
573	3972.7084	-1979.9257	4325.5116	2831.4376
574	3982.1283	-1982.8265	4327.1998	2833.5010
575	3991.5506	-1985.7258	4328.8771	2835.5531
576	4000.9755	-1988.6236	4330.5432	2837.5938
577	4010.4027	-1991.5198	4332.1983	2839.6232
578	4019.8323	-1994.4146	4333.8422	2841.6412
579	4029.2643	-1997.3079	4335.4750	2843.6477
580	4038.6987	-2000.1996	4337.0967	2845.6427
581	4048.1355	-2003.0899	4338.7072	2847.6261
582	4057.5746	-2005.9788	4340.3065	2849.5980
583	4067.0160	-2008.8662	4341.8947	2851.5582
584	4076.4598	-2011.7521	4343.4716	2853.5067
585	4085.9058	-2014.6367	4345.0373	2855.4436
586	4095.3542	-2017.5198	4346.5917	2857.3686
587	4104.8048	-2020.4015	4348.1349	2859.2819
588	4114.2577	-2023.2817	4349.6668	2861.1833
589	4123.7129	-2026.1606	4351.1874	2863.0729
590	4133.1702	-2029.0381	4352.6967	2864.9505
591	4142.6298	-2031.9143	4354.1947	2866.8162
592	4152.0916	-2034.7891	4355.6814	2868.6699
593	4161.5556	-2037.6625	4357.1566	2870.5115
594	4171.0218	-2040.5346	4358.6206	2872.3411
595	4180.4901	-2043.4053	4360.0731	2874.1586
596	4189.9605	-2046.2748	4361.5143	2875.9640
597	4199.4331	-2049.1429	4362.9440	2877.7572
598	4208.9078	-2052.0097	4364.3623	2879.5382
599	4218.3846	-2054.8752	4365.7692	2881.3069
600	4227.8634	-2057.7395	4367.1647	2883.0634
601	4237.3443	-2060.6025	4368.5487	2884.8076
602	4246.8273	-2063.4642	4369.9212	2886.5394
603	4256.3123	-2066.3247	4371.2822	2888.2588
604	4265.7993	-2069.1839	4372.6317	2889.9658
605	4275.2884	-2072.0419	4373.9698	2891.6604
606	4284.7794	-2074.8987	4375.2963	2893.3425
607	4294.2723	-2077.7543	4376.6113	2895.0122
608	4303.7673	-2080.6086	4377.9147	2896.6692
609	4313.2641	-2083.4618	4379.2066	2898.3137
610	4322.7629	-2086.3138	4380.4869	2899.9457
611	4332.2636	-2089.1647	4381.7557	2901.5649
612	4341.7662	-2092.0144	4383.0128	2903.1716
613	4351.2706	-2094.8629	4384.2584	2904.7655
614	4360.7769	-2097.7103	4385.4924	2906.3468
615	4370.2850	-2100.5566	4386.7147	2907.9152
616	4379.7950	-2103.4017	4387.9255	2909.4710
617	4389.3067	-2106.2458	4389.1246	2911.0139
618	4398.8203	-2109.0887	4390.3121	2912.5440
619	4408.3356	-2111.9306	4391.4879	2914.0613
620	4417.8527	-2114.7714	4392.6520	2915.5656
621	4427.3715	-2117.6111	4393.8045	2917.0571
622	4436.8920	-2120.4498	4394.9453	2918.5357
623	4446.4142	-2123.2874	4396.0745	2920.0012
624	4455.9381	-2126.1240	4397.1919	2921.4539
625	4465.4637	-2128.9596	4398.2977	2922.8935
626	4474.9910	-2131.7941	4399.3917	2924.3200
627	4484.5199	-2134.6277	4400.4740	2925.7336
628	4494.0504	-2137.4603	4401.5446	2927.1340
629	4503.5824	-2140.2919	4402.6035	2928.5214
630	4513.1161	-2143.1225	4403.6507	2929.8956
631	4522.6514	-2145.9521	4404.6861	2931.2567
632	4532.1882	-2148.7809	4405.7097	2932.6047
633	4541.7265	-2151.6086	4406.7216	2933.9394
634	4551.2664	-2154.4355	4407.7218	2935.2610
635	4560.8077	-2157.2614	4408.7101	2936.5693
636	4570.3505	-2160.0864	4409.6867	2937.8643
637	4579.8948	-2162.9105	4410.6516	2939.1461
638	4589.4406	-2165.7338	4411.6046	2940.4146
639	4598.9877	-2168.5561	4412.5458	2941.6698
640	4608.5363	-2171.3776	4413.4753	2942.9117
641	4618.0863	-2174.1983	4414.3930	2944.1403
642	4627.6376	-2177.0180	4415.2988	2945.3554
643	4637.1903	-2179.8370	4416.1929	2946.5572
644	4646.7444	-2182.6552	4417.0751	2947.7456
645	4656.2997	-2185.4725	4417.9455	2948.9206
646	4665.8564	-2188.2890	4418.8041	2950.0821
647	4675.4143	-2191.1047	4419.6509	2951.2302
648	4684.9736	-2193.9197	4420.4859	2952.3648
649	4694.5341	-2196.7339	4421.3090	2953.4859
650	4704.0958	-2199.5473	4422.1203	2954.5936
651	4713.6587	-2202.3600	4422.9197	2955.6877
652	4723.2228	-2205.1719	4423.7073	2956.7683
653	4732.7882	-2207.9832	4424.4831	2957.8353
654	4742.3546	-2210.7937	4425.2470	2958.8888
655	4751.9223	-2213.6035	4425.9991	2959.9288
656	4761.4910	-2216.4126	4426.7393	2960.9551
657	4771.0609	-2219.2210	4427.4676	2961.9679
658	4780.6318	-2222.0287	4428.1841	2962.9670
659	4790.2039	-2224.8358	4428.8888	2963.9525
660	4799.7769	-2227.6423	4429.5815	2964.9244
661	4809.3511	-2230.4481	4430.2625	2965.8826
662	4818.9262	-2233.2532	4430.9315	2966.8271
663	4828.5024	-2236.0578	4431.5887	2967.7580
664	4838.0795	-2238.8617	4432.2340	2968.6752
665	4847.6576	-2241.6651	4432.8675	2969.5788
666	4857.2367	-2244.4678	4433.4890	2970.4686
667	4866.8166	-2247.2700	4434.0987	2971.3447
668	4876.3975	-2250.0716	4434.6966	2972.2071
669	4885.9793	-2252.8727	4435.2826	2973.0557
670	4895.5620	-2255.6732	4435.8566	2973.8906
671	4905.1455	-2258.4732	4436.4189	2974.7118
672	4914.7299	-2261.2726	4436.9692	2975.5191
673	4924.3151	-2264.0716	4437.5077	2976.3128
674	4933.9011	-2266.8700	4438.0343	2977.0926
675	4943.4879	-2269.6680	4438.5490	2977.8587
676	4953.0754	-2272.4655	4439.0519	2978.6110
677	4962.6637	-2275.2625	4439.5429	2979.3495
678	4972.2528	-2278.0591	4440.0220	2980.0741
679	4981.8425	-2280.8552	4440.4892	2980.7850
680	4991.4330	-2283.6509	4440.9446	2981.4821
681	5001.0241	-2286.4461	4441.3881	2982.1653
682	5010.6159	-2289.2410	4441.8198	2982.8347
683	5020.2083	-2292.0354	4442.2396	2983.4903
684	5029.8014	-2294.8295	4442.6475	2984.1320
685	5039.3951	-2297.6232	4443.0435	2984.7599
686	5048.9893	-2300.4165	4443.4277	2985.3740
687	5058.5841	-2303.2094	4443.8001	2985.9742
688	5068.1795	-2306.0020	4444.1606	2986.5606
689	5077.7755	-2308.7943	4444.5092	2987.1331
690	5087.3719	-2311.5862	4444.8460	2987.6917
691	5096.9688	-2314.3779	4445.1709	2988.2365
692	5106.5663	-2317.1692	4445.4840	2988.7674
693	5116.1641	-2319.9602	4445.7852	2989.2844
694	5125.7625	-2322.7510	4446.0746	2989.7876
695	5135.3612	-2325.5414	4446.3522	2990.2770
696	5144.9604	-2328.3317	4446.6179	2990.7524
697	5154.5600	-2331.1216	4446.8718	2991.2140
698	5164.1599	-2333.9114	4447.1139	2991.6617
699	5173.7602	-2336.7009	4447.3441	2992.0955
700	5183.3608	-2339.4902	4447.5626	2992.5155
701	5192.9618	-2342.2792	4447.7692	2992.9216
702	5202.5630	-2345.0681	4447.9640	2993.3138
703	5212.1646	-2347.8568	4448.1469	2993.6922
704	5221.7664	-2350.6454	4448.3181	2994.0566
705	5231.3685	-2353.4337	4448.4775	2994.4073
706	5240.9707	-2356.2220	4448.6251	2994.7440
707	5250.5733	-2359.0101	4448.7609	2995.0669
708	5260.1760	-2361.7980	4448.8849	2995.3760
709	5269.7788	-2364.5858	4448.9971	2995.6711
710	5279.3819	-2367.3736	4449.0976	2995.9525
711	5288.9851	-2370.1612	4449.1863	2996.2199
712	5298.5884	-2372.9488	4449.2632	2996.4736
713	5308.1918	-2375.7362	4449.3283	2996.7133
714	5317.7953	-2378.5237	4449.3817	2996.9393
715	5327.3989	-2381.3110	4449.4234	2997.1514
716	5337.0026	-2384.0983	4449.4533	2997.3497
717	5346.6062	-2386.8856	4449.4714	2997.5341
718	5356.2099	-2389.6729	4449.4779	2997.7047
719	5365.8136	-2392.4602	4449.4779	2997.8611
720	5375.4173	-2395.2474	4449.4779	2997.8611
721	5385.0210	-2398.0347	4449.4779	2997.8611
722	5394.6247	-2400.8220	4449.4779	2997.8611
723	5404.2284	-2403.6093	4449.4779	2997.8611
724	5413.8322	-2406.3965	4449.4779	2997.8611
725	5423.4359	-2409.1838	4449.4779	2997.8611
726	5433.0396	-2411.9711	4449.4779	2997.8611
727	5442.6433	-2414.7584	4449.4779	2997.8611
728	5452.2470	-2417.5456	4449.4779	2997.8611
729	5461.8507	-2420.3329	4449.4779	2997.8611
730	5471.4544	-2423.1202	4449.4779	2997.8611
731	5481.0581	-2425.9074	4449.4779	2997.8611
732	5490.6618	-2428.6947	4449.4779	2997.8611
733	5500.2655	-2431.4820	4449.4779	2997.8611
734	5509.8692	-2434.2693	4449.4779	2997.8611
735	5519.4729	-2437.0565	4449.4779	2997.8611
736	5529.0766	-2439.8438	4449.4779	2997.8611
737	5538.6803	-2442.6311	4449.4779	2997.8611
738	5548.2840	-2445.4184	4449.4779	2997.8611
739	5557.8877	-2448.2056	4449.4779	2997.8611
740	5567.4914	-2450.9929	4449.4779	2997.8611
741	5577.0951	-2453.7802	4449.4779	2997.8611
742	5586.6988	-2456.5675	4449.4779	2997.8611
743	5596.3025	-2459.3547	4449.4779	2997.8611
744	5605.9062	-2462.1420	4449.4779	2997.8611
745	5615.5099	-2464.9293	4449.4779	2997.8611
746	5625.1136	-2467.7165	4449.4779	2997.8611
747	5634.7173	-2470.5038	4449.4779	2997.8611
748	5644.3210	-2473.2911	4449.4779	2997.8611
749	5653.9247	-2476.0784	4449.4779	2997.8611
750	5663.5284	-2478.8656	4449.4779	2997.8611
751	5673.1321	-2481.6529	4449.4779	2997.8611
752	5682.7358	-2484.4402	4449.4779	2997.8611
753	5692.3395	-2487.2275	4449.4779	2997.8611
754	5701.9432	-2490.0147	4449.4779	2997.8611
755	5711.5469	-2492.8020	4449.4779	2997.8611
756	5721.1506	-2495.5893	4449.4779	2997.8611
757	5730.7543	-2498.3765	4449.4779	2997.8611
758	5740.3581	-2501.1638	4449.4779	2997.8611
759	5749.9618	-2503.9511	4449.4779	2997.8611
760	5759.5655	-2506.7384	4449.4779	2997.8611
761	5769.1692	-2509.5256	4449.4779	2997.8611
762	5778.7729	-2512.3129	4449.4779	2997.8611
763	5788.3766	-2515.1002	4449.4779	2997.8611
764	5797.9803	-2517.8875	4449.4779	2997.8611
765	5807.5840	-2520.6747	4449.4779	2997.8611
766	5817.1877	-2523.4620	4449.4779	2997.8611
767	5826.7914	-2526.2493	4449.4779	2997.8611
768	5836.3951	-2529.0365	4449.4779	2997.8611
769	5845.9988	-2531.8238	4449.4779	2997.8611
770	5855.6025	-2534.6111	4449.4779	2997.8611
771	5865.2062	-2537.3984	4449.4779	2997.8611
772	5874.8099	-2540.1856	4449.4779	2997.8611
773	5884.4136	-2542.9729	4449.4779	2997.8611
774	5894.0173	-2545.7602	4449.4779	2997.8611
775	5903.6210	-2548.5475	4449.4779	2997.8611
776	5913.2247	-2551.3347	4449.4779	2997.8611
777	5922.8284	-2554.1220	4449.4779	2997.8611
778	5932.4321	-2556.9093	4449.4779	2997.8611
779	5942.0358	-2559.6966	4449.4779	2997.8611
780	5951.6395	-2562.4838	4449.4779	2997.8611
781	5961.2432	-2565.2711	4449.4779	2997.8611
782	5970.8469	-2568.0584	4449.4779	2997.8611
783	5980.4506	-2570.8456	4449.4779	2997.8611
784	5990.0543	-2573.6329	4449.4779	2997.8611
785	5999.6580	-2576.4202	4449.4779	2997.8611
786	6009.2617	-2579.2075	4449.4779	2997.8611
787	6018.8654	-2581.9947	4449.4779	2997.8611
788	6028.4691	-2584.7820	4449.4779	2997.8611
789	6038.0728	-2587.5693	4449.4779	2997.8611
790	6047.6765	-2590.3566	4449.4779	2997.8611
791	6057.2802	-2593.1438	4449.4779	2997.8611
792	6066.8840	-2595.9311	4449.4779	2997.8611
793	6076.4877	-2598.7184	4449.4779	2997.8611
794	6086.0914	-2601.5056	4449.4779	2997.8611
795	6095.6951	-2604.2929	4449.4779	2997.8611
796	6105.2988	-2607.0802	4449.4779	2997.8611
797	6114.9025	-2609.8675	4449.4779	2997.8611
798	6124.5062	-2612.6547	4449.4779	2997.8611
799	6134.1099	-2615.4420	4449.4779	2997.8611
800	6143.7136	-2618.2293	4449.4779	2997.8611
801	6153.3173	-2621.0166	4449.4779	2997.8611
802	6162.9210	-2623.8038	4449.4779	2997.8611
803	6172.5247	-2626.5911	4449.4779	2997.8611
804	6182.1284	-2629.3784	4449.4779	2997.8611
805	6191.7321	-2632.1656	4449.4779	2997.8611
806	6201.3358	-2634.9529	4449.4779	2997.8611
807	6210.9395	-2637.7402	4449.4779	2997.8611
808	6220.5432	-2640.5275	4449.4779	2997.8611
809	6230.1469	-2643.3147	4449.4779	2997.8611
810	6239.7506	-2646.1020	4449.4779	2997.8611
811	6249.3543	-2648.8893	4449.4779	2997.8611
812	6258.9580	-2651.6766	4449.4779	2997.8611
813	6268.5617	-2654.4638	4449.4779	2997.8611
814	6278.1654	-2657.2511	4449.4779	2997.8611
815	6287.7691	-2660.0384	4449.4779	2997.8611
816	6297.3728	-2662.8256	4449.4779	2997.8611
817	6306.9765	-2665.6129	4449.4779	2997.8611
818	6316.5802	-2668.4002	4449.4779	2997.8611
819	6326.1839	-2671.1875	4449.4779	2997.8611
820	6335.7876	-2673.9747	4449.4779	2997.8611
821	6345.3913	-2676.7620	4449.4779	2997.8611
822	6354.9950	-2679.5493	4449.4779	2997.8611
823	6364.5987	-2682.3366	4449.4779	2997.8611
824	6374.2024	-2685.1238	4449.4779	2997.8611
825	6383.8061	-2687.9111	4449.4779	2997.8611
826	6393.4098	-2690.6984	4449.4779	2997.8611
827	6403.0136	-2693.4857	4449.4779	2997.8611
828	6412.6173	-2696.2729	4449.4779	2997.8611
829	6422.2210	-2699.0602	4449.4779	2997.8611
830	6431.8247	-2701.8475	4449.4779	2997.8611
831	6441.4284	-2704.6347	4449.4779	2997.8611
832	6451.0321	-2707.4220	4449.4779	2997.8611
833	6460.6358	-2710.2093	4449.4779	2997.8611
834	6470.2395	-2712.9966	4449.4779	2997.8611
835	6479.8432	-2715.7838	4449.4779	2997.8611
836	6489.4469	-2718.5711	4449.4779	2997.8611
837	6499.0506	-2721.3584	4449.4779	2997.8611
838	6508.6543	-2724.1457	4449.4779	2997.8611
839	6518.2580	-2726.9329	4449.4779	2997.8611
840	6527.8617	-2729.7202	4449.4779	2997.8611
841	6537.4654	-2732.5075	4449.4779	2997.8611
842	6547.0691	-2735.2947	4449.4779	2997.8611
843	6556.6728	-2738.0820	4449.4779	2997.8611
844	6566.2765	-2740.8693	4449.4779	2997.8611
845	6575.8802	-2743.6566	4449.4779	2997.8611
846	6585.4839	-2746.4438	4449.4779	2997.8611
847	6595.0876	-2749.2311	4449.4779	2997.8611
848	6604.6913	-2752.0184	4449.4779	2997.8611
849	6614.2950	-2754.8057	4449.4779	2997.8611
850	6623.8987	-2757.5929	4449.4779	2997.8611
851	6633.5024	-2760.3802	4449.4779	2997.8611
852	6643.1061	-2763.1675	4449.4779	2997.8611
853	6652.7098	-2765.9547	4449.4779	2997.8611
854	6662.3135	-2768.7420	4449.4779	2997.8611
855	6671.9172	-2771.5293	4449.4779	2997.8611
856	6681.5209	-2774.3166	4449.4779	2997.8611
857	6691.1246	-2777.1038	4449.4779	2997.8611
858	6700.7283	-2779.8911	4449.4779	2997.8611
859	6710.3320	-2782.6784	4449.4779	2997.8611
860	6719.9357	-2785.4657	4449.4779	2997.8611
861	6729.5395	-2788.2529	4449.4779	2997.8611
862	6739.1432	-2791.0402	4449.4779	2997.8611
863	6748.7469	-2793.8275	4449.4779	2997.8611
864	6758.3506	-2796.6148	4449.4779	2997.8611
865	6767.9543	-2799.4020	4449.4779	2997.8611
866	6777.5580	-2802.1893	4449.4779	2997.8611
867	6787.1617	-2804.9766	4449.4779	2997.8611
868	6796.7654	-2807.7638	4449.4779	2997.8611
869	6806.3691	-2810.5511	4449.4779	2997.8611
870	6815.9728	-2813.3384	4449.4779	2997.8611
871	6825.5765	-2816.1257	4449.4779	2997.8611
872	6835.1802	-2818.9129	4449.4779	2997.8611
873	6844.7839	-2821.7002	4449.4779	2997.8611
874	6854.3876	-2824.4875	4449.4779	2997.8611
875	6863.9913	-2827.2748	4449.4779	2997.8611
876	6873.5950	-2830.0620	4449.4779	2997.8611
877	6883.1987	-2832.8493	4449.4779	2997.8611
878	6892.8024	-2835.6366	4449.4779	2997.8611
879	6902.4061	-2838.4238	4449.4779	2997.8611
880	6912.0098	-2841.2111	4449.4779	2997.8611
881	6921.6135	-2843.9984	4449.4779	2997.8611
882	6931.2172	-2846.7857	4449.4779	2997.8611
883	6940.8209	-2849.5729	4449.4779	2997.8611
884	6950.4246	-2852.3602	4449.4779	2997.8611
885	6960.0283	-2855.1475	4449.4779	2997.8611
886	6969.6320	-2857.9348	4449.4779	2997.8611
887	6979.2357	-2860.7220	4449.4779	2997.8611
888	6988.8394	-2863.5093	4449.4779	2997.8611
889	6998.4431	-2866.2966	4449.4779	2997.8611
890	7008.0468	-2869.0838	4449.4779	2997.8611
891	7017.6505	-2871.8711	4449.4779	2997.8611
892	7027.2542	-2874.6584	4449.4779	2997.8611
893	7036.8579	-2877.4457	4449.4779	2997.8611
894	7046.4616	-2880.2329	4449.4779	2997.8611
895	7056.0653	-2883.0202	4449.4779	2997.8611
896	7065.6691	-2885.8075	4449.4779	2997.8611
897	7075.2728	-2888.5948	4449.4779	2997.8611
898	7084.8765	-2891.3820	4449.4779	2997.8611
899	7094.4802	-2894.1693	4449.4779	2997.8611
900	7104.0839	-2896.9566	4449.4779	2997.8611
901	7113.6876	-2899.7438	4449.4779	2997.8611
902	7123.2913	-2902.5311	4449.4779	2997.8611
903	7132.8950	-2905.3184	4449.4779	2997.8611
904	7142.4987	-2908.1057	4449.4779	2997.8611
905	7152.1024	-2910.8929	4449.4779	2997.8611
906	7161.7061	-2913.6802	4449.4779	2997.8611
907	7171.3098	-2916.4675	4449.4779	2997.8611
908	7180.9135	-2919.2548	4449.4779	2997.8611
909	7190.5172	-2922.0420	4449.4779	2997.8611
910	7200.1209	-2924.8293	4449.4779	2997.8611
911	7209.7246	-2927.6166	4449.4779	2997.8611
912	7219.3283	-2930.4039	4449.4779	2997.8611
913	7228.9320	-2933.1911	4449.4779	2997.8611
914	7238.5357	-2935.9784	4449.4779	2997.8611
915	7248.1394	-2938.7657	4449.4779	2997.8611
916	7257.7431	-2941.5529	4449.4779	2997.8611
917	7267.3468	-2944.3402	4449.4779	2997.8611
918	7276.9505	-2947.1275	4449.4779	2997.8611
919	7286.5542	-2949.9148	4449.4779	2997.8611
920	7296.1579	-2952.7020	4449.4779	2997.8611
921	7305.7616	-2955.4893	4449.4779	2997.8611
922	7315.3653	-2958.2766	4449.4779	2997.8611
923	7324.9690	-2961.0639	4449.4779	2997.8611
924	7334.5727	-2963.8511	4449.4779	2997.8611
925	7344.1764	-2966.6384	4449.4779	2997.8611
926	7353.7801	-2969.4257	4449.4779	2997.8611
927	7363.3838	-2972.2129	4449.4779	2997.8611
928	7372.9875	-2975.0002	4449.4779	2997.8611
929	7382.5912	-2977.7875	4449.4779	2997.8611
930	7392.1950	-2980.5748	4449.4779	2997.8611
931	7401.7987	-2983.3620	4449.4779	2997.8611
932	7411.4024	-2986.1493	4449.4779	2997.8611
933	7421.0061	-2988.9366	4449.4779	2997.8611
934	7430.6098	-2991.7239	4449.4779	2997.8611
935	7440.2135	-2994.5111	4449.4779	2997.8611
936	7449.8172	-2997.2984	4449.4779	2997.8611
937	7459.4209	-3000.0857	4449.4779	2997.8611
938	7469.0246	-3002.8729	4449.4779	2997.8611
939	7478.6283	-3005.6602	4449.4779	2997.8611
940	7488.2320	-3008.4475	4449.4779	2997.8611
941	7497.8357	-3011.2348	4449.4779	2997.8611
942	7507.4394	-3014.0220	4449.4779	2997.8611
943	7517.0431	-3016.8093	4449.4779	2997.8611
944	7526.6468	-3019.5966	4449.4779	2997.8611
945	7536.2505	-3022.3839	4449.4779	2997.8611
946	7545.8542	-3025.1711	4449.4779	2997.8611
947	7555.4579	-3027.9584	4449.4779	2997.8611
948	7565.0616	-3030.7457	4449.4779	2997.8611
949	7574.6653	-3033.5330	4449.4779	2997.8611
950	7584.2690	-3036.3202	4449.4779	2997.8611
951	7593.8727	-3039.1075	4449.4779	2997.8611
952	7603.4764	-3041.8948	4449.4779	2997.8611
953	7613.0801	-3044.6820	4449.4779	2997.8611
954	7622.6838	-3047.4693	4449.4779	2997.8611
955	7632.2875	-3050.2566	4449.4779	2997.8611
956	7641.8912	-3053.0439	4449.4779	2997.8611
957	7651.4949	-3055.8311	4449.4779	2997.8611
958	7661.0986	-3058.6184	4449.4779	2997.8611
959	7670.7023	-3061.4057	4449.4779	2997.8611
960	7680.3060	-3064.1930	4449.4779	2997.8611
961	7689.9097	-3066.9802	4449.4779	2997.8611
962	7699.5134	-3069.7675	4449.4779	2997.8611
963	7709.1171	-3072.5548	4449.4779	2997.8611
964	7718.7209	-3075.3420	4449.4779	2997.8611
965	7728.3246	-3078.1293	4449.4779	2997.8611
966	7737.9283	-3080.9166	4449.4779	2997.8611
967	7747.5320	-3083.7039	4449.4779	2997.8611
968	7757.1357	-3086.4911	4449.4779	2997.8611
969	7766.7394	-3089.2784	4449.4779	2997.8611
970	7776.3431	-3092.0657	4449.4779	2997.8611
971	7785.9468	-3094.8530	4449.4779	2997.8611
972	7795.5505	-3097.6402	4449.4779	2997.8611
973	7805.1542	-3100.4275	4449.4779	2997.8611
974	7814.7579	-3103.2148	4449.4779	2997.8611
975	7824.3616	-3106.0020	4449.4779	2997.8611
976	7833.9653	-3108.7893	4449.4779	2997.8611
977	7843.5690	-3111.5766	4449.4779	2997.8611
978	7853.1727	-3114.3639	4449.4779	2997.8611
979	7862.7764	-3117.1511	4449.4779	2997.8611
980	7872.3801	-3119.9384	4449.4779	2997.8611
981	7881.9838	-3122.7257	4449.4779	2997.8611
982	7891.5875	-3125.5130	4449.4779	2997.8611
983	7901.1912	-3128.3002	4449.4779	2997.8611
984	7910.7949	-3131.0875	4449.4779	2997.8611
985	7920.3986	-3133.8748	4449.4779	2997.8611
986	7930.0023	-3136.6620	4449.4779	2997.8611
987	7939.6060	-3139.4493	4449.4779	2997.8611
988	7949.2097	-3142.2366	4449.4779	2997.8611
989	7958.8134	-3145.0239	4449.4779	2997.8611
990	7968.4171	-3147.8111	4449.4779	2997.8611
991	7978.0208	-3150.5984	4449.4779	2997.8611
992	7987.6245	-3153.3857	4449.4779	2997.8611
993	7997.2282	-3156.1730	4449.4779	2997.8611
994	8006.8319	-3158.9602	4449.4779	2997.8611
995	8016.4356	-3161.7475	4449.4779	2997.8611
996	8026.0393	-3164.5348	4449.4779	2997.8611
997	8035.6430	-3167.3221	4449.4779	2997.8611
998	8045.2467	-3170.1093	4449.4779	2997.8611
999	8054.8505	-3172.8966	4449.4779	2997.8611
1000	8064.4542	-3175.6839	4449.4779	2997.8611
1001	8074.0579	-3178.4711	4449.4779	2997.8611
1002	8083.6616	-3181.2584	4449.4779	2997.8611
1003	8093.2653	-3184.0457	4449.4779	2997.8611
1004	8102.8690	-3186.8330	4449.4779	2997.8611
1005	8112.4727	-3189.6202	4449.4779	2997.8611
1006	8122.0764	-3192.4075	4449.4779	2997.8611
1007	8131.6801	-3195.1948	4449.4779	2997.8611
1008	8141.2838	-3197.9821	4449.4779	2997.8611
1009	8150.8875	-3200.7693	4449.4779	2997.8611
1010	8160.4912	-3203.5566	4449.4779	2997.8611
1011	8170.0949	-3206.3439	4449.4779	2997.8611
1012	8179.6986	-3209.1311	4449.4779	2997.8611
1013	8189.3023	-3211.9184	4449.4779	2997.8611
1014	8198.9060	-3214.7057	4449.4779	2997.8611
1015	8208.5097	-3217.4930	4449.4779	2997.8611
1016	8218.1134	-3220.2802	4449.4779	2997.8611
1017	8227.7171	-3223.0675	4449.4779	2997.8611
1018	8237.3208	-3225.8548	4449.4779	2997.8611
1019	8246.9245	-3228.6421	4449.4779	2997.8611
