i	x_from_vent	y_from_vent	x_coord	y_coord	sigma_square	mass_released
0	28629.5318	-41648.6410	706592.5318	3490514.3590	470359617.7428	3.2308e+05
1	33308.4682	-49324.5580	711271.4682	3482838.4420	578122406.1401	3.2254e+05
2	38165.7122	-57424.7233	716128.7122	3474738.2767	694894667.5547	3.2201e+05
3	43259.4668	-65763.6223	721222.4668	3466399.3777	817772806.3402	3.2148e+05
4	48778.3666	-74229.6333	726741.3666	3457933.3667	947760819.9586	3.2095e+05
5	54809.5869	-82770.3949	732772.5869	3449392.6051	1085634807.2906	3.2042e+05
6	61305.3865	-91325.4281	739268.3865	3440837.5719	1231397218.5070	3.1990e+05
7	68233.2668	-99842.3023	746196.2668	3432320.6977	1384611081.9406	3.1937e+05
8	75487.2363	-108210.0380	753450.2363	3423952.9620	1544523590.5842	3.1885e+05
9	82959.1397	-116335.4949	760922.1397	3415827.5051	1710405975.0294	3.1832e+05
10	90577.7364	-124173.6509	768540.7364	3407989.3491	1881863183.6027	3.1780e+05
11	98354.2650	-131708.4966	776317.2650	3400454.5034	2058531289.2019	3.1727e+05
12	106301.5071	-138927.2366	784264.5071	3393235.7634	2240017541.0413	3.1675e+05
13	114326.4215	-145861.2201	792289.4215	3386301.7799	2425982555.9229	3.1623e+05
14	122405.0580	-152520.5290	800368.0580	3379642.4710	2616035907.2432	3.1571e+05
15	130576.5242	-158883.2188	808539.5242	3373279.7812	2809734332.8999	3.1519e+05
16	138845.2662	-164936.0442	816808.2662	3367226.9558	3006655389.9540	3.1467e+05
17	147104.2622	-170734.2441	825067.2622	3361428.7559	3206475900.7859	3.1416e+05
18	155374.4377	-176266.1536	833337.4377	3355896.8464	3408774437.2864	3.1364e+05
19	163721.2706	-181479.9842	841684.2706	3350683.0158	3613085520.8207	3.1312e+05
20	171997.9986	-186470.5254	849960.9986	3345692.4746	3819153589.9438	3.1261e+05
21	180279.1865	-191185.0942	858242.1865	3340977.9058	4026519259.2699	3.1210e+05
22	188542.3809	-195658.6353	866505.3809	3336504.3647	4234806448.6013	3.1158e+05
23	196686.3934	-199959.3756	874649.3934	3332203.6244	4443466383.3290	3.1107e+05
24	204868.0757	-204072.3253	882831.0757	3328090.6747	4652427928.2742	3.1056e+05
25	212889.3650	-208070.9892	890852.3650	3324092.0108	4861343408.5060	3.1005e+05
26	220889.4492	-211945.3451	898852.4492	3320217.6549	5069660154.4449	3.0954e+05
27	228749.8450	-215707.0372	906712.8450	3316455.9628	5277275877.2770	3.0903e+05
28	236550.6829	-219348.4596	914513.6829	3312814.5404	5483771020.6938	3.0852e+05
29	244215.3567	-222879.4182	922178.3567	3309283.5818	5689018897.4456	3.0802e+05
30	251808.0504	-226292.7062	929771.0504	3305870.2938	5892657646.2916	3.0751e+05
31	259244.6948	-229602.0073	937207.6948	3302560.9927	6094614918.6852	3.0701e+05
32	266621.5954	-232792.7319	944584.5954	3299370.2681	6294492460.2351	3.0650e+05
