i	x	y	z	R
519	48303.9693	-14854.3575	4449.4779	2997.8611
520	48400.0064	-14882.2302	4449.4779	2997.8611
521	48496.0434	-14910.1030	4449.4779	2997.8611
522	48592.0804	-14937.9757	4449.4779	2997.8611
523	48688.1175	-14965.8484	4449.4779	2997.8611
524	48784.1545	-14993.7212	4449.4779	2997.8611
525	48880.1915	-15021.5939	4449.4779	2997.8611
526	48976.2285	-15049.4666	4449.4779	2997.8611
527	49072.2656	-15077.3393	4449.4779	2997.8611
528	49168.3026	-15105.2121	4449.4779	2997.8611
529	49264.3396	-15133.0848	4449.4779	2997.8611
530	49360.3767	-15160.9575	4449.4779	2997.8611
531	49456.4137	-15188.8303	4449.4779	2997.8611
532	49552.4507	-15216.7030	4449.4779	2997.8611
533	49648.4877	-15244.5757	4449.4779	2997.8611
534	49744.5248	-15272.4484	4449.4779	2997.8611
535	49840.5618	-15300.3212	4449.4779	2997.8611
536	49936.5988	-15328.1939	4449.4779	2997.8611
537	50032.6359	-15356.0666	4449.4779	2997.8611
538	50128.6729	-15383.9394	4449.4779	2997.8611
539	50224.7099	-15411.8121	4449.4779	2997.8611
540	50320.7469	-15439.6848	4449.4779	2997.8611
541	50416.7840	-15467.5576	4449.4779	2997.8611
542	50512.8210	-15495.4303	4449.4779	2997.8611
543	50608.8580	-15523.3030	4449.4779	2997.8611
544	50704.8951	-15551.1757	4449.4779	2997.8611
545	50800.9321	-15579.0485	4449.4779	2997.8611
546	50896.9691	-15606.9212	4449.4779	2997.8611
547	50993.0062	-15634.7939	4449.4779	2997.8611
548	51089.0432	-15662.6667	4449.4779	2997.8611
549	51185.0802	-15690.5394	4449.4779	2997.8611
550	51281.1172	-15718.4121	4449.4779	2997.8611
551	51377.1543	-15746.2848	4449.4779	2997.8611
552	51473.1913	-15774.1576	4449.4779	2997.8611
553	51569.2283	-15802.0303	4449.4779	2997.8611
554	51665.2654	-15829.9030	4449.4779	2997.8611
555	51761.3024	-15857.7758	4449.4779	2997.8611
556	51857.3394	-15885.6485	4449.4779	2997.8611
557	51953.3764	-15913.5212	4449.4779	2997.8611
558	52049.4135	-15941.3940	4449.4779	2997.8611
559	52145.4505	-15969.2667	4449.4779	2997.8611
560	52241.4875	-15997.1394	4449.4779	2997.8611
561	52337.5246	-16025.0121	4449.4779	2997.8611
562	52433.5616	-16052.8849	4449.4779	2997.8611
563	52529.5986	-16080.7576	4449.4779	2997.8611
564	52625.6356	-16108.6303	4449.4779	2997.8611
565	52721.6727	-16136.5031	4449.4779	2997.8611
566	52817.7097	-16164.3758	4449.4779	2997.8611
567	52913.7467	-16192.2485	4449.4779	2997.8611
568	53009.7838	-16220.1212	4449.4779	2997.8611
569	53105.8208	-16247.9940	4449.4779	2997.8611
570	53201.8578	-16275.8667	4449.4779	2997.8611
571	53297.8948	-16303.7394	4449.4779	2997.8611
572	53393.9319	-16331.6122	4449.4779	2997.8611
573	53489.9689	-16359.4849	4449.4779	2997.8611
574	53586.0059	-16387.3576	4449.4779	2997.8611
575	53682.0430	-16415.2304	4449.4779	2997.8611
576	53778.0800	-16443.1031	4449.4779	2997.8611
577	53874.1170	-16470.9758	4449.4779	2997.8611
578	53970.1541	-16498.8485	4449.4779	2997.8611
579	54066.1911	-16526.7213	4449.4779	2997.8611
580	54162.2281	-16554.5940	4449.4779	2997.8611
581	54258.2651	-16582.4667	4449.4779	2997.8611
582	54354.3022	-16610.3395	4449.4779	2997.8611
583	54450.3392	-16638.2122	4449.4779	2997.8611
584	54546.3762	-16666.0849	4449.4779	2997.8611
585	54642.4133	-16693.9576	4449.4779	2997.8611
586	54738.4503	-16721.8304	4449.4779	2997.8611
587	54834.4873	-16749.7031	4449.4779	2997.8611
588	54930.5243	-16777.5758	4449.4779	2997.8611
589	55026.5614	-16805.4486	4449.4779	2997.8611
590	55122.5984	-16833.3213	4449.4779	2997.8611
591	55218.6354	-16861.1940	4449.4779	2997.8611
592	55314.6725	-16889.0668	4449.4779	2997.8611
593	55410.7095	-16916.9395	4449.4779	2997.8611
594	55506.7465	-16944.8122	4449.4779	2997.8611
595	55602.7835	-16972.6849	4449.4779	2997.8611
596	55698.8206	-17000.5577	4449.4779	2997.8611
597	55794.8576	-17028.4304	4449.4779	2997.8611
598	55890.8946	-17056.3031	4449.4779	2997.8611
599	55986.9317	-17084.1759	4449.4779	2997.8611
600	56082.9687	-17112.0486	4449.4779	2997.8611
601	56179.0057	-17139.9213	4449.4779	2997.8611
602	56275.0428	-17167.7940	4449.4779	2997.8611
603	56371.0798	-17195.6668	4449.4779	2997.8611
604	56467.1168	-17223.5395	4449.4779	2997.8611
605	56563.1538	-17251.4122	4449.4779	2997.8611
606	56659.1909	-17279.2850	4449.4779	2997.8611
607	56755.2279	-17307.1577	4449.4779	2997.8611
608	56851.2649	-17335.0304	4449.4779	2997.8611
609	56947.3020	-17362.9032	4449.4779	2997.8611
610	57043.3390	-17390.7759	4449.4779	2997.8611
611	57139.3760	-17418.6486	4449.4779	2997.8611
612	57235.4130	-17446.5213	4449.4779	2997.8611
613	57331.4501	-17474.3941	4449.4779	2997.8611
614	57427.4871	-17502.2668	4449.4779	2997.8611
615	57523.5241	-17530.1395	4449.4779	2997.8611
616	57619.5612	-17558.0123	4449.4779	2997.8611
617	57715.5982	-17585.8850	4449.4779	2997.8611
618	57811.6352	-17613.7577	4449.4779	2997.8611
619	57907.6722	-17641.6304	4449.4779	2997.8611
620	58003.7093	-17669.5032	4449.4779	2997.8611
621	58099.7463	-17697.3759	4449.4779	2997.8611
622	58195.7833	-17725.2486	4449.4779	2997.8611
623	58291.8204	-17753.1214	4449.4779	2997.8611
624	58387.8574	-17780.9941	4449.4779	2997.8611
625	58483.8944	-17808.8668	4449.4779	2997.8611
626	58579.9314	-17836.7396	4449.4779	2997.8611
627	58675.9685	-17864.6123	4449.4779	2997.8611
628	58772.0055	-17892.4850	4449.4779	2997.8611
629	58868.0425	-17920.3577	4449.4779	2997.8611
630	58964.0796	-17948.2305	4449.4779	2997.8611
631	59060.1166	-17976.1032	4449.4779	2997.8611
632	59156.1536	-18003.9759	4449.4779	2997.8611
633	59252.1907	-18031.8487	4449.4779	2997.8611
634	59348.2277	-18059.7214	4449.4779	2997.8611
635	59444.2647	-18087.5941	4449.4779	2997.8611
636	59540.3017	-18115.4668	4449.4779	2997.8611
637	59636.3388	-18143.3396	4449.4779	2997.8611
638	59732.3758	-18171.2123	4449.4779	2997.8611
639	59828.4128	-18199.0850	4449.4779	2997.8611
640	59924.4499	-18226.9578	4449.4779	2997.8611
641	60020.4869	-18254.8305	4449.4779	2997.8611
642	60116.5239	-18282.7032	4449.4779	2997.8611
643	60212.5609	-18310.5760	4449.4779	2997.8611
644	60308.5980	-18338.4487	4449.4779	2997.8611
645	60404.6350	-18366.3214	4449.4779	2997.8611
646	60500.6720	-18394.1941	4449.4779	2997.8611
647	60596.7091	-18422.0669	4449.4779	2997.8611
648	60692.7461	-18449.9396	4449.4779	2997.8611
649	60788.7831	-18477.8123	4449.4779	2997.8611
650	60884.8201	-18505.6851	4449.4779	2997.8611
651	60980.8572	-18533.5578	4449.4779	2997.8611
652	61076.8942	-18561.4305	4449.4779	2997.8611
653	61172.9312	-18589.3033	4449.4779	2997.8611
654	61268.9683	-18617.1760	4449.4779	2997.8611
655	61365.0053	-18645.0487	4449.4779	2997.8611
656	61461.0423	-18672.9214	4449.4779	2997.8611
657	61557.0793	-18700.7942	4449.4779	2997.8611
658	61653.1164	-18728.6669	4449.4779	2997.8611
659	61749.1534	-18756.5396	4449.4779	2997.8611
660	61845.1904	-18784.4124	4449.4779	2997.8611
661	61941.2275	-18812.2851	4449.4779	2997.8611
662	62037.2645	-18840.1578	4449.4779	2997.8611
663	62133.3015	-18868.0305	4449.4779	2997.8611
664	62229.3386	-18895.9033	4449.4779	2997.8611
665	62325.3756	-18923.7760	4449.4779	2997.8611
666	62421.4126	-18951.6487	4449.4779	2997.8611
667	62517.4496	-18979.5215	4449.4779	2997.8611
668	62613.4867	-19007.3942	4449.4779	2997.8611
669	62709.5237	-19035.2669	4449.4779	2997.8611
670	62805.5607	-19063.1397	4449.4779	2997.8611
671	62901.5978	-19091.0124	4449.4779	2997.8611
672	62997.6348	-19118.8851	4449.4779	2997.8611
673	63093.6718	-19146.7578	4449.4779	2997.8611
674	63189.7088	-19174.6306	4449.4779	2997.8611
675	63285.7459	-19202.5033	4449.4779	2997.8611
676	63381.7829	-19230.3760	4449.4779	2997.8611
677	63477.8199	-19258.2488	4449.4779	2997.8611
678	63573.8570	-19286.1215	4449.4779	2997.8611
679	63669.8940	-19313.9942	4449.4779	2997.8611
680	63765.9310	-19341.8669	4449.4779	2997.8611
681	63861.9680	-19369.7397	4449.4779	2997.8611
682	63958.0051	-19397.6124	4449.4779	2997.8611
683	64054.0421	-19425.4851	4449.4779	2997.8611
684	64150.0791	-19453.3579	4449.4779	2997.8611
685	64246.1162	-19481.2306	4449.4779	2997.8611
686	64342.1532	-19509.1033	4449.4779	2997.8611
687	64438.1902	-19536.9761	4449.4779	2997.8611
688	64534.2273	-19564.8488	4449.4779	2997.8611
689	64630.2643	-19592.7215	4449.4779	2997.8611
690	64726.3013	-19620.5942	4449.4779	2997.8611
691	64822.3383	-19648.4670	4449.4779	2997.8611
692	64918.3754	-19676.3397	4449.4779	2997.8611
693	65014.4124	-19704.2124	4449.4779	2997.8611
694	65110.4494	-19732.0852	4449.4779	2997.8611
695	65206.4865	-19759.9579	4449.4779	2997.8611
696	65302.5235	-19787.8306	4449.4779	2997.8611
697	65398.5605	-19815.7033	4449.4779	2997.8611
698	65494.5975	-19843.5761	4449.4779	2997.8611
699	65590.6346	-19871.4488	4449.4779	2997.8611
700	65686.6716	-19899.3215	4449.4779	2997.8611
701	65782.7086	-19927.1943	4449.4779	2997.8611
702	65878.7457	-19955.0670	4449.4779	2997.8611
703	65974.7827	-19982.9397	4449.4779	2997.8611
704	66070.8197	-20010.8125	4449.4779	2997.8611
705	66166.8567	-20038.6852	4449.4779	2997.8611
706	66262.8938	-20066.5579	4449.4779	2997.8611
707	66358.9308	-20094.4306	4449.4779	2997.8611
708	66454.9678	-20122.3034	4449.4779	2997.8611
709	66551.0049	-20150.1761	4449.4779	2997.8611
710	66647.0419	-20178.0488	4449.4779	2997.8611
711	66743.0789	-20205.9216	4449.4779	2997.8611
712	66839.1159	-20233.7943	4449.4779	2997.8611
713	66935.1530	-20261.6670	4449.4779	2997.8611
714	67031.1900	-20289.5397	4449.4779	2997.8611
715	67127.2270	-20317.4125	4449.4779	2997.8611
716	67223.2641	-20345.2852	4449.4779	2997.8611
717	67319.3011	-20373.1579	4449.4779	2997.8611
718	67415.3381	-20401.0307	4449.4779	2997.8611
719	67511.3752	-20428.9034	4449.4779	2997.8611
720	67607.4122	-20456.7761	4449.4779	2997.8611
721	67703.4492	-20484.6489	4449.4779	2997.8611
722	67799.4862	-20512.5216	4449.4779	2997.8611
723	67895.5233	-20540.3943	4449.4779	2997.8611
724	67991.5603	-20568.2670	4449.4779	2997.8611
725	68087.5973	-20596.1398	4449.4779	2997.8611
726	68183.6344	-20624.0125	4449.4779	2997.8611
727	68279.6714	-20651.8852	4449.4779	2997.8611
728	68375.7084	-20679.7580	4449.4779	2997.8611
729	68471.7454	-20707.6307	4449.4779	2997.8611
730	68567.7825	-20735.5034	4449.4779	2997.8611
731	68663.8195	-20763.3761	4449.4779	2997.8611
732	68759.8565	-20791.2489	4449.4779	2997.8611
733	68855.8936	-20819.1216	4449.4779	2997.8611
734	68951.9306	-20846.9943	4449.4779	2997.8611
735	69047.9676	-20874.8671	4449.4779	2997.8611
736	69144.0046	-20902.7398	4449.4779	2997.8611
737	69240.0417	-20930.6125	4449.4779	2997.8611
738	69336.0787	-20958.4853	4449.4779	2997.8611
739	69432.1157	-20986.3580	4449.4779	2997.8611
740	69528.1528	-21014.2307	4449.4779	2997.8611
741	69624.1898	-21042.1034	4449.4779	2997.8611
742	69720.2268	-21069.9762	4449.4779	2997.8611
743	69816.2639	-21097.8489	4449.4779	2997.8611
744	69912.3009	-21125.7216	4449.4779	2997.8611
745	70008.3379	-21153.5944	4449.4779	2997.8611
746	70104.3749	-21181.4671	4449.4779	2997.8611
747	70200.4120	-21209.3398	4449.4779	2997.8611
748	70296.4490	-21237.2125	4449.4779	2997.8611
749	70392.4860	-21265.0853	4449.4779	2997.8611
750	70488.5231	-21292.9580	4449.4779	2997.8611
751	70584.5601	-21320.8307	4449.4779	2997.8611
752	70680.5971	-21348.7035	4449.4779	2997.8611
753	70776.6341	-21376.5762	4449.4779	2997.8611
754	70872.6712	-21404.4489	4449.4779	2997.8611
755	70968.7082	-21432.3217	4449.4779	2997.8611
756	71064.7452	-21460.1944	4449.4779	2997.8611
757	71160.7823	-21488.0671	4449.4779	2997.8611
758	71256.8193	-21515.9398	4449.4779	2997.8611
759	71352.8563	-21543.8126	4449.4779	2997.8611
760	71448.8933	-21571.6853	4449.4779	2997.8611
761	71544.9304	-21599.5580	4449.4779	2997.8611
762	71640.9674	-21627.4308	4449.4779	2997.8611
763	71737.0044	-21655.3035	4449.4779	2997.8611
764	71833.0415	-21683.1762	4449.4779	2997.8611
765	71929.0785	-21711.0489	4449.4779	2997.8611
766	72025.1155	-21738.9217	4449.4779	2997.8611
767	72121.1525	-21766.7944	4449.4779	2997.8611
768	72217.1896	-21794.6671	4449.4779	2997.8611
769	72313.2266	-21822.5399	4449.4779	2997.8611
770	72409.2636	-21850.4126	4449.4779	2997.8611
771	72505.3007	-21878.2853	4449.4779	2997.8611
772	72601.3377	-21906.1581	4449.4779	2997.8611
773	72697.3747	-21934.0308	4449.4779	2997.8611
774	72793.4118	-21961.9035	4449.4779	2997.8611
775	72889.4488	-21989.7762	4449.4779	2997.8611
776	72985.4858	-22017.6490	4449.4779	2997.8611
777	73081.5228	-22045.5217	4449.4779	2997.8611
778	73177.5599	-22073.3944	4449.4779	2997.8611
779	73273.5969	-22101.2672	4449.4779	2997.8611
780	73369.6339	-22129.1399	4449.4779	2997.8611
781	73465.6710	-22157.0126	4449.4779	2997.8611
782	73561.7080	-22184.8853	4449.4779	2997.8611
783	73657.7450	-22212.7581	4449.4779	2997.8611
784	73753.7820	-22240.6308	4449.4779	2997.8611
785	73849.8191	-22268.5035	4449.4779	2997.8611
786	73945.8561	-22296.3763	4449.4779	2997.8611
787	74041.8931	-22324.2490	4449.4779	2997.8611
788	74137.9302	-22352.1217	4449.4779	2997.8611
789	74233.9672	-22379.9945	4449.4779	2997.8611
790	74330.0042	-22407.8672	4449.4779	2997.8611
791	74426.0412	-22435.7399	4449.4779	2997.8611
792	74522.0783	-22463.6126	4449.4779	2997.8611
793	74618.1153	-22491.4854	4449.4779	2997.8611
794	74714.1523	-22519.3581	4449.4779	2997.8611
795	74810.1894	-22547.2308	4449.4779	2997.8611
796	74906.2264	-22575.1036	4449.4779	2997.8611
797	75002.2634	-22602.9763	4449.4779	2997.8611
798	75098.3004	-22630.8490	4449.4779	2997.8611
799	75194.3375	-22658.7217	4449.4779	2997.8611
800	75290.3745	-22686.5945	4449.4779	2997.8611
801	75386.4115	-22714.4672	4449.4779	2997.8611
802	75482.4486	-22742.3399	4449.4779	2997.8611
803	75578.4856	-22770.2127	4449.4779	2997.8611
804	75674.5226	-22798.0854	4449.4779	2997.8611
805	75770.5597	-22825.9581	4449.4779	2997.8611
806	75866.5967	-22853.8309	4449.4779	2997.8611
807	75962.6337	-22881.7036	4449.4779	2997.8611
808	76058.6707	-22909.5763	4449.4779	2997.8611
809	76154.7078	-22937.4490	4449.4779	2997.8611
810	76250.7448	-22965.3218	4449.4779	2997.8611
811	76346.7818	-22993.1945	4449.4779	2997.8611
812	76442.8189	-23021.0672	4449.4779	2997.8611
813	76538.8559	-23048.9400	4449.4779	2997.8611
814	76634.8929	-23076.8127	4449.4779	2997.8611
815	76730.9299	-23104.6854	4449.4779	2997.8611
816	76826.9670	-23132.5581	4449.4779	2997.8611
817	76923.0040	-23160.4309	4449.4779	2997.8611
818	77019.0410	-23188.3036	4449.4779	2997.8611
819	77115.0781	-23216.1763	4449.4779	2997.8611
820	77211.1151	-23244.0491	4449.4779	2997.8611
821	77307.1521	-23271.9218	4449.4779	2997.8611
822	77403.1891	-23299.7945	4449.4779	2997.8611
823	77499.2262	-23327.6673	4449.4779	2997.8611
824	77595.2632	-23355.5400	4449.4779	2997.8611
825	77691.3002	-23383.4127	4449.4779	2997.8611
826	77787.3373	-23411.2854	4449.4779	2997.8611
827	77883.3743	-23439.1582	4449.4779	2997.8611
828	77979.4113	-23467.0309	4449.4779	2997.8611
829	78075.4484	-23494.9036	4449.4779	2997.8611
830	78171.4854	-23522.7764	4449.4779	2997.8611
831	78267.5224	-23550.6491	4449.4779	2997.8611
832	78363.5594	-23578.5218	4449.4779	2997.8611
833	78459.5965	-23606.3945	4449.4779	2997.8611
834	78555.6335	-23634.2673	4449.4779	2997.8611
835	78651.6705	-23662.1400	4449.4779	2997.8611
836	78747.7076	-23690.0127	4449.4779	2997.8611
837	78843.7446	-23717.8855	4449.4779	2997.8611
838	78939.7816	-23745.7582	4449.4779	2997.8611
839	79035.8186	-23773.6309	4449.4779	2997.8611
840	79131.8557	-23801.5037	4449.4779	2997.8611
841	79227.8927	-23829.3764	4449.4779	2997.8611
842	79323.9297	-23857.2491	4449.4779	2997.8611
843	79419.9668	-23885.1218	4449.4779	2997.8611
844	79516.0038	-23912.9946	4449.4779	2997.8611
845	79612.0408	-23940.8673	4449.4779	2997.8611
846	79708.0778	-23968.7400	4449.4779	2997.8611
847	79804.1149	-23996.6128	4449.4779	2997.8611
848	79900.1519	-24024.4855	4449.4779	2997.8611
849	79996.1889	-24052.3582	4449.4779	2997.8611
850	80092.2260	-24080.2309	4449.4779	2997.8611
851	80188.2630	-24108.1037	4449.4779	2997.8611
852	80284.3000	-24135.9764	4449.4779	2997.8611
853	80380.3370	-24163.8491	4449.4779	2997.8611
854	80476.3741	-24191.7219	4449.4779	2997.8611
855	80572.4111	-24219.5946	4449.4779	2997.8611
856	80668.4481	-24247.4673	4449.4779	2997.8611
857	80764.4852	-24275.3401	4449.4779	2997.8611
858	80860.5222	-24303.2128	4449.4779	2997.8611
859	80956.5592	-24331.0855	4449.4779	2997.8611
860	81052.5963	-24358.9582	4449.4779	2997.8611
861	81148.6333	-24386.8310	4449.4779	2997.8611
862	81244.6703	-24414.7037	4449.4779	2997.8611
863	81340.7073	-24442.5764	4449.4779	2997.8611
864	81436.7444	-24470.4492	4449.4779	2997.8611
865	81532.7814	-24498.3219	4449.4779	2997.8611
866	81628.8184	-24526.1946	4449.4779	2997.8611
867	81724.8555	-24554.0674	4449.4779	2997.8611
868	81820.8925	-24581.9401	4449.4779	2997.8611
869	81916.9295	-24609.8128	4449.4779	2997.8611
870	82012.9665	-24637.6855	4449.4779	2997.8611
871	82109.0036	-24665.5583	4449.4779	2997.8611
872	82205.0406	-24693.4310	4449.4779	2997.8611
873	82301.0776	-24721.3037	4449.4779	2997.8611
874	82397.1147	-24749.1765	4449.4779	2997.8611
875	82493.1517	-24777.0492	4449.4779	2997.8611
876	82589.1887	-24804.9219	4449.4779	2997.8611
877	82685.2257	-24832.7946	4449.4779	2997.8611
878	82781.2628	-24860.6674	4449.4779	2997.8611
879	82877.2998	-24888.5401	4449.4779	2997.8611
880	82973.3368	-24916.4128	4449.4779	2997.8611
881	83069.3739	-24944.2856	4449.4779	2997.8611
882	83165.4109	-24972.1583	4449.4779	2997.8611
883	83261.4479	-25000.0310	4449.4779	2997.8611
884	83357.4850	-25027.9038	4449.4779	2997.8611
885	83453.5220	-25055.7765	4449.4779	2997.8611
886	83549.5590	-25083.6492	4449.4779	2997.8611
887	83645.5960	-25111.5219	4449.4779	2997.8611
888	83741.6331	-25139.3947	4449.4779	2997.8611
889	83837.6701	-25167.2674	4449.4779	2997.8611
890	83933.7071	-25195.1401	4449.4779	2997.8611
891	84029.7442	-25223.0129	4449.4779	2997.8611
892	84125.7812	-25250.8856	4449.4779	2997.8611
893	84221.8182	-25278.7583	4449.4779	2997.8611
894	84317.8552	-25306.6310	4449.4779	2997.8611
895	84413.8923	-25334.5038	4449.4779	2997.8611
896	84509.9293	-25362.3765	4449.4779	2997.8611
897	84605.9663	-25390.2492	4449.4779	2997.8611
898	84702.0034	-25418.1220	4449.4779	2997.8611
899	84798.0404	-25445.9947	4449.4779	2997.8611
900	84894.0774	-25473.8674	4449.4779	2997.8611
901	84990.1144	-25501.7402	4449.4779	2997.8611
902	85086.1515	-25529.6129	4449.4779	2997.8611
903	85182.1885	-25557.4856	4449.4779	2997.8611
904	85278.2255	-25585.3583	4449.4779	2997.8611
905	85374.2626	-25613.2311	4449.4779	2997.8611
906	85470.2996	-25641.1038	4449.4779	2997.8611
907	85566.3366	-25668.9765	4449.4779	2997.8611
908	85662.3736	-25696.8493	4449.4779	2997.8611
909	85758.4107	-25724.7220	4449.4779	2997.8611
910	85854.4477	-25752.5947	4449.4779	2997.8611
911	85950.4847	-25780.4674	4449.4779	2997.8611
912	86046.5218	-25808.3402	4449.4779	2997.8611
913	86142.5588	-25836.2129	4449.4779	2997.8611
914	86238.5958	-25864.0856	4449.4779	2997.8611
915	86334.6329	-25891.9584	4449.4779	2997.8611
916	86430.6699	-25919.8311	4449.4779	2997.8611
917	86526.7069	-25947.7038	4449.4779	2997.8611
918	86622.7439	-25975.5766	4449.4779	2997.8611
919	86718.7810	-26003.4493	4449.4779	2997.8611
920	86814.8180	-26031.3220	4449.4779	2997.8611
921	86910.8550	-26059.1947	4449.4779	2997.8611
922	87006.8921	-26087.0675	4449.4779	2997.8611
923	87102.9291	-26114.9402	4449.4779	2997.8611
924	87198.9661	-26142.8129	4449.4779	2997.8611
925	87295.0031	-26170.6857	4449.4779	2997.8611
926	87391.0402	-26198.5584	4449.4779	2997.8611
927	87487.0772	-26226.4311	4449.4779	2997.8611
928	87583.1142	-26254.3038	4449.4779	2997.8611
929	87679.1513	-26282.1766	4449.4779	2997.8611
930	87775.1883	-26310.0493	4449.4779	2997.8611
931	87871.2253	-26337.9220	4449.4779	2997.8611
932	87967.2623	-26365.7948	4449.4779	2997.8611
933	88063.2994	-26393.6675	4449.4779	2997.8611
934	88159.3364	-26421.5402	4449.4779	2997.8611
935	88255.3734	-26449.4130	4449.4779	2997.8611
936	88351.4105	-26477.2857	4449.4779	2997.8611
937	88447.4475	-26505.1584	4449.4779	2997.8611
938	88543.4845	-26533.0311	4449.4779	2997.8611
939	88639.5215	-26560.9039	4449.4779	2997.8611
940	88735.5586	-26588.7766	4449.4779	2997.8611
941	88831.5956	-26616.6493	4449.4779	2997.8611
942	88927.6326	-26644.5221	4449.4779	2997.8611
943	89023.6697	-26672.3948	4449.4779	2997.8611
944	89119.7067	-26700.2675	4449.4779	2997.8611
945	89215.7437	-26728.1402	4449.4779	2997.8611
946	89311.7808	-26756.0130	4449.4779	2997.8611
947	89407.8178	-26783.8857	4449.4779	2997.8611
948	89503.8548	-26811.7584	4449.4779	2997.8611
949	89599.8918	-26839.6312	4449.4779	2997.8611
950	89695.9289	-26867.5039	4449.4779	2997.8611
951	89791.9659	-26895.3766	4449.4779	2997.8611
952	89888.0029	-26923.2494	4449.4779	2997.8611
953	89984.0400	-26951.1221	4449.4779	2997.8611
954	90080.0770	-26978.9948	4449.4779	2997.8611
955	90176.1140	-27006.8675	4449.4779	2997.8611
956	90272.1510	-27034.7403	4449.4779	2997.8611
957	90368.1881	-27062.6130	4449.4779	2997.8611
958	90464.2251	-27090.4857	4449.4779	2997.8611
959	90560.2621	-27118.3585	4449.4779	2997.8611
960	90656.2992	-27146.2312	4449.4779	2997.8611
961	90752.3362	-27174.1039	4449.4779	2997.8611
962	90848.3732	-27201.9766	4449.4779	2997.8611
963	90944.4102	-27229.8494	4449.4779	2997.8611
964	91040.4473	-27257.7221	4449.4779	2997.8611
965	91136.4843	-27285.5948	4449.4779	2997.8611
966	91232.5213	-27313.4676	4449.4779	2997.8611
967	91328.5584	-27341.3403	4449.4779	2997.8611
968	91424.5954	-27369.2130	4449.4779	2997.8611
969	91520.6324	-27397.0858	4449.4779	2997.8611
970	91616.6695	-27424.9585	4449.4779	2997.8611
971	91712.7065	-27452.8312	4449.4779	2997.8611
972	91808.7435	-27480.7039	4449.4779	2997.8611
973	91904.7805	-27508.5767	4449.4779	2997.8611
974	92000.8176	-27536.4494	4449.4779	2997.8611
975	92096.8546	-27564.3221	4449.4779	2997.8611
976	92192.8916	-27592.1949	4449.4779	2997.8611
977	92288.9287	-27620.0676	4449.4779	2997.8611
978	92384.9657	-27647.9403	4449.4779	2997.8611
979	92481.0027	-27675.8130	4449.4779	2997.8611
980	92577.0397	-27703.6858	4449.4779	2997.8611
981	92673.0768	-27731.5585	4449.4779	2997.8611
982	92769.1138	-27759.4312	4449.4779	2997.8611
983	92865.1508	-27787.3040	4449.4779	2997.8611
984	92961.1879	-27815.1767	4449.4779	2997.8611
985	93057.2249	-27843.0494	4449.4779	2997.8611
986	93153.2619	-27870.9222	4449.4779	2997.8611
987	93249.2989	-27898.7949	4449.4779	2997.8611
988	93345.3360	-27926.6676	4449.4779	2997.8611
989	93441.3730	-27954.5403	4449.4779	2997.8611
990	93537.4100	-27982.4131	4449.4779	2997.8611
991	93633.4471	-28010.2858	4449.4779	2997.8611
992	93729.4841	-28038.1585	4449.4779	2997.8611
993	93825.5211	-28066.0313	4449.4779	2997.8611
994	93921.5581	-28093.9040	4449.4779	2997.8611
995	94017.5952	-28121.7767	4449.4779	2997.8611
996	94113.6322	-28149.6494	4449.4779	2997.8611
997	94209.6692	-28177.5222	4449.4779	2997.8611
998	94305.7063	-28205.3949	4449.4779	2997.8611
999	94401.7433	-28233.2676	4449.4779	2997.8611
