CPU	GPU	log10(CPU/GPU)
3.5500000000e+06	3.5500000000e+06	0.0000000000e+00
3.5500000000e+06	3.5500000000e+06	0.0000000000e+00
3.5500000000e+06	3.5500000000e+06	0.0000000000e+00
3.5500000000e+06	3.5500000000e+06	0.0000000000e+00
3.5500000000e+06	3.5500000000e+06	0.0000000000e+00
3.5500000000e+06	3.5500000000e+06	0.0000000000e+00
3.5500000000e+06	3.5500000000e+06	0.0000000000e+00
3.5500000000e+06	3.5500000000e+06	0.0000000000e+00
3.5500000000e+06	3.5500000000e+06	0.0000000000e+00
3.5500000000e+06	3.5500000000e+06	0.0000000000e+00
3.5500000000e+06	3.5500000000e+06	0.0000000000e+00
3.5500000000e+06	3.5500000000e+06	0.0000000000e+00
3.5500000000e+06	3.5500000000e+06	0.0000000000e+00
3.5500000000e+06	3.5500000000e+06	0.0000000000e+00
3.5500000000e+06	3.5500000000e+06	0.0000000000e+00
3.5500000000e+06	3.5500000000e+06	0.0000000000e+00
3.5500000000e+06	3.5500000000e+06	0.0000000000e+00
3.5500000000e+06	3.5500000000e+06	0.0000000000e+00
3.5500000000e+06	3.5500000000e+06	0.0000000000e+00
3.5500000000e+06	3.5500000000e+06	0.0000000000e+00
3.5500000000e+06	3.5500000000e+06	0.0000000000e+00
3.5500000000e+06	3.5500000000e+06	0.0000000000e+00
3.5500000000e+06	3.5500000000e+06	0.0000000000e+00
3.5500000000e+06	3.5500000000e+06	0.0000000000e+00
3.5500000000e+06	3.5500000000e+06	0.0000000000e+00
3.5500000000e+06	3.5500000000e+06	0.0000000000e+00
3.5500000000e+06	3.5500000000e+06	0.0000000000e+00
3.5500000000e+06	3.5500000000e+06	0.0000000000e+00
3.5500000000e+06	3.5500000000e+06	0.0000000000e+00
3.5500000000e+06	3.5500000000e+06	0.0000000000e+00
3.5500000000e+06	3.5500000000e+06	0.0000000000e+00
3.5500000000e+06	3.5500000000e+06	0.0000000000e+00
3.5500000000e+06	3.5500000000e+06	0.0000000000e+00
3.5500000000e+06	3.5500000000e+06	0.0000000000e+00
3.5500000000e+06	3.5500000000e+06	0.0000000000e+00
3.5500000000e+06	3.5500000000e+06	0.0000000000e+00
3.5500000000e+06	3.5500000000e+06	0.0000000000e+00
3.5500000000e+06	3.5500000000e+06	0.0000000000e+00
3.5500000000e+06	3.5500000000e+06	0.0000000000e+00
3.5500000000e+06	3.5500000000e+06	0.0000000000e+00
3.5500000000e+06	3.5500000000e+06	0.0000000000e+00
3.5500000000e+06	3.5500000000e+06	0.0000000000e+00
3.5500000000e+06	3.5500000000e+06	0.0000000000e+00
3.5500000000e+06	3.5500000000e+06	0.0000000000e+00
3.5500000000e+06	3.5500000000e+06	0.0000000000e+00
3.5500000000e+06	3.5500000000e+06	0.0000000000e+00
3.5500000000e+06	3.5500000000e+06	0.0000000000e+00
3.5500000000e+06	3.5500000000e+06	0.0000000000e+00
3.5500000000e+06	3.5500000000e+06	0.0000000000e+00
3.5500000000e+06	3.5500000000e+06	0.0000000000e+00
3.5500000000e+06	3.5500000000e+06	0.0000000000e+00
3.5500000000e+06	3.5500000000e+06	0.0000000000e+00
3.5500000000e+06	3.5500000000e+06	0.0000000000e+00
3.5500000000e+06	3.5500000000e+06	0.0000000000e+00
3.5500000000e+06	3.5500000000e+06	0.0000000000e+00
3.5500000000e+06	3.5500000000e+06	0.0000000000e+00
3.5500000000e+06	3.5500000000e+06	0.0000000000e+00
3.5500000000e+06	3.5500000000e+06	0.0000000000e+00
3.5500000000e+06	3.5500000000e+06	0.0000000000e+00
3.5500000000e+06	3.5500000000e+06	0.0000000000e+00
3.5500000000e+06	3.5500000000e+06	0.0000000000e+00
3.5500000000e+06	3.5500000000e+06	0.0000000000e+00
3.5500000000e+06	3.5500000000e+06	0.0000000000e+00
3.5500000000e+06	3.5500000000e+06	0.0000000000e+00
3.5500000000e+06	3.5500000000e+06	0.0000000000e+00
3.5500000000e+06	3.5500000000e+06	0.0000000000e+00
3.5500000000e+06	3.5500000000e+06	0.0000000000e+00
3.5500000000e+06	3.5500000000e+06	0.0000000000e+00
3.5500000000e+06	3.5500000000e+06	0.0000000000e+00
3.5500000000e+06	3.5500000000e+06	0.0000000000e+00
3.5500000000e+06	3.5500000000e+06	0.0000000000e+00
3.5500000000e+06	3.5500000000e+06	0.0000000000e+00
3.5500000000e+06	3.5500000000e+06	0.0000000000e+00
3.5500000000e+06	3.5500000000e+06	0.0000000000e+00
3.5500000000e+06	3.5500000000e+06	0.0000000000e+00
3.5500000000e+06	3.5500000000e+06	0.0000000000e+00
3.5500000000e+06	3.5500000000e+06	0.0000000000e+00
3.5500000000e+06	3.5500000000e+06	0.0000000000e+00
3.5500000000e+06	3.5500000000e+06	0.0000000000e+00
3.5500000000e+06	3.5500000000e+06	0.0000000000e+00
3.5500000000e+06	3.5500000000e+06	0.0000000000e+00
3.5500000000e+06	3.5500000000e+06	0.0000000000e+00
3.5500000000e+06	3.5500000000e+06	0.0000000000e+00
3.5500000000e+06	3.5500000000e+06	0.0000000000e+00
3.5500000000e+06	3.5500000000e+06	0.0000000000e+00
3.5500000000e+06	3.5500000000e+06	0.0000000000e+00
3.5500000000e+06	3.5500000000e+06	0.0000000000e+00
3.5500000000e+06	3.5500000000e+06	0.0000000000e+00
3.5500000000e+06	3.5500000000e+06	0.0000000000e+00
3.5500000000e+06	3.5500000000e+06	0.0000000000e+00
3.5500000000e+06	3.5500000000e+06	0.0000000000e+00
3.5500000000e+06	3.5500000000e+06	0.0000000000e+00
3.5500000000e+06	3.5500000000e+06	0.0000000000e+00
3.5500000000e+06	3.5500000000e+06	0.0000000000e+00
3.5500000000e+06	3.5500000000e+06	0.0000000000e+00
3.5500000000e+06	3.5500000000e+06	0.0000000000e+00
3.5500000000e+06	3.5500000000e+06	0.0000000000e+00
3.5500000000e+06	3.5500000000e+06	0.0000000000e+00
3.5500000000e+06	3.5500000000e+06	0.0000000000e+00
3.5500000000e+06	3.5500000000e+06	0.0000000000e+00
3.5500000000e+06	3.5500000000e+06	0.0000000000e+00
3.5490000000e+06	3.5490000000e+06	0.0000000000e+00
