#z	s	x	dir	northing	easting	Ta	P	atm_dens	col_dens	n	Q	Cp	Rg	V	Ue	M	theta	U	R	Tm	Time
1300.0000	0.0000	0.0000	148.3203	0.0000	0.0000	270.8000	87508.0986	1.1338	5.2391	0.0300	1.2732e+05	1623.9900	462.0000	12.9484	0.0000	17825353.6263	1.5708	140.0000	13.1753	1200.0000	0.0000
1309.9999	10.0000	0.0533	148.3710	-0.0454	0.0280	270.8000	87396.9404	1.1324	2.6233	0.0826	1.3462e+05	1590.0590	345.8177	13.0366	23.5986	17760503.3777	1.5655	131.9298	19.7223	1164.2834	0.0735
1319.9988	20.0000	0.1986	148.4218	-0.1691	0.1042	270.8000	87285.9335	1.1310	1.5559	0.1603	1.4708e+05	1539.8953	313.6738	13.1248	22.6345	17716551.0234	1.5563	120.4528	28.0144	1114.4294	0.1528
1329.9953	30.0000	0.4640	148.4725	-0.3952	0.2432	270.8000	87175.0950	1.1295	1.1206	0.2433	1.6322e+05	1486.3129	302.0223	13.2130	21.6179	17704336.3478	1.5443	108.4677	36.6451	1057.7724	0.2402
1339.9868	40.0000	0.8755	148.5231	-0.7459	0.4583	270.8000	87064.4519	1.1281	0.9064	0.3244	1.8281e+05	1434.0026	296.4010	13.3011	20.6432	17735489.5464	1.5296	97.0185	45.5949	998.5384	0.3375
1349.9699	50.0000	1.4563	148.5738	-1.2413	0.7616	270.8000	86954.0423	1.1267	0.7897	0.3994	2.0564e+05	1385.5871	293.2313	13.3892	19.7598	17822023.2723	1.5127	86.6660	54.8163	939.8153	0.4464
1359.9402	60.0000	2.2268	148.6243	-1.8988	1.1634	270.8000	86843.9144	1.1252	0.7228	0.4667	2.3158e+05	1342.1730	291.2557	13.4771	18.9858	17975713.8599	1.4937	77.6221	64.2447	883.6029	0.5681
1369.8924	70.0000	3.2037	148.6748	-2.7328	1.6720	270.8000	86734.1256	1.1238	0.6843	0.5259	2.6051e+05	1303.9517	289.9348	13.5649	18.3209	18207470.7093	1.4730	69.8916	73.8045	831.0445	0.7037
1379.8206	80.0000	4.3995	148.7252	-3.7543	2.2936	270.8000	86624.7390	1.1224	0.6629	0.5775	2.9234e+05	1270.6409	289.0045	13.6524	17.7557	18526751.9941	1.4509	63.3742	83.4158	782.6805	0.8538
1389.7189	90.0000	5.8223	148.7754	-4.9703	3.0323	270.8000	86515.8202	1.1210	0.6527	0.6223	3.2698e+05	1241.7540	288.3226	13.7397	17.2774	18941086.1199	1.4280	57.9267	92.9989	738.6563	1.0186
1399.5812	100.0000	7.4758	148.8254	-6.3843	3.8895	270.8000	86407.4326	1.1196	0.6497	0.6610	3.6436e+05	1216.7473	287.8070	13.8267	16.8727	19455756.9100	1.4047	53.3966	102.4801	698.8741	1.1983
1409.4023	110.0000	9.3591	148.8752	-7.9957	4.8644	270.8000	86299.6339	1.1182	0.6518	0.6946	4.0440e+05	1195.0929	287.4069	13.9134	16.5295	20073692.3691	1.3813	49.6387	111.7962	663.0956	1.3924
1419.1774	120.0000	11.4679	148.9248	-9.8009	5.9544	270.8000	86192.4728	1.1168	0.6573	0.7237	4.4699e+05	1176.3103	287.0900	13.9996	16.2376	20795562.6217	1.3583	46.5232	120.8984	631.0101	1.6004
1428.9030	130.0000	13.7944	148.9741	-11.7935	7.1553	270.8000	86085.9868	1.1154	0.6652	0.7490	4.9207e+05	1159.9768	286.8344	14.0854	15.9883	21620054.2488	1.3360	43.9372	129.7532	602.2773	1.8215
1438.5765	140.0000	16.3290	149.0231	-13.9654	8.4616	270.8000	85980.2019	1.1141	0.6747	0.7711	5.3953e+05	1145.7278	286.6251	14.1707	15.7745	22544260.3176	1.3145	41.7850	138.3426	576.5547	2.0548
1448.1963	150.0000	19.0602	149.0719	-16.3072	9.8674	270.8000	85875.1332	1.1127	0.6851	0.7904	5.8929e+05	1133.2526	286.4515	14.2555	15.5905	23564116.3623	1.2942	39.9870	146.6619	553.5139	2.2994
1457.7617	160.0000	21.9763	149.1204	-18.8086	11.3661	270.8000	85770.7858	1.1113	0.6962	0.8074	6.4128e+05	1122.2883	286.3058	14.3399	15.4316	24674821.4972	1.2749	38.4775	154.7175	532.8497	2.5543
1467.2727	170.0000	25.0650	149.1687	-21.4595	12.9514	270.8000	85667.1571	1.1100	0.7077	0.8224	6.9541e+05	1112.6133	286.1822	14.4238	15.2939	25871203.3145	1.2568	37.2027	162.5230	514.2847	2.8185
1476.7300	180.0000	28.3146	149.2166	-24.2499	14.6168	270.8000	85564.2383	1.1087	0.7192	0.8357	7.5163e+05	1104.0412	286.0764	14.5072	15.1742	27148006.5782	1.2398	36.1190	170.0977	497.5704	3.0913
1486.1345	190.0000	31.7139	149.2643	-27.1702	16.3566	270.8000	85462.0164	1.1073	0.7307	0.8475	8.0987e+05	1096.4157	285.9850	14.5902	15.0700	28500103.0362	1.2240	35.1911	177.4631	482.4868	3.3718
1495.4875	200.0000	35.2525	149.3118	-30.2118	18.1651	270.8000	85360.4754	1.1060	0.7421	0.8581	8.7008e+05	1089.6050	285.9056	14.6727	14.9788	29922630.6303	1.2091	34.3907	184.6418	468.8405	3.6592
1504.7903	210.0000	38.9208	149.3590	-33.3663	20.0372	270.8000	85259.5981	1.1047	0.7532	0.8675	9.3222e+05	1083.4986	285.8360	14.7547	14.8989	31411075.4856	1.1952	33.6949	191.6563	456.4625	3.9530
1514.0446	220.0000	42.7100	149.4059	-36.6265	21.9685	270.8000	85159.3664	1.1034	0.7640	0.8760	9.9626e+05	1078.0031	285.7747	14.8363	14.8286	32961310.9687	1.1822	33.0852	198.5277	445.2051	4.2524
1523.2517	230.0000	46.6125	149.4526	-39.9858	23.9546	270.8000	85059.7624	1.1021	0.7745	0.8837	1.0622e+06	1073.0396	285.7203	14.9175	14.7665	34569606.6558	1.1699	32.5467	205.2756	434.9401	4.5572
1532.4131	240.0000	50.6212	149.4991	-43.4380	25.9920	270.8000	84960.7687	1.1008	0.7846	0.8907	1.1299e+06	1068.5411	285.6718	14.9984	14.7114	36232617.6113	1.1583	32.0675	211.9179	425.5559	4.8667
1541.5300	250.0000	54.7299	149.3047	-46.9782	28.0774	270.7833	84903.5697	1.1002	0.7947	0.8970	1.1995e+06	1064.4490	285.6284	15.0874	14.6689	37947819.2571	1.1474	31.6372	218.4204	416.9479	5.1807
1550.6036	260.0000	58.9334	149.1063	-50.5928	30.2232	270.7663	84805.6945	1.0990	0.8041	0.9028	1.2709e+06	1060.7149	285.5892	15.1762	14.6315	39712961.7575	1.1370	31.2482	224.9027	409.0357	5.4987
1559.6351	270.0000	63.2268	148.9089	-54.2770	32.4276	270.7493	84708.3807	1.0978	0.8131	0.9081	1.3441e+06	1057.2976	285.5539	15.2646	14.5981	41525779.4140	1.1270	30.8942	231.3247	401.7457	5.8205
1568.6252	280.0000	67.6060	148.7123	-58.0271	34.6890	270.7325	84611.6162	1.0966	0.8217	0.9130	1.4192e+06	1054.1618	285.5218	15.3526	14.5682	43384277.5631	1.1175	30.5700	237.6969	395.0140	6.1459
1577.5750	290.0000	72.0670	148.5166	-61.8394	37.0058	270.7157	84515.3900	1.0954	0.8299	0.9174	1.4960e+06	1051.2768	285.4926	15.4402	14.5413	45286696.4103	1.1084	30.2713	244.0283	388.7846	6.4746
1586.4852	300.0000	76.6066	148.3218	-65.7107	39.3766	270.6990	84419.6922	1.0942	0.8378	0.9216	1.5747e+06	1048.6161	285.4659	15.5274	14.5168	47231484.1934	1.0996	29.9946	250.3269	383.0083	6.8065
1595.3566	310.0000	81.2217	148.1278	-69.6383	41.8003	270.6824	84324.5136	1.0931	0.8453	0.9254	1.6551e+06	1046.1566	285.4414	15.6142	14.4945	49217272.6940	1.0911	29.7369	256.5995	377.6417	7.1413
1604.1897	320.0000	85.9096	147.9346	-73.6193	44.2756	270.6658	84229.8462	1.0919	0.8525	0.9289	1.7373e+06	1043.8780	285.4189	15.7007	14.4739	51242855.1903	1.0829	29.4958	262.8517	372.6466	7.4790
1612.9851	330.0000	90.6679	147.7423	-77.6517	46.8017	270.6493	84135.6827	1.0908	0.8593	0.9322	1.8213e+06	1041.7627	285.3982	15.7868	14.4547	53307166.8040	1.0749	29.2693	269.0886	367.9889	7.8193
1621.7433	340.0000	95.4943	147.5508	-81.7332	49.3777	270.6329	84042.0166	1.0896	0.8659	0.9352	1.9070e+06	1039.7951	285.3791	15.8725	14.4368	55409267.1001	1.0671	29.0557	275.3145	363.6385	8.1622
1630.4647	350.0000	100.3869	147.3601	-85.8619	52.0028	270.6166	83948.8418	1.0885	0.8721	0.9381	1.9945e+06	1037.9615	285.3614	15.9579	14.4198	57548324.7540	1.0596	28.8534	281.5330	359.5685	8.5076
1639.1496	360.0000	105.3438	147.1702	-90.0360	54.6764	270.6003	83856.1532	1.0873	0.8781	0.9407	2.0838e+06	1036.2498	285.3449	16.0429	14.4036	59723604.0789	1.0522	28.6614	287.7470	355.7549	8.8553
1647.7985	370.0000	110.3634	146.9811	-94.2539	57.3977	270.5841	83763.9459	1.0862	0.8837	0.9432	2.1748e+06	1034.6491	285.3296	16.1275	14.3881	61934453.2110	1.0449	28.4785	293.9592	352.1764	9.2054
1656.4116	380.0000	115.4443	146.7927	-98.5141	60.1664	270.5679	83672.2158	1.0851	0.8891	0.9455	2.2675e+06	1033.1498	285.3153	16.2118	14.3730	64180293.7568	1.0378	28.3040	300.1716	348.8137	9.5576
1664.9891	390.0000	120.5850	146.6052	-102.8153	62.9818	270.5519	83580.9590	1.0840	0.8943	0.9477	2.3620e+06	1031.7435	285.3020	16.2958	14.3582	66460611.7223	1.0309	28.1369	306.3861	345.6494	9.9119
1673.5312	400.0000	125.7842	146.4184	-107.1562	65.8434	270.5359	83490.1720	1.0828	0.8992	0.9498	2.4583e+06	1030.4224	285.2896	16.3794	14.3437	68774949.5646	1.0240	27.9768	312.6040	342.6681	10.2684
1682.0381	410.0000	131.0408	146.2324	-111.5355	68.7510	270.5199	83399.8517	1.0817	0.9038	0.9517	2.5563e+06	1029.1797	285.2779	16.4626	14.3294	71122899.2194	1.0173	27.8230	318.8266	339.8557	10.6268
1690.5100	420.0000	136.3538	146.0472	-115.9521	71.7041	270.5040	83309.9954	1.0806	0.9083	0.9535	2.6560e+06	1028.0091	285.2670	16.5456	14.3150	73504095.9803	1.0107	27.6750	325.0548	337.1995	10.9872
1698.9470	430.0000	141.7219	145.8627	-120.4050	74.7023	270.4882	83220.6003	1.0795	0.9125	0.9552	2.7574e+06	1026.9052	285.2567	16.6281	14.3007	75918213.1172	1.0041	27.5325	331.2893	334.6879	11.3494
1707.3492	440.0000	147.1445	145.6790	-124.8932	77.7453	270.4725	83131.6642	1.0784	0.9165	0.9568	2.8606e+06	1025.8629	285.2470	16.7104	14.2863	78364957.1385	0.9977	27.3950	337.5306	332.3104	11.7135
1715.7166	450.0000	152.6204	145.4960	-129.4157	80.8328	270.4568	83043.1850	1.0774	0.9204	0.9584	2.9654e+06	1024.8776	285.2379	16.7923	14.2717	80844063.6142	0.9913	27.2622	343.7791	330.0577	12.0795
1724.0494	460.0000	158.1489	145.3138	-133.9717	83.9645	270.4412	82955.1606	1.0763	0.9240	0.9598	3.0720e+06	1023.9451	285.2293	16.8738	14.2570	83355293.4861	0.9850	27.1338	350.0350	327.9208	12.4471
1732.3476	470.0000	163.7292	145.1323	-138.5603	87.1401	270.4256	82867.5893	1.0752	0.9275	0.9612	3.1803e+06	1023.0618	285.2212	16.9550	14.2420	85898429.8045	0.9788	27.0097	356.2985	325.8920	12.8165
1740.6113	480.0000	169.3606	144.9516	-143.1806	90.3594	270.4101	82780.4694	1.0741	0.9308	0.9625	3.2903e+06	1022.2241	285.2135	17.0359	14.2267	88473274.8363	0.9726	26.8895	362.5694	323.9640	13.1876
1748.8404	490.0000	175.0422	144.7717	-147.8320	93.6222	270.3947	82693.7992	1.0731	0.9340	0.9637	3.4019e+06	1021.4290	285.2062	17.1165	14.2112	91079647.4990	0.9665	26.7731	368.8478	322.1301	13.5603
1757.0351	500.0000	180.7734	144.5925	-152.5136	96.9282	270.3794	82607.5774	1.0720	0.9370	0.9649	3.5153e+06	1020.6736	285.1993	17.1967	14.1953	93717381.0800	0.9605	26.6602	375.1333	320.3841	13.9346
1765.1954	510.0000	186.5536	144.4141	-157.2247	100.2771	270.3641	82521.8024	1.0710	0.9398	0.9660	3.6303e+06	1019.9553	285.1928	17.2765	14.1791	96386321.2060	0.9545	26.5508	381.4259	318.7206	14.3104
1773.3212	520.0000	192.3820	144.2364	-161.9647	103.6689	270.3488	82436.4730	1.0699	0.9425	0.9670	3.7469e+06	1019.2716	285.1866	17.3561	14.1625	99086324.0340	0.9486	26.4446	387.7251	317.1343	14.6878
1781.4126	530.0000	198.2582	144.0595	-166.7328	107.1031	270.3337	82351.5878	1.0689	0.9451	0.9680	3.8653e+06	1018.6204	285.1807	17.4353	14.1455	101817254.6361	0.9427	26.3415	394.0306	315.6204	15.0667
1789.4696	540.0000	204.1814	143.8833	-171.5284	110.5797	270.3186	82267.1456	1.0678	0.9476	0.9690	3.9853e+06	1017.9996	285.1751	17.5141	14.1281	104578985.5576	0.9369	26.2415	400.3420	314.1747	15.4471
1797.4923	550.0000	210.1511	143.7079	-176.3508	114.0985	270.3035	82183.1452	1.0668	0.9499	0.9699	4.1069e+06	1017.4074	285.1697	17.5927	14.1103	107371395.5260	0.9311	26.1443	406.6588	312.7929	15.8289
1805.4805	560.0000	216.1667	143.5332	-181.1995	117.6591	270.2886	82099.5854	1.0658	0.9521	0.9708	4.2301e+06	1016.8419	285.1646	17.6708	14.0921	110194368.2974	0.9253	26.0500	412.9805	311.4713	16.2120
1813.4344	570.0000	222.2277	143.3593	-186.0738	121.2615	270.2737	82016.4649	1.0648	0.9542	0.9716	4.3550e+06	1016.3017	285.1598	17.7487	14.0734	113047791.6224	0.9196	25.9583	419.3067	310.2064	16.5966
1821.3539	580.0000	228.3336	143.1861	-190.9731	124.9055	270.2588	81933.7827	1.0637	0.9562	0.9724	4.4815e+06	1015.7852	285.1551	17.8262	14.0543	115931556.3198	0.9140	25.8692	425.6367	308.9951	16.9825
1829.2390	590.0000	234.4837	143.0137	-195.8968	128.5908	270.2440	81851.5376	1.0627	0.9581	0.9732	4.6095e+06	1015.2911	285.1507	17.9034	14.0348	118845555.4469	0.9084	25.7826	431.9700	307.8342	17.3697
1837.0898	600.0000	240.6777	142.8421	-200.8444	132.3172	270.2293	81769.7284	1.0617	0.9599	0.9739	4.7392e+06	1014.8180	285.1465	17.9802	14.0148	121789683.5559	0.9028	25.6985	438.3061	306.7211	17.7582
1844.9063	610.0000	246.9150	142.6711	-205.8153	136.0846	270.2147	81688.3540	1.0607	0.9616	0.9746	4.8704e+06	1014.3649	285.1424	18.0567	13.9944	124763836.0280	0.8973	25.6167	444.6443	305.6530	18.1479
1852.6884	620.0000	253.1950	142.5010	-210.8090	139.8927	270.2001	81607.4131	1.0597	0.9633	0.9753	5.0032e+06	1013.9305	285.1386	18.1329	13.9735	127767908.4771	0.8918	25.5373	450.9840	304.6276	18.5389
1860.4361	630.0000	259.5174	142.3316	-215.8249	143.7414	270.1856	81526.9046	1.0588	0.9648	0.9760	5.1375e+06	1013.5139	285.1348	18.2087	13.9522	130801796.2162	0.8864	25.4600	457.3247	303.6425	18.9311
1868.1496	640.0000	265.8815	142.1629	-220.8626	147.6305	270.1711	81446.8273	1.0578	0.9663	0.9766	5.2734e+06	1013.1142	285.1313	18.2842	13.9304	133865393.7812	0.8810	25.3849	463.6657	302.6957	19.3244
1875.8287	650.0000	272.2870	141.9950	-225.9214	151.5598	270.1567	81367.1800	1.0568	0.9677	0.9772	5.4108e+06	1012.7304	285.1279	18.3594	13.9082	136958594.5060	0.8756	25.3119	470.0063	301.7852	19.7189
1883.4736	660.0000	278.7334	141.8278	-231.0009	155.5290	270.1424	81287.9614	1.0558	0.9690	0.9777	5.5498e+06	1012.3616	285.1246	18.4342	13.8856	140081290.1437	0.8702	25.2410	476.3461	300.9091	20.1146
1891.0842	670.0000	285.2202	141.6614	-236.1005	159.5380	270.1281	81209.1703	1.0548	0.9702	0.9783	5.6902e+06	1012.0072	285.1215	18.5087	13.8625	143233370.5308	0.8649	25.1720	482.6843	300.0657	20.5113
1898.6606	680.0000	291.7470	141.4958	-241.2198	163.5866	270.1139	81130.8053	1.0539	0.9714	0.9788	5.8321e+06	1011.6664	285.1184	18.5829	13.8390	146414723.2899	0.8597	25.1050	489.0203	299.2534	20.9091
1906.2027	690.0000	298.3133	141.3308	-246.3583	167.6746	270.0998	81052.8652	1.0529	0.9725	0.9793	5.9755e+06	1011.3384	285.1155	18.6567	13.8150	149625233.5672	0.8545	25.0399	495.3536	298.4706	21.3079
1913.7107	700.0000	304.9186	141.1667	-251.5156	171.8018	270.0857	80975.3487	1.0520	0.9736	0.9798	6.1203e+06	1011.0228	285.1127	18.7302	13.7907	152864783.8023	0.8493	24.9766	501.6834	297.7159	21.7078
1921.1846	710.0000	311.5625	141.0033	-256.6910	175.9679	270.0717	80898.2544	1.0510	0.9746	0.9803	6.2666e+06	1010.7188	285.1101	18.8033	13.7659	156133253.5267	0.8441	24.9151	508.0093	296.9880	22.1087
1928.6243	720.0000	318.2446	140.8406	-261.8842	180.1728	270.0578	80821.5809	1.0501	0.9755	0.9807	6.4143e+06	1010.4259	285.1075	18.8761	13.7407	159430519.1900	0.8390	24.8554	514.3306	296.2856	22.5105
1936.0299	730.0000	324.9645	140.6786	-267.0947	184.4162	270.0439	80745.3269	1.0492	0.9764	0.9812	6.5635e+06	1010.1435	285.1050	18.9486	13.7151	162756454.0090	0.8339	24.7974	520.6468	295.6074	22.9133
1943.4015	740.0000	331.7216	140.5175	-272.3221	188.6980	270.0301	80669.4907	1.0482	0.9773	0.9816	6.7140e+06	1009.8713	285.1026	19.0208	13.6891	166110927.8410	0.8289	24.7410	526.9572	294.9524	23.3170
1950.7392	750.0000	338.5157	140.3570	-277.5659	193.0180	270.0163	80594.0711	1.0473	0.9781	0.9820	6.8659e+06	1009.6086	285.1003	19.0926	13.6628	169493807.0754	0.8238	24.6863	533.2612	294.3195	23.7217
1958.0429	760.0000	345.3462	140.1973	-282.8256	197.3759	270.0026	80519.0665	1.0464	0.9788	0.9824	7.0192e+06	1009.3551	285.0980	19.1641	13.6360	172904954.5461	0.8189	24.6331	539.5584	293.7078	24.1272
1965.3127	770.0000	352.2128	140.0384	-288.1009	201.7715	269.9890	80444.4755	1.0455	0.9795	0.9828	7.1739e+06	1009.1103	285.0959	19.2352	13.6088	176344229.4594	0.8139	24.5815	545.8481	293.1161	24.5336
1972.5487	780.0000	359.1150	139.8801	-293.3913	206.2046	269.9754	80370.2964	1.0445	0.9801	0.9832	7.3299e+06	1008.8738	285.0938	19.3060	13.5813	179811487.3383	0.8090	24.5314	552.1299	292.5438	24.9408
1979.7509	790.0000	366.0524	139.7226	-298.6963	210.6750	269.9619	80296.5276	1.0436	0.9808	0.9835	7.4872e+06	1008.6453	285.0918	19.3765	13.5535	183306579.9813	0.8041	24.4827	558.4031	291.9898	25.3488
1986.9194	800.0000	373.0247	139.5659	-304.0156	215.1825	269.9485	80223.1677	1.0427	0.9813	0.9838	7.6458e+06	1008.4245	285.0899	19.4467	13.5252	186829355.4337	0.7993	24.4356	564.6673	291.4535	25.7577
1994.0543	810.0000	380.0314	139.4099	-309.3488	219.7268	269.9351	80150.2150	1.0418	0.9819	0.9842	7.8057e+06	1008.2109	285.0880	19.5165	13.4966	190379657.9716	0.7945	24.3898	570.9220	290.9341	26.1673
2001.1556	820.0000	387.0721	139.2546	-314.6954	224.3078	269.9218	80077.6679	1.0409	0.9824	0.9845	7.9669e+06	1008.0043	285.0862	19.5860	13.4677	193957328.0963	0.7897	24.3453	577.1666	290.4308	26.5777
2008.2234	830.0000	394.1464	139.1001	-320.0550	228.9252	269.9086	80005.5246	1.0401	0.9828	0.9848	8.1294e+06	1007.8044	285.0844	19.6552	13.4385	197562202.5390	0.7849	24.3022	583.4007	289.9429	26.9888
2015.2578	840.0000	401.2540	138.9493	-325.4273	233.5788	269.8869	79974.9276	1.0397	0.9838	0.9851	8.2931e+06	1007.6109	285.0828	19.7099	13.4008	201193849.1783	0.7802	24.2605	589.4722	289.4702	27.4007
2022.2591	850.0000	408.3941	138.8048	-330.8118	238.2679	269.8494	79903.5414	1.0390	0.9842	0.9854	8.4578e+06	1007.4236	285.0811	19.7380	13.3487	204847986.5826	0.7756	24.2199	595.6782	289.0135	27.8132
2029.2279	860.0000	415.5660	138.6610	-336.2085	242.9915	269.8121	79832.5410	1.0382	0.9845	0.9857	8.6235e+06	1007.2426	285.0795	19.7659	13.2973	208522679.0872	0.7710	24.1807	601.8631	288.5704	28.2264
2036.1645	870.0000	422.7690	138.5179	-341.6166	247.7492	269.7750	79761.9213	1.0374	0.9848	0.9859	8.7902e+06	1007.0673	285.0780	19.7937	13.2467	212217667.2283	0.7666	24.1426	608.0273	288.1403	28.6403
2043.0693	880.0000	430.0025	138.3754	-347.0357	252.5406	269.7381	79691.6772	1.0366	0.9851	0.9862	8.9578e+06	1006.8977	285.0765	19.8214	13.1968	215932699.1154	0.7622	24.1056	614.1711	287.7226	29.0548
2049.9428	890.0000	437.2658	138.2336	-352.4651	257.3652	269.7013	79621.8040	1.0359	0.9854	0.9865	9.1263e+06	1006.7334	285.0751	19.8490	13.1476	219667529.0039	0.7578	24.0698	620.2948	287.3168	29.4700
2056.7853	900.0000	444.5582	138.0924	-357.9043	262.2227	269.6647	79552.2967	1.0351	0.9857	0.9867	9.2957e+06	1006.5743	285.0737	19.8765	13.0991	223421916.8779	0.7536	24.0350	626.3987	286.9224	29.8857
2063.5973	910.0000	451.8792	137.9518	-363.3527	267.1126	269.6283	79483.1510	1.0343	0.9859	0.9870	9.4660e+06	1006.4200	285.0724	19.9038	13.0512	227195628.0684	0.7494	24.0012	632.4831	286.5388	30.3021
2070.3790	920.0000	459.2282	137.8119	-368.8100	272.0346	269.5920	79414.3623	1.0336	0.9861	0.9872	9.6372e+06	1006.2704	285.0711	19.9310	13.0039	230988432.9015	0.7453	23.9684	638.5482	286.1657	30.7190
2077.1309	930.0000	466.6047	137.6726	-374.2755	276.9884	269.5559	79345.9263	1.0328	0.9863	0.9874	9.8093e+06	1006.1253	285.0698	19.9581	12.9573	234800106.3741	0.7412	23.9365	644.5944	285.8027	31.1365
2083.8534	940.0000	474.0080	137.5339	-379.7488	281.9736	269.5199	79277.8388	1.0321	0.9865	0.9876	9.9823e+06	1005.9845	285.0686	19.9851	12.9112	238630427.8546	0.7372	23.9054	650.6217	285.4492	31.5545
2090.5466	950.0000	481.4377	137.3958	-385.2295	286.9897	269.4841	79210.0957	1.0313	0.9866	0.9878	1.0156e+07	1005.8478	285.0674	20.0119	12.8656	242479180.8054	0.7333	23.8752	656.6306	285.1050	31.9731
2097.2110	960.0000	488.8933	137.2582	-390.7172	292.0367	269.4484	79142.6931	1.0306	0.9867	0.9880	1.0331e+07	1005.7151	285.0662	20.0387	12.8206	246346152.5282	0.7294	23.8458	662.6211	284.7696	32.3922
2103.8469	970.0000	496.3742	137.1213	-396.2114	297.1140	269.4129	79075.6270	1.0299	0.9868	0.9882	1.0506e+07	1005.5863	285.0651	20.0653	12.7762	250231133.9266	0.7256	23.8172	668.5936	284.4428	32.8118
2110.4546	980.0000	503.8801	136.9850	-401.7117	302.2213	269.3776	79008.8938	1.0291	0.9869	0.9884	1.0683e+07	1005.4610	285.0640	20.0918	12.7322	254133919.2876	0.7218	23.7894	674.5481	284.1241	33.2319
2117.0344	990.0000	511.4105	136.8492	-407.2177	307.3585	269.3424	78942.4897	1.0284	0.9870	0.9886	1.0860e+07	1005.3393	285.0630	20.1182	12.6887	258054306.0783	0.7181	23.7622	680.4849	283.8133	33.6525
2123.5865	1000.0000	518.9649	136.7140	-412.7291	312.5251	269.3073	78876.4112	1.0277	0.9870	0.9888	1.1038e+07	1005.2209	285.0619	20.1445	12.6457	261992094.7583	0.7145	23.7358	686.4041	283.5101	34.0736
2130.1113	1010.0000	526.5430	136.5794	-418.2454	317.7209	269.2724	78810.6548	1.0269	0.9870	0.9890	1.1217e+07	1005.1058	285.0609	20.1707	12.6031	265947088.6046	0.7109	23.7100	692.3060	283.2142	34.4951
2136.6091	1020.0000	534.1442	136.4453	-423.7664	322.9456	269.2377	78745.2171	1.0262	0.9871	0.9892	1.1396e+07	1004.9938	285.0600	20.1968	12.5610	269919093.5503	0.7073	23.6848	698.1906	282.9253	34.9171
2143.0801	1030.0000	541.7683	136.3118	-429.2917	328.1990	269.2030	78680.0949	1.0255	0.9871	0.9893	1.1577e+07	1004.8848	285.0590	20.2227	12.5192	273907918.0335	0.7038	23.6603	704.0582	282.6431	35.3396
2149.5245	1040.0000	549.4148	136.1788	-434.8210	333.4807	269.1686	78615.2848	1.0248	0.9871	0.9895	1.1758e+07	1004.7788	285.0581	20.2486	12.4779	277913372.8579	0.7003	23.6364	709.9088	282.3675	35.7624
2155.9427	1050.0000	557.0834	136.0463	-440.3539	338.7905	269.1342	78550.7838	1.0241	0.9870	0.9897	1.1940e+07	1004.6755	285.0572	20.2743	12.4370	281935271.0625	0.6969	23.6131	715.7427	282.0982	36.1857
2162.3348	1060.0000	564.7737	135.9145	-445.8901	344.1281	269.1000	78486.5888	1.0234	0.9870	0.9898	1.2122e+07	1004.5748	285.0563	20.3000	12.3965	285973427.8006	0.6935	23.5903	721.5600	281.8350	36.6094
2168.7012	1070.0000	572.4853	135.7831	-451.4294	349.4934	269.0660	78422.6967	1.0227	0.9869	0.9900	1.2306e+07	1004.4768	285.0555	20.3255	12.3564	290027660.2270	0.6901	23.5681	727.3607	281.5776	37.0335
2175.0420	1080.0000	580.2180	135.6522	-456.9715	354.8860	269.0321	78359.1048	1.0220	0.9869	0.9901	1.2490e+07	1004.3813	285.0547	20.3510	12.3166	294097787.3926	0.6868	23.5464	733.1450	281.3258	37.4580
2181.3575	1090.0000	587.9714	135.5219	-462.5160	360.3056	268.9983	78295.8100	1.0213	0.9868	0.9903	1.2675e+07	1004.2882	285.0539	20.3763	12.2772	298183630.1471	0.6836	23.5252	738.9131	281.0796	37.8829
2187.6479	1100.0000	595.7451	135.3921	-468.0627	365.7522	268.9646	78232.8096	1.0206	0.9867	0.9904	1.2861e+07	1004.1974	285.0531	20.4015	12.2381	302285011.0470	0.6803	23.5045	744.6650	280.8386	38.3082
2193.9134	1110.0000	603.5389	135.2628	-473.6113	371.2254	268.9311	78170.1010	1.0199	0.9866	0.9905	1.3047e+07	1004.1089	285.0523	20.4267	12.1993	306401754.2700	0.6771	23.4842	750.4009	280.6027	38.7338
2200.1543	1120.0000	611.3524	135.1341	-479.1616	376.7250	268.8977	78107.6813	1.0192	0.9865	0.9907	1.3234e+07	1004.0225	285.0516	20.4517	12.1609	310533685.5361	0.6740	23.4645	756.1208	280.3717	39.1598
2206.3707	1130.0000	619.1854	135.0058	-484.7133	382.2508	268.8645	78045.5481	1.0185	0.9864	0.9908	1.3422e+07	1003.9383	285.0508	20.4766	12.1227	314680632.0323	0.6708	23.4452	761.8249	280.1455	39.5861
2212.5629	1140.0000	627.0376	134.8780	-490.2662	387.8026	268.8313	77983.6987	1.0178	0.9863	0.9909	1.3610e+07	1003.8560	285.0501	20.5015	12.0849	318842422.3431	0.6677	23.4263	767.5132	279.9239	40.0128
2218.7310	1150.0000	634.9087	134.7508	-495.8201	393.3801	268.7983	77922.1307	1.0172	0.9861	0.9911	1.3800e+07	1003.7758	285.0494	20.5262	12.0474	323018886.3852	0.6647	23.4078	773.1859	279.7068	40.4399
