#z	s	x	dir	northing	easting	Ta	P	atm_dens	col_dens	n	Q	Cp	Rg	V	Ue	M	theta	U	R	Tm	Time
3518.8322	31010.0000	30238.9976	1.1365e+02	-12710.8730	27319.4629	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	1189.4481
3518.8322	31020.0000	30248.9976	1.1365e+02	-12714.8841	27328.6232	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	1189.8219
3518.8322	31030.0000	30258.9976	1.1365e+02	-12718.8952	27337.7835	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	1190.1957
3518.8322	31040.0000	30268.9976	1.1365e+02	-12722.9064	27346.9438	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	1190.5695
3518.8322	31050.0000	30278.9976	1.1365e+02	-12726.9175	27356.1041	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	1190.9432
3518.8322	31060.0000	30288.9976	1.1365e+02	-12730.9286	27365.2644	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	1191.3170
3518.8322	31070.0000	30298.9976	1.1365e+02	-12734.9397	27374.4247	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	1191.6908
3518.8322	31080.0000	30308.9976	1.1365e+02	-12738.9508	27383.5850	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	1192.0646
3518.8322	31090.0000	30318.9976	1.1365e+02	-12742.9619	27392.7452	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	1192.4384
3518.8322	31100.0000	30328.9976	1.1365e+02	-12746.9730	27401.9055	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	1192.8122
3518.8322	31110.0000	30338.9976	1.1365e+02	-12750.9841	27411.0658	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	1193.1860
3518.8322	31120.0000	30348.9976	1.1365e+02	-12754.9952	27420.2261	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	1193.5597
3518.8322	31130.0000	30358.9976	1.1365e+02	-12759.0063	27429.3864	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	1193.9335
3518.8322	31140.0000	30368.9976	1.1365e+02	-12763.0175	27438.5467	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	1194.3073
3518.8322	31150.0000	30378.9976	1.1365e+02	-12767.0286	27447.7070	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	1194.6811
3518.8322	31160.0000	30388.9976	1.1365e+02	-12771.0397	27456.8673	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	1195.0549
3518.8322	31170.0000	30398.9976	1.1365e+02	-12775.0508	27466.0276	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	1195.4287
3518.8322	31180.0000	30408.9976	1.1365e+02	-12779.0619	27475.1879	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	1195.8025
3518.8322	31190.0000	30418.9976	1.1365e+02	-12783.0730	27484.3482	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	1196.1762
3518.8322	31200.0000	30428.9976	1.1365e+02	-12787.0841	27493.5085	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	1196.5500
3518.8322	31210.0000	30438.9976	1.1365e+02	-12791.0952	27502.6688	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	1196.9238
3518.8322	31220.0000	30448.9976	1.1365e+02	-12795.1063	27511.8291	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	1197.2976
3518.8322	31230.0000	30458.9976	1.1365e+02	-12799.1175	27520.9894	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	1197.6714
3518.8322	31240.0000	30468.9976	1.1365e+02	-12803.1286	27530.1497	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	1198.0452
3518.8322	31250.0000	30478.9976	1.1365e+02	-12807.1397	27539.3100	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	1198.4189
3518.8322	31260.0000	30488.9976	1.1365e+02	-12811.1508	27548.4702	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	1198.7927
3518.8322	31270.0000	30498.9976	1.1365e+02	-12815.1619	27557.6305	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	1199.1665
3518.8322	31280.0000	30508.9976	1.1365e+02	-12819.1730	27566.7908	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	1199.5403
3518.8322	31290.0000	30518.9976	1.1365e+02	-12823.1841	27575.9511	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	1199.9141
3518.8322	31300.0000	30528.9976	1.1365e+02	-12827.1952	27585.1114	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	1200.2879
3518.8322	31310.0000	30538.9976	1.1365e+02	-12831.2063	27594.2717	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	1200.6617
3518.8322	31320.0000	30548.9976	1.1365e+02	-12835.2175	27603.4320	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	1201.0354
3518.8322	31330.0000	30558.9976	1.1365e+02	-12839.2286	27612.5923	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	1201.4092
3518.8322	31340.0000	30568.9976	1.1365e+02	-12843.2397	27621.7526	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	1201.7830
3518.8322	31350.0000	30578.9976	1.1365e+02	-12847.2508	27630.9129	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	1202.1568
3518.8322	31360.0000	30588.9976	1.1365e+02	-12851.2619	27640.0732	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	1202.5306
3518.8322	31370.0000	30598.9976	1.1365e+02	-12855.2730	27649.2335	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	1202.9044
3518.8322	31380.0000	30608.9976	1.1365e+02	-12859.2841	27658.3938	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	1203.2782
3518.8322	31390.0000	30618.9976	1.1365e+02	-12863.2952	27667.5541	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	1203.6519
3518.8322	31400.0000	30628.9976	1.1365e+02	-12867.3063	27676.7144	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	1204.0257
3518.8322	31410.0000	30638.9976	1.1365e+02	-12871.3175	27685.8747	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	1204.3995
3518.8322	31420.0000	30648.9976	1.1365e+02	-12875.3286	27695.0350	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	1204.7733
3518.8322	31430.0000	30658.9976	1.1365e+02	-12879.3397	27704.1952	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	1205.1471
3518.8322	31440.0000	30668.9976	1.1365e+02	-12883.3508	27713.3555	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	1205.5209
3518.8322	31450.0000	30678.9976	1.1365e+02	-12887.3619	27722.5158	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	1205.8947
3518.8322	31460.0000	30688.9976	1.1365e+02	-12891.3730	27731.6761	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	1206.2684
3518.8322	31470.0000	30698.9976	1.1365e+02	-12895.3841	27740.8364	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	1206.6422
3518.8322	31480.0000	30708.9976	1.1365e+02	-12899.3952	27749.9967	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	1207.0160
3518.8322	31490.0000	30718.9976	1.1365e+02	-12903.4063	27759.1570	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	1207.3898
3518.8322	31500.0000	30728.9976	1.1365e+02	-12907.4175	27768.3173	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	1207.7636
3518.8322	31510.0000	30738.9976	1.1365e+02	-12911.4286	27777.4776	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	1208.1374
3518.8322	31520.0000	30748.9976	1.1365e+02	-12915.4397	27786.6379	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	1208.5111
3518.8322	31530.0000	30758.9976	1.1365e+02	-12919.4508	27795.7982	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	1208.8849
3518.8322	31540.0000	30768.9976	1.1365e+02	-12923.4619	27804.9585	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	1209.2587
3518.8322	31550.0000	30778.9976	1.1365e+02	-12927.4730	27814.1188	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	1209.6325
3518.8322	31560.0000	30788.9976	1.1365e+02	-12931.4841	27823.2791	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	1210.0063
3518.8322	31570.0000	30798.9976	1.1365e+02	-12935.4952	27832.4394	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	1210.3801
3518.8322	31580.0000	30808.9976	1.1365e+02	-12939.5063	27841.5997	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	1210.7539
3518.8322	31590.0000	30818.9976	1.1365e+02	-12943.5174	27850.7600	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	1211.1276
3518.8322	31600.0000	30828.9976	1.1365e+02	-12947.5286	27859.9202	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	1211.5014
3518.8322	31610.0000	30838.9976	1.1365e+02	-12951.5397	27869.0805	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	1211.8752
3518.8322	31620.0000	30848.9976	1.1365e+02	-12955.5508	27878.2408	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	1212.2490
3518.8322	31630.0000	30858.9976	1.1365e+02	-12959.5619	27887.4011	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	1212.6228
3518.8322	31640.0000	30868.9976	1.1365e+02	-12963.5730	27896.5614	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	1212.9966
3518.8322	31650.0000	30878.9976	1.1365e+02	-12967.5841	27905.7217	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	1213.3704
3518.8322	31660.0000	30888.9976	1.1365e+02	-12971.5952	27914.8820	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	1213.7441
3518.8322	31670.0000	30898.9976	1.1365e+02	-12975.6063	27924.0423	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	1214.1179
3518.8322	31680.0000	30908.9976	1.1365e+02	-12979.6174	27933.2026	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	1214.4917
3518.8322	31690.0000	30918.9976	1.1365e+02	-12983.6286	27942.3629	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	1214.8655
3518.8322	31700.0000	30928.9976	1.1365e+02	-12987.6397	27951.5232	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	1215.2393
3518.8322	31710.0000	30938.9976	1.1365e+02	-12991.6508	27960.6835	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	1215.6131
3518.8322	31720.0000	30948.9976	1.1365e+02	-12995.6619	27969.8438	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	1215.9868
3518.8322	31730.0000	30958.9976	1.1365e+02	-12999.6730	27979.0041	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	1216.3606
3518.8322	31740.0000	30968.9976	1.1365e+02	-13003.6841	27988.1644	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	1216.7344
3518.8322	31750.0000	30978.9976	1.1365e+02	-13007.6952	27997.3247	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	1217.1082
3518.8322	31760.0000	30988.9976	1.1365e+02	-13011.7063	28006.4850	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	1217.4820
3518.8322	31770.0000	30998.9976	1.1365e+02	-13015.7174	28015.6452	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	1217.8558
3518.8322	31780.0000	31008.9976	1.1365e+02	-13019.7286	28024.8055	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	1218.2296
3518.8322	31790.0000	31018.9976	1.1365e+02	-13023.7397	28033.9658	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	1218.6033
3518.8322	31800.0000	31028.9976	1.1365e+02	-13027.7508	28043.1261	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	1218.9771
3518.8322	31810.0000	31038.9976	1.1365e+02	-13031.7619	28052.2864	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	1219.3509
3518.8322	31820.0000	31048.9976	1.1365e+02	-13035.7730	28061.4467	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	1219.7247
3518.8322	31830.0000	31058.9976	1.1365e+02	-13039.7841	28070.6070	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	1220.0985
3518.8322	31840.0000	31068.9976	1.1365e+02	-13043.7952	28079.7673	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	1220.4723
3518.8322	31850.0000	31078.9976	1.1365e+02	-13047.8063	28088.9276	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	1220.8461
3518.8322	31860.0000	31088.9976	1.1365e+02	-13051.8174	28098.0879	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	1221.2198
3518.8322	31870.0000	31098.9976	1.1365e+02	-13055.8286	28107.2482	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	1221.5936
3518.8322	31880.0000	31108.9976	1.1365e+02	-13059.8397	28116.4085	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	1221.9674
3518.8322	31890.0000	31118.9976	1.1365e+02	-13063.8508	28125.5688	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	1222.3412
3518.8322	31900.0000	31128.9976	1.1365e+02	-13067.8619	28134.7291	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	1222.7150
3518.8322	31910.0000	31138.9976	1.1365e+02	-13071.8730	28143.8894	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	1223.0888
3518.8322	31920.0000	31148.9976	1.1365e+02	-13075.8841	28153.0497	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	1223.4625
3518.8322	31930.0000	31158.9976	1.1365e+02	-13079.8952	28162.2100	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	1223.8363
3518.8322	31940.0000	31168.9976	1.1365e+02	-13083.9063	28171.3703	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	1224.2101
3518.8322	31950.0000	31178.9976	1.1365e+02	-13087.9174	28180.5305	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	1224.5839
3518.8322	31960.0000	31188.9976	1.1365e+02	-13091.9286	28189.6908	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	1224.9577
3518.8322	31970.0000	31198.9976	1.1365e+02	-13095.9397	28198.8511	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	1225.3315
3518.8322	31980.0000	31208.9976	1.1365e+02	-13099.9508	28208.0114	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	1225.7053
3518.8322	31990.0000	31218.9976	1.1365e+02	-13103.9619	28217.1717	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	1226.0790
3518.8322	32000.0000	31228.9976	1.1365e+02	-13107.9730	28226.3320	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	1226.4528
3518.8322	32010.0000	31238.9976	1.1365e+02	-13111.9841	28235.4923	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	1226.8266
3518.8322	32020.0000	31248.9976	1.1365e+02	-13115.9952	28244.6526	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	1227.2004
3518.8322	32030.0000	31258.9976	1.1365e+02	-13120.0063	28253.8129	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	1227.5742
3518.8322	32040.0000	31268.9976	1.1365e+02	-13124.0174	28262.9732	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	1227.9480
3518.8322	32050.0000	31278.9976	1.1365e+02	-13128.0285	28272.1335	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	1228.3218
3518.8322	32060.0000	31288.9976	1.1365e+02	-13132.0397	28281.2938	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	1228.6955
3518.8322	32070.0000	31298.9976	1.1365e+02	-13136.0508	28290.4541	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	1229.0693
3518.8322	32080.0000	31308.9976	1.1365e+02	-13140.0619	28299.6144	261.1730	65912.7133	0.8855	0.8894	0.9986	9.1300e+07	998.8730	285.0074	26.7533	0.0000	2107494096.8809	0.0000	26.7533	2108.7651	260.3649	1229.4431
