i	x_from_vent	y_from_vent	x_coord	y_coord	cloud_sigma2	mass_released
179	322926.1691	-280984.4850	1000889.1691	3251178.5150	9428801502.3343	2.1415e+05
180	323017.7720	-281024.5962	1000980.7720	3251138.4038	9428801502.3343	2.1383e+05
181	323109.3749	-281064.7073	1001072.3749	3251098.2927	9428801502.3343	2.1352e+05
182	323200.9779	-281104.8184	1001163.9779	3251058.1816	9428801502.3343	2.1321e+05
183	323292.5808	-281144.9295	1001255.5808	3251018.0705	9428801502.3343	2.1290e+05
184	323384.1838	-281185.0406	1001347.1838	3250977.9594	9428801502.3343	2.1259e+05
185	323475.7867	-281225.1517	1001438.7867	3250937.8483	9428801502.3343	2.1228e+05
186	323567.3897	-281265.2628	1001530.3897	3250897.7372	9428801502.3343	2.1197e+05
187	323658.9926	-281305.3739	1001621.9926	3250857.6261	9428801502.3343	2.1166e+05
188	323750.5955	-281345.4850	1001713.5955	3250817.5150	9428801502.3343	2.1135e+05
189	323842.1985	-281385.5961	1001805.1985	3250777.4039	9428801502.3343	2.1104e+05
190	323933.8014	-281425.7072	1001896.8014	3250737.2928	9428801502.3343	2.1073e+05
191	324025.4044	-281465.8183	1001988.4044	3250697.1817	9428801502.3343	2.1042e+05
192	324117.0073	-281505.9295	1002080.0073	3250657.0705	9428801502.3343	2.1012e+05
193	324208.6103	-281546.0406	1002171.6103	3250616.9594	9428801502.3343	2.0981e+05
194	324300.2132	-281586.1517	1002263.2132	3250576.8483	9428801502.3343	2.0950e+05
195	324391.8161	-281626.2628	1002354.8161	3250536.7372	9428801502.3343	2.0920e+05
196	324483.4191	-281666.3739	1002446.4191	3250496.6261	9428801502.3343	2.0889e+05
197	324575.0220	-281706.4850	1002538.0220	3250456.5150	9428801502.3343	2.0859e+05
198	324666.6250	-281746.5961	1002629.6250	3250416.4039	9428801502.3343	2.0828e+05
199	324758.2279	-281786.7072	1002721.2279	3250376.2928	9428801502.3343	2.0798e+05
200	324849.8308	-281826.8183	1002812.8308	3250336.1817	9428801502.3343	2.0768e+05
201	324941.4338	-281866.9294	1002904.4338	3250296.0706	9428801502.3343	2.0737e+05
202	325033.0367	-281907.0405	1002996.0367	3250255.9595	9428801502.3343	2.0707e+05
203	325124.6397	-281947.1517	1003087.6397	3250215.8483	9428801502.3343	2.0677e+05
204	325216.2426	-281987.2628	1003179.2426	3250175.7372	9428801502.3343	2.0647e+05
205	325307.8456	-282027.3739	1003270.8456	3250135.6261	9428801502.3343	2.0617e+05
206	325399.4485	-282067.4850	1003362.4485	3250095.5150	9428801502.3343	2.0587e+05
207	325491.0514	-282107.5961	1003454.0514	3250055.4039	9428801502.3343	2.0557e+05
208	325582.6544	-282147.7072	1003545.6544	3250015.2928	9428801502.3343	2.0527e+05
209	325674.2573	-282187.8183	1003637.2573	3249975.1817	9428801502.3343	2.0497e+05
210	325765.8603	-282227.9294	1003728.8603	3249935.0706	9428801502.3343	2.0467e+05
211	325857.4632	-282268.0405	1003820.4632	3249894.9595	9428801502.3343	2.0438e+05
212	325949.0661	-282308.1516	1003912.0661	3249854.8484	9428801502.3343	2.0408e+05
213	326040.6691	-282348.2627	1004003.6691	3249814.7373	9428801502.3343	2.0378e+05
214	326132.2720	-282388.3738	1004095.2720	3249774.6262	9428801502.3343	2.0348e+05
215	326223.8750	-282428.4850	1004186.8750	3249734.5150	9428801502.3343	2.0319e+05
216	326315.4779	-282468.5961	1004278.4779	3249694.4039	9428801502.3343	2.0289e+05
217	326407.0809	-282508.7072	1004370.0809	3249654.2928	9428801502.3343	2.0260e+05
218	326498.6838	-282548.8183	1004461.6838	3249614.1817	9428801502.3343	2.0230e+05
219	326590.2867	-282588.9294	1004553.2867	3249574.0706	9428801502.3343	2.0201e+05
220	326681.8897	-282629.0405	1004644.8897	3249533.9595	9428801502.3343	2.0172e+05
221	326773.4926	-282669.1516	1004736.4926	3249493.8484	9428801502.3343	2.0142e+05
222	326865.0956	-282709.2627	1004828.0956	3249453.7373	9428801502.3343	2.0113e+05
223	326956.6985	-282749.3738	1004919.6985	3249413.6262	9428801502.3343	2.0084e+05
224	327048.3015	-282789.4849	1005011.3015	3249373.5151	9428801502.3343	2.0055e+05
225	327139.9044	-282829.5960	1005102.9044	3249333.4040	9428801502.3343	2.0026e+05
226	327231.5073	-282869.7072	1005194.5073	3249293.2928	9428801502.3343	1.9997e+05
227	327323.1103	-282909.8183	1005286.1103	3249253.1817	9428801502.3343	1.9968e+05
228	327414.7132	-282949.9294	1005377.7132	3249213.0706	9428801502.3343	1.9939e+05
229	327506.3162	-282990.0405	1005469.3162	3249172.9595	9428801502.3343	1.9910e+05
230	327597.9191	-283030.1516	1005560.9191	3249132.8484	9428801502.3343	1.9881e+05
231	327689.5220	-283070.2627	1005652.5220	3249092.7373	9428801502.3343	1.9852e+05
232	327781.1250	-283110.3738	1005744.1250	3249052.6262	9428801502.3343	1.9823e+05
233	327872.7279	-283150.4849	1005835.7279	3249012.5151	9428801502.3343	1.9794e+05
234	327964.3309	-283190.5960	1005927.3309	3248972.4040	9428801502.3343	1.9766e+05
235	328055.9338	-283230.7071	1006018.9338	3248932.2929	9428801502.3343	1.9737e+05
236	328147.5368	-283270.8182	1006110.5368	3248892.1818	9428801502.3343	1.9708e+05
237	328239.1397	-283310.9293	1006202.1397	3248852.0707	9428801502.3343	1.9680e+05
238	328330.7426	-283351.0405	1006293.7426	3248811.9595	9428801502.3343	1.9651e+05
239	328422.3456	-283391.1516	1006385.3456	3248771.8484	9428801502.3343	1.9623e+05
240	328513.9485	-283431.2627	1006476.9485	3248731.7373	9428801502.3343	1.9594e+05
241	328605.5515	-283471.3738	1006568.5515	3248691.6262	9428801502.3343	1.9566e+05
242	328697.1544	-283511.4849	1006660.1544	3248651.5151	9428801502.3343	1.9538e+05
243	328788.7573	-283551.5960	1006751.7573	3248611.4040	9428801502.3343	1.9509e+05
244	328880.3603	-283591.7071	1006843.3603	3248571.2929	9428801502.3343	1.9481e+05
245	328971.9632	-283631.8182	1006934.9632	3248531.1818	9428801502.3343	1.9453e+05
246	329063.5662	-283671.9293	1007026.5662	3248491.0707	9428801502.3343	1.9425e+05
247	329155.1691	-283712.0404	1007118.1691	3248450.9596	9428801502.3343	1.9397e+05
248	329246.7721	-283752.1515	1007209.7721	3248410.8485	9428801502.3343	1.9369e+05
249	329338.3750	-283792.2626	1007301.3750	3248370.7374	9428801502.3343	1.9341e+05
250	329429.9779	-283832.3738	1007392.9779	3248330.6262	9428801502.3343	1.9313e+05
251	329521.5809	-283872.4849	1007484.5809	3248290.5151	9428801502.3343	1.9285e+05
252	329613.1838	-283912.5960	1007576.1838	3248250.4040	9428801502.3343	1.9257e+05
253	329704.7868	-283952.7071	1007667.7868	3248210.2929	9428801502.3343	1.9229e+05
254	329796.3897	-283992.8182	1007759.3897	3248170.1818	9428801502.3343	1.9201e+05
255	329887.9927	-284032.9293	1007850.9927	3248130.0707	9428801502.3343	1.9173e+05
256	329979.5956	-284073.0404	1007942.5956	3248089.9596	9428801502.3343	1.9146e+05
257	330071.1985	-284113.1515	1008034.1985	3248049.8485	9428801502.3343	1.9118e+05
258	330162.8015	-284153.2626	1008125.8015	3248009.7374	9428801502.3343	1.9090e+05
259	330254.4044	-284193.3737	1008217.4044	3247969.6263	9428801502.3343	1.9063e+05
260	330346.0074	-284233.4848	1008309.0074	3247929.5152	9428801502.3343	1.9035e+05
261	330437.6103	-284273.5960	1008400.6103	3247889.4040	9428801502.3343	1.9008e+05
262	330529.2132	-284313.7071	1008492.2132	3247849.2929	9428801502.3343	1.8980e+05
263	330620.8162	-284353.8182	1008583.8162	3247809.1818	9428801502.3343	1.8953e+05
264	330712.4191	-284393.9293	1008675.4191	3247769.0707	9428801502.3343	1.8926e+05
265	330804.0221	-284434.0404	1008767.0221	3247728.9596	9428801502.3343	1.8898e+05
266	330895.6250	-284474.1515	1008858.6250	3247688.8485	9428801502.3343	1.8871e+05
267	330987.2280	-284514.2626	1008950.2280	3247648.7374	9428801502.3343	1.8844e+05
268	331078.8309	-284554.3737	1009041.8309	3247608.6263	9428801502.3343	1.8817e+05
269	331170.4338	-284594.4848	1009133.4338	3247568.5152	9428801502.3343	1.8790e+05
270	331262.0368	-284634.5959	1009225.0368	3247528.4041	9428801502.3343	1.8762e+05
271	331353.6397	-284674.7070	1009316.6397	3247488.2930	9428801502.3343	1.8735e+05
272	331445.2427	-284714.8181	1009408.2427	3247448.1819	9428801502.3343	1.8708e+05
273	331536.8456	-284754.9293	1009499.8456	3247408.0707	9428801502.3343	1.8681e+05
274	331628.4485	-284795.0404	1009591.4485	3247367.9596	9428801502.3343	1.8654e+05
275	331720.0515	-284835.1515	1009683.0515	3247327.8485	9428801502.3343	1.8628e+05
276	331811.6544	-284875.2626	1009774.6544	3247287.7374	9428801502.3343	1.8601e+05
277	331903.2574	-284915.3737	1009866.2574	3247247.6263	9428801502.3343	1.8574e+05
278	331994.8603	-284955.4848	1009957.8603	3247207.5152	9428801502.3343	1.8547e+05
279	332086.4633	-284995.5959	1010049.4633	3247167.4041	9428801502.3343	1.8521e+05
280	332178.0662	-285035.7070	1010141.0662	3247127.2930	9428801502.3343	1.8494e+05
281	332269.6691	-285075.8181	1010232.6691	3247087.1819	9428801502.3343	1.8467e+05
282	332361.2721	-285115.9292	1010324.2721	3247047.0708	9428801502.3343	1.8441e+05
283	332452.8750	-285156.0403	1010415.8750	3247006.9597	9428801502.3343	1.8414e+05
284	332544.4780	-285196.1515	1010507.4780	3246966.8485	9428801502.3343	1.8388e+05
285	332636.0809	-285236.2626	1010599.0809	3246926.7374	9428801502.3343	1.8361e+05
286	332727.6838	-285276.3737	1010690.6838	3246886.6263	9428801502.3343	1.8335e+05
287	332819.2868	-285316.4848	1010782.2868	3246846.5152	9428801502.3343	1.8308e+05
288	332910.8897	-285356.5959	1010873.8897	3246806.4041	9428801502.3343	1.8282e+05
289	333002.4927	-285396.7070	1010965.4927	3246766.2930	9428801502.3343	1.8256e+05
290	333094.0956	-285436.8181	1011057.0956	3246726.1819	9428801502.3343	1.8230e+05
291	333185.6986	-285476.9292	1011148.6986	3246686.0708	9428801502.3343	1.8203e+05
292	333277.3015	-285517.0403	1011240.3015	3246645.9597	9428801502.3343	1.8177e+05
293	333368.9044	-285557.1514	1011331.9044	3246605.8486	9428801502.3343	1.8151e+05
294	333460.5074	-285597.2625	1011423.5074	3246565.7375	9428801502.3343	1.8125e+05
295	333552.1103	-285637.3736	1011515.1103	3246525.6264	9428801502.3343	1.8099e+05
296	333643.7133	-285677.4848	1011606.7133	3246485.5152	9428801502.3343	1.8073e+05
297	333735.3162	-285717.5959	1011698.3162	3246445.4041	9428801502.3343	1.8047e+05
298	333826.9192	-285757.7070	1011789.9192	3246405.2930	9428801502.3343	1.8021e+05
299	333918.5221	-285797.8181	1011881.5221	3246365.1819	9428801502.3343	1.7995e+05
300	334010.1250	-285837.9292	1011973.1250	3246325.0708	9428801502.3343	1.7969e+05
301	334101.7280	-285878.0403	1012064.7280	3246284.9597	9428801502.3343	1.7944e+05
302	334193.3309	-285918.1514	1012156.3309	3246244.8486	9428801502.3343	1.7918e+05
303	334284.9339	-285958.2625	1012247.9339	3246204.7375	9428801502.3343	1.7892e+05
304	334376.5368	-285998.3736	1012339.5368	3246164.6264	9428801502.3343	1.7866e+05
305	334468.1397	-286038.4847	1012431.1397	3246124.5153	9428801502.3343	1.7841e+05
306	334559.7427	-286078.5958	1012522.7427	3246084.4042	9428801502.3343	1.7815e+05
307	334651.3456	-286118.7069	1012614.3456	3246044.2931	9428801502.3343	1.7790e+05
308	334742.9486	-286158.8181	1012705.9486	3246004.1819	9428801502.3343	1.7764e+05
309	334834.5515	-286198.9292	1012797.5515	3245964.0708	9428801502.3343	1.7739e+05
310	334926.1545	-286239.0403	1012889.1545	3245923.9597	9428801502.3343	1.7713e+05
311	335017.7574	-286279.1514	1012980.7574	3245883.8486	9428801502.3343	1.7688e+05
312	335109.3603	-286319.2625	1013072.3603	3245843.7375	9428801502.3343	1.7663e+05
