x(m)	y(m)	z(m)	distfromvent(m)	ttlmassloading(kg/sq-m)	F(percent)	Mean(phi)	5phi	4phi	3phi	2phi	1phi	0phi	-1phi	-2phi	-3phi	-4phi
650000	3550000	5	33167.6	3.5019e-09	100.0000	4.9888	3.4626e-09	3.9283e-11	3.5028e-24	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
651000	3550000	3	32329.0	3.6737e-09	100.0000	4.9873	3.6272e-09	4.6532e-11	6.3890e-24	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
652000	3550000	2	31499.8	3.8236e-09	100.0000	4.9859	3.7696e-09	5.4008e-11	1.1240e-23	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
653000	3550000	2	30680.8	3.9565e-09	100.0000	4.9844	3.8948e-09	6.1748e-11	1.9251e-23	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
654000	3550000	3	29872.8	4.0703e-09	100.0000	4.9829	4.0007e-09	6.9567e-11	3.2113e-23	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
655000	3550000	5	29076.8	4.1655e-09	100.0000	4.9814	4.0881e-09	7.7371e-11	5.2339e-23	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
656000	3550000	8	28293.7	4.2347e-09	100.0000	4.9800	4.1500e-09	8.4704e-11	8.2913e-23	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
657000	3550000	11	27524.6	4.2786e-09	100.0000	4.9786	4.1872e-09	9.1420e-11	1.2803e-22	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
658000	3550000	16	26770.9	4.2926e-09	100.0000	4.9774	4.1955e-09	9.7115e-11	1.9218e-22	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
659000	3550000	22	26033.7	4.2751e-09	100.0000	4.9763	4.1736e-09	1.0152e-10	2.8038e-22	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
660000	3550000	28	25314.6	4.2218e-09	100.0000	4.9753	4.1176e-09	1.0421e-10	3.9633e-22	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
661000	3550000	36	24615.1	4.1321e-09	100.0000	4.9746	4.0272e-09	1.0498e-10	5.4255e-22	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
662000	3550000	45	23936.9	4.0120e-09	100.0000	4.9741	3.9080e-09	1.0401e-10	7.2287e-22	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
663000	3550000	55	23282.0	3.8650e-09	100.0000	4.9738	3.7635e-09	1.0143e-10	9.3941e-22	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
664000	3550000	65	22652.2	3.7009e-09	100.0000	4.9736	3.6032e-09	9.7741e-11	1.2002e-21	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
665000	3550000	75	22049.9	3.5297e-09	100.0000	4.9735	3.4362e-09	9.3468e-11	1.5199e-21	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
666000	3550000	85	21477.2	3.3607e-09	100.0000	4.9735	3.2716e-09	8.9129e-11	1.9234e-21	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
667000	3550000	95	20936.7	3.2085e-09	100.0000	4.9733	3.1230e-09	8.5518e-11	2.4681e-21	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
668000	3550000	104	20430.9	3.1136e-09	100.0000	4.9728	3.0290e-09	8.4606e-11	3.2699e-21	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
669000	3550000	112	19962.3	3.0804e-09	100.0000	4.9718	2.9936e-09	8.6753e-11	4.5118e-21	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
670000	3550000	119	19533.8	3.0577e-09	100.0000	4.9707	2.9681e-09	8.9580e-11	6.3197e-21	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
671000	3550000	126	19147.9	3.0404e-09	100.0000	4.9695	2.9476e-09	9.2798e-11	8.9104e-21	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
672000	3550000	133	18807.3	3.0227e-09	100.0000	4.9682	2.9266e-09	9.6053e-11	1.2547e-20	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
673000	3550000	140	18514.6	2.9964e-09	100.0000	4.9670	2.8976e-09	9.8777e-11	1.7461e-20	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
674000	3550000	148	18271.9	2.9612e-09	100.0000	4.9659	2.8603e-09	1.0088e-10	2.4004e-20	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
675000	3550000	156	18081.4	2.9083e-09	100.0000	4.9650	2.8066e-09	1.0169e-10	3.2257e-20	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
676000	3550000	165	17944.7	2.8394e-09	100.0000	4.9643	2.7382e-09	1.0123e-10	4.2463e-20	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
677000	3550000	174	17863.0	2.7522e-09	100.0000	4.9639	2.6529e-09	9.9280e-11	5.4599e-20	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
678000	3550000	185	17837.0	2.6466e-09	100.0000	4.9638	2.5507e-09	9.5808e-11	6.8557e-20	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
679000	3550000	196	17867.1	2.5187e-09	100.0000	4.9641	2.4281e-09	9.0547e-11	8.3630e-20	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
680000	3550000	208	17952.9	2.4134e-09	100.0000	4.9642	2.3271e-09	8.6392e-11	1.0013e-19	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
681000	3550000	221	18093.7	2.3123e-09	100.0000	4.9645	2.2301e-09	8.2158e-11	1.1923e-19	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
682000	3550000	235	18288.1	2.1927e-09	100.0000	4.9651	2.1162e-09	7.6487e-11	1.3840e-19	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
683000	3550000	250	18534.6	2.0536e-09	100.0000	4.9662	1.9842e-09	6.9421e-11	1.5617e-19	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
684000	3550000	265	18830.9	1.8978e-09	100.0000	4.9677	1.8365e-09	6.1312e-11	1.7170e-19	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
685000	3550000	282	19174.9	1.7271e-09	100.0000	4.9696	1.6746e-09	5.2482e-11	1.8402e-19	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
686000	3550000	300	19564.0	1.5453e-09	100.0000	4.9719	1.5019e-09	4.3408e-11	1.9276e-19	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
687000	3550000	318	19995.6	1.4006e-09	100.0000	4.9738	1.3640e-09	3.6638e-11	1.9873e-19	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
688000	3550000	338	20467.0	1.2474e-09	100.0000	4.9761	1.2176e-09	2.9810e-11	2.0353e-19	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
689000	3550000	358	20975.6	1.0873e-09	100.0000	4.9787	1.0641e-09	2.3195e-11	2.0348e-19	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
690000	3550000	378	21518.5	9.2850e-10	100.0000	4.9814	9.1121e-10	1.7293e-11	2.0080e-19	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
691000	3550000	399	22093.5	7.7668e-10	100.0000	4.9841	7.6434e-10	1.2348e-11	1.9696e-19	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
692000	3550000	419	22697.9	6.7321e-10	100.0000	4.9860	6.6381e-10	9.3944e-12	1.9637e-19	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
693000	3550000	438	23329.6	5.8493e-10	100.0000	4.9877	5.7775e-10	7.1731e-12	2.0699e-19	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
694000	3550000	453	23986.3	5.1610e-10	100.0000	4.9891	5.1046e-10	5.6497e-12	2.3115e-19	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
695000	3550000	465	24666.1	4.7092e-10	100.0000	4.9899	4.6615e-10	4.7662e-12	2.8024e-19	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
696000	3550000	471	25367.1	4.5334e-10	100.0000	4.9901	4.4885e-10	4.4875e-12	3.7757e-19	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
697000	3550000	472	26087.7	4.6634e-10	100.0000	4.9896	4.6150e-10	4.8355e-12	5.7110e-19	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
698000	3550000	467	26826.1	5.1538e-10	100.0000	4.9883	5.0936e-10	6.0202e-12	9.7248e-19	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
699000	3550000	456	27581.0	6.0719e-10	100.0000	4.9860	5.9869e-10	8.5049e-12	1.8408e-18	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
700000	3550000	440	28351.2	7.5096e-10	100.0000	4.9824	7.3777e-10	1.3186e-11	3.7955e-18	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
701000	3550000	420	29135.2	9.5730e-10	100.0000	4.9775	9.3572e-10	2.1582e-11	8.3227e-18	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
702000	3550000	395	29932.2	1.2503e-09	100.0000	4.9706	1.2136e-09	3.6700e-11	2.0204e-17	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
703000	3550000	368	30741.0	1.7099e-09	100.0000	4.9608	1.6429e-09	6.6966e-11	4.8145e-17	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
704000	3550000	338	31560.8	2.3075e-09	100.0000	4.9489	2.1895e-09	1.1794e-10	1.1466e-16	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
705000	3550000	306	32390.7	3.0471e-09	100.0000	4.9352	2.8495e-09	1.9758e-10	2.6901e-16	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
706000	3550000	274	33230.0	4.1070e-09	100.0000	4.9178	3.7694e-09	3.3756e-10	6.4280e-16	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
707000	3550000	241	34077.9	5.4132e-09	100.0000	4.8988	4.8651e-09	5.4803e-10	1.4473e-15	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
708000	3550000	209	34933.9	6.8979e-09	100.0000	4.8794	6.0659e-09	8.3199e-10	3.1077e-15	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
709000	3550000	178	35797.4	8.9431e-09	100.0000	4.8574	7.6681e-09	1.2750e-09	6.7789e-15	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
710000	3550000	148	36667.8	1.1356e-08	100.0000	4.8356	9.4888e-09	1.8670e-09	1.3510e-14	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
711000	3550000	122	37544.7	1.3880e-08	100.0000	4.8159	1.1324e-08	2.5560e-09	2.5091e-14	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
712000	3550000	98	38427.5	1.6480e-08	100.0000	4.7985	1.3159e-08	3.3214e-09	4.4228e-14	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
713000	3550000	78	39316.0	2.0133e-08	100.0000	4.7799	1.5701e-08	4.4320e-09	7.5848e-14	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
714000	3550000	61	40209.7	2.3640e-08	100.0000	4.7650	1.8085e-08	5.5557e-09	1.2084e-13	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
715000	3550000	47	41108.4	2.6879e-08	100.0000	4.7535	2.0253e-08	6.6256e-09	1.8073e-13	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
716000	3550000	36	42011.6	2.9742e-08	100.0000	4.7451	2.2161e-08	7.5800e-09	2.5559e-13	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
717000	3550000	28	42919.1	3.2198e-08	100.0000	4.7394	2.3808e-08	8.3891e-09	3.4493e-13	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
718000	3550000	21	43830.6	3.4205e-08	100.0000	4.7362	2.5181e-08	9.0241e-09	4.4660e-13	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
719000	3550000	17	44745.9	3.5796e-08	100.0000	4.7349	2.6306e-08	9.4896e-09	5.5885e-13	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
720000	3550000	14	45664.7	3.6977e-08	100.0000	4.7353	2.7191e-08	9.7850e-09	6.7862e-13	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
721000	3550000	13	46586.9	3.7821e-08	100.0000	4.7372	2.7882e-08	9.9386e-09	8.0465e-13	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
722000	3550000	13	47512.3	3.8365e-08	100.0000	4.7402	2.8398e-08	9.9662e-09	9.3470e-13	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
723000	3550000	13	48440.6	3.8730e-08	100.0000	4.7439	2.8812e-08	9.9174e-09	1.0712e-12	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
724000	3550000	14	49371.7	3.9017e-08	100.0000	4.7479	2.9183e-08	9.8328e-09	1.2181e-12	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
725000	3550000	14	50305.4	3.9409e-08	100.0000	4.7517	2.9626e-08	9.7819e-09	1.3867e-12	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
726000	3550000	14	51241.7	3.9908e-08	100.0000	4.7552	3.0142e-08	9.7646e-09	1.5808e-12	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
727000	3550000	12	52180.3	4.0624e-08	100.0000	4.7582	3.0802e-08	9.8198e-09	1.8134e-12	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
728000	3550000	11	53121.2	4.1455e-08	100.0000	4.7609	3.1544e-08	9.9090e-09	2.0829e-12	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
729000	3550000	8	54064.2	4.2351e-08	100.0000	4.7635	3.2335e-08	1.0013e-08	2.3898e-12	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
730000	3550000	6	55009.2	4.3258e-08	100.0000	4.7661	3.3142e-08	1.0113e-08	2.7325e-12	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
731000	3550000	4	55956.1	4.4066e-08	100.0000	4.7691	3.3893e-08	1.0170e-08	3.0990e-12	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
732000	3550000	3	56904.8	4.4743e-08	100.0000	4.7725	3.4566e-08	1.0174e-08	3.4831e-12	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
733000	3550000	2	57855.2	4.5344e-08	100.0000	4.7761	3.5195e-08	1.0145e-08	3.8899e-12	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
734000	3550000	1	58807.3	4.5810e-08	100.0000	4.7801	3.5740e-08	1.0066e-08	4.3074e-12	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
735000	3550000	0	59761.0	4.6198e-08	100.0000	4.7843	3.6237e-08	9.9562e-09	4.7417e-12	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
736000	3550000	0	60716.2	4.6365e-08	100.0000	4.7890	3.6589e-08	9.7715e-09	5.1602e-12	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
737000	3550000	0	61672.7	4.6511e-08	100.0000	4.7938	3.6925e-08	9.5801e-09	5.5985e-12	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
738000	3550000	0	62630.7	4.6636e-08	100.0000	4.7985	3.7247e-08	9.3830e-09	6.0564e-12	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
739000	3550000	0	63589.9	4.6740e-08	100.0000	4.8033	3.7553e-08	9.1811e-09	6.5332e-12	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
740000	3550000	0	64550.4	4.6825e-08	100.0000	4.8080	3.7843e-08	8.9752e-09	7.0282e-12	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
741000	3550000	0	65512.0	4.6891e-08	100.0000	4.8127	3.8118e-08	8.7662e-09	7.5404e-12	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
742000	3550000	0	66474.8	4.6939e-08	100.0000	4.8174	3.8376e-08	8.5549e-09	8.0686e-12	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
743000	3550000	0	67438.6	4.6970e-08	100.0000	4.8220	3.8619e-08	8.3420e-09	8.6115e-12	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
744000	3550000	0	68403.5	4.6983e-08	100.0000	4.8266	3.8845e-08	8.1284e-09	9.1674e-12	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
745000	3550000	0	69369.4	4.6980e-08	100.0000	4.8311	3.9056e-08	7.9147e-09	9.7344e-12	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
746000	3550000	0	70336.3	4.6962e-08	100.0000	4.8356	3.9250e-08	7.7015e-09	1.0310e-11	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
747000	3550000	0	71304.0	4.6929e-08	100.0000	4.8399	3.9429e-08	7.4894e-09	1.0893e-11	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
748000	3550000	0	72272.7	4.6882e-08	100.0000	4.8442	3.9591e-08	7.2791e-09	1.1479e-11	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
749000	3550000	0	73242.2	4.6821e-08	100.0000	4.8485	3.9738e-08	7.0711e-09	1.2066e-11	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
750000	3550000	0	74212.5	4.6747e-08	100.0000	4.8526	3.9869e-08	6.8658e-09	1.2650e-11	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
650000	3549000	4	32640.7	3.6873e-09	100.0000	4.9872	3.6403e-09	4.7028e-11	5.7817e-24	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
651000	3549000	2	31788.2	3.8681e-09	100.0000	4.9856	3.8124e-09	5.5628e-11	1.0571e-23	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
652000	3549000	1	30944.5	4.0232e-09	100.0000	4.9840	3.9588e-09	6.4399e-11	1.8604e-23	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
653000	3549000	2	30110.4	4.1605e-09	100.0000	4.9823	4.0870e-09	7.3460e-11	3.1893e-23	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
654000	3549000	3	29286.7	4.2745e-09	100.0000	4.9807	4.1921e-09	8.2472e-11	5.3138e-23	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
655000	3549000	5	28474.3	4.3660e-09	100.0000	4.9791	4.2747e-09	9.1288e-11	8.6322e-23	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
656000	3549000	8	27674.1	4.4327e-09	100.0000	4.9775	4.3331e-09	9.9637e-11	1.3675e-22	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
657000	3549000	12	26887.4	4.4665e-09	100.0000	4.9761	4.3596e-09	1.0691e-10	2.1010e-22	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
658000	3549000	18	26115.2	4.4685e-09	100.0000	4.9747	4.3556e-09	1.1292e-10	3.1390e-22	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
659000	3549000	24	25359.0	4.4276e-09	100.0000	4.9736	4.3108e-09	1.1684e-10	4.5209e-22	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
660000	3549000	32	24620.2	4.3490e-09	100.0000	4.9727	4.2303e-09	1.1870e-10	6.3084e-22	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
661000	3549000	40	23900.4	4.2291e-09	100.0000	4.9721	4.1110e-09	1.1812e-10	8.4984e-22	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
662000	3549000	50	23201.3	4.0715e-09	100.0000	4.9717	3.9563e-09	1.1519e-10	1.1074e-21	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
663000	3549000	61	22525.0	3.8804e-09	100.0000	4.9716	3.7703e-09	1.1008e-10	1.3984e-21	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
664000	3549000	73	21873.5	3.6670e-09	100.0000	4.9718	3.5635e-09	1.0347e-10	1.7247e-21	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
665000	3549000	85	21249.1	3.4422e-09	100.0000	4.9721	3.3461e-09	9.6026e-11	2.0938e-21	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
666000	3549000	96	20654.2	3.2307e-09	100.0000	4.9724	3.1415e-09	8.9178e-11	2.5611e-21	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
667000	3549000	107	20091.6	3.1125e-09	100.0000	4.9721	3.0256e-09	8.6897e-11	3.2807e-21	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
668000	3549000	117	19563.9	3.0493e-09	100.0000	4.9713	2.9619e-09	8.7458e-11	4.4058e-21	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
669000	3549000	125	19074.1	3.0077e-09	100.0000	4.9703	2.9184e-09	8.9314e-11	6.0982e-21	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
670000	3549000	133	18625.1	2.9846e-09	100.0000	4.9691	2.8922e-09	9.2370e-11	8.6534e-21	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
671000	3549000	139	18220.0	2.9710e-09	100.0000	4.9676	2.8749e-09	9.6126e-11	1.2426e-20	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
672000	3549000	146	17861.7	2.9593e-09	100.0000	4.9662	2.8592e-09	1.0011e-10	1.7867e-20	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
