i	x_from_vent	y_from_vent	x_coord	y_coord	cloud_sigma2	mass_released
86	23485.0113	-18669.5731	701448.0113	3513493.4269	7530028.8700	3.6055e+06
87	23576.6142	-18709.6842	701539.6142	3513453.3158	7530028.8700	3.5490e+06
88	23668.2172	-18749.7954	701631.2172	3513413.2046	7530028.8700	3.4934e+06
89	23759.8201	-18789.9065	701722.8201	3513373.0935	7530028.8700	3.4386e+06
90	23851.4230	-18830.0176	701814.4230	3513332.9824	7530028.8700	3.3848e+06
91	23943.0260	-18870.1287	701906.0260	3513292.8713	7530028.8700	3.3319e+06
92	24034.6289	-18910.2398	701997.6289	3513252.7602	7530028.8700	3.2798e+06
93	24126.2319	-18950.3509	702089.2319	3513212.6491	7530028.8700	3.2285e+06
94	24217.8348	-18990.4620	702180.8348	3513172.5380	7530028.8700	3.1781e+06
95	24309.4377	-19030.5731	702272.4377	3513132.4269	7530028.8700	3.1285e+06
96	24401.0407	-19070.6842	702364.0407	3513092.3158	7530028.8700	3.0797e+06
97	24492.6436	-19110.7953	702455.6436	3513052.2047	7530028.8700	3.0317e+06
98	24584.2466	-19150.9064	702547.2466	3513012.0936	7530028.8700	2.9845e+06
99	24675.8495	-19191.0176	702638.8495	3512971.9824	7530028.8700	2.9380e+06
100	24767.4525	-19231.1287	702730.4525	3512931.8713	7530028.8700	2.8923e+06
101	24859.0554	-19271.2398	702822.0554	3512891.7602	7530028.8700	2.8473e+06
102	24950.6583	-19311.3509	702913.6583	3512851.6491	7530028.8700	2.8031e+06
103	25042.2613	-19351.4620	703005.2613	3512811.5380	7530028.8700	2.7596e+06
104	25133.8642	-19391.5731	703096.8642	3512771.4269	7530028.8700	2.7167e+06
105	25225.4672	-19431.6842	703188.4672	3512731.3158	7530028.8700	2.6746e+06
106	25317.0701	-19471.7953	703280.0701	3512691.2047	7530028.8700	2.6331e+06
107	25408.6730	-19511.9064	703371.6730	3512651.0936	7530028.8700	2.5923e+06
108	25500.2760	-19552.0175	703463.2760	3512610.9825	7530028.8700	2.5522e+06
109	25591.8789	-19592.1286	703554.8789	3512570.8714	7530028.8700	2.5127e+06
110	25683.4819	-19632.2397	703646.4819	3512530.7603	7530028.8700	2.4738e+06
111	25775.0848	-19672.3509	703738.0848	3512490.6491	7530028.8700	2.4356e+06
112	25866.6878	-19712.4620	703829.6878	3512450.5380	7530028.8700	2.3980e+06
113	25958.2907	-19752.5731	703921.2907	3512410.4269	7530028.8700	2.3609e+06
114	26049.8936	-19792.6842	704012.8936	3512370.3158	7530028.8700	2.3245e+06
115	26141.4966	-19832.7953	704104.4966	3512330.2047	7530028.8700	2.2887e+06
116	26233.0995	-19872.9064	704196.0995	3512290.0936	7530028.8700	2.2534e+06
117	26324.7025	-19913.0175	704287.7025	3512249.9825	7530028.8700	2.2187e+06
118	26416.3054	-19953.1286	704379.3054	3512209.8714	7530028.8700	2.1845e+06
119	26507.9084	-19993.2397	704470.9084	3512169.7603	7530028.8700	2.1509e+06
120	26599.5113	-20033.3508	704562.5113	3512129.6492	7530028.8700	2.1179e+06
121	26691.1142	-20073.4619	704654.1142	3512089.5381	7530028.8700	2.0853e+06
122	26782.7172	-20113.5730	704745.7172	3512049.4270	7530028.8700	2.0533e+06
123	26874.3201	-20153.6842	704837.3201	3512009.3158	7530028.8700	2.0218e+06
124	26965.9231	-20193.7953	704928.9231	3511969.2047	7530028.8700	1.9908e+06
125	27057.5260	-20233.9064	705020.5260	3511929.0936	7530028.8700	1.9603e+06
126	27149.1289	-20274.0175	705112.1289	3511888.9825	7530028.8700	1.9302e+06
127	27240.7319	-20314.1286	705203.7319	3511848.8714	7530028.8700	1.9007e+06
128	27332.3348	-20354.2397	705295.3348	3511808.7603	7530028.8700	1.8716e+06
129	27423.9378	-20394.3508	705386.9378	3511768.6492	7530028.8700	1.8430e+06
130	27515.5407	-20434.4619	705478.5407	3511728.5381	7530028.8700	1.8148e+06
131	27607.1437	-20474.5730	705570.1437	3511688.4270	7530028.8700	1.7871e+06
132	27698.7466	-20514.6841	705661.7466	3511648.3159	7530028.8700	1.7598e+06
133	27790.3495	-20554.7952	705753.3495	3511608.2048	7530028.8700	1.7330e+06
134	27881.9525	-20594.9064	705844.9525	3511568.0936	7530028.8700	1.7065e+06
135	27973.5554	-20635.0175	705936.5554	3511527.9825	7530028.8700	1.6805e+06
136	28065.1584	-20675.1286	706028.1584	3511487.8714	7530028.8700	1.6549e+06
137	28156.7613	-20715.2397	706119.7613	3511447.7603	7530028.8700	1.6298e+06
138	28248.3642	-20755.3508	706211.3642	3511407.6492	7530028.8700	1.6050e+06
139	28339.9672	-20795.4619	706302.9672	3511367.5381	7530028.8700	1.5806e+06
140	28431.5701	-20835.5730	706394.5701	3511327.4270	7530028.8700	1.5566e+06
141	28523.1731	-20875.6841	706486.1731	3511287.3159	7530028.8700	1.5329e+06
142	28614.7760	-20915.7952	706577.7760	3511247.2048	7530028.8700	1.5097e+06
143	28706.3790	-20955.9063	706669.3790	3511207.0937	7530028.8700	1.4868e+06
144	28797.9819	-20996.0174	706760.9819	3511166.9826	7530028.8700	1.4642e+06
145	28889.5848	-21036.1285	706852.5848	3511126.8715	7530028.8700	1.4420e+06
146	28981.1878	-21076.2397	706944.1878	3511086.7603	7530028.8700	1.4202e+06
147	29072.7907	-21116.3508	707035.7907	3511046.6492	7530028.8700	1.3987e+06
148	29164.3937	-21156.4619	707127.3937	3511006.5381	7530028.8700	1.3776e+06
149	29255.9966	-21196.5730	707218.9966	3510966.4270	7530028.8700	1.3567e+06
150	29347.5996	-21236.6841	707310.5996	3510926.3159	7530028.8700	1.3363e+06
151	29439.2025	-21276.7952	707402.2025	3510886.2048	7530028.8700	1.3161e+06
152	29530.8054	-21316.9063	707493.8054	3510846.0937	7530028.8700	1.2962e+06
153	29622.4084	-21357.0174	707585.4084	3510805.9826	7530028.8700	1.2767e+06
154	29714.0113	-21397.1285	707677.0113	3510765.8715	7530028.8700	1.2574e+06
155	29805.6143	-21437.2396	707768.6143	3510725.7604	7530028.8700	1.2385e+06
156	29897.2172	-21477.3507	707860.2172	3510685.6493	7530028.8700	1.2199e+06
157	29988.8201	-21517.4619	707951.8201	3510645.5381	7530028.8700	1.2015e+06
158	30080.4231	-21557.5730	708043.4231	3510605.4270	7530028.8700	1.1834e+06
159	30172.0260	-21597.6841	708135.0260	3510565.3159	7530028.8700	1.1657e+06
160	30263.6290	-21637.7952	708226.6290	3510525.2048	7530028.8700	1.1482e+06
161	30355.2319	-21677.9063	708318.2319	3510485.0937	7530028.8700	1.1309e+06
162	30446.8349	-21718.0174	708409.8349	3510444.9826	7530028.8700	1.1140e+06
163	30538.4378	-21758.1285	708501.4378	3510404.8715	7530028.8700	1.0973e+06
164	30630.0407	-21798.2396	708593.0407	3510364.7604	7530028.8700	1.0808e+06
165	30721.6437	-21838.3507	708684.6437	3510324.6493	7530028.8700	1.0646e+06
166	30813.2466	-21878.4618	708776.2466	3510284.5382	7530028.8700	1.0487e+06
167	30904.8496	-21918.5729	708867.8496	3510244.4271	7530028.8700	1.0330e+06
168	30996.4525	-21958.6840	708959.4525	3510204.3160	7530028.8700	1.0176e+06
169	31088.0554	-21998.7952	709051.0554	3510164.2048	7530028.8700	1.0024e+06
170	31179.6584	-22038.9063	709142.6584	3510124.0937	7530028.8700	9.8740e+05
171	31271.2613	-22079.0174	709234.2613	3510083.9826	7530028.8700	9.7266e+05
172	31362.8643	-22119.1285	709325.8643	3510043.8715	7530028.8700	9.5815e+05
173	31454.4672	-22159.2396	709417.4672	3510003.7604	7530028.8700	9.4387e+05
174	31546.0702	-22199.3507	709509.0702	3509963.6493	7530028.8700	9.2981e+05
175	31637.6731	-22239.4618	709600.6731	3509923.5382	7530028.8700	9.1596e+05
176	31729.2760	-22279.5729	709692.2760	3509883.4271	7530028.8700	9.0233e+05
177	31820.8790	-22319.6840	709783.8790	3509843.3160	7530028.8700	8.8891e+05
178	31912.4819	-22359.7951	709875.4819	3509803.2049	7530028.8700	8.7570e+05
179	32004.0849	-22399.9062	709967.0849	3509763.0938	7530028.8700	8.6269e+05
180	32095.6878	-22440.0173	710058.6878	3509722.9827	7530028.8700	8.4988e+05
181	32187.2908	-22480.1285	710150.2908	3509682.8715	7530028.8700	8.3727e+05
182	32278.8937	-22520.2396	710241.8937	3509642.7604	7530028.8700	8.2485e+05
183	32370.4966	-22560.3507	710333.4966	3509602.6493	7530028.8700	8.1262e+05
184	32462.0996	-22600.4618	710425.0996	3509562.5382	7530028.8700	8.0058e+05
185	32553.7025	-22640.5729	710516.7025	3509522.4271	7530028.8700	7.8873e+05
186	32645.3055	-22680.6840	710608.3055	3509482.3160	7530028.8700	7.7706e+05
187	32736.9084	-22720.7951	710699.9084	3509442.2049	7530028.8700	7.6557e+05
188	32828.5113	-22760.9062	710791.5113	3509402.0938	7530028.8700	7.5425e+05
189	32920.1143	-22801.0173	710883.1143	3509361.9827	7530028.8700	7.4311e+05
190	33011.7172	-22841.1284	710974.7172	3509321.8716	7530028.8700	7.3213e+05
191	33103.3202	-22881.2395	711066.3202	3509281.7605	7530028.8700	7.2133e+05
192	33194.9231	-22921.3507	711157.9231	3509241.6493	7530028.8700	7.1069e+05
193	33286.5261	-22961.4618	711249.5261	3509201.5382	7530028.8700	7.0021e+05
194	33378.1290	-23001.5729	711341.1290	3509161.4271	7530028.8700	6.8990e+05
195	33469.7319	-23041.6840	711432.7319	3509121.3160	7530028.8700	6.7974e+05
196	33561.3349	-23081.7951	711524.3349	3509081.2049	7530028.8700	6.6974e+05
197	33652.9378	-23121.9062	711615.9378	3509041.0938	7530028.8700	6.5989e+05
198	33744.5408	-23162.0173	711707.5408	3509000.9827	7530028.8700	6.5019e+05
199	33836.1437	-23202.1284	711799.1437	3508960.8716	7530028.8700	6.4063e+05
200	33927.7466	-23242.2395	711890.7466	3508920.7605	7530028.8700	6.3123e+05
201	34019.3496	-23282.3506	711982.3496	3508880.6494	7530028.8700	6.2196e+05
202	34110.9525	-23322.4617	712073.9525	3508840.5383	7530028.8700	6.1284e+05
203	34202.5555	-23362.5728	712165.5555	3508800.4272	7530028.8700	6.0385e+05
204	34294.1584	-23402.6840	712257.1584	3508760.3160	7530028.8700	5.9501e+05
205	34385.7614	-23442.7951	712348.7614	3508720.2049	7530028.8700	5.8629e+05
206	34477.3643	-23482.9062	712440.3643	3508680.0938	7530028.8700	5.7771e+05
207	34568.9672	-23523.0173	712531.9672	3508639.9827	7530028.8700	5.6926e+05
208	34660.5702	-23563.1284	712623.5702	3508599.8716	7530028.8700	5.6094e+05
209	34752.1731	-23603.2395	712715.1731	3508559.7605	7530028.8700	5.5274e+05
210	34843.7761	-23643.3506	712806.7761	3508519.6494	7530028.8700	5.4467e+05
211	34935.3790	-23683.4617	712898.3790	3508479.5383	7530028.8700	5.3672e+05
212	35026.9819	-23723.5728	712989.9819	3508439.4272	7530028.8700	5.2889e+05
213	35118.5849	-23763.6839	713081.5849	3508399.3161	7530028.8700	5.2117e+05
214	35210.1878	-23803.7950	713173.1878	3508359.2050	7530028.8700	5.1358e+05
215	35301.7908	-23843.9061	713264.7908	3508319.0939	7530028.8700	5.0610e+05
216	35393.3937	-23884.0173	713356.3937	3508278.9827	7530028.8700	4.9873e+05
217	35484.9967	-23924.1284	713447.9967	3508238.8716	7530028.8700	4.9147e+05
218	35576.5996	-23964.2395	713539.5996	3508198.7605	7530028.8700	4.8433e+05
219	35668.2025	-24004.3506	713631.2025	3508158.6494	7530028.8700	4.7729e+05
220	35759.8055	-24044.4617	713722.8055	3508118.5383	7530028.8700	4.7035e+05
221	35851.4084	-24084.5728	713814.4084	3508078.4272	7530028.8700	4.6353e+05
222	35943.0114	-24124.6839	713906.0114	3508038.3161	7530028.8700	4.5680e+05
223	36034.6143	-24164.7950	713997.6143	3507998.2050	7530028.8700	4.5017e+05
224	36126.2173	-24204.9061	714089.2173	3507958.0939	7530028.8700	4.4365e+05
225	36217.8202	-24245.0172	714180.8202	3507917.9828	7530028.8700	4.3722e+05
226	36309.4231	-24285.1283	714272.4231	3507877.8717	7530028.8700	4.3089e+05
227	36401.0261	-24325.2395	714364.0261	3507837.7605	7530028.8700	4.2465e+05
228	36492.6290	-24365.3506	714455.6290	3507797.6494	7530028.8700	4.1851e+05
229	36584.2320	-24405.4617	714547.2320	3507757.5383	7530028.8700	4.1246e+05
230	36675.8349	-24445.5728	714638.8349	3507717.4272	7530028.8700	4.0650e+05
231	36767.4378	-24485.6839	714730.4378	3507677.3161	7530028.8700	4.0063e+05
232	36859.0408	-24525.7950	714822.0408	3507637.2050	7530028.8700	3.9484e+05
233	36950.6437	-24565.9061	714913.6437	3507597.0939	7530028.8700	3.8915e+05
234	37042.2467	-24606.0172	715005.2467	3507556.9828	7530028.8700	3.8353e+05
235	37133.8496	-24646.1283	715096.8496	3507516.8717	7530028.8700	3.7801e+05
236	37225.4526	-24686.2394	715188.4526	3507476.7606	7530028.8700	3.7256e+05
237	37317.0555	-24726.3505	715280.0555	3507436.6495	7530028.8700	3.6720e+05
238	37408.6584	-24766.4616	715371.6584	3507396.5384	7530028.8700	3.6191e+05
239	37500.2614	-24806.5728	715463.2614	3507356.4272	7530028.8700	3.5671e+05
240	37591.8643	-24846.6839	715554.8643	3507316.3161	7530028.8700	3.5158e+05
241	37683.4673	-24886.7950	715646.4673	3507276.2050	7530028.8700	3.4653e+05
242	37775.0702	-24926.9061	715738.0702	3507236.0939	7530028.8700	3.4155e+05
243	37866.6731	-24967.0172	715829.6731	3507195.9828	7530028.8700	3.3665e+05
244	37958.2761	-25007.1283	715921.2761	3507155.8717	7530028.8700	3.3182e+05
245	38049.8790	-25047.2394	716012.8790	3507115.7606	7530028.8700	3.2706e+05
246	38141.4820	-25087.3505	716104.4820	3507075.6495	7530028.8700	3.2237e+05
247	38233.0849	-25127.4616	716196.0849	3507035.5384	7530028.8700	3.1775e+05
248	38324.6879	-25167.5727	716287.6879	3506995.4273	7530028.8700	3.1320e+05
249	38416.2908	-25207.6838	716379.2908	3506955.3162	7530028.8700	3.0872e+05
250	38507.8937	-25247.7950	716470.8937	3506915.2050	7530028.8700	3.0431e+05
251	38599.4967	-25287.9061	716562.4967	3506875.0939	7530028.8700	2.9996e+05
252	38691.0996	-25328.0172	716654.0996	3506834.9828	7530028.8700	2.9567e+05
253	38782.7026	-25368.1283	716745.7026	3506794.8717	7530028.8700	2.9145e+05
254	38874.3055	-25408.2394	716837.3055	3506754.7606	7530028.8700	2.8729e+05
255	38965.9085	-25448.3505	716928.9085	3506714.6495	7530028.8700	2.8319e+05
256	39057.5114	-25488.4616	717020.5114	3506674.5384	7530028.8700	2.7915e+05
257	39149.1143	-25528.5727	717112.1143	3506634.4273	7530028.8700	2.7517e+05
258	39240.7173	-25568.6838	717203.7173	3506594.3162	7530028.8700	2.7125e+05
259	39332.3202	-25608.7949	717295.3202	3506554.2051	7530028.8700	2.6739e+05
260	39423.9232	-25648.9060	717386.9232	3506514.0940	7530028.8700	2.6358e+05
261	39515.5261	-25689.0171	717478.5261	3506473.9829	7530028.8700	2.5983e+05
262	39607.1290	-25729.1283	717570.1290	3506433.8717	7530028.8700	2.5614e+05
263	39698.7320	-25769.2394	717661.7320	3506393.7606	7530028.8700	2.5250e+05
264	39790.3349	-25809.3505	717753.3349	3506353.6495	7530028.8700	2.4891e+05
265	39881.9379	-25849.4616	717844.9379	3506313.5384	7530028.8700	2.4538e+05
266	39973.5408	-25889.5727	717936.5408	3506273.4273	7530028.8700	2.4190e+05
267	40065.1438	-25929.6838	718028.1438	3506233.3162	7530028.8700	2.3847e+05
268	40156.7467	-25969.7949	718119.7467	3506193.2051	7530028.8700	2.3508e+05
269	40248.3496	-26009.9060	718211.3496	3506153.0940	7530028.8700	2.3175e+05
270	40339.9526	-26050.0171	718302.9526	3506112.9829	7530028.8700	2.2847e+05
271	40431.5555	-26090.1282	718394.5555	3506072.8718	7530028.8700	2.2524e+05
272	40523.1585	-26130.2393	718486.1585	3506032.7607	7530028.8700	2.2205e+05
273	40614.7614	-26170.3504	718577.7614	3505992.6496	7530028.8700	2.1891e+05
274	40706.3643	-26210.4616	718669.3643	3505952.5384	7530028.8700	2.1582e+05
275	40797.9673	-26250.5727	718760.9673	3505912.4273	7530028.8700	2.1277e+05
276	40889.5702	-26290.6838	718852.5702	3505872.3162	7530028.8700	2.0976e+05
277	40981.1732	-26330.7949	718944.1732	3505832.2051	7530028.8700	2.0680e+05
278	41072.7761	-26370.9060	719035.7761	3505792.0940	7530028.8700	2.0388e+05
279	41164.3791	-26411.0171	719127.3791	3505751.9829	7530028.8700	2.0101e+05
280	41255.9820	-26451.1282	719218.9820	3505711.8718	7530028.8700	1.9817e+05
281	41347.5849	-26491.2393	719310.5849	3505671.7607	7530028.8700	1.9538e+05
282	41439.1879	-26531.3504	719402.1879	3505631.6496	7530028.8700	1.9263e+05
283	41530.7908	-26571.4615	719493.7908	3505591.5385	7530028.8700	1.8992e+05
284	41622.3938	-26611.5726	719585.3938	3505551.4274	7530028.8700	1.8725e+05
285	41713.9967	-26651.6838	719676.9967	3505511.3162	7530028.8700	1.8462e+05
286	41805.5997	-26691.7949	719768.5997	3505471.2051	7530028.8700	1.8202e+05
287	41897.2026	-26731.9060	719860.2026	3505431.0940	7530028.8700	1.7946e+05
288	41988.8055	-26772.0171	719951.8055	3505390.9829	7530028.8700	1.7694e+05
289	42080.4085	-26812.1282	720043.4085	3505350.8718	7530028.8700	1.7446e+05
290	42172.0114	-26852.2393	720135.0114	3505310.7607	7530028.8700	1.7201e+05
291	42263.6144	-26892.3504	720226.6144	3505270.6496	7530028.8700	1.6960e+05
292	42355.2173	-26932.4615	720318.2173	3505230.5385	7530028.8700	1.6722e+05
293	42446.8202	-26972.5726	720409.8202	3505190.4274	7530028.8700	1.6488e+05
294	42538.4232	-27012.6837	720501.4232	3505150.3163	7530028.8700	1.6257e+05
295	42630.0261	-27052.7948	720593.0261	3505110.2052	7530028.8700	1.6030e+05
296	42721.6291	-27092.9059	720684.6291	3505070.0941	7530028.8700	1.5805e+05
297	42813.2320	-27133.0171	720776.2320	3505029.9829	7530028.8700	1.5584e+05
298	42904.8350	-27173.1282	720867.8350	3504989.8718	7530028.8700	1.5367e+05
299	42996.4379	-27213.2393	720959.4379	3504949.7607	7530028.8700	1.5152e+05
300	43088.0408	-27253.3504	721051.0408	3504909.6496	7530028.8700	1.4940e+05
301	43179.6438	-27293.4615	721142.6438	3504869.5385	7530028.8700	1.4732e+05
302	43271.2467	-27333.5726	721234.2467	3504829.4274	7530028.8700	1.4526e+05
303	43362.8497	-27373.6837	721325.8497	3504789.3163	7530028.8700	1.4324e+05
304	43454.4526	-27413.7948	721417.4526	3504749.2052	7530028.8700	1.4124e+05
305	43546.0555	-27453.9059	721509.0555	3504709.0941	7530028.8700	1.3927e+05
306	43637.6585	-27494.0170	721600.6585	3504668.9830	7530028.8700	1.3733e+05
307	43729.2614	-27534.1281	721692.2614	3504628.8719	7530028.8700	1.3542e+05
308	43820.8644	-27574.2393	721783.8644	3504588.7607	7530028.8700	1.3354e+05
309	43912.4673	-27614.3504	721875.4673	3504548.6496	7530028.8700	1.3168e+05
310	44004.0703	-27654.4615	721967.0703	3504508.5385	7530028.8700	1.2985e+05
311	44095.6732	-27694.5726	722058.6732	3504468.4274	7530028.8700	1.2804e+05
312	44187.2761	-27734.6837	722150.2761	3504428.3163	7530028.8700	1.2626e+05
313	44278.8791	-27774.7948	722241.8791	3504388.2052	7530028.8700	1.2451e+05
314	44370.4820	-27814.9059	722333.4820	3504348.0941	7530028.8700	1.2278e+05
315	44462.0850	-27855.0170	722425.0850	3504307.9830	7530028.8700	1.2108e+05
316	44553.6879	-27895.1281	722516.6879	3504267.8719	7530028.8700	1.1940e+05
317	44645.2908	-27935.2392	722608.2908	3504227.7608	7530028.8700	1.1775e+05
318	44736.8938	-27975.3503	722699.8938	3504187.6497	7530028.8700	1.1612e+05
319	44828.4967	-28015.4614	722791.4967	3504147.5386	7530028.8700	1.1451e+05
320	44920.0997	-28055.5726	722883.0997	3504107.4274	7530028.8700	1.1292e+05
321	45011.7026	-28095.6837	722974.7026	3504067.3163	7530028.8700	1.1136e+05
322	45103.3056	-28135.7948	723066.3056	3504027.2052	7530028.8700	1.0982e+05
