s	phi3.0	phi2.9	phi2.8	phi2.7	phi2.6	phi2.5	phi2.4	phi2.3	phi2.2	phi2.1
0	69621.7151	85973.9826	105899.3341	130113.3096	156228.9237	178217.4433	202791.2009	230174.8341	260601.0051	294308.9776
1	69470.8418	85760.0038	105596.6271	129686.1751	155651.8718	177512.0213	201931.0213	229128.5860	259331.6446	292772.8073
2	69320.2954	85546.5576	105294.7854	129260.4429	155076.9513	176809.3914	201074.4903	228087.0935	258068.4670	291244.6551
3	69170.0753	85333.6426	104993.8064	128836.1082	154504.1543	176109.5427	200221.5924	227050.3351	256811.4422	289724.4793
4	69020.1807	85121.2576	104693.6878	128413.1665	153933.4730	175412.4642	199372.3123	226018.2893	255560.5403	288212.2381
5	68870.6109	84909.4011	104394.4270	127991.6133	153364.8996	174718.1448	198526.6345	224990.9345	254315.7314	286707.8903
6	68721.3653	84698.0719	104096.0217	127571.4439	152798.4263	174026.5738	197684.5439	223968.2495	253076.9858	285211.3944
7	68572.4431	84487.2687	103798.4694	127152.6539	152234.0454	173337.7400	196846.0252	222950.2132	251844.2740	283722.7097
8	68423.8436	84276.9901	103501.7675	126735.2386	151671.7491	172651.6329	196011.0632	221936.8042	250617.5666	282241.7953
9	68275.5661	84067.2350	103205.9138	126319.1937	151111.5297	171968.2415	195179.6429	220928.0016	249396.8343	280768.6106
10	68127.6099	83858.0018	102910.9058	125904.5145	150553.3795	171287.5551	194351.7492	219923.7845	248182.0482	279303.1154
11	67979.9744	83649.2895	102616.7410	125491.1966	149997.2909	170609.5630	193527.3672	218924.1320	246973.1791	277845.2694
12	67832.6588	83441.0965	102323.4171	125079.2356	149443.2564	169934.2545	192706.4820	217929.0234	245770.1983	276395.0327
13	67685.6625	83233.4218	102030.9316	124668.6269	148891.2682	169261.6191	191889.0787	216938.4380	244573.0771	274952.3658
14	67538.9847	83026.2639	101739.2822	124259.3662	148341.3188	168591.6461	191075.1426	215952.3553	243381.7870	273517.2289
15	67392.6247	82819.6216	101448.4664	123851.4490	147793.4008	167924.3249	190264.6590	214970.7547	242196.2995	272089.5828
16	67246.5819	82613.4937	101158.4820	123444.8709	147247.5066	167259.6452	189457.6132	213993.6160	241016.5864	270669.3885
17	67100.8556	82407.8787	100869.3264	123039.6275	146703.6287	166597.5964	188653.9907	213020.9188	239842.6195	269256.6070
18	66955.4451	82202.7755	100580.9973	122635.7145	146161.7597	165938.1682	187853.7769	212052.6429	238674.3710	267851.1996
19	66810.3497	81998.1828	100293.4925	122233.1274	145621.8921	165281.3501	187056.9573	211088.7683	237511.8128	266453.1278
20	66665.5688	81794.0993	100006.8094	121831.8619	145084.0186	164627.1318	186263.5176	210129.2750	236354.9174	265062.3534
21	66521.1016	81590.5237	99720.9458	121431.9137	144548.1319	163975.5031	185473.4435	209174.1429	235203.6570	263678.8383
22	66376.9474	81387.4548	99435.8994	121033.2784	144014.2245	163326.4536	184686.7206	208223.3524	234058.0044	262302.5445
23	66233.1057	81184.8913	99151.6677	120635.9518	143482.2891	162679.9732	183903.3347	207276.8837	232917.9321	260933.4345
24	66089.5756	80982.8320	98868.2485	120239.9295	142952.3186	162036.0517	183123.2718	206334.7170	231783.4129	259571.4706
25	65946.3566	80781.2756	98585.6394	119845.2072	142424.3055	161394.6790	182346.5176	205396.8330	230654.4199	258216.6156
