resolution x y mass_100 mass_res abs_diff rel_diff
200 650000 3550000 1.75540000e-07 1.75540000e-07 0.00000000e+00 0.00000000e+00
200 650200 3550000 1.77360000e-07 1.77360000e-07 0.00000000e+00 0.00000000e+00
200 650400 3550000 1.79110000e-07 1.79110000e-07 0.00000000e+00 0.00000000e+00
200 650600 3550000 1.80890000e-07 1.80890000e-07 0.00000000e+00 0.00000000e+00
200 650800 3550000 1.82680000e-07 1.82680000e-07 0.00000000e+00 0.00000000e+00
200 651000 3550000 1.84400000e-07 1.84400000e-07 0.00000000e+00 0.00000000e+00
200 651200 3550000 1.86050000e-07 1.86050000e-07 0.00000000e+00 0.00000000e+00
200 651400 3550000 1.87720000e-07 1.87720000e-07 0.00000000e+00 0.00000000e+00
200 651600 3550000 1.89410000e-07 1.89410000e-07 0.00000000e+00 0.00000000e+00
200 651800 3550000 1.91030000e-07 1.91030000e-07 0.00000000e+00 0.00000000e+00
200 652000 3550000 1.92650000e-07 1.92650000e-07 0.00000000e+00 0.00000000e+00
200 652200 3550000 1.94210000e-07 1.94210000e-07 0.00000000e+00 0.00000000e+00
200 652400 3550000 1.95770000e-07 1.95770000e-07 0.00000000e+00 0.00000000e+00
200 652600 3550000 1.97360000e-07 1.97360000e-07 0.00000000e+00 0.00000000e+00
200 652800 3550000 1.98860000e-07 1.98860000e-07 0.00000000e+00 0.00000000e+00
200 653000 3550000 2.00480000e-07 2.00480000e-07 0.00000000e+00 0.00000000e+00
200 653200 3550000 2.01910000e-07 2.01910000e-07 0.00000000e+00 0.00000000e+00
200 653400 3550000 2.03460000e-07 2.03460000e-07 0.00000000e+00 0.00000000e+00
200 653600 3550000 2.04920000e-07 2.04920000e-07 0.00000000e+00 0.00000000e+00
200 653800 3550000 2.06290000e-07 2.06290000e-07 0.00000000e+00 0.00000000e+00
200 654000 3550000 2.07780000e-07 2.07780000e-07 0.00000000e+00 0.00000000e+00
200 654200 3550000 2.09180000e-07 2.09180000e-07 0.00000000e+00 0.00000000e+00
200 654400 3550000 2.10590000e-07 2.10590000e-07 0.00000000e+00 0.00000000e+00
200 654600 3550000 2.11910000e-07 2.11910000e-07 0.00000000e+00 0.00000000e+00
200 654800 3550000 2.13240000e-07 2.13240000e-07 0.00000000e+00 0.00000000e+00
200 655000 3550000 2.14580000e-07 2.14580000e-07 0.00000000e+00 0.00000000e+00
