i	x_from_vent	y_from_vent	x_coord	y_coord	cloud_sigma2	mass_released
0	157497.8888	-232775.5298	835460.8888	3299387.4702	27853059880.8706	2.6870e+04
1	180049.1682	-270436.3269	858012.1682	3261726.6731	32954877652.4109	2.6859e+04
2	203025.4268	-308196.7207	880988.4268	3223966.2793	38248603119.9148	2.6849e+04
3	227245.6664	-345721.0720	905208.6664	3186441.9280	43752927969.3281	2.6839e+04
4	252819.7096	-382765.8314	930782.7096	3149397.1686	49453730252.0190	2.6829e+04
5	279536.0844	-419099.9438	957499.0844	3113063.0562	55316287789.1254	2.6818e+04
6	307088.0086	-454520.2414	985051.0086	3077642.7586	61299892488.4587	2.6808e+04
7	335645.1421	-488972.8320	1013608.1421	3043190.1680	67363595376.9545	2.6798e+04
8	364730.4524	-521978.7713	1042693.4524	3010184.2287	73468797675.5809	2.6788e+04
9	393555.7341	-553422.3769	1071518.7341	2978740.6231	79601025158.2148	2.6777e+04
10	422272.4243	-583324.6498	1100235.4243	2948838.3502	85754297539.1889	2.6767e+04
11	451103.7536	-611661.1443	1129066.7536	2920501.8557	91920889207.3381	2.6757e+04
12	479371.4100	-638764.1668	1157334.4100	2893398.8332	98098003070.7875	2.6747e+04
13	507839.6706	-664426.7954	1185802.6706	2867736.2046	104272812103.1178	2.6736e+04
14	535822.4488	-688964.8648	1213785.4488	2843198.1352	110441658655.4991	2.6726e+04
15	563663.2184	-712300.6328	1241626.2184	2819862.3672	116593715826.7928	2.6716e+04
16	591180.9869	-734538.7753	1269143.9869	2797624.2247	122721703920.5586	2.6706e+04
17	618390.5252	-755725.3304	1296353.5252	2776437.6696	128816978931.8068	2.6695e+04
18	645247.4879	-775896.7580	1323210.4879	2756266.2420	134871348880.4984	2.6685e+04
19	671793.2425	-795072.3727	1349756.2425	2737090.6273	140876050252.6408	2.6675e+04
20	697788.4036	-813398.3683	1375751.4036	2718764.6317	146824775814.1395	2.6665e+04
21	723618.8564	-830677.4548	1401581.8564	2701485.5452	152705963447.5103	2.6655e+04
22	748570.0612	-847366.7249	1426533.0612	2684796.2751	158517986976.8908	2.6645e+04
23	773602.6982	-862860.9486	1451565.6982	2669302.0514	164244036067.6128	2.6634e+04
24	797779.6063	-877801.9590	1475742.6063	2654361.0410	169885174546.0577	2.6624e+04
25	821475.9377	-891940.5939	1499438.9377	2640222.4061	175430239963.1075	2.6614e+04
26	844799.6942	-905219.4125	1522762.6942	2626943.5875	180870689607.2661	2.6604e+04
27	867264.8026	-918008.0274	1545227.8026	2614154.9726	186204296826.4483	2.6594e+04
28	889351.2730	-930013.5942	1567314.2730	2602149.4058	191418597371.2695	2.6583e+04
29	910863.2783	-941375.7879	1588826.2783	2590787.2121	196508945914.9096	2.6573e+04
30	931520.6407	-952285.5535	1609483.6407	2579877.4465	201468910474.2173	2.6563e+04
31	951630.1892	-962661.2019	1629593.1892	2569501.7981	206295124682.4623	2.6553e+04
32	971237.5665	-972504.2645	1649200.5665	2559658.7355	210980238382.5544	2.6543e+04
33	990015.9654	-981930.7618	1667978.9654	2550232.2382	215525762949.4208	2.6533e+04
34	1007983.1471	-990949.6249	1685946.1471	2541213.3751	219928609163.0656	2.6523e+04
35	1025580.0862	-999528.3290	1703543.0862	2532634.6710	224178915902.4901	2.6512e+04
36	1042472.4240	-1007708.9677	1720435.4240	2524454.0323	228279813229.7945	2.6502e+04
37	1058578.8524	-1015508.6611	1736541.8524	2516654.3389	232230617517.9836	2.6492e+04
38	1073914.4682	-1022934.7354	1751877.4682	2509228.2646	236029263202.9921	2.6482e+04
39	1088676.6528	-1029971.4951	1766639.6528	2502191.5049	239670710006.4815	2.6472e+04
40	1102919.9110	-1036620.4744	1780882.9110	2495542.5256	243152481104.3982	2.6462e+04
41	1116411.5372	-1042918.3144	1794374.5372	2489244.6856	246477313515.7488	2.6452e+04
42	1129164.0897	-1048870.8916	1807127.0897	2483292.1084	249643878308.9224	2.6442e+04
43	1141189.4551	-1054483.7692	1819152.4551	2477679.2308	252650999790.6050	2.6432e+04
44	1152498.8804	-1059762.2116	1830461.8804	2472400.7884	255497647652.2794	2.6421e+04
45	1163317.4176	-1064678.8892	1841280.4176	2467484.1108	258179034426.1172	2.6411e+04
46	1173508.5177	-1069260.6047	1851471.5177	2462902.3953	260697012429.5120	2.6401e+04
47	1182994.1721	-1073525.0006	1860957.1721	2458637.9994	263052543564.1623	2.6391e+04
48	1191783.6324	-1077476.2498	1869746.6324	2454686.7502	265245127549.1648	2.6381e+04
49	1199885.6444	-1081118.2976	1877848.6444	2451044.7024	267274383606.4133	2.6371e+04
50	1207308.4757	-1084454.8746	1885271.4757	2447708.1254	269140047477.0109	2.6361e+04
51	1214059.9422	-1087489.5078	1892022.9422	2444673.4922	270841968918.1571	2.6351e+04
52	1220147.4327	-1090225.5325	1898110.4327	2441937.4675	272380109622.1003	2.6341e+04
53	1225577.9334	-1092666.1028	1903540.9334	2439496.8972	273754541507.6766	2.6331e+04
54	1230358.0504	-1094814.2020	1908321.0504	2437348.7980	274965445342.6276	2.6321e+04
55	1232025.1470	-1095556.9439	1909988.1470	2436606.0561	275384227313.6970	2.6311e+04
56	1232768.7015	-1095883.7701	1910731.7015	2436279.2299	275565945717.3293	2.6301e+04
57	1233391.1881	-1096157.3248	1911354.1881	2436005.6752	275714709867.2355	2.6291e+04
58	1233893.6113	-1096378.0625	1911856.6113	2435784.9375	275830763110.7986	2.6281e+04
59	1234276.9225	-1096546.4142	1912239.9225	2435616.5858	275914341468.8997	2.6271e+04
60	1234542.0233	-1096662.7892	1912505.0233	2435500.2108	275965674379.4941	2.6261e+04
61	1234689.7687	-1096727.5760	1912652.7687	2435435.4240	275984985431.8572	2.6251e+04
62	1234781.3716	-1096767.6871	1912744.3716	2435395.3129	275984985431.8572	2.6241e+04
63	1234872.9746	-1096807.7982	1912835.9746	2435355.2018	275984985431.8572	2.6231e+04
64	1234964.5775	-1096847.9093	1912927.5775	2435315.0907	275984985431.8572	2.6221e+04
65	1235056.1804	-1096888.0204	1913019.1804	2435274.9796	275984985431.8572	2.6211e+04
66	1235147.7834	-1096928.1315	1913110.7834	2435234.8685	275984985431.8572	2.6201e+04
67	1235239.3863	-1096968.2427	1913202.3863	2435194.7573	275984985431.8572	2.6191e+04
68	1235330.9893	-1097008.3538	1913293.9893	2435154.6462	275984985431.8572	2.6181e+04
69	1235422.5922	-1097048.4649	1913385.5922	2435114.5351	275984985431.8572	2.6171e+04
70	1235514.1951	-1097088.5760	1913477.1951	2435074.4240	275984985431.8572	2.6161e+04
71	1235605.7981	-1097128.6871	1913568.7981	2435034.3129	275984985431.8572	2.6151e+04
72	1235697.4010	-1097168.7982	1913660.4010	2434994.2018	275984985431.8572	2.6141e+04
73	1235789.0040	-1097208.9093	1913752.0040	2434954.0907	275984985431.8572	2.6131e+04
74	1235880.6069	-1097249.0204	1913843.6069	2434913.9796	275984985431.8572	2.6121e+04
75	1235972.2099	-1097289.1315	1913935.2099	2434873.8685	275984985431.8572	2.6111e+04
76	1236063.8128	-1097329.2426	1914026.8128	2434833.7574	275984985431.8572	2.6101e+04
77	1236155.4157	-1097369.3537	1914118.4157	2434793.6463	275984985431.8572	2.6091e+04
78	1236247.0187	-1097409.4649	1914210.0187	2434753.5351	275984985431.8572	2.6081e+04
79	1236338.6216	-1097449.5760	1914301.6216	2434713.4240	275984985431.8572	2.6071e+04
80	1236430.2246	-1097489.6871	1914393.2246	2434673.3129	275984985431.8572	2.6061e+04
81	1236521.8275	-1097529.7982	1914484.8275	2434633.2018	275984985431.8572	2.6051e+04
82	1236613.4304	-1097569.9093	1914576.4304	2434593.0907	275984985431.8572	2.6041e+04
83	1236705.0334	-1097610.0204	1914668.0334	2434552.9796	275984985431.8572	2.6031e+04
84	1236796.6363	-1097650.1315	1914759.6363	2434512.8685	275984985431.8572	2.6021e+04
85	1236888.2393	-1097690.2426	1914851.2393	2434472.7574	275984985431.8572	2.6011e+04
86	1236979.8422	-1097730.3537	1914942.8422	2434432.6463	275984985431.8572	2.6001e+04
87	1237071.4452	-1097770.4648	1915034.4452	2434392.5352	275984985431.8572	2.5991e+04
88	1237163.0481	-1097810.5759	1915126.0481	2434352.4241	275984985431.8572	2.5982e+04
89	1237254.6510	-1097850.6870	1915217.6510	2434312.3130	275984985431.8572	2.5972e+04
90	1237346.2540	-1097890.7982	1915309.2540	2434272.2018	275984985431.8572	2.5962e+04
91	1237437.8569	-1097930.9093	1915400.8569	2434232.0907	275984985431.8572	2.5952e+04
92	1237529.4599	-1097971.0204	1915492.4599	2434191.9796	275984985431.8572	2.5942e+04
93	1237621.0628	-1098011.1315	1915584.0628	2434151.8685	275984985431.8572	2.5932e+04
94	1237712.6658	-1098051.2426	1915675.6658	2434111.7574	275984985431.8572	2.5922e+04
95	1237804.2687	-1098091.3537	1915767.2687	2434071.6463	275984985431.8572	2.5912e+04
96	1237895.8716	-1098131.4648	1915858.8716	2434031.5352	275984985431.8572	2.5902e+04
97	1237987.4746	-1098171.5759	1915950.4746	2433991.4241	275984985431.8572	2.5893e+04
98	1238079.0775	-1098211.6870	1916042.0775	2433951.3130	275984985431.8572	2.5883e+04
99	1238170.6805	-1098251.7981	1916133.6805	2433911.2019	275984985431.8572	2.5873e+04
100	1238262.2834	-1098291.9092	1916225.2834	2433871.0908	275984985431.8572	2.5863e+04
101	1238353.8863	-1098332.0203	1916316.8863	2433830.9797	275984985431.8572	2.5853e+04
102	1238445.4893	-1098372.1315	1916408.4893	2433790.8685	275984985431.8572	2.5843e+04
103	1238537.0922	-1098412.2426	1916500.0922	2433750.7574	275984985431.8572	2.5833e+04
104	1238628.6952	-1098452.3537	1916591.6952	2433710.6463	275984985431.8572	2.5824e+04
105	1238720.2981	-1098492.4648	1916683.2981	2433670.5352	275984985431.8572	2.5814e+04
106	1238811.9011	-1098532.5759	1916774.9011	2433630.4241	275984985431.8572	2.5804e+04
107	1238903.5040	-1098572.6870	1916866.5040	2433590.3130	275984985431.8572	2.5794e+04
108	1238995.1069	-1098612.7981	1916958.1069	2433550.2019	275984985431.8572	2.5784e+04
109	1239086.7099	-1098652.9092	1917049.7099	2433510.0908	275984985431.8572	2.5774e+04
110	1239178.3128	-1098693.0203	1917141.3128	2433469.9797	275984985431.8572	2.5765e+04
111	1239269.9158	-1098733.1314	1917232.9158	2433429.8686	275984985431.8572	2.5755e+04
112	1239361.5187	-1098773.2425	1917324.5187	2433389.7575	275984985431.8572	2.5745e+04
113	1239453.1216	-1098813.3537	1917416.1216	2433349.6463	275984985431.8572	2.5735e+04
114	1239544.7246	-1098853.4648	1917507.7246	2433309.5352	275984985431.8572	2.5725e+04
115	1239636.3275	-1098893.5759	1917599.3275	2433269.4241	275984985431.8572	2.5715e+04
116	1239727.9305	-1098933.6870	1917690.9305	2433229.3130	275984985431.8572	2.5706e+04
117	1239819.5334	-1098973.7981	1917782.5334	2433189.2019	275984985431.8572	2.5696e+04
118	1239911.1364	-1099013.9092	1917874.1364	2433149.0908	275984985431.8572	2.5686e+04
119	1240002.7393	-1099054.0203	1917965.7393	2433108.9797	275984985431.8572	2.5676e+04
120	1240094.3422	-1099094.1314	1918057.3422	2433068.8686	275984985431.8572	2.5667e+04
121	1240185.9452	-1099134.2425	1918148.9452	2433028.7575	275984985431.8572	2.5657e+04
122	1240277.5481	-1099174.3536	1918240.5481	2432988.6464	275984985431.8572	2.5647e+04
123	1240369.1511	-1099214.4647	1918332.1511	2432948.5353	275984985431.8572	2.5637e+04
124	1240460.7540	-1099254.5758	1918423.7540	2432908.4242	275984985431.8572	2.5627e+04
125	1240552.3570	-1099294.6870	1918515.3570	2432868.3130	275984985431.8572	2.5618e+04
126	1240643.9599	-1099334.7981	1918606.9599	2432828.2019	275984985431.8572	2.5608e+04
127	1240735.5628	-1099374.9092	1918698.5628	2432788.0908	275984985431.8572	2.5598e+04
128	1240827.1658	-1099415.0203	1918790.1658	2432747.9797	275984985431.8572	2.5588e+04
129	1240918.7687	-1099455.1314	1918881.7687	2432707.8686	275984985431.8572	2.5579e+04
130	1241010.3717	-1099495.2425	1918973.3717	2432667.7575	275984985431.8572	2.5569e+04
131	1241101.9746	-1099535.3536	1919064.9746	2432627.6464	275984985431.8572	2.5559e+04
132	1241193.5775	-1099575.4647	1919156.5775	2432587.5353	275984985431.8572	2.5550e+04
133	1241285.1805	-1099615.5758	1919248.1805	2432547.4242	275984985431.8572	2.5540e+04
134	1241376.7834	-1099655.6869	1919339.7834	2432507.3131	275984985431.8572	2.5530e+04
135	1241468.3864	-1099695.7980	1919431.3864	2432467.2020	275984985431.8572	2.5520e+04
136	1241559.9893	-1099735.9091	1919522.9893	2432427.0909	275984985431.8572	2.5511e+04
137	1241651.5923	-1099776.0203	1919614.5923	2432386.9797	275984985431.8572	2.5501e+04
138	1241743.1952	-1099816.1314	1919706.1952	2432346.8686	275984985431.8572	2.5491e+04
139	1241834.7981	-1099856.2425	1919797.7981	2432306.7575	275984985431.8572	2.5482e+04
140	1241926.4011	-1099896.3536	1919889.4011	2432266.6464	275984985431.8572	2.5472e+04
141	1242018.0040	-1099936.4647	1919981.0040	2432226.5353	275984985431.8572	2.5462e+04
142	1242109.6070	-1099976.5758	1920072.6070	2432186.4242	275984985431.8572	2.5452e+04
143	1242201.2099	-1100016.6869	1920164.2099	2432146.3131	275984985431.8572	2.5443e+04
144	1242292.8128	-1100056.7980	1920255.8128	2432106.2020	275984985431.8572	2.5433e+04
145	1242384.4158	-1100096.9091	1920347.4158	2432066.0909	275984985431.8572	2.5423e+04
146	1242476.0187	-1100137.0202	1920439.0187	2432025.9798	275984985431.8572	2.5414e+04
147	1242567.6217	-1100177.1313	1920530.6217	2431985.8687	275984985431.8572	2.5404e+04
148	1242659.2246	-1100217.2425	1920622.2246	2431945.7575	275984985431.8572	2.5394e+04
149	1242750.8276	-1100257.3536	1920713.8276	2431905.6464	275984985431.8572	2.5385e+04
150	1242842.4305	-1100297.4647	1920805.4305	2431865.5353	275984985431.8572	2.5375e+04
151	1242934.0334	-1100337.5758	1920897.0334	2431825.4242	275984985431.8572	2.5365e+04
152	1243025.6364	-1100377.6869	1920988.6364	2431785.3131	275984985431.8572	2.5356e+04
153	1243117.2393	-1100417.7980	1921080.2393	2431745.2020	275984985431.8572	2.5346e+04
154	1243208.8423	-1100457.9091	1921171.8423	2431705.0909	275984985431.8572	2.5336e+04
155	1243300.4452	-1100498.0202	1921263.4452	2431664.9798	275984985431.8572	2.5327e+04
156	1243392.0482	-1100538.1313	1921355.0482	2431624.8687	275984985431.8572	2.5317e+04
157	1243483.6511	-1100578.2424	1921446.6511	2431584.7576	275984985431.8572	2.5308e+04
158	1243575.2540	-1100618.3535	1921538.2540	2431544.6465	275984985431.8572	2.5298e+04
159	1243666.8570	-1100658.4646	1921629.8570	2431504.5354	275984985431.8572	2.5288e+04
160	1243758.4599	-1100698.5758	1921721.4599	2431464.4242	275984985431.8572	2.5279e+04
161	1243850.0629	-1100738.6869	1921813.0629	2431424.3131	275984985431.8572	2.5269e+04
162	1243941.6658	-1100778.7980	1921904.6658	2431384.2020	275984985431.8572	2.5259e+04
163	1244033.2687	-1100818.9091	1921996.2687	2431344.0909	275984985431.8572	2.5250e+04
164	1244124.8717	-1100859.0202	1922087.8717	2431303.9798	275984985431.8572	2.5240e+04
165	1244216.4746	-1100899.1313	1922179.4746	2431263.8687	275984985431.8572	2.5231e+04
166	1244308.0776	-1100939.2424	1922271.0776	2431223.7576	275984985431.8572	2.5221e+04
167	1244399.6805	-1100979.3535	1922362.6805	2431183.6465	275984985431.8572	2.5211e+04
168	1244491.2835	-1101019.4646	1922454.2835	2431143.5354	275984985431.8572	2.5202e+04
169	1244582.8864	-1101059.5757	1922545.8864	2431103.4243	275984985431.8572	2.5192e+04
170	1244674.4893	-1101099.6868	1922637.4893	2431063.3132	275984985431.8572	2.5183e+04
171	1244766.0923	-1101139.7980	1922729.0923	2431023.2020	275984985431.8572	2.5173e+04
172	1244857.6952	-1101179.9091	1922820.6952	2430983.0909	275984985431.8572	2.5164e+04
173	1244949.2982	-1101220.0202	1922912.2982	2430942.9798	275984985431.8572	2.5154e+04
174	1245040.9011	-1101260.1313	1923003.9011	2430902.8687	275984985431.8572	2.5144e+04
175	1245132.5040	-1101300.2424	1923095.5040	2430862.7576	275984985431.8572	2.5135e+04
176	1245224.1070	-1101340.3535	1923187.1070	2430822.6465	275984985431.8572	2.5125e+04
177	1245315.7099	-1101380.4646	1923278.7099	2430782.5354	275984985431.8572	2.5116e+04
178	1245407.3129	-1101420.5757	1923370.3129	2430742.4243	275984985431.8572	2.5106e+04
179	1245498.9158	-1101460.6868	1923461.9158	2430702.3132	275984985431.8572	2.5097e+04
180	1245590.5188	-1101500.7979	1923553.5188	2430662.2021	275984985431.8572	2.5087e+04
181	1245682.1217	-1101540.9090	1923645.1217	2430622.0910	275984985431.8572	2.5078e+04
182	1245773.7246	-1101581.0201	1923736.7246	2430581.9799	275984985431.8572	2.5068e+04
183	1245865.3276	-1101621.1313	1923828.3276	2430541.8687	275984985431.8572	2.5059e+04
184	1245956.9305	-1101661.2424	1923919.9305	2430501.7576	275984985431.8572	2.5049e+04
185	1246048.5335	-1101701.3535	1924011.5335	2430461.6465	275984985431.8572	2.5040e+04
186	1246140.1364	-1101741.4646	1924103.1364	2430421.5354	275984985431.8572	2.5030e+04
187	1246231.7394	-1101781.5757	1924194.7394	2430381.4243	275984985431.8572	2.5020e+04
188	1246323.3423	-1101821.6868	1924286.3423	2430341.3132	275984985431.8572	2.5011e+04
189	1246414.9452	-1101861.7979	1924377.9452	2430301.2021	275984985431.8572	2.5001e+04
190	1246506.5482	-1101901.9090	1924469.5482	2430261.0910	275984985431.8572	2.4992e+04
191	1246598.1511	-1101942.0201	1924561.1511	2430220.9799	275984985431.8572	2.4982e+04
192	1246689.7541	-1101982.1312	1924652.7541	2430180.8688	275984985431.8572	2.4973e+04
193	1246781.3570	-1102022.2423	1924744.3570	2430140.7577	275984985431.8572	2.4964e+04
194	1246872.9599	-1102062.3534	1924835.9599	2430100.6466	275984985431.8572	2.4954e+04
195	1246964.5629	-1102102.4646	1924927.5629	2430060.5354	275984985431.8572	2.4945e+04
196	1247056.1658	-1102142.5757	1925019.1658	2430020.4243	275984985431.8572	2.4935e+04
197	1247147.7688	-1102182.6868	1925110.7688	2429980.3132	275984985431.8572	2.4926e+04
198	1247239.3717	-1102222.7979	1925202.3717	2429940.2021	275984985431.8572	2.4916e+04
199	1247330.9747	-1102262.9090	1925293.9747	2429900.0910	275984985431.8572	2.4907e+04
200	1247422.5776	-1102303.0201	1925385.5776	2429859.9799	275984985431.8572	2.4897e+04
201	1247514.1805	-1102343.1312	1925477.1805	2429819.8688	275984985431.8572	2.4888e+04
202	1247605.7835	-1102383.2423	1925568.7835	2429779.7577	275984985431.8572	2.4878e+04
203	1247697.3864	-1102423.3534	1925660.3864	2429739.6466	275984985431.8572	2.4869e+04
204	1247788.9894	-1102463.4645	1925751.9894	2429699.5355	275984985431.8572	2.4859e+04
205	1247880.5923	-1102503.5756	1925843.5923	2429659.4244	275984985431.8572	2.4850e+04
206	1247972.1952	-1102543.6868	1925935.1952	2429619.3132	275984985431.8572	2.4841e+04
207	1248063.7982	-1102583.7979	1926026.7982	2429579.2021	275984985431.8572	2.4831e+04
208	1248155.4011	-1102623.9090	1926118.4011	2429539.0910	275984985431.8572	2.4822e+04
209	1248247.0041	-1102664.0201	1926210.0041	2429498.9799	275984985431.8572	2.4812e+04
210	1248338.6070	-1102704.1312	1926301.6070	2429458.8688	275984985431.8572	2.4803e+04
211	1248430.2100	-1102744.2423	1926393.2100	2429418.7577	275984985431.8572	2.4793e+04
212	1248521.8129	-1102784.3534	1926484.8129	2429378.6466	275984985431.8572	2.4784e+04
213	1248613.4158	-1102824.4645	1926576.4158	2429338.5355	275984985431.8572	2.4775e+04
214	1248705.0188	-1102864.5756	1926668.0188	2429298.4244	275984985431.8572	2.4765e+04
215	1248796.6217	-1102904.6867	1926759.6217	2429258.3133	275984985431.8572	2.4756e+04
216	1248888.2247	-1102944.7978	1926851.2247	2429218.2022	275984985431.8572	2.4746e+04
217	1248979.8276	-1102984.9089	1926942.8276	2429178.0911	275984985431.8572	2.4737e+04
218	1249071.4305	-1103025.0201	1927034.4305	2429137.9799	275984985431.8572	2.4728e+04
219	1249163.0335	-1103065.1312	1927126.0335	2429097.8688	275984985431.8572	2.4718e+04
220	1249254.6364	-1103105.2423	1927217.6364	2429057.7577	275984985431.8572	2.4709e+04
221	1249346.2394	-1103145.3534	1927309.2394	2429017.6466	275984985431.8572	2.4699e+04
222	1249437.8423	-1103185.4645	1927400.8423	2428977.5355	275984985431.8572	2.4690e+04
223	1249529.4453	-1103225.5756	1927492.4453	2428937.4244	275984985431.8572	2.4681e+04
224	1249621.0482	-1103265.6867	1927584.0482	2428897.3133	275984985431.8572	2.4671e+04
225	1249712.6511	-1103305.7978	1927675.6511	2428857.2022	275984985431.8572	2.4662e+04
226	1249804.2541	-1103345.9089	1927767.2541	2428817.0911	275984985431.8572	2.4653e+04
227	1249895.8570	-1103386.0200	1927858.8570	2428776.9800	275984985431.8572	2.4643e+04
228	1249987.4600	-1103426.1311	1927950.4600	2428736.8689	275984985431.8572	2.4634e+04
229	1250079.0629	-1103466.2423	1928042.0629	2428696.7577	275984985431.8572	2.4625e+04
230	1250170.6659	-1103506.3534	1928133.6659	2428656.6466	275984985431.8572	2.4615e+04
231	1250262.2688	-1103546.4645	1928225.2688	2428616.5355	275984985431.8572	2.4606e+04
232	1250353.8717	-1103586.5756	1928316.8717	2428576.4244	275984985431.8572	2.4597e+04
233	1250445.4747	-1103626.6867	1928408.4747	2428536.3133	275984985431.8572	2.4587e+04
234	1250537.0776	-1103666.7978	1928500.0776	2428496.2022	275984985431.8572	2.4578e+04
235	1250628.6806	-1103706.9089	1928591.6806	2428456.0911	275984985431.8572	2.4569e+04
236	1250720.2835	-1103747.0200	1928683.2835	2428415.9800	275984985431.8572	2.4559e+04
237	1250811.8864	-1103787.1311	1928774.8864	2428375.8689	275984985431.8572	2.4550e+04
238	1250903.4894	-1103827.2422	1928866.4894	2428335.7578	275984985431.8572	2.4541e+04
239	1250995.0923	-1103867.3533	1928958.0923	2428295.6467	275984985431.8572	2.4531e+04
240	1251086.6953	-1103907.4644	1929049.6953	2428255.5356	275984985431.8572	2.4522e+04
241	1251178.2982	-1103947.5756	1929141.2982	2428215.4244	275984985431.8572	2.4513e+04
242	1251269.9012	-1103987.6867	1929232.9012	2428175.3133	275984985431.8572	2.4503e+04
243	1251361.5041	-1104027.7978	1929324.5041	2428135.2022	275984985431.8572	2.4494e+04
244	1251453.1070	-1104067.9089	1929416.1070	2428095.0911	275984985431.8572	2.4485e+04
245	1251544.7100	-1104108.0200	1929507.7100	2428054.9800	275984985431.8572	2.4476e+04
246	1251636.3129	-1104148.1311	1929599.3129	2428014.8689	275984985431.8572	2.4466e+04
247	1251727.9159	-1104188.2422	1929690.9159	2427974.7578	275984985431.8572	2.4457e+04
248	1251819.5188	-1104228.3533	1929782.5188	2427934.6467	275984985431.8572	2.4448e+04
249	1251911.1217	-1104268.4644	1929874.1217	2427894.5356	275984985431.8572	2.4438e+04
250	1252002.7247	-1104308.5755	1929965.7247	2427854.4245	275984985431.8572	2.4429e+04
251	1252094.3276	-1104348.6866	1930057.3276	2427814.3134	275984985431.8572	2.4420e+04
252	1252185.9306	-1104388.7977	1930148.9306	2427774.2023	275984985431.8572	2.4411e+04
253	1252277.5335	-1104428.9089	1930240.5335	2427734.0911	275984985431.8572	2.4401e+04
254	1252369.1365	-1104469.0200	1930332.1365	2427693.9800	275984985431.8572	2.4392e+04
255	1252460.7394	-1104509.1311	1930423.7394	2427653.8689	275984985431.8572	2.4383e+04
256	1252552.3423	-1104549.2422	1930515.3423	2427613.7578	275984985431.8572	2.4374e+04
257	1252643.9453	-1104589.3533	1930606.9453	2427573.6467	275984985431.8572	2.4364e+04
258	1252735.5482	-1104629.4644	1930698.5482	2427533.5356	275984985431.8572	2.4355e+04
259	1252827.1512	-1104669.5755	1930790.1512	2427493.4245	275984985431.8572	2.4346e+04
260	1252918.7541	-1104709.6866	1930881.7541	2427453.3134	275984985431.8572	2.4337e+04
261	1253010.3571	-1104749.7977	1930973.3571	2427413.2023	275984985431.8572	2.4327e+04
262	1253101.9600	-1104789.9088	1931064.9600	2427373.0912	275984985431.8572	2.4318e+04
263	1253193.5629	-1104830.0199	1931156.5629	2427332.9801	275984985431.8572	2.4309e+04
264	1253285.1659	-1104870.1311	1931248.1659	2427292.8689	275984985431.8572	2.4300e+04
265	1253376.7688	-1104910.2422	1931339.7688	2427252.7578	275984985431.8572	2.4291e+04
266	1253468.3718	-1104950.3533	1931431.3718	2427212.6467	275984985431.8572	2.4281e+04
267	1253559.9747	-1104990.4644	1931522.9747	2427172.5356	275984985431.8572	2.4272e+04
268	1253651.5776	-1105030.5755	1931614.5776	2427132.4245	275984985431.8572	2.4263e+04
269	1253743.1806	-1105070.6866	1931706.1806	2427092.3134	275984985431.8572	2.4254e+04
270	1253834.7835	-1105110.7977	1931797.7835	2427052.2023	275984985431.8572	2.4245e+04
271	1253926.3865	-1105150.9088	1931889.3865	2427012.0912	275984985431.8572	2.4235e+04
272	1254017.9894	-1105191.0199	1931980.9894	2426971.9801	275984985431.8572	2.4226e+04
273	1254109.5924	-1105231.1310	1932072.5924	2426931.8690	275984985431.8572	2.4217e+04
274	1254201.1953	-1105271.2421	1932164.1953	2426891.7579	275984985431.8572	2.4208e+04
275	1254292.7982	-1105311.3532	1932255.7982	2426851.6468	275984985431.8572	2.4199e+04
276	1254384.4012	-1105351.4644	1932347.4012	2426811.5356	275984985431.8572	2.4190e+04
277	1254476.0041	-1105391.5755	1932439.0041	2426771.4245	275984985431.8572	2.4180e+04
278	1254567.6071	-1105431.6866	1932530.6071	2426731.3134	275984985431.8572	2.4171e+04
279	1254659.2100	-1105471.7977	1932622.2100	2426691.2023	275984985431.8572	2.4162e+04
280	1254750.8129	-1105511.9088	1932713.8129	2426651.0912	275984985431.8572	2.4153e+04
281	1254842.4159	-1105552.0199	1932805.4159	2426610.9801	275984985431.8572	2.4144e+04
282	1254934.0188	-1105592.1310	1932897.0188	2426570.8690	275984985431.8572	2.4135e+04
283	1255025.6218	-1105632.2421	1932988.6218	2426530.7579	275984985431.8572	2.4125e+04
284	1255117.2247	-1105672.3532	1933080.2247	2426490.6468	275984985431.8572	2.4116e+04
285	1255208.8277	-1105712.4643	1933171.8277	2426450.5357	275984985431.8572	2.4107e+04
286	1255300.4306	-1105752.5754	1933263.4306	2426410.4246	275984985431.8572	2.4098e+04
287	1255392.0335	-1105792.6865	1933355.0335	2426370.3135	275984985431.8572	2.4089e+04
288	1255483.6365	-1105832.7977	1933446.6365	2426330.2023	275984985431.8572	2.4080e+04
289	1255575.2394	-1105872.9088	1933538.2394	2426290.0912	275984985431.8572	2.4071e+04
290	1255666.8424	-1105913.0199	1933629.8424	2426249.9801	275984985431.8572	2.4062e+04
291	1255758.4453	-1105953.1310	1933721.4453	2426209.8690	275984985431.8572	2.4052e+04
292	1255850.0483	-1105993.2421	1933813.0483	2426169.7579	275984985431.8572	2.4043e+04
293	1255941.6512	-1106033.3532	1933904.6512	2426129.6468	275984985431.8572	2.4034e+04
294	1256033.2541	-1106073.4643	1933996.2541	2426089.5357	275984985431.8572	2.4025e+04
295	1256124.8571	-1106113.5754	1934087.8571	2426049.4246	275984985431.8572	2.4016e+04
296	1256216.4600	-1106153.6865	1934179.4600	2426009.3135	275984985431.8572	2.4007e+04
297	1256308.0630	-1106193.7976	1934271.0630	2425969.2024	275984985431.8572	2.3998e+04
