calc_step	x	y	z	R	time
2676	23435.4982	-11010.1620	3518.8322	2108.7651	1031.3370
2677	23444.6584	-11014.1731	3518.8322	2108.7651	1031.7108
2678	23453.8187	-11018.1842	3518.8322	2108.7651	1032.0846
2679	23462.9790	-11022.1953	3518.8322	2108.7651	1032.4584
2680	23472.1393	-11026.2065	3518.8322	2108.7651	1032.8322
2681	23481.2996	-11030.2176	3518.8322	2108.7651	1033.2060
2682	23490.4599	-11034.2287	3518.8322	2108.7651	1033.5797
2683	23499.6202	-11038.2398	3518.8322	2108.7651	1033.9535
2684	23508.7805	-11042.2509	3518.8322	2108.7651	1034.3273
2685	23517.9408	-11046.2620	3518.8322	2108.7651	1034.7011
2686	23527.1011	-11050.2731	3518.8322	2108.7651	1035.0749
2687	23536.2614	-11054.2842	3518.8322	2108.7651	1035.4487
2688	23545.4217	-11058.2953	3518.8322	2108.7651	1035.8225
2689	23554.5820	-11062.3065	3518.8322	2108.7651	1036.1962
2690	23563.7423	-11066.3176	3518.8322	2108.7651	1036.5700
2691	23572.9026	-11070.3287	3518.8322	2108.7651	1036.9438
2692	23582.0629	-11074.3398	3518.8322	2108.7651	1037.3176
2693	23591.2232	-11078.3509	3518.8322	2108.7651	1037.6914
2694	23600.3834	-11082.3620	3518.8322	2108.7651	1038.0652
2695	23609.5437	-11086.3731	3518.8322	2108.7651	1038.4390
2696	23618.7040	-11090.3842	3518.8322	2108.7651	1038.8127
2697	23627.8643	-11094.3953	3518.8322	2108.7651	1039.1865
2698	23637.0246	-11098.4065	3518.8322	2108.7651	1039.5603
2699	23646.1849	-11102.4176	3518.8322	2108.7651	1039.9341
2700	23655.3452	-11106.4287	3518.8322	2108.7651	1040.3079
2701	23664.5055	-11110.4398	3518.8322	2108.7651	1040.6817
2702	23673.6658	-11114.4509	3518.8322	2108.7651	1041.0554
2703	23682.8261	-11118.4620	3518.8322	2108.7651	1041.4292
2704	23691.9864	-11122.4731	3518.8322	2108.7651	1041.8030
2705	23701.1467	-11126.4842	3518.8322	2108.7651	1042.1768
2706	23710.3070	-11130.4953	3518.8322	2108.7651	1042.5506
2707	23719.4673	-11134.5065	3518.8322	2108.7651	1042.9244
2708	23728.6276	-11138.5176	3518.8322	2108.7651	1043.2982
2709	23737.7879	-11142.5287	3518.8322	2108.7651	1043.6719
2710	23746.9482	-11146.5398	3518.8322	2108.7651	1044.0457
2711	23756.1085	-11150.5509	3518.8322	2108.7651	1044.4195
2712	23765.2687	-11154.5620	3518.8322	2108.7651	1044.7933
2713	23774.4290	-11158.5731	3518.8322	2108.7651	1045.1671
2714	23783.5893	-11162.5842	3518.8322	2108.7651	1045.5409
2715	23792.7496	-11166.5953	3518.8322	2108.7651	1045.9147
2716	23801.9099	-11170.6064	3518.8322	2108.7651	1046.2884
2717	23811.0702	-11174.6176	3518.8322	2108.7651	1046.6622
2718	23820.2305	-11178.6287	3518.8322	2108.7651	1047.0360
2719	23829.3908	-11182.6398	3518.8322	2108.7651	1047.4098
2720	23838.5511	-11186.6509	3518.8322	2108.7651	1047.7836
2721	23847.7114	-11190.6620	3518.8322	2108.7651	1048.1574
2722	23856.8717	-11194.6731	3518.8322	2108.7651	1048.5311
2723	23866.0320	-11198.6842	3518.8322	2108.7651	1048.9049
2724	23875.1923	-11202.6953	3518.8322	2108.7651	1049.2787
2725	23884.3526	-11206.7064	3518.8322	2108.7651	1049.6525
2726	23893.5129	-11210.7176	3518.8322	2108.7651	1050.0263
2727	23902.6732	-11214.7287	3518.8322	2108.7651	1050.4001
2728	23911.8335	-11218.7398	3518.8322	2108.7651	1050.7739
2729	23920.9937	-11222.7509	3518.8322	2108.7651	1051.1476
2730	23930.1540	-11226.7620	3518.8322	2108.7651	1051.5214
2731	23939.3143	-11230.7731	3518.8322	2108.7651	1051.8952
2732	23948.4746	-11234.7842	3518.8322	2108.7651	1052.2690
2733	23957.6349	-11238.7953	3518.8322	2108.7651	1052.6428
2734	23966.7952	-11242.8064	3518.8322	2108.7651	1053.0166
2735	23975.9555	-11246.8176	3518.8322	2108.7651	1053.3904
2736	23985.1158	-11250.8287	3518.8322	2108.7651	1053.7641
2737	23994.2761	-11254.8398	3518.8322	2108.7651	1054.1379
2738	24003.4364	-11258.8509	3518.8322	2108.7651	1054.5117
2739	24012.5967	-11262.8620	3518.8322	2108.7651	1054.8855
2740	24021.7570	-11266.8731	3518.8322	2108.7651	1055.2593
2741	24030.9173	-11270.8842	3518.8322	2108.7651	1055.6331
2742	24040.0776	-11274.8953	3518.8322	2108.7651	1056.0068
2743	24049.2379	-11278.9064	3518.8322	2108.7651	1056.3806
2744	24058.3982	-11282.9176	3518.8322	2108.7651	1056.7544
2745	24067.5585	-11286.9287	3518.8322	2108.7651	1057.1282
2746	24076.7187	-11290.9398	3518.8322	2108.7651	1057.5020
2747	24085.8790	-11294.9509	3518.8322	2108.7651	1057.8758
2748	24095.0393	-11298.9620	3518.8322	2108.7651	1058.2496
2749	24104.1996	-11302.9731	3518.8322	2108.7651	1058.6233
2750	24113.3599	-11306.9842	3518.8322	2108.7651	1058.9971
2751	24122.5202	-11310.9953	3518.8322	2108.7651	1059.3709
2752	24131.6805	-11315.0064	3518.8322	2108.7651	1059.7447
2753	24140.8408	-11319.0175	3518.8322	2108.7651	1060.1185
2754	24150.0011	-11323.0287	3518.8322	2108.7651	1060.4923
2755	24159.1614	-11327.0398	3518.8322	2108.7651	1060.8661
2756	24168.3217	-11331.0509	3518.8322	2108.7651	1061.2398
2757	24177.4820	-11335.0620	3518.8322	2108.7651	1061.6136
2758	24186.6423	-11339.0731	3518.8322	2108.7651	1061.9874
2759	24195.8026	-11343.0842	3518.8322	2108.7651	1062.3612
2760	24204.9629	-11347.0953	3518.8322	2108.7651	1062.7350
2761	24214.1232	-11351.1064	3518.8322	2108.7651	1063.1088
2762	24223.2835	-11355.1175	3518.8322	2108.7651	1063.4826
2763	24232.4437	-11359.1287	3518.8322	2108.7651	1063.8563
2764	24241.6040	-11363.1398	3518.8322	2108.7651	1064.2301
2765	24250.7643	-11367.1509	3518.8322	2108.7651	1064.6039
2766	24259.9246	-11371.1620	3518.8322	2108.7651	1064.9777
2767	24269.0849	-11375.1731	3518.8322	2108.7651	1065.3515
2768	24278.2452	-11379.1842	3518.8322	2108.7651	1065.7253
2769	24287.4055	-11383.1953	3518.8322	2108.7651	1066.0990
2770	24296.5658	-11387.2064	3518.8322	2108.7651	1066.4728
2771	24305.7261	-11391.2175	3518.8322	2108.7651	1066.8466
2772	24314.8864	-11395.2287	3518.8322	2108.7651	1067.2204
2773	24324.0467	-11399.2398	3518.8322	2108.7651	1067.5942
2774	24333.2070	-11403.2509	3518.8322	2108.7651	1067.9680
2775	24342.3673	-11407.2620	3518.8322	2108.7651	1068.3418
2776	24351.5276	-11411.2731	3518.8322	2108.7651	1068.7155
2777	24360.6879	-11415.2842	3518.8322	2108.7651	1069.0893
2778	24369.8482	-11419.2953	3518.8322	2108.7651	1069.4631
2779	24379.0085	-11423.3064	3518.8322	2108.7651	1069.8369
2780	24388.1687	-11427.3175	3518.8322	2108.7651	1070.2107
2781	24397.3290	-11431.3287	3518.8322	2108.7651	1070.5845
2782	24406.4893	-11435.3398	3518.8322	2108.7651	1070.9583
2783	24415.6496	-11439.3509	3518.8322	2108.7651	1071.3320
2784	24424.8099	-11443.3620	3518.8322	2108.7651	1071.7058
2785	24433.9702	-11447.3731	3518.8322	2108.7651	1072.0796
2786	24443.1305	-11451.3842	3518.8322	2108.7651	1072.4534
2787	24452.2908	-11455.3953	3518.8322	2108.7651	1072.8272
2788	24461.4511	-11459.4064	3518.8322	2108.7651	1073.2010
2789	24470.6114	-11463.4175	3518.8322	2108.7651	1073.5747
2790	24479.7717	-11467.4287	3518.8322	2108.7651	1073.9485
2791	24488.9320	-11471.4398	3518.8322	2108.7651	1074.3223
2792	24498.0923	-11475.4509	3518.8322	2108.7651	1074.6961
2793	24507.2526	-11479.4620	3518.8322	2108.7651	1075.0699
2794	24516.4129	-11483.4731	3518.8322	2108.7651	1075.4437
2795	24525.5732	-11487.4842	3518.8322	2108.7651	1075.8175
2796	24534.7335	-11491.4953	3518.8322	2108.7651	1076.1912
2797	24543.8938	-11495.5064	3518.8322	2108.7651	1076.5650
2798	24553.0540	-11499.5175	3518.8322	2108.7651	1076.9388
2799	24562.2143	-11503.5286	3518.8322	2108.7651	1077.3126
2800	24571.3746	-11507.5398	3518.8322	2108.7651	1077.6864
2801	24580.5349	-11511.5509	3518.8322	2108.7651	1078.0602
2802	24589.6952	-11515.5620	3518.8322	2108.7651	1078.4340
2803	24598.8555	-11519.5731	3518.8322	2108.7651	1078.8077
2804	24608.0158	-11523.5842	3518.8322	2108.7651	1079.1815
2805	24617.1761	-11527.5953	3518.8322	2108.7651	1079.5553
2806	24626.3364	-11531.6064	3518.8322	2108.7651	1079.9291
2807	24635.4967	-11535.6175	3518.8322	2108.7651	1080.3029
2808	24644.6570	-11539.6286	3518.8322	2108.7651	1080.6767
2809	24653.8173	-11543.6398	3518.8322	2108.7651	1081.0504
2810	24662.9776	-11547.6509	3518.8322	2108.7651	1081.4242
2811	24672.1379	-11551.6620	3518.8322	2108.7651	1081.7980
2812	24681.2982	-11555.6731	3518.8322	2108.7651	1082.1718
2813	24690.4585	-11559.6842	3518.8322	2108.7651	1082.5456
2814	24699.6188	-11563.6953	3518.8322	2108.7651	1082.9194
2815	24708.7790	-11567.7064	3518.8322	2108.7651	1083.2932
2816	24717.9393	-11571.7175	3518.8322	2108.7651	1083.6669
2817	24727.0996	-11575.7286	3518.8322	2108.7651	1084.0407
2818	24736.2599	-11579.7398	3518.8322	2108.7651	1084.4145
2819	24745.4202	-11583.7509	3518.8322	2108.7651	1084.7883
2820	24754.5805	-11587.7620	3518.8322	2108.7651	1085.1621
2821	24763.7408	-11591.7731	3518.8322	2108.7651	1085.5359
2822	24772.9011	-11595.7842	3518.8322	2108.7651	1085.9097
2823	24782.0614	-11599.7953	3518.8322	2108.7651	1086.2834
2824	24791.2217	-11603.8064	3518.8322	2108.7651	1086.6572
2825	24800.3820	-11607.8175	3518.8322	2108.7651	1087.0310
2826	24809.5423	-11611.8286	3518.8322	2108.7651	1087.4048
2827	24818.7026	-11615.8398	3518.8322	2108.7651	1087.7786
2828	24827.8629	-11619.8509	3518.8322	2108.7651	1088.1524
2829	24837.0232	-11623.8620	3518.8322	2108.7651	1088.5261
2830	24846.1835	-11627.8731	3518.8322	2108.7651	1088.8999
2831	24855.3438	-11631.8842	3518.8322	2108.7651	1089.2737
2832	24864.5040	-11635.8953	3518.8322	2108.7651	1089.6475
2833	24873.6643	-11639.9064	3518.8322	2108.7651	1090.0213
2834	24882.8246	-11643.9175	3518.8322	2108.7651	1090.3951
2835	24891.9849	-11647.9286	3518.8322	2108.7651	1090.7689
2836	24901.1452	-11651.9398	3518.8322	2108.7651	1091.1426
2837	24910.3055	-11655.9509	3518.8322	2108.7651	1091.5164
2838	24919.4658	-11659.9620	3518.8322	2108.7651	1091.8902
2839	24928.6261	-11663.9731	3518.8322	2108.7651	1092.2640
2840	24937.7864	-11667.9842	3518.8322	2108.7651	1092.6378
2841	24946.9467	-11671.9953	3518.8322	2108.7651	1093.0116
2842	24956.1070	-11676.0064	3518.8322	2108.7651	1093.3854
2843	24965.2673	-11680.0175	3518.8322	2108.7651	1093.7591
2844	24974.4276	-11684.0286	3518.8322	2108.7651	1094.1329
2845	24983.5879	-11688.0397	3518.8322	2108.7651	1094.5067
2846	24992.7482	-11692.0509	3518.8322	2108.7651	1094.8805
2847	25001.9085	-11696.0620	3518.8322	2108.7651	1095.2543
2848	25011.0688	-11700.0731	3518.8322	2108.7651	1095.6281
2849	25020.2290	-11704.0842	3518.8322	2108.7651	1096.0018
2850	25029.3893	-11708.0953	3518.8322	2108.7651	1096.3756
2851	25038.5496	-11712.1064	3518.8322	2108.7651	1096.7494
2852	25047.7099	-11716.1175	3518.8322	2108.7651	1097.1232
2853	25056.8702	-11720.1286	3518.8322	2108.7651	1097.4970
2854	25066.0305	-11724.1397	3518.8322	2108.7651	1097.8708
2855	25075.1908	-11728.1509	3518.8322	2108.7651	1098.2446
2856	25084.3511	-11732.1620	3518.8322	2108.7651	1098.6183
2857	25093.5114	-11736.1731	3518.8322	2108.7651	1098.9921
2858	25102.6717	-11740.1842	3518.8322	2108.7651	1099.3659
2859	25111.8320	-11744.1953	3518.8322	2108.7651	1099.7397
2860	25120.9923	-11748.2064	3518.8322	2108.7651	1100.1135
2861	25130.1526	-11752.2175	3518.8322	2108.7651	1100.4873
2862	25139.3129	-11756.2286	3518.8322	2108.7651	1100.8611
2863	25148.4732	-11760.2397	3518.8322	2108.7651	1101.2348
2864	25157.6335	-11764.2509	3518.8322	2108.7651	1101.6086
2865	25166.7938	-11768.2620	3518.8322	2108.7651	1101.9824
2866	25175.9541	-11772.2731	3518.8322	2108.7651	1102.3562
2867	25185.1143	-11776.2842	3518.8322	2108.7651	1102.7300
2868	25194.2746	-11780.2953	3518.8322	2108.7651	1103.1038
2869	25203.4349	-11784.3064	3518.8322	2108.7651	1103.4775
2870	25212.5952	-11788.3175	3518.8322	2108.7651	1103.8513
2871	25221.7555	-11792.3286	3518.8322	2108.7651	1104.2251
2872	25230.9158	-11796.3397	3518.8322	2108.7651	1104.5989
2873	25240.0761	-11800.3509	3518.8322	2108.7651	1104.9727
2874	25249.2364	-11804.3620	3518.8322	2108.7651	1105.3465
2875	25258.3967	-11808.3731	3518.8322	2108.7651	1105.7203
2876	25267.5570	-11812.3842	3518.8322	2108.7651	1106.0940
2877	25276.7173	-11816.3953	3518.8322	2108.7651	1106.4678
2878	25285.8776	-11820.4064	3518.8322	2108.7651	1106.8416
2879	25295.0379	-11824.4175	3518.8322	2108.7651	1107.2154
2880	25304.1982	-11828.4286	3518.8322	2108.7651	1107.5892
2881	25313.3585	-11832.4397	3518.8322	2108.7651	1107.9630
2882	25322.5188	-11836.4509	3518.8322	2108.7651	1108.3368
2883	25331.6791	-11840.4620	3518.8322	2108.7651	1108.7105
2884	25340.8393	-11844.4731	3518.8322	2108.7651	1109.0843
2885	25349.9996	-11848.4842	3518.8322	2108.7651	1109.4581
2886	25359.1599	-11852.4953	3518.8322	2108.7651	1109.8319
2887	25368.3202	-11856.5064	3518.8322	2108.7651	1110.2057
2888	25377.4805	-11860.5175	3518.8322	2108.7651	1110.5795
2889	25386.6408	-11864.5286	3518.8322	2108.7651	1110.9533
2890	25395.8011	-11868.5397	3518.8322	2108.7651	1111.3270
2891	25404.9614	-11872.5508	3518.8322	2108.7651	1111.7008
2892	25414.1217	-11876.5620	3518.8322	2108.7651	1112.0746
2893	25423.2820	-11880.5731	3518.8322	2108.7651	1112.4484
2894	25432.4423	-11884.5842	3518.8322	2108.7651	1112.8222
2895	25441.6026	-11888.5953	3518.8322	2108.7651	1113.1960
2896	25450.7629	-11892.6064	3518.8322	2108.7651	1113.5697
2897	25459.9232	-11896.6175	3518.8322	2108.7651	1113.9435
2898	25469.0835	-11900.6286	3518.8322	2108.7651	1114.3173
2899	25478.2438	-11904.6397	3518.8322	2108.7651	1114.6911
2900	25487.4041	-11908.6508	3518.8322	2108.7651	1115.0649
2901	25496.5643	-11912.6620	3518.8322	2108.7651	1115.4387
2902	25505.7246	-11916.6731	3518.8322	2108.7651	1115.8125
2903	25514.8849	-11920.6842	3518.8322	2108.7651	1116.1862
2904	25524.0452	-11924.6953	3518.8322	2108.7651	1116.5600
2905	25533.2055	-11928.7064	3518.8322	2108.7651	1116.9338
2906	25542.3658	-11932.7175	3518.8322	2108.7651	1117.3076
2907	25551.5261	-11936.7286	3518.8322	2108.7651	1117.6814
2908	25560.6864	-11940.7397	3518.8322	2108.7651	1118.0552
2909	25569.8467	-11944.7508	3518.8322	2108.7651	1118.4290
2910	25579.0070	-11948.7620	3518.8322	2108.7651	1118.8027
2911	25588.1673	-11952.7731	3518.8322	2108.7651	1119.1765
2912	25597.3276	-11956.7842	3518.8322	2108.7651	1119.5503
2913	25606.4879	-11960.7953	3518.8322	2108.7651	1119.9241
2914	25615.6482	-11964.8064	3518.8322	2108.7651	1120.2979
2915	25624.8085	-11968.8175	3518.8322	2108.7651	1120.6717
2916	25633.9688	-11972.8286	3518.8322	2108.7651	1121.0454
2917	25643.1291	-11976.8397	3518.8322	2108.7651	1121.4192
2918	25652.2893	-11980.8508	3518.8322	2108.7651	1121.7930
2919	25661.4496	-11984.8620	3518.8322	2108.7651	1122.1668
2920	25670.6099	-11988.8731	3518.8322	2108.7651	1122.5406
2921	25679.7702	-11992.8842	3518.8322	2108.7651	1122.9144
2922	25688.9305	-11996.8953	3518.8322	2108.7651	1123.2882
2923	25698.0908	-12000.9064	3518.8322	2108.7651	1123.6619
2924	25707.2511	-12004.9175	3518.8322	2108.7651	1124.0357
2925	25716.4114	-12008.9286	3518.8322	2108.7651	1124.4095
2926	25725.5717	-12012.9397	3518.8322	2108.7651	1124.7833
2927	25734.7320	-12016.9508	3518.8322	2108.7651	1125.1571
2928	25743.8923	-12020.9620	3518.8322	2108.7651	1125.5309
2929	25753.0526	-12024.9731	3518.8322	2108.7651	1125.9047
2930	25762.2129	-12028.9842	3518.8322	2108.7651	1126.2784
2931	25771.3732	-12032.9953	3518.8322	2108.7651	1126.6522
2932	25780.5335	-12037.0064	3518.8322	2108.7651	1127.0260
2933	25789.6938	-12041.0175	3518.8322	2108.7651	1127.3998
2934	25798.8541	-12045.0286	3518.8322	2108.7651	1127.7736
2935	25808.0143	-12049.0397	3518.8322	2108.7651	1128.1474
2936	25817.1746	-12053.0508	3518.8322	2108.7651	1128.5211
2937	25826.3349	-12057.0619	3518.8322	2108.7651	1128.8949
2938	25835.4952	-12061.0731	3518.8322	2108.7651	1129.2687
2939	25844.6555	-12065.0842	3518.8322	2108.7651	1129.6425
2940	25853.8158	-12069.0953	3518.8322	2108.7651	1130.0163
2941	25862.9761	-12073.1064	3518.8322	2108.7651	1130.3901
2942	25872.1364	-12077.1175	3518.8322	2108.7651	1130.7639
2943	25881.2967	-12081.1286	3518.8322	2108.7651	1131.1376
2944	25890.4570	-12085.1397	3518.8322	2108.7651	1131.5114
2945	25899.6173	-12089.1508	3518.8322	2108.7651	1131.8852
2946	25908.7776	-12093.1619	3518.8322	2108.7651	1132.2590
2947	25917.9379	-12097.1731	3518.8322	2108.7651	1132.6328
2948	25927.0982	-12101.1842	3518.8322	2108.7651	1133.0066
2949	25936.2585	-12105.1953	3518.8322	2108.7651	1133.3804
2950	25945.4188	-12109.2064	3518.8322	2108.7651	1133.7541
2951	25954.5791	-12113.2175	3518.8322	2108.7651	1134.1279
2952	25963.7394	-12117.2286	3518.8322	2108.7651	1134.5017
2953	25972.8996	-12121.2397	3518.8322	2108.7651	1134.8755
2954	25982.0599	-12125.2508	3518.8322	2108.7651	1135.2493
2955	25991.2202	-12129.2619	3518.8322	2108.7651	1135.6231
2956	26000.3805	-12133.2731	3518.8322	2108.7651	1135.9968
2957	26009.5408	-12137.2842	3518.8322	2108.7651	1136.3706
2958	26018.7011	-12141.2953	3518.8322	2108.7651	1136.7444
2959	26027.8614	-12145.3064	3518.8322	2108.7651	1137.1182
2960	26037.0217	-12149.3175	3518.8322	2108.7651	1137.4920
2961	26046.1820	-12153.3286	3518.8322	2108.7651	1137.8658
2962	26055.3423	-12157.3397	3518.8322	2108.7651	1138.2396
2963	26064.5026	-12161.3508	3518.8322	2108.7651	1138.6133
2964	26073.6629	-12165.3619	3518.8322	2108.7651	1138.9871
2965	26082.8232	-12169.3731	3518.8322	2108.7651	1139.3609
2966	26091.9835	-12173.3842	3518.8322	2108.7651	1139.7347
2967	26101.1438	-12177.3953	3518.8322	2108.7651	1140.1085
2968	26110.3041	-12181.4064	3518.8322	2108.7651	1140.4823
2969	26119.4644	-12185.4175	3518.8322	2108.7651	1140.8561
2970	26128.6246	-12189.4286	3518.8322	2108.7651	1141.2298
2971	26137.7849	-12193.4397	3518.8322	2108.7651	1141.6036
2972	26146.9452	-12197.4508	3518.8322	2108.7651	1141.9774
2973	26156.1055	-12201.4619	3518.8322	2108.7651	1142.3512
2974	26165.2658	-12205.4731	3518.8322	2108.7651	1142.7250
2975	26174.4261	-12209.4842	3518.8322	2108.7651	1143.0988
2976	26183.5864	-12213.4953	3518.8322	2108.7651	1143.4725
2977	26192.7467	-12217.5064	3518.8322	2108.7651	1143.8463
2978	26201.9070	-12221.5175	3518.8322	2108.7651	1144.2201
2979	26211.0673	-12225.5286	3518.8322	2108.7651	1144.5939
2980	26220.2276	-12229.5397	3518.8322	2108.7651	1144.9677
2981	26229.3879	-12233.5508	3518.8322	2108.7651	1145.3415
2982	26238.5482	-12237.5619	3518.8322	2108.7651	1145.7153
2983	26247.7085	-12241.5730	3518.8322	2108.7651	1146.0890
2984	26256.8688	-12245.5842	3518.8322	2108.7651	1146.4628
2985	26266.0291	-12249.5953	3518.8322	2108.7651	1146.8366
2986	26275.1894	-12253.6064	3518.8322	2108.7651	1147.2104
2987	26284.3496	-12257.6175	3518.8322	2108.7651	1147.5842
2988	26293.5099	-12261.6286	3518.8322	2108.7651	1147.9580
2989	26302.6702	-12265.6397	3518.8322	2108.7651	1148.3318
2990	26311.8305	-12269.6508	3518.8322	2108.7651	1148.7055
2991	26320.9908	-12273.6619	3518.8322	2108.7651	1149.0793
2992	26330.1511	-12277.6730	3518.8322	2108.7651	1149.4531
2993	26339.3114	-12281.6842	3518.8322	2108.7651	1149.8269
2994	26348.4717	-12285.6953	3518.8322	2108.7651	1150.2007
2995	26357.6320	-12289.7064	3518.8322	2108.7651	1150.5745
2996	26366.7923	-12293.7175	3518.8322	2108.7651	1150.9482
2997	26375.9526	-12297.7286	3518.8322	2108.7651	1151.3220
2998	26385.1129	-12301.7397	3518.8322	2108.7651	1151.6958
2999	26394.2732	-12305.7508	3518.8322	2108.7651	1152.0696
3000	26403.4335	-12309.7619	3518.8322	2108.7651	1152.4434
3001	26412.5938	-12313.7730	3518.8322	2108.7651	1152.8172
3002	26421.7541	-12317.7842	3518.8322	2108.7651	1153.1910
3003	26430.9144	-12321.7953	3518.8322	2108.7651	1153.5647
3004	26440.0746	-12325.8064	3518.8322	2108.7651	1153.9385
3005	26449.2349	-12329.8175	3518.8322	2108.7651	1154.3123
3006	26458.3952	-12333.8286	3518.8322	2108.7651	1154.6861
3007	26467.5555	-12337.8397	3518.8322	2108.7651	1155.0599
3008	26476.7158	-12341.8508	3518.8322	2108.7651	1155.4337
3009	26485.8761	-12345.8619	3518.8322	2108.7651	1155.8075
3010	26495.0364	-12349.8730	3518.8322	2108.7651	1156.1812
3011	26504.1967	-12353.8842	3518.8322	2108.7651	1156.5550
3012	26513.3570	-12357.8953	3518.8322	2108.7651	1156.9288
3013	26522.5173	-12361.9064	3518.8322	2108.7651	1157.3026
3014	26531.6776	-12365.9175	3518.8322	2108.7651	1157.6764
3015	26540.8379	-12369.9286	3518.8322	2108.7651	1158.0502
3016	26549.9982	-12373.9397	3518.8322	2108.7651	1158.4240
3017	26559.1585	-12377.9508	3518.8322	2108.7651	1158.7977
3018	26568.3188	-12381.9619	3518.8322	2108.7651	1159.1715
3019	26577.4791	-12385.9730	3518.8322	2108.7651	1159.5453
3020	26586.6394	-12389.9841	3518.8322	2108.7651	1159.9191
3021	26595.7996	-12393.9953	3518.8322	2108.7651	1160.2929
3022	26604.9599	-12398.0064	3518.8322	2108.7651	1160.6667
3023	26614.1202	-12402.0175	3518.8322	2108.7651	1161.0404
3024	26623.2805	-12406.0286	3518.8322	2108.7651	1161.4142
3025	26632.4408	-12410.0397	3518.8322	2108.7651	1161.7880
3026	26641.6011	-12414.0508	3518.8322	2108.7651	1162.1618
3027	26650.7614	-12418.0619	3518.8322	2108.7651	1162.5356
3028	26659.9217	-12422.0730	3518.8322	2108.7651	1162.9094
3029	26669.0820	-12426.0841	3518.8322	2108.7651	1163.2832
3030	26678.2423	-12430.0953	3518.8322	2108.7651	1163.6569
3031	26687.4026	-12434.1064	3518.8322	2108.7651	1164.0307
3032	26696.5629	-12438.1175	3518.8322	2108.7651	1164.4045
3033	26705.7232	-12442.1286	3518.8322	2108.7651	1164.7783
3034	26714.8835	-12446.1397	3518.8322	2108.7651	1165.1521
3035	26724.0438	-12450.1508	3518.8322	2108.7651	1165.5259
3036	26733.2041	-12454.1619	3518.8322	2108.7651	1165.8997
3037	26742.3644	-12458.1730	3518.8322	2108.7651	1166.2734
3038	26751.5247	-12462.1841	3518.8322	2108.7651	1166.6472
3039	26760.6849	-12466.1953	3518.8322	2108.7651	1167.0210
