i	x_from_vent	y_from_vent	x_coord	y_coord	cloud_sigma2	mass_released
322	33459.6796	-17702.2395	711422.6796	3514460.7605	5377614.0523	3.1403e+01
323	33551.2825	-17742.3506	711514.2825	3514420.6494	5377614.0523	3.0140e+01
324	33642.8855	-17782.4617	711605.8855	3514380.5383	5377614.0523	2.8928e+01
325	33734.4884	-17822.5728	711697.4884	3514340.4272	5377614.0523	2.7765e+01
326	33826.0914	-17862.6839	711789.0914	3514300.3161	5377614.0523	2.6649e+01
327	33917.6943	-17902.7950	711880.6943	3514260.2050	5377614.0523	2.5578e+01
328	34009.2972	-17942.9061	711972.2972	3514220.0939	5377614.0523	2.4550e+01
329	34100.9002	-17983.0173	712063.9002	3514179.9827	5377614.0523	2.3563e+01
330	34192.5031	-18023.1284	712155.5031	3514139.8716	5377614.0523	2.2616e+01
331	34284.1061	-18063.2395	712247.1061	3514099.7605	5377614.0523	2.1708e+01
332	34375.7090	-18103.3506	712338.7090	3514059.6494	5377614.0523	2.0836e+01
333	34467.3119	-18143.4617	712430.3119	3514019.5383	5377614.0523	2.0000e+01
334	34558.9149	-18183.5728	712521.9149	3513979.4272	5377614.0523	1.9197e+01
335	34650.5178	-18223.6839	712613.5178	3513939.3161	5377614.0523	1.8426e+01
336	34742.1208	-18263.7950	712705.1208	3513899.2050	5377614.0523	1.7686e+01
337	34833.7237	-18303.9061	712796.7237	3513859.0939	5377614.0523	1.6977e+01
338	34925.3267	-18344.0172	712888.3267	3513818.9828	5377614.0523	1.6296e+01
339	35016.9296	-18384.1283	712979.9296	3513778.8717	5377614.0523	1.5642e+01
340	35108.5325	-18424.2394	713071.5325	3513738.7606	5377614.0523	1.5014e+01
341	35200.1355	-18464.3506	713163.1355	3513698.6494	5377614.0523	1.4412e+01
342	35291.7384	-18504.4617	713254.7384	3513658.5383	5377614.0523	1.3834e+01
343	35383.3414	-18544.5728	713346.3414	3513618.4272	5377614.0523	1.3280e+01
344	35474.9443	-18584.6839	713437.9443	3513578.3161	5377614.0523	1.2747e+01
345	35566.5473	-18624.7950	713529.5473	3513538.2050	5377614.0523	1.2237e+01
346	35658.1502	-18664.9061	713621.1502	3513498.0939	5377614.0523	1.1746e+01
347	35749.7531	-18705.0172	713712.7531	3513457.9828	5377614.0523	1.1276e+01
348	35841.3561	-18745.1283	713804.3561	3513417.8717	5377614.0523	1.0824e+01
349	35932.9590	-18785.2394	713895.9590	3513377.7606	5377614.0523	1.0390e+01
350	36024.5620	-18825.3505	713987.5620	3513337.6495	5377614.0523	9.9742e+00
351	36116.1649	-18865.4616	714079.1649	3513297.5384	5377614.0523	9.5748e+00
352	36207.7678	-18905.5728	714170.7678	3513257.4272	5377614.0523	9.1915e+00
353	36299.3708	-18945.6839	714262.3708	3513217.3161	5377614.0523	8.8236e+00
354	36390.9737	-18985.7950	714353.9737	3513177.2050	5377614.0523	8.4704e+00
355	36482.5767	-19025.9061	714445.5767	3513137.0939	5377614.0523	8.1315e+00
356	36574.1796	-19066.0172	714537.1796	3513096.9828	5377614.0523	7.8061e+00
357	36665.7826	-19106.1283	714628.7826	3513056.8717	5377614.0523	7.4938e+00
358	36757.3855	-19146.2394	714720.3855	3513016.7606	5377614.0523	7.1941e+00
359	36848.9884	-19186.3505	714811.9884	3512976.6495	5377614.0523	6.9063e+00
360	36940.5914	-19226.4616	714903.5914	3512936.5384	5377614.0523	6.6302e+00
361	37032.1943	-19266.5727	714995.1943	3512896.4273	5377614.0523	6.3651e+00
362	37123.7973	-19306.6838	715086.7973	3512856.3162	5377614.0523	6.1106e+00
363	37215.4002	-19346.7949	715178.4002	3512816.2051	5377614.0523	5.8664e+00
364	37307.0031	-19386.9061	715270.0031	3512776.0939	5377614.0523	5.6319e+00
365	37398.6061	-19427.0172	715361.6061	3512735.9828	5377614.0523	5.4069e+00
366	37490.2090	-19467.1283	715453.2090	3512695.8717	5377614.0523	5.1909e+00
367	37581.8120	-19507.2394	715544.8120	3512655.7606	5377614.0523	4.9835e+00
368	37673.4149	-19547.3505	715636.4149	3512615.6495	5377614.0523	4.7844e+00
369	37765.0179	-19587.4616	715728.0179	3512575.5384	5377614.0523	4.5934e+00
370	37856.6208	-19627.5727	715819.6208	3512535.4273	5377614.0523	4.4100e+00
371	37948.2237	-19667.6838	715911.2237	3512495.3162	5377614.0523	4.2339e+00
372	38039.8267	-19707.7949	716002.8267	3512455.2051	5377614.0523	4.0649e+00
373	38131.4296	-19747.9060	716094.4296	3512415.0940	5377614.0523	3.9026e+00
374	38223.0326	-19788.0171	716186.0326	3512374.9829	5377614.0523	3.7469e+00
375	38314.6355	-19828.1282	716277.6355	3512334.8718	5377614.0523	3.5974e+00
376	38406.2385	-19868.2394	716369.2385	3512294.7606	5377614.0523	3.4538e+00
377	38497.8414	-19908.3505	716460.8414	3512254.6495	5377614.0523	3.3161e+00
378	38589.4443	-19948.4616	716552.4443	3512214.5384	5377614.0523	3.1838e+00
379	38681.0473	-19988.5727	716644.0473	3512174.4273	5377614.0523	3.0568e+00
380	38772.6502	-20028.6838	716735.6502	3512134.3162	5377614.0523	2.9349e+00
381	38864.2532	-20068.7949	716827.2532	3512094.2051	5377614.0523	2.8179e+00
382	38955.8561	-20108.9060	716918.8561	3512054.0940	5377614.0523	2.7056e+00
383	39047.4590	-20149.0171	717010.4590	3512013.9829	5377614.0523	2.5977e+00
384	39139.0620	-20189.1282	717102.0620	3511973.8718	5377614.0523	2.4942e+00
385	39230.6649	-20229.2393	717193.6649	3511933.7607	5377614.0523	2.3948e+00
386	39322.2679	-20269.3504	717285.2679	3511893.6496	5377614.0523	2.2994e+00
387	39413.8708	-20309.4616	717376.8708	3511853.5384	5377614.0523	2.2078e+00
388	39505.4738	-20349.5727	717468.4738	3511813.4273	5377614.0523	2.1198e+00
389	39597.0767	-20389.6838	717560.0767	3511773.3162	5377614.0523	2.0354e+00
390	39688.6796	-20429.7949	717651.6796	3511733.2051	5377614.0523	1.9543e+00
391	39780.2826	-20469.9060	717743.2826	3511693.0940	5377614.0523	1.8765e+00
392	39871.8855	-20510.0171	717834.8855	3511652.9829	5377614.0523	1.8018e+00
393	39963.4885	-20550.1282	717926.4885	3511612.8718	5377614.0523	1.7301e+00
394	40055.0914	-20590.2393	718018.0914	3511572.7607	5377614.0523	1.6612e+00
395	40146.6943	-20630.3504	718109.6943	3511532.6496	5377614.0523	1.5951e+00
396	40238.2973	-20670.4615	718201.2973	3511492.5385	5377614.0523	1.5316e+00
397	40329.9002	-20710.5726	718292.9002	3511452.4274	5377614.0523	1.4707e+00
398	40421.5032	-20750.6837	718384.5032	3511412.3163	5377614.0523	1.4122e+00
399	40513.1061	-20790.7949	718476.1061	3511372.2051	5377614.0523	1.3560e+00
400	40604.7091	-20830.9060	718567.7091	3511332.0940	5377614.0523	1.3021e+00
401	40696.3120	-20871.0171	718659.3120	3511291.9829	5377614.0523	1.2503e+00
402	40787.9149	-20911.1282	718750.9149	3511251.8718	5377614.0523	1.2006e+00
403	40879.5179	-20951.2393	718842.5179	3511211.7607	5377614.0523	1.1528e+00
404	40971.1208	-20991.3504	718934.1208	3511171.6496	5377614.0523	1.1070e+00
405	41062.7238	-21031.4615	719025.7238	3511131.5385	5377614.0523	1.0630e+00
406	41154.3267	-21071.5726	719117.3267	3511091.4274	5377614.0523	1.0208e+00
407	41245.9297	-21111.6837	719208.9297	3511051.3163	5377614.0523	9.8020e-01
408	41337.5326	-21151.7948	719300.5326	3511011.2052	5377614.0523	9.4125e-01
409	41429.1355	-21191.9059	719392.1355	3510971.0941	5377614.0523	9.0385e-01
410	41520.7385	-21232.0171	719483.7385	3510930.9829	5377614.0523	8.6795e-01
411	41612.3414	-21272.1282	719575.3414	3510890.8718	5377614.0523	8.3347e-01
412	41703.9444	-21312.2393	719666.9444	3510850.7607	5377614.0523	8.0037e-01
413	41795.5473	-21352.3504	719758.5473	3510810.6496	5377614.0523	7.6859e-01
414	41887.1502	-21392.4615	719850.1502	3510770.5385	5377614.0523	7.3807e-01
415	41978.7532	-21432.5726	719941.7532	3510730.4274	5377614.0523	7.0877e-01
416	42070.3561	-21472.6837	720033.3561	3510690.3163	5377614.0523	6.8063e-01
417	42161.9591	-21512.7948	720124.9591	3510650.2052	5377614.0523	6.5361e-01
418	42253.5620	-21552.9059	720216.5620	3510610.0941	5377614.0523	6.2767e-01
419	42345.1650	-21593.0170	720308.1650	3510569.9830	5377614.0523	6.0277e-01
420	42436.7679	-21633.1281	720399.7679	3510529.8719	5377614.0523	5.7885e-01
421	42528.3708	-21673.2392	720491.3708	3510489.7608	5377614.0523	5.5588e-01
422	42619.9738	-21713.3504	720582.9738	3510449.6496	5377614.0523	5.3383e-01
423	42711.5767	-21753.4615	720674.5767	3510409.5385	5377614.0523	5.1266e-01
424	42803.1797	-21793.5726	720766.1797	3510369.4274	5377614.0523	4.9232e-01
425	42894.7826	-21833.6837	720857.7826	3510329.3163	5377614.0523	4.7280e-01
426	42986.3855	-21873.7948	720949.3855	3510289.2052	5377614.0523	4.5405e-01
427	43077.9885	-21913.9059	721040.9885	3510249.0941	5377614.0523	4.3605e-01
428	43169.5914	-21954.0170	721132.5914	3510208.9830	5377614.0523	4.1876e-01
429	43261.1944	-21994.1281	721224.1944	3510168.8719	5377614.0523	4.0217e-01
430	43352.7973	-22034.2392	721315.7973	3510128.7608	5377614.0523	3.8623e-01
431	43444.4003	-22074.3503	721407.4003	3510088.6497	5377614.0523	3.7092e-01
432	43536.0032	-22114.4614	721499.0032	3510048.5386	5377614.0523	3.5622e-01
433	43627.6061	-22154.5725	721590.6061	3510008.4275	5377614.0523	3.4211e-01
434	43719.2091	-22194.6837	721682.2091	3509968.3163	5377614.0523	3.2855e-01
435	43810.8120	-22234.7948	721773.8120	3509928.2052	5377614.0523	3.1554e-01
436	43902.4150	-22274.9059	721865.4150	3509888.0941	5377614.0523	3.0304e-01
437	43994.0179	-22315.0170	721957.0179	3509847.9830	5377614.0523	2.9104e-01
438	44085.6208	-22355.1281	722048.6208	3509807.8719	5377614.0523	2.7951e-01
439	44177.2238	-22395.2392	722140.2238	3509767.7608	5377614.0523	2.6845e-01
440	44268.8267	-22435.3503	722231.8267	3509727.6497	5377614.0523	2.5782e-01
441	44360.4297	-22475.4614	722323.4297	3509687.5386	5377614.0523	2.4761e-01
442	44452.0326	-22515.5725	722415.0326	3509647.4275	5377614.0523	2.3781e-01
443	44543.6356	-22555.6836	722506.6356	3509607.3164	5377614.0523	2.2840e-01
444	44635.2385	-22595.7947	722598.2385	3509567.2053	5377614.0523	2.1936e-01
445	44726.8414	-22635.9059	722689.8414	3509527.0941	5377614.0523	2.1068e-01
446	44818.4444	-22676.0170	722781.4444	3509486.9830	5377614.0523	2.0234e-01
447	44910.0473	-22716.1281	722873.0473	3509446.8719	5377614.0523	1.9434e-01
448	45001.6503	-22756.2392	722964.6503	3509406.7608	5377614.0523	1.8665e-01
449	45093.2532	-22796.3503	723056.2532	3509366.6497	5377614.0523	1.7927e-01
450	45184.8562	-22836.4614	723147.8562	3509326.5386	5377614.0523	1.7218e-01
451	45276.4591	-22876.5725	723239.4591	3509286.4275	5377614.0523	1.6537e-01
452	45368.0620	-22916.6836	723331.0620	3509246.3164	5377614.0523	1.5883e-01
453	45459.6650	-22956.7947	723422.6650	3509206.2053	5377614.0523	1.5255e-01
454	45551.2679	-22996.9058	723514.2679	3509166.0942	5377614.0523	1.4652e-01
455	45642.8709	-23037.0169	723605.8709	3509125.9831	5377614.0523	1.4073e-01
456	45734.4738	-23077.1280	723697.4738	3509085.8720	5377614.0523	1.3516e-01
457	45826.0767	-23117.2392	723789.0767	3509045.7608	5377614.0523	1.2982e-01
458	45917.6797	-23157.3503	723880.6797	3509005.6497	5377614.0523	1.2469e-01
459	46009.2826	-23197.4614	723972.2826	3508965.5386	5377614.0523	1.1976e-01
460	46100.8856	-23237.5725	724063.8856	3508925.4275	5377614.0523	1.1503e-01
461	46192.4885	-23277.6836	724155.4885	3508885.3164	5377614.0523	1.1049e-01
462	46284.0915	-23317.7947	724247.0915	3508845.2053	5377614.0523	1.0612e-01
463	46375.6944	-23357.9058	724338.6944	3508805.0942	5377614.0523	1.0193e-01
464	46467.2973	-23398.0169	724430.2973	3508764.9831	5377614.0523	9.7905e-02
465	46558.9003	-23438.1280	724521.9003	3508724.8720	5377614.0523	9.4039e-02
466	46650.5032	-23478.2391	724613.5032	3508684.7609	5377614.0523	9.0325e-02
467	46742.1062	-23518.3502	724705.1062	3508644.6498	5377614.0523	8.6759e-02
468	46833.7091	-23558.4613	724796.7091	3508604.5387	5377614.0523	8.3334e-02
469	46925.3120	-23598.5725	724888.3120	3508564.4275	5377614.0523	8.0044e-02
470	47016.9150	-23638.6836	724979.9150	3508524.3164	5377614.0523	7.6884e-02
471	47108.5179	-23678.7947	725071.5179	3508484.2053	5377614.0523	7.3850e-02
472	47200.1209	-23718.9058	725163.1209	3508444.0942	5377614.0523	7.0935e-02
473	47291.7238	-23759.0169	725254.7238	3508403.9831	5377614.0523	6.8136e-02
474	47383.3268	-23799.1280	725346.3268	3508363.8720	5377614.0523	6.5447e-02
475	47474.9297	-23839.2391	725437.9297	3508323.7609	5377614.0523	6.2865e-02
476	47566.5326	-23879.3502	725529.5326	3508283.6498	5377614.0523	6.0385e-02
477	47658.1356	-23919.4613	725621.1356	3508243.5387	5377614.0523	5.8003e-02
478	47749.7385	-23959.5724	725712.7385	3508203.4276	5377614.0523	5.5715e-02
479	47841.3415	-23999.6835	725804.3415	3508163.3165	5377614.0523	5.3518e-02
480	47932.9444	-24039.7947	725895.9444	3508123.2053	5377614.0523	5.1407e-02
481	48024.5474	-24079.9058	725987.5474	3508083.0942	5377614.0523	4.9380e-02
482	48116.1503	-24120.0169	726079.1503	3508042.9831	5377614.0523	4.7433e-02
483	48207.7532	-24160.1280	726170.7532	3508002.8720	5377614.0523	4.5563e-02
484	48299.3562	-24200.2391	726262.3562	3507962.7609	5377614.0523	4.3767e-02
485	48390.9591	-24240.3502	726353.9591	3507922.6498	5377614.0523	4.2041e-02
486	48482.5621	-24280.4613	726445.5621	3507882.5387	5377614.0523	4.0384e-02
487	48574.1650	-24320.5724	726537.1650	3507842.4276	5377614.0523	3.8793e-02
488	48665.7679	-24360.6835	726628.7679	3507802.3165	5377614.0523	3.7264e-02
489	48757.3709	-24400.7946	726720.3709	3507762.2054	5377614.0523	3.5796e-02
490	48848.9738	-24440.9057	726811.9738	3507722.0943	5377614.0523	3.4385e-02
491	48940.5768	-24481.0168	726903.5768	3507681.9832	5377614.0523	3.3030e-02
492	49032.1797	-24521.1280	726995.1797	3507641.8720	5377614.0523	3.1729e-02
493	49123.7827	-24561.2391	727086.7827	3507601.7609	5377614.0523	3.0479e-02
494	49215.3856	-24601.3502	727178.3856	3507561.6498	5377614.0523	2.9279e-02
495	49306.9885	-24641.4613	727269.9885	3507521.5387	5377614.0523	2.8126e-02
496	49398.5915	-24681.5724	727361.5915	3507481.4276	5377614.0523	2.7018e-02
497	49490.1944	-24721.6835	727453.1944	3507441.3165	5377614.0523	2.5954e-02
498	49581.7974	-24761.7946	727544.7974	3507401.2054	5377614.0523	2.4932e-02
499	49673.4003	-24801.9057	727636.4003	3507361.0943	5377614.0523	2.3951e-02
500	49765.0032	-24842.0168	727728.0032	3507320.9832	5377614.0523	2.3008e-02
501	49856.6062	-24882.1279	727819.6062	3507280.8721	5377614.0523	2.2102e-02
502	49948.2091	-24922.2390	727911.2091	3507240.7610	5377614.0523	2.1232e-02
503	50039.8121	-24962.3502	728002.8121	3507200.6498	5377614.0523	2.0396e-02
504	50131.4150	-25002.4613	728094.4150	3507160.5387	5377614.0523	1.9594e-02
505	50223.0180	-25042.5724	728186.0180	3507120.4276	5377614.0523	1.8823e-02
506	50314.6209	-25082.6835	728277.6209	3507080.3165	5377614.0523	1.8082e-02
507	50406.2238	-25122.7946	728369.2238	3507040.2054	5377614.0523	1.7371e-02
508	50497.8268	-25162.9057	728460.8268	3507000.0943	5377614.0523	1.6687e-02
509	50589.4297	-25203.0168	728552.4297	3506959.9832	5377614.0523	1.6031e-02
510	50681.0327	-25243.1279	728644.0327	3506919.8721	5377614.0523	1.5400e-02
511	50772.6356	-25283.2390	728735.6356	3506879.7610	5377614.0523	1.4794e-02
512	50864.2386	-25323.3501	728827.2386	3506839.6499	5377614.0523	1.4213e-02
513	50955.8415	-25363.4612	728918.8415	3506799.5388	5377614.0523	1.3654e-02
514	51047.4444	-25403.5723	729010.4444	3506759.4277	5377614.0523	1.3117e-02
515	51139.0474	-25443.6835	729102.0474	3506719.3165	5377614.0523	1.2601e-02
516	51230.6503	-25483.7946	729193.6503	3506679.2054	5377614.0523	1.2106e-02
517	51322.2533	-25523.9057	729285.2533	3506639.0943	5377614.0523	1.1630e-02
518	51413.8562	-25564.0168	729376.8562	3506598.9832	5377614.0523	1.1173e-02
519	51505.4591	-25604.1279	729468.4591	3506558.8721	5377614.0523	1.0733e-02
520	51597.0621	-25644.2390	729560.0621	3506518.7610	5377614.0523	1.0312e-02
521	51688.6650	-25684.3501	729651.6650	3506478.6499	5377614.0523	9.9063e-03
522	51780.2680	-25724.4612	729743.2680	3506438.5388	5377614.0523	9.5170e-03
523	51871.8709	-25764.5723	729834.8709	3506398.4277	5377614.0523	9.1430e-03
524	51963.4739	-25804.6834	729926.4739	3506358.3166	5377614.0523	8.7838e-03
525	52055.0768	-25844.7945	730018.0768	3506318.2055	5377614.0523	8.4387e-03
526	52146.6797	-25884.9056	730109.6797	3506278.0944	5377614.0523	8.1072e-03
527	52238.2827	-25925.0168	730201.2827	3506237.9832	5377614.0523	7.7887e-03
528	52329.8856	-25965.1279	730292.8856	3506197.8721	5377614.0523	7.4827e-03
529	52421.4886	-26005.2390	730384.4886	3506157.7610	5377614.0523	7.1888e-03
530	52513.0915	-26045.3501	730476.0915	3506117.6499	5377614.0523	6.9065e-03
531	52604.6944	-26085.4612	730567.6944	3506077.5388	5377614.0523	6.6353e-03
532	52696.2974	-26125.5723	730659.2974	3506037.4277	5377614.0523	6.3747e-03
533	52787.9003	-26165.6834	730750.9003	3505997.3166	5377614.0523	6.1244e-03
534	52879.5033	-26205.7945	730842.5033	3505957.2055	5377614.0523	5.8840e-03
535	52971.1062	-26245.9056	730934.1062	3505917.0944	5377614.0523	5.6530e-03
536	53062.7092	-26286.0167	731025.7092	3505876.9833	5377614.0523	5.4311e-03
537	53154.3121	-26326.1278	731117.3121	3505836.8722	5377614.0523	5.2179e-03
538	53245.9150	-26366.2390	731208.9150	3505796.7610	5377614.0523	5.0131e-03
539	53337.5180	-26406.3501	731300.5180	3505756.6499	5377614.0523	4.8163e-03
540	53429.1209	-26446.4612	731392.1209	3505716.5388	5377614.0523	4.6273e-03
541	53520.7239	-26486.5723	731483.7239	3505676.4277	5377614.0523	4.4457e-03
542	53612.3268	-26526.6834	731575.3268	3505636.3166	5377614.0523	4.2713e-03
543	53703.9297	-26566.7945	731666.9297	3505596.2055	5377614.0523	4.1037e-03
544	53795.5327	-26606.9056	731758.5327	3505556.0944	5377614.0523	3.9427e-03
545	53887.1356	-26647.0167	731850.1356	3505515.9833	5377614.0523	3.7880e-03
546	53978.7386	-26687.1278	731941.7386	3505475.8722	5377614.0523	3.6394e-03
547	54070.3415	-26727.2389	732033.3415	3505435.7611	5377614.0523	3.4967e-03
548	54161.9445	-26767.3500	732124.9445	3505395.6500	5377614.0523	3.3595e-03
549	54253.5474	-26807.4611	732216.5474	3505355.5389	5377614.0523	3.2278e-03
550	54345.1503	-26847.5723	732308.1503	3505315.4277	5377614.0523	3.1012e-03
551	54436.7533	-26887.6834	732399.7533	3505275.3166	5377614.0523	2.9796e-03
552	54528.3562	-26927.7945	732491.3562	3505235.2055	5377614.0523	2.8627e-03
553	54619.9592	-26967.9056	732582.9592	3505195.0944	5377614.0523	2.7505e-03
554	54711.5621	-27008.0167	732674.5621	3505154.9833	5377614.0523	2.6427e-03
555	54803.1651	-27048.1278	732766.1651	3505114.8722	5377614.0523	2.5391e-03
556	54894.7680	-27088.2389	732857.7680	3505074.7611	5377614.0523	2.4395e-03
557	54986.3709	-27128.3500	732949.3709	3505034.6500	5377614.0523	2.3439e-03
558	55077.9739	-27168.4611	733040.9739	3504994.5389	5377614.0523	2.2520e-03
559	55169.5768	-27208.5722	733132.5768	3504954.4278	5377614.0523	2.1638e-03
560	55261.1798	-27248.6833	733224.1798	3504914.3167	5377614.0523	2.0790e-03
561	55352.7827	-27288.7945	733315.7827	3504874.2055	5377614.0523	1.9975e-03
562	55444.3856	-27328.9056	733407.3856	3504834.0944	5377614.0523	1.9193e-03
563	55535.9886	-27369.0167	733498.9886	3504793.9833	5377614.0523	1.8441e-03
564	55627.5915	-27409.1278	733590.5915	3504753.8722	5377614.0523	1.7718e-03
565	55719.1945	-27449.2389	733682.1945	3504713.7611	5377614.0523	1.7024e-03
566	55810.7974	-27489.3500	733773.7974	3504673.6500	5377614.0523	1.6357e-03
567	55902.4004	-27529.4611	733865.4004	3504633.5389	5377614.0523	1.5716e-03
568	55994.0033	-27569.5722	733957.0033	3504593.4278	5377614.0523	1.5101e-03
569	56085.6062	-27609.6833	734048.6062	3504553.3167	5377614.0523	1.4509e-03
570	56177.2092	-27649.7944	734140.2092	3504513.2056	5377614.0523	1.3941e-03
571	56268.8121	-27689.9055	734231.8121	3504473.0945	5377614.0523	1.3395e-03
572	56360.4151	-27730.0166	734323.4151	3504432.9834	5377614.0523	1.2871e-03
573	56452.0180	-27770.1278	734415.0180	3504392.8722	5377614.0523	1.2367e-03
574	56543.6209	-27810.2389	734506.6209	3504352.7611	5377614.0523	1.1882e-03
575	56635.2239	-27850.3500	734598.2239	3504312.6500	5377614.0523	1.1417e-03
576	56726.8268	-27890.4611	734689.8268	3504272.5389	5377614.0523	1.0970e-03
577	56818.4298	-27930.5722	734781.4298	3504232.4278	5377614.0523	1.0541e-03
578	56910.0327	-27970.6833	734873.0327	3504192.3167	5377614.0523	1.0128e-03
579	57001.6357	-28010.7944	734964.6357	3504152.2056	5377614.0523	9.7319e-04
580	57093.2386	-28050.9055	735056.2386	3504112.0945	5377614.0523	9.3510e-04
581	57184.8415	-28091.0166	735147.8415	3504071.9834	5377614.0523	8.9850e-04
582	57276.4445	-28131.1277	735239.4445	3504031.8723	5377614.0523	8.6334e-04
583	57368.0474	-28171.2388	735331.0474	3503991.7612	5377614.0523	8.2956e-04
584	57459.6504	-28211.3499	735422.6504	3503951.6501	5377614.0523	7.9710e-04
585	57551.2533	-28251.4611	735514.2533	3503911.5389	5377614.0523	7.6592e-04
586	57642.8563	-28291.5722	735605.8563	3503871.4278	5377614.0523	7.3595e-04
587	57734.4592	-28331.6833	735697.4592	3503831.3167	5377614.0523	7.0716e-04
588	57826.0621	-28371.7944	735789.0621	3503791.2056	5377614.0523	6.7950e-04
589	57917.6651	-28411.9055	735880.6651	3503751.0945	5377614.0523	6.5292e-04
590	58009.2680	-28452.0166	735972.2680	3503710.9834	5377614.0523	6.2738e-04
591	58100.8710	-28492.1277	736063.8710	3503670.8723	5377614.0523	6.0284e-04
592	58192.4739	-28532.2388	736155.4739	3503630.7612	5377614.0523	5.7927e-04
593	58284.0768	-28572.3499	736247.0768	3503590.6501	5377614.0523	5.5662e-04
594	58375.6798	-28612.4610	736338.6798	3503550.5390	5377614.0523	5.3485e-04
595	58467.2827	-28652.5721	736430.2827	3503510.4279	5377614.0523	5.1394e-04
596	58558.8857	-28692.6833	736521.8857	3503470.3167	5377614.0523	4.9384e-04
597	58650.4886	-28732.7944	736613.4886	3503430.2056	5377614.0523	4.7453e-04
598	58742.0916	-28772.9055	736705.0916	3503390.0945	5377614.0523	4.5598e-04
599	58833.6945	-28813.0166	736796.6945	3503349.9834	5377614.0523	4.3816e-04
600	58925.2974	-28853.1277	736888.2974	3503309.8723	5377614.0523	4.2103e-04
601	59016.9004	-28893.2388	736979.9004	3503269.7612	5377614.0523	4.0457e-04
602	59108.5033	-28933.3499	737071.5033	3503229.6501	5377614.0523	3.8876e-04
603	59200.1063	-28973.4610	737163.1063	3503189.5390	5377614.0523	3.7357e-04
604	59291.7092	-29013.5721	737254.7092	3503149.4279	5377614.0523	3.5897e-04
605	59383.3121	-29053.6832	737346.3121	3503109.3168	5377614.0523	3.4494e-04
606	59474.9151	-29093.7943	737437.9151	3503069.2057	5377614.0523	3.3146e-04
607	59566.5180	-29133.9054	737529.5180	3503029.0946	5377614.0523	3.1851e-04
608	59658.1210	-29174.0166	737621.1210	3502988.9834	5377614.0523	3.0607e-04
609	59749.7239	-29214.1277	737712.7239	3502948.8723	5377614.0523	2.9411e-04
610	59841.3269	-29254.2388	737804.3269	3502908.7612	5377614.0523	2.8262e-04
611	59932.9298	-29294.3499	737895.9298	3502868.6501	5377614.0523	2.7158e-04
612	60024.5327	-29334.4610	737987.5327	3502828.5390	5377614.0523	2.6097e-04
613	60116.1357	-29374.5721	738079.1357	3502788.4279	5377614.0523	2.5078e-04
614	60207.7386	-29414.6832	738170.7386	3502748.3168	5377614.0523	2.4098e-04
615	60299.3416	-29454.7943	738262.3416	3502708.2057	5377614.0523	2.3157e-04
616	60390.9445	-29494.9054	738353.9445	3502668.0946	5377614.0523	2.2253e-04
617	60482.5475	-29535.0165	738445.5475	3502627.9835	5377614.0523	2.1384e-04
618	60574.1504	-29575.1276	738537.1504	3502587.8724	5377614.0523	2.0549e-04
619	60665.7533	-29615.2388	738628.7533	3502547.7612	5377614.0523	1.9746e-04
620	60757.3563	-29655.3499	738720.3563	3502507.6501	5377614.0523	1.8975e-04
621	60848.9592	-29695.4610	738811.9592	3502467.5390	5377614.0523	1.8235e-04
622	60940.5622	-29735.5721	738903.5622	3502427.4279	5377614.0523	1.7523e-04
623	61032.1651	-29775.6832	738995.1651	3502387.3168	5377614.0523	1.6839e-04
624	61123.7680	-29815.7943	739086.7680	3502347.2057	5377614.0523	1.6181e-04
625	61215.3710	-29855.9054	739178.3710	3502307.0946	5377614.0523	1.5550e-04
626	61306.9739	-29896.0165	739269.9739	3502266.9835	5377614.0523	1.4943e-04
627	61398.5769	-29936.1276	739361.5769	3502226.8724	5377614.0523	1.4360e-04
628	61490.1798	-29976.2387	739453.1798	3502186.7613	5377614.0523	1.3799e-04
629	61581.7828	-30016.3498	739544.7828	3502146.6502	5377614.0523	1.3261e-04
630	61673.3857	-30056.4609	739636.3857	3502106.5391	5377614.0523	1.2743e-04
631	61764.9886	-30096.5721	739727.9886	3502066.4279	5377614.0523	1.2246e-04
632	61856.5916	-30136.6832	739819.5916	3502026.3168	5377614.0523	1.1768e-04
633	61948.1945	-30176.7943	739911.1945	3501986.2057	5377614.0523	1.1309e-04
634	62039.7975	-30216.9054	740002.7975	3501946.0946	5377614.0523	1.0868e-04
635	62131.4004	-30257.0165	740094.4004	3501905.9835	5377614.0523	1.0444e-04
636	62223.0033	-30297.1276	740186.0033	3501865.8724	5377614.0523	1.0036e-04
637	62314.6063	-30337.2387	740277.6063	3501825.7613	5377614.0523	9.6449e-05
638	62406.2092	-30377.3498	740369.2092	3501785.6502	5377614.0523	9.2687e-05
639	62497.8122	-30417.4609	740460.8122	3501745.5391	5377614.0523	8.9072e-05
640	62589.4151	-30457.5720	740552.4151	3501705.4280	5377614.0523	8.5598e-05
641	62681.0181	-30497.6831	740644.0181	3501665.3169	5377614.0523	8.2260e-05
642	62772.6210	-30537.7942	740735.6210	3501625.2058	5377614.0523	7.9052e-05
643	62864.2239	-30577.9054	740827.2239	3501585.0946	5377614.0523	7.5969e-05
644	62955.8269	-30618.0165	740918.8269	3501544.9835	5377614.0523	7.3007e-05
645	63047.4298	-30658.1276	741010.4298	3501504.8724	5377614.0523	7.0160e-05
