s	phi4.0	phi3.9	phi3.8	phi3.7	phi3.6	phi3.5	phi3.4	phi3.3	phi3.2	phi3.1
223	7116.2816	8833.6833	10905.7845	13384.6457	16321.9390	19765.0913	23751.8718	28303.1886	33413.9941	39042.4403
224	7112.0126	8827.5963	10897.1528	13372.4775	16304.8950	19741.3847	23719.1501	28258.4035	33353.2670	38960.9440
225	7107.7462	8821.5136	10888.5279	13360.3203	16287.8689	19717.7066	23686.4736	28213.6892	33292.6504	38879.6178
226	7103.4823	8815.4350	10879.9098	13348.1742	16270.8606	19694.0568	23653.8420	28169.0456	33232.1439	38798.4613
227	7099.2210	8809.3607	10871.2986	13336.0391	16253.8700	19670.4355	23621.2554	28124.4727	33171.7473	38717.4743
228	7094.9623	8803.2905	10862.6941	13323.9150	16236.8972	19646.8424	23588.7137	28079.9703	33111.4606	38636.6563
229	7090.7061	8797.2245	10854.0965	13311.8020	16219.9420	19623.2777	23556.2169	28035.5384	33051.2834	38556.0071
230	7086.4525	8791.1627	10845.5057	13299.7000	16203.0046	19599.7412	23523.7648	27991.1767	32991.2155	38475.5261
231	7082.2014	8785.1051	10836.9217	13287.6089	16186.0849	19576.2329	23491.3574	27946.8853	32931.2569	38395.2132
232	7077.9529	8779.0516	10828.3445	13275.5289	16169.1828	19552.7529	23458.9946	27902.6639	32871.4072	38315.0679
233	7073.7069	8773.0023	10819.7740	13263.4599	16152.2984	19529.3010	23426.6765	27858.5125	32811.6662	38235.0899
234	7069.4634	8766.9572	10811.2104	13251.4018	16135.4317	19505.8772	23394.4028	27814.4310	32752.0339	38155.2788
235	7065.2226	8760.9162	10802.6535	13239.3547	16118.5825	19482.4815	23362.1736	27770.4192	32692.5099	38075.6344
236	7060.9842	8754.8794	10794.1034	13227.3185	16101.7509	19459.1139	23329.9889	27726.4771	32633.0941	37996.1562
237	7056.7484	8748.8468	10785.5601	13215.2933	16084.9369	19435.7744	23297.8484	27682.6044	32573.7863	37916.8439
238	7052.5151	8742.8183	10777.0235	13203.2790	16068.1405	19412.4628	23265.7523	27638.8013	32514.5863	37837.6971
239	7048.2844	8736.7940	10768.4937	13191.2757	16051.3616	19389.1791	23233.7003	27595.0674	32455.4938	37758.7156
240	7044.0562	8730.7738	10759.9706	13179.2832	16034.6002	19365.9234	23201.6925	27551.4027	32396.5088	37679.8989
241	7039.8306	8724.7578	10751.4543	13167.3017	16017.8563	19342.6956	23169.7288	27507.8071	32337.6310	37601.2467
242	7035.6075	8718.7459	10742.9447	13155.3310	16001.1300	19319.4957	23137.8092	27464.2805	32278.8601	37522.7587
243	7031.3869	8712.7382	10734.4419	13143.3712	15984.4210	19296.3236	23105.9335	27420.8228	32220.1961	37444.4346
244	7027.1689	8706.7346	10725.9458	13131.4223	15967.7296	19273.1792	23074.1017	27377.4338	32161.6387	37366.2739
245	7022.9533	8700.7351	10717.4564	13119.4843	15951.0555	19250.0627	23042.3138	27334.1135	32103.1877	37288.2764
246	7018.7404	8694.7398	10708.9737	13107.5571	15934.3989	19226.9738	23010.5697	27290.8618	32044.8429	37210.4417
247	7014.5299	8688.7486	10700.4978	13095.6408	15917.7597	19203.9127	22978.8693	27247.6784	31986.6042	37132.7695
248	7010.3220	8682.7615	10692.0285	13083.7353	15901.1378	19180.8792	22947.2125	27204.5635	31928.4714	37055.2594
249	7006.1166	8676.7786	10683.5660	13071.8406	15884.5333	19157.8733	22915.5994	27161.5167	31870.4441	36977.9111
250	7001.9137	8670.7998	10675.1102	13059.9567	15867.9461	19134.8950	22884.0299	27118.5380	31812.5224	36900.7242
251	6997.7133	8664.8251	10666.6610	13048.0837	15851.3763	19111.9443	22852.5038	27075.6274	31754.7059	36823.6985
252	6993.5155	8658.8545	10658.2185	13036.2214	15834.8237	19089.0211	22821.0212	27032.7846	31696.9944	36746.8335
253	6989.3201	8652.8880	10649.7828	13024.3699	15818.2885	19066.1255	22789.5819	26990.0097	31639.3879	36670.1290
254	6985.1273	8646.9256	10641.3537	13012.5292	15801.7705	19043.2572	22758.1860	26947.3024	31581.8861	36593.5846
255	6980.9370	8640.9674	10632.9312	13000.6992	15785.2697	19020.4164	22726.8333	26904.6627	31524.4887	36517.2000
256	6976.7492	8635.0133	10624.5155	12988.8800	15768.7862	18997.6030	22695.5238	26862.0905	31467.1957	36440.9748
257	6972.5640	8629.0632	10616.1064	12977.0716	15752.3199	18974.8170	22664.2574	26819.5856	31410.0068	36364.9088
258	6968.3812	8623.1173	10607.7039	12965.2739	15735.8708	18952.0583	22633.0341	26777.1480	31352.9219	36289.0015
259	6964.2010	8617.1754	10599.3081	12953.4869	15719.4389	18929.3269	22601.8538	26734.7776	31295.9407	36213.2527
260	6960.0232	8611.2377	10590.9190	12941.7106	15703.0241	18906.6227	22570.7165	26692.4742	31239.0630	36137.6619
261	6955.8480	8605.3040	10582.5364	12929.9451	15686.6265	18883.9458	22539.6220	26650.2377	31182.2887	36062.2290
262	6951.6753	8599.3745	10574.1606	12918.1902	15670.2460	18861.2961	22508.5704	26608.0681	31125.6176	35986.9535
263	6947.5050	8593.4490	10565.7913	12906.4460	15653.8826	18838.6735	22477.5616	26565.9652	31069.0495	35911.8352
264	6943.3373	8587.5276	10557.4287	12894.7125	15637.5363	18816.0781	22446.5955	26523.9289	31012.5842	35836.8736
265	6939.1721	8581.6102	10549.0727	12882.9897	15621.2070	18793.5098	22415.6721	26481.9591	30956.2215	35762.0686
266	6935.0093	8575.6970	10540.7233	12871.2775	15604.8948	18770.9686	22384.7913	26440.0557	30899.9613	35687.4196
267	6930.8491	8569.7878	10532.3805	12859.5759	15588.5997	18748.4544	22353.9530	26398.2187	30843.8033	35612.9265
268	6926.6914	8563.8827	10524.0443	12847.8850	15572.3215	18725.9671	22323.1572	26356.4478	30787.7474	35538.5889
269	6922.5361	8557.9817	10515.7147	12836.2048	15556.0604	18703.5069	22292.4038	26314.7430	30731.7933	35464.4065
270	6918.3834	8552.0848	10507.3917	12824.5351	15539.8162	18681.0736	22261.6928	26273.1043	30675.9409	35390.3789
271	6914.2331	8546.1919	10499.0753	12812.8761	15523.5890	18658.6672	22231.0240	26231.5314	30620.1901	35316.5058
272	6910.0854	8540.3030	10490.7655	12801.2277	15507.3788	18636.2877	22200.3976	26190.0243	30564.5405	35242.7869
273	6905.9401	8534.4182	10482.4623	12789.5898	15491.1854	18613.9350	22169.8133	26148.5829	30508.9921	35169.2219
274	6901.7973	8528.5375	10474.1656	12777.9625	15475.0090	18591.6092	22139.2712	26107.2070	30453.5447	35095.8105
275	6897.6570	8522.6608	10465.8755	12766.3458	15458.8495	18569.3101	22108.7711	26065.8966	30398.1980	35022.5523
276	6893.5192	8516.7882	10457.5919	12754.7397	15442.7068	18547.0378	22078.3131	26024.6516	30342.9519	34949.4470
277	6889.3838	8510.9196	10449.3149	12743.1441	15426.5810	18524.7921	22047.8970	25983.4719	30287.8063	34876.4944
278	6885.2510	8505.0551	10441.0445	12731.5591	15410.4721	18502.5732	22017.5229	25942.3573	30232.7608	34803.6940
279	6881.1206	8499.1946	10432.7806	12719.9846	15394.3799	18480.3809	21987.1905	25901.3077	30177.8154	34731.0455
280	6876.9927	8493.3382	10424.5233	12708.4206	15378.3046	18458.2152	21956.9000	25860.3232	30122.9698	34658.5487
281	6872.8673	8487.4857	10416.2724	12696.8671	15362.2461	18436.0761	21926.6512	25819.4034	30068.2240	34586.2033
282	6868.7443	8481.6374	10408.0282	12685.3241	15346.2043	18413.9636	21896.4440	25778.5485	30013.5776	34514.0088
283	6864.6238	8475.7930	10399.7904	12673.7916	15330.1793	18391.8776	21866.2785	25737.7581	29959.0305	34441.9650
284	6860.5058	8469.9527	10391.5592	12662.2696	15314.1710	18369.8181	21836.1545	25697.0323	29904.5826	34370.0717
285	6856.3903	8464.1164	10383.3344	12650.7581	15298.1794	18347.7850	21806.0721	25656.3710	29850.2336	34298.3284
286	6852.2772	8458.2841	10375.1162	12639.2571	15282.2045	18325.7784	21776.0311	25615.7740	29795.9834	34226.7348
287	6848.1666	8452.4558	10366.9045	12627.7665	15266.2463	18303.7981	21746.0314	25575.2412	29741.8318	34155.2907
288	6844.0585	8446.6316	10358.6993	12616.2863	15250.3048	18281.8442	21716.0731	25534.7726	29687.7786	34083.9957
289	6839.9528	8440.8113	10350.5006	12604.8166	15234.3799	18259.9167	21686.1561	25494.3680	29633.8236	34012.8496
290	6835.8496	8434.9951	10342.3084	12593.3573	15218.4716	18238.0155	21656.2803	25454.0273	29579.9667	33941.8519
291	6831.7489	8429.1829	10334.1226	12581.9084	15202.5800	18216.1405	21626.4456	25413.7505	29526.2077	33871.0025
292	6827.6506	8423.3747	10325.9433	12570.4700	15186.7050	18194.2917	21596.6520	25373.5374	29472.5464	33800.3009
293	6823.5548	8417.5705	10317.7706	12559.0419	15170.8465	18172.4692	21566.8995	25333.3879	29418.9826	33729.7469
294	6819.4614	8411.7703	10309.6042	12547.6242	15155.0046	18150.6728	21537.1880	25293.3020	29365.5161	33659.3402
295	6815.3705	8405.9741	10301.4444	12536.2169	15139.1792	18128.9026	21507.5174	25253.2795	29312.1469	33589.0805
296	6811.2820	8400.1818	10293.2910	12524.8200	15123.3704	18107.1585	21477.8877	25213.3203	29258.8746	33518.9674
297	6807.1960	8394.3936	10285.1440	12513.4335	15107.5780	18085.4405	21448.2988	25173.4243	29205.6991	33449.0007
298	6803.1124	8388.6094	10277.0035	12502.0572	15091.8022	18063.7485	21418.7506	25133.5915	29152.6203	33379.1800
299	6799.0313	8382.8291	10268.8695	12490.6914	15076.0428	18042.0826	21389.2432	25093.8217	29099.6379	33309.5051
300	6794.9527	8377.0528	10260.7418	12479.3358	15060.2999	18020.4426	21359.7764	25054.1149	29046.7519	33239.9755
301	6790.8765	8371.2805	10252.6207	12467.9906	15044.5734	17998.8286	21330.3502	25014.4708	28993.9619	33170.5912
302	6786.8027	8365.5122	10244.5059	12456.6557	15028.8634	17977.2405	21300.9646	24974.8895	28941.2679	33101.3516
303	6782.7314	8359.7479	10236.3976	12445.3311	15013.1697	17955.6783	21271.6194	24935.3708	28888.6697	33032.2566
304	6778.6625	8353.9875	10228.2956	12434.0168	14997.4925	17934.1419	21242.3147	24895.9147	28836.1670	32963.3059
305	6774.5961	8348.2311	10220.2001	12422.7128	14981.8316	17912.6314	21213.0503	24856.5210	28783.7598	32894.4990
306	6770.5321	8342.4787	10212.1110	12411.4191	14966.1870	17891.1467	21183.8263	24817.1896	28731.4478	32825.8358
307	6766.4705	8336.7302	10204.0283	12400.1356	14950.5588	17869.6878	21154.6425	24777.9205	28679.2309	32757.3159
308	6762.4114	8330.9857	10195.9520	12388.8624	14934.9470	17848.2546	21125.4989	24738.7135	28627.1089	32688.9390
309	6758.3547	8325.2452	10187.8821	12377.5995	14919.3514	17826.8471	21096.3954	24699.5685	28575.0816	32620.7048
310	6754.3004	8319.5086	10179.8186	12366.3467	14903.7721	17805.4653	21067.3321	24660.4855	28523.1489	32552.6131
311	6750.2486	8313.7759	10171.7615	12355.1043	14888.2091	17784.1091	21038.3088	24621.4643	28471.3105	32484.6635
312	6746.1992	8308.0473	10163.7107	12343.8720	14872.6623	17762.7786	21009.3255	24582.5049	28419.5664	32416.8558
313	6742.1522	8302.3225	10155.6663	12332.6499	14857.1318	17741.4736	20980.3821	24543.6071	28367.9163	32349.1896
314	6738.1077	8296.6017	10147.6283	12321.4381	14841.6174	17720.1942	20951.4786	24504.7709	28316.3601	32281.6646
315	6734.0656	8290.8849	10139.5967	12310.2364	14826.1193	17698.9403	20922.6149	24465.9961	28264.8976	32214.2806
316	6730.0259	8285.1720	10131.5714	12299.0449	14810.6374	17677.7119	20893.7909	24427.2826	28213.5286	32147.0373
317	6725.9886	8279.4630	10123.5524	12287.8636	14795.1716	17656.5089	20865.0067	24388.6305	28162.2529	32079.9343
318	6721.9538	8273.7579	10115.5398	12276.6925	14779.7220	17635.3314	20836.2621	24350.0394	28111.0705	32012.9713
319	6717.9214	8268.0568	10107.5335	12265.5315	14764.2885	17614.1793	20807.5572	24311.5095	28059.9810	31946.1482
320	6713.8914	8262.3596	10099.5336	12254.3807	14748.8711	17593.0526	20778.8917	24273.0405	28008.9845	31879.4645
321	6709.8638	8256.6664	10091.5400	12243.2400	14733.4699	17571.9512	20750.2658	24234.6324	27958.0806	31812.9201
322	6705.8386	8250.9770	10083.5528	12232.1094	14718.0847	17550.8751	20721.6793	24196.2851	27907.2692	31746.5145
323	6701.8159	8245.2916	10075.5718	12220.9889	14702.7156	17529.8243	20693.1322	24157.9984	27856.5502	31680.2475
324	6697.7955	8239.6101	10067.5972	12209.8786	14687.3625	17508.7987	20664.6244	24119.7723	27805.9233	31614.1189
325	6693.7776	8233.9325	10059.6289	12198.7783	14672.0254	17487.7984	20636.1559	24081.6067	27755.3884	31548.1283
326	6689.7621	8228.2589	10051.6669	12187.6882	14656.7044	17466.8232	20607.7266	24043.5015	27704.9454	31482.2755
327	6685.7490	8222.5891	10043.7112	12176.6081	14641.3994	17445.8732	20579.3365	24005.4566	27654.5941	31416.5601
328	6681.7383	8216.9232	10035.7618	12165.5381	14626.1103	17424.9484	20550.9855	23967.4719	27604.3343	31350.9819
329	6677.7300	8211.2613	10027.8186	12154.4782	14610.8373	17404.0486	20522.6735	23929.5473	27554.1658	31285.5406
330	6673.7241	8205.6032	10019.8818	12143.4283	14595.5801	17383.1739	20494.4005	23891.6827	27504.0885	31220.2358
331	6669.7206	8199.9491	10011.9513	12132.3885	14580.3389	17362.3242	20466.1665	23853.8781	27454.1022	31155.0674
332	6665.7195	8194.2988	10004.0270	12121.3587	14565.1137	17341.4996	20437.9714	23816.1332	27404.2068	31090.0350
333	6661.7208	8188.6525	9996.1090	12110.3389	14549.9043	17320.6999	20409.8152	23778.4481	27354.4020	31025.1384
334	6657.7245	8183.0100	9988.1972	12099.3292	14534.7108	17299.9252	20381.6977	23740.8226	27304.6877	30960.3772
335	6653.7306	8177.3714	9980.2918	12088.3294	14519.5331	17279.1753	20353.6189	23703.2566	27255.0638	30895.7513
336	6649.7391	8171.7367	9972.3926	12077.3397	14504.3713	17258.4504	20325.5789	23665.7501	27205.5301	30831.2602
337	6645.7500	8166.1059	9964.4996	12066.3599	14489.2254	17237.7503	20297.5774	23628.3029	27156.0864	30766.9037
338	6641.7633	8160.4790	9956.6129	12055.3902	14474.0953	17217.0751	20269.6146	23590.9150	27106.7326	30702.6816
339	6637.7790	8154.8559	9948.7324	12044.4304	14458.9809	17196.4246	20241.6903	23553.5862	27057.4685	30638.5935
340	6633.7971	8149.2367	9940.8582	12033.4806	14443.8824	17175.7990	20213.8044	23516.3165	27008.2939	30574.6392
341	6629.8176	8143.6214	9932.9902	12022.5407	14428.7996	17155.1980	20185.9570	23479.1058	26959.2087	30510.8184
342	6625.8404	8138.0100	9925.1284	12011.6108	14413.7325	17134.6218	20158.1479	23441.9540	26910.2126	30447.1308
343	6621.8656	8132.4024	9917.2728	12000.6908	14398.6812	17114.0703	20130.3771	23404.8609	26861.3057	30383.5761
344	6617.8933	8126.7987	9909.4235	11989.7807	14383.6456	17093.5434	20102.6446	23367.8266	26812.4876	30320.1541
345	6613.9233	8121.1988	9901.5804	11978.8805	14368.6257	17073.0411	20074.9503	23330.8508	26763.7582	30256.8645
346	6609.9557	8115.6028	9893.7435	11967.9903	14353.6215	17052.5634	20047.2941	23293.9335	26715.1174	30193.7071
347	6605.9904	8110.0107	9885.9127	11957.1100	14338.6330	17032.1103	20019.6761	23257.0747	26666.5650	30130.6814
348	6602.0276	8104.4224	9878.0882	11946.2395	14323.6601	17011.6817	19992.0961	23220.2742	26618.1008	30067.7873
349	6598.0671	8098.8380	9870.2699	11935.3790	14308.7029	16991.2776	19964.5541	23183.5319	26569.7247	30005.0245
350	6594.1090	8093.2574	9862.4578	11924.5283	14293.7612	16970.8980	19937.0500	23146.8478	26521.4366	29942.3927
351	6590.1533	8087.6807	9854.6518	11913.6874	14278.8352	16950.5428	19909.5838	23110.2217	26473.2362	29879.8916
352	6586.1999	8082.1078	9846.8520	11902.8565	14263.9248	16930.2120	19882.1555	23073.6535	26425.1234	29817.5210
353	6582.2489	8076.5387	9839.0584	11892.0354	14249.0299	16909.9056	19854.7649	23037.1432	26377.0980	29755.2806
354	6578.3003	8070.9735	9831.2710	11881.2241	14234.1506	16889.6236	19827.4121	23000.6907	26329.1599	29693.1701
355	6574.3541	8065.4121	9823.4897	11870.4226	14219.2868	16869.3659	19800.0970	22964.2959	26281.3090	29631.1892
356	6570.4102	8059.8546	9815.7146	11859.6310	14204.4385	16849.1325	19772.8195	22927.9587	26233.5450	29569.3378
357	6566.4687	8054.3008	9807.9457	11848.8492	14189.6058	16828.9234	19745.5796	22891.6789	26185.8678	29507.6154
358	6562.5295	8048.7509	9800.1829	11838.0771	14174.7885	16808.7385	19718.3772	22855.4566	26138.2772	29446.0219
359	6558.5927	8043.2049	9792.4262	11827.3149	14159.9867	16788.5778	19691.2123	22819.2916	26090.7732	29384.5569
360	6554.6583	8037.6626	9784.6757	11816.5624	14145.2004	16768.4413	19664.0848	22783.1838	26043.3555	29323.2203
361	6550.7263	8032.1242	9776.9313	11805.8198	14130.4295	16748.3290	19636.9946	22747.1331	25996.0239	29262.0117
362	6546.7966	8026.5896	9769.1930	11795.0869	14115.6740	16728.2408	19609.9418	22711.1395	25948.7784	29200.9308
363	6542.8692	8021.0588	9761.4609	11784.3637	14100.9339	16708.1766	19582.9263	22675.2029	25901.6188	29139.9774
364	6538.9442	8015.5318	9753.7349	11773.6503	14086.2093	16688.1366	19555.9480	22639.3231	25854.5448	29079.1513
365	6535.0216	8010.0086	9746.0150	11762.9467	14071.5000	16668.1206	19529.0068	22603.5000	25807.5564	29018.4522
366	6531.1013	8004.4892	9738.3012	11752.2527	14056.8060	16648.1285	19502.1028	22567.7337	25760.6534	28957.8797
367	6527.1834	7998.9737	9730.5935	11741.5685	14042.1274	16628.1605	19475.2358	22532.0240	25713.8357	28897.4337
368	6523.2678	7993.4619	9722.8919	11730.8940	14027.4642	16608.2164	19448.4058	22496.3707	25667.1030	28837.1138
369	6519.3546	7987.9539	9715.1965	11720.2293	14012.8162	16588.2962	19421.6129	22460.7739	25620.4553	28776.9199
370	6515.4437	7982.4497	9707.5071	11709.5742	13998.1836	16568.4000	19394.8568	22425.2334	25573.8923	28716.8516
371	6511.5351	7976.9493	9699.8237	11698.9288	13983.5662	16548.5275	19368.1375	22389.7491	25527.4140	28656.9087
372	6507.6289	7971.4527	9692.1465	11688.2930	13968.9641	16528.6790	19341.4551	22354.3210	25481.0202	28597.0909
373	6503.7251	7965.9599	9684.4754	11677.6670	13954.3772	16508.8542	19314.8095	22318.9490	25434.7106	28537.3980
374	6499.8236	7960.4709	9676.8103	11667.0506	13939.8056	16489.0532	19288.2005	22283.6329	25388.4852	28477.8297
375	6495.9244	7954.9857	9669.1513	11656.4438	13925.2492	16469.2760	19261.6282	22248.3727	25342.3439	28418.3857
376	6492.0276	7949.5042	9661.4983	11645.8467	13910.7079	16449.5224	19235.0925	22213.1683	25296.2864	28359.0658
377	6488.1331	7944.0265	9653.8514	11635.2592	13896.1819	16429.7926	19208.5934	22178.0196	25250.3126	28299.8698
378	6484.2409	7938.5526	9646.2106	11624.6814	13881.6710	16410.0864	19182.1308	22142.9265	25204.4223	28240.7973
379	6480.3511	7933.0825	9638.5758	11614.1132	13867.1753	16390.4039	19155.7046	22107.8889	25158.6155	28181.8481
380	6476.4636	7927.6161	9630.9470	11603.5546	13852.6948	16370.7450	19129.3149	22072.9068	25112.8919	28123.0219
381	6472.5785	7922.1535	9623.3243	11593.0055	13838.2293	16351.1097	19102.9615	22037.9801	25067.2514	28064.3186
382	6468.6957	7916.6947	9615.7076	11582.4661	13823.7790	16331.4979	19076.6444	22003.1086	25021.6938	28005.7377
383	6464.8152	7911.2396	9608.0970	11571.9363	13809.3437	16311.9096	19050.3635	21968.2923	24976.2191	27947.2792
384	6460.9370	7905.7883	9600.4923	11561.4160	13794.9235	16292.3448	19024.1189	21933.5310	24930.8269	27888.9427
385	6457.0612	7900.3407	9592.8937	11550.9053	13780.5184	16272.8035	18997.9104	21898.8248	24885.5173	27830.7279
386	6453.1876	7894.8969	9585.3011	11540.4041	13766.1283	16253.2856	18971.7380	21864.1735	24840.2901	27772.6347
387	6449.3165	7889.4569	9577.7146	11529.9125	13751.7533	16233.7912	18945.6017	21829.5770	24795.1450	27714.6627
388	6445.4476	7884.0205	9570.1340	11519.4304	13737.3932	16214.3201	18919.5014	21795.0353	24750.0820	27656.8118
389	6441.5810	7878.5880	9562.5594	11508.9579	13723.0482	16194.8724	18893.4371	21760.5482	24705.1009	27599.0816
390	6437.7168	7873.1592	9554.9908	11498.4949	13708.7181	16175.4480	18867.4086	21726.1157	24660.2015	27541.4719
391	6433.8549	7867.7341	9547.4282	11488.0414	13694.4030	16156.0469	18841.4160	21691.7377	24615.3837	27483.9824
392	6429.9953	7862.3127	9539.8716	11477.5973	13680.1028	16136.6691	18815.4592	21657.4141	24570.6474	27426.6130
393	6426.1380	7856.8951	9532.3210	11467.1628	13665.8176	16117.3145	18789.5382	21623.1448	24525.9924	27369.3633
394	6422.2831	7851.4813	9524.7763	11456.7378	13651.5473	16097.9831	18763.6529	21588.9297	24481.4185	27312.2331
395	6418.4304	7846.0711	9517.2376	11446.3223	13637.2919	16078.6749	18737.8033	21554.7687	24436.9257	27255.2222
396	6414.5801	7840.6647	9509.7049	11435.9162	13623.0514	16059.3899	18711.9892	21520.6618	24392.5137	27198.3303
397	6410.7320	7835.2620	9502.1782	11425.5196	13608.8257	16040.1280	18686.2107	21486.6089	24348.1824	27141.5571
398	6406.8863	7829.8631	9494.6574	11415.1324	13594.6149	16020.8892	18660.4678	21452.6099	24303.9317	27084.9024
399	6403.0429	7824.4678	9487.1425	11404.7547	13580.4189	16001.6735	18634.7603	21418.6646	24259.7614	27028.3660
400	6399.2018	7819.0763	9479.6336	11394.3864	13566.2378	15982.4808	18609.0882	21384.7731	24215.6714	26971.9476
401	6395.3630	7813.6885	9472.1307	11384.0275	13552.0715	15963.3111	18583.4515	21350.9352	24171.6615	26915.6470
402	6391.5265	7808.3044	9464.6336	11373.6781	13537.9200	15944.1645	18557.8501	21317.1508	24127.7316	26859.4639
403	6387.6923	7802.9240	9457.1426	11363.3380	13523.7832	15925.0408	18532.2840	21283.4199	24083.8816	26803.3980
404	6383.8604	7797.5473	9449.6574	11353.0074	13509.6612	15905.9400	18506.7531	21249.7424	24040.1112	26747.4492
405	6380.0308	7792.1743	9442.1782	11342.6862	13495.5540	15886.8622	18481.2573	21216.1182	23996.4204	26691.6172
406	6376.2035	7786.8051	9434.7049	11332.3743	13481.4615	15867.8072	18455.7967	21182.5471	23952.8090	26635.9018
407	6372.3785	7781.4395	9427.2375	11322.0718	13467.3837	15848.7751	18430.3712	21149.0292	23909.2768	26580.3026
408	6368.5557	7776.0776	9419.7760	11311.7787	13453.3206	15829.7658	18404.9807	21115.5643	23865.8238	26524.8195
409	6364.7353	7770.7194	9412.3204	11301.4949	13439.2721	15810.7793	18379.6251	21082.1524	23822.4497	26469.4522
410	6360.9172	7765.3649	9404.8707	11291.2205	13425.2384	15791.8156	18354.3045	21048.7934	23779.1545	26414.2004
411	6357.1014	7760.0141	9397.4270	11280.9554	13411.2193	15772.8747	18329.0188	21015.4871	23735.9379	26359.0640
412	6353.2878	7754.6670	9389.9891	11270.6997	13397.2149	15753.9564	18303.7679	20982.2335	23692.7999	26304.0427
413	6349.4765	7749.3236	9382.5571	11260.4533	13383.2250	15735.0609	18278.5519	20949.0326	23649.7403	26249.1362
414	6345.6676	7743.9838	9375.1310	11250.2162	13369.2498	15716.1880	18253.3705	20915.8842	23606.7590	26194.3444
415	6341.8609	7738.6478	9367.7107	11239.9884	13355.2892	15697.3377	18228.2238	20882.7882	23563.8557	26139.6669
416	6338.0565	7733.3154	9360.2963	11229.7699	13341.3432	15678.5101	18203.1118	20849.7446	23521.0305	26085.1036
417	6334.2543	7727.9867	9352.8878	11219.5607	13327.4117	15659.7050	18178.0344	20816.7533	23478.2831	26030.6541
418	6330.4545	7722.6616	9345.4852	11209.3608	13313.4947	15640.9225	18152.9915	20783.8142	23435.6133	25976.3183
419	6326.6569	7717.3402	9338.0884	11199.1701	13299.5923	15622.1625	18127.9831	20750.9272	23393.0211	25922.0960
420	6322.8617	7712.0225	9330.6975	11188.9887	13285.7045	15603.4250	18103.0092	20718.0923	23350.5063	25867.9868
421	6319.0686	7706.7085	9323.3124	11178.8166	13271.8311	15584.7100	18078.0697	20685.3093	23308.0688	25813.9905
422	6315.2779	7701.3981	9315.9332	11168.6537	13257.9722	15566.0175	18053.1645	20652.5782	23265.7084	25760.1070
423	6311.4894	7696.0914	9308.5598	11158.5001	13244.1278	15547.3473	18028.2937	20619.8988	23223.4250	25706.3359
424	6307.7033	7690.7883	9301.1923	11148.3557	13230.2978	15528.6996	18003.4571	20587.2712	23181.2185	25652.6771
425	6303.9193	7685.4889	9293.8306	11138.2205	13216.4823	15510.0742	17978.6547	20554.6952	23139.0886	25599.1303
426	6300.1377	7680.1931	9286.4747	11128.0945	13202.6812	15491.4712	17953.8865	20522.1708	23097.0353	25545.6952
427	6296.3583	7674.9010	9279.1246	11117.9777	13188.8945	15472.8904	17929.1525	20489.6978	23055.0585	25492.3717
428	6292.5812	7669.6126	9271.7803	11107.8701	13175.1222	15454.3320	17904.4524	20457.2762	23013.1579	25439.1595
429	6288.8064	7664.3277	9264.4419	11097.7718	13161.3643	15435.7958	17879.7865	20424.9060	22971.3335	25386.0584
430	6285.0338	7659.0466	9257.1093	11087.6826	13147.6207	15417.2819	17855.1545	20392.5869	22929.5851	25333.0681
431	6281.2635	7653.7690	9249.7824	11077.6025	13133.8915	15398.7901	17830.5564	20360.3190	22887.9126	25280.1885
432	6277.4954	7648.4951	9242.4614	11067.5317	13120.1767	15380.3206	17805.9922	20328.1021	22846.3158	25227.4192
433	6273.7296	7643.2248	9235.1462	11057.4699	13106.4762	15361.8732	17781.4619	20295.9362	22804.7946	25174.7600
434	6269.9661	7637.9582	9227.8367	11047.4174	13092.7899	15343.4479	17756.9654	20263.8212	22763.3488	25122.2108
435	6266.2048	7632.6952	9220.5331	11037.3740	13079.1180	15325.0447	17732.5026	20231.7570	22721.9784	25069.7713
436	6262.4458	7627.4358	9213.2352	11027.3397	13065.4603	15306.6636	17708.0735	20199.7436	22680.6832	25017.4412
437	6258.6890	7622.1800	9205.9431	11017.3145	13051.8169	15288.3045	17683.6780	20167.7808	22639.4630	24965.2204
438	6254.9345	7616.9279	9198.6567	11007.2984	13038.1878	15269.9675	17659.3162	20135.8686	22598.3178	24913.1085
439	6251.1822	7611.6794	9191.3762	10997.2915	13024.5729	15251.6524	17634.9879	20104.0069	22557.2473	24861.1055
440	6247.4322	7606.4345	9184.1014	10987.2936	13010.9722	15233.3593	17610.6932	20072.1956	22516.2515	24809.2110
441	6243.6845	7601.1932	9176.8323	10977.3048	12997.3857	15215.0882	17586.4319	20040.4346	22475.3301	24757.4248
442	6239.9389	7595.9555	9169.5690	10967.3252	12983.8134	15196.8390	17562.2041	20008.7239	22434.4832	24705.7467
443	6236.1957	7590.7215	9162.3115	10957.3546	12970.2552	15178.6116	17538.0096	19977.0634	22393.7105	24654.1765
444	6232.4547	7585.4910	9155.0597	10947.3930	12956.7113	15160.4061	17513.8484	19945.4529	22353.0118	24602.7139
445	6228.7159	7580.2641	9147.8136	10937.4405	12943.1814	15142.2225	17489.7206	19913.8925	22312.3872	24551.3588
446	6224.9794	7575.0409	9140.5733	10927.4971	12929.6657	15124.0607	17465.6259	19882.3820	22271.8363	24500.1108
