s	phi1.0	phi0.9	phi0.8	phi0.7	phi0.6	phi0.5	phi0.4	phi0.3	phi0.2	phi0.1
44	585556.3503	618844.3365	650683.7690	680538.4198	707851.0422	732055.1535	752588.9524	768911.1835	780518.6309	786964.7724
45	578898.3397	611305.8817	642192.2913	671024.3862	697250.2574	720311.3606	739656.7030	754758.9145	765131.8571	770349.2752
46	572316.0333	603859.2566	633811.6282	661643.3603	686808.2301	708755.9643	726946.6773	740867.1264	750048.4109	754084.5876
47	565808.5704	596503.3426	625540.3333	652393.4826	676522.5827	697385.9423	714455.0566	727231.0250	735262.3126	738163.3027
48	559375.0999	589237.0347	617376.9796	643272.9197	666390.9733	686198.3206	702178.0880	713845.9042	720767.7004	722578.1702
49	553014.7806	582059.2414	609320.1584	634279.8636	656411.0949	675190.1734	690112.0829	700707.1445	706558.8281	707322.0927
50	546726.7806	574968.8844	601368.4793	625412.5319	646580.6754	664358.6212	678253.4161	687810.2115	692630.0628	692388.1228
51	540510.2778	567964.8986	593520.5703	616669.1668	636897.4763	653700.8313	666598.5250	675150.6542	678975.8825	677769.4597
52	534364.4591	561046.2319	585775.0771	608048.0354	627359.2929	643214.0160	655143.9078	662724.1037	665590.8743	663459.4462
53	528288.5208	554211.8450	578130.6633	599547.4287	617963.9534	632895.4326	643886.1231	650526.2712	652469.7317	649451.5656
54	522281.6683	547460.7111	570586.0098	591165.6618	608709.3186	622742.3822	632821.7886	638552.9471	639607.2532	635739.4390
55	516343.1162	540791.8163	563139.8146	582901.0734	599593.2814	612752.2093	621947.5800	626799.9992	626998.3394	622316.8218
56	510472.0878	534204.1586	555790.7928	574752.0252	590613.7660	602922.3010	611260.2305	615263.3713	614637.9918	609177.6017
57	504667.8153	527696.7485	548537.6765	566716.9019	581768.7279	593250.0863	600756.5289	603939.0819	602521.3102	596315.7951
58	498929.5398	521268.6084	541379.2139	558794.1110	573056.1532	583733.0354	590433.3197	592823.2229	590643.4911	583725.5448
59	493256.5107	514918.7727	534314.1698	550982.0818	564474.0581	574368.6592	580287.5011	581911.9578	578999.8257	571401.1175
60	487647.9863	508646.2876	527341.3251	543279.2661	556020.4886	565154.5084	570316.0251	571201.5211	567585.6980	559336.9007
61	482103.2330	502450.2108	520459.4767	535684.1370	547693.5198	556088.1731	560515.8958	560688.2163	556396.5830	547527.4004
62	476621.5258	496329.6115	513667.4369	528195.1889	539491.2558	547167.2820	550884.1688	550368.4153	545428.0449	535967.2388
63	471202.1479	490283.5704	506964.0339	520810.9375	531411.8290	538389.5018	541417.9503	540238.5563	534675.7353	524651.1514
64	465844.3904	484311.1791	500348.1108	513529.9191	523453.3998	529752.5367	532114.3963	530295.1434	524135.3917	513573.9850
65	460547.5528	478411.5405	493818.5261	506350.6905	515614.1561	521254.1277	522970.7116	520534.7449	513802.8354	502730.6952
66	455310.9423	472583.7684	487374.1530	499271.8286	507892.3130	512892.0522	513984.1491	510953.9924	503673.9702	492116.3441
67	450133.8742	466826.9873	481013.8795	492291.9304	500286.1123	504664.1229	505152.0088	501549.5794	493744.7806	481726.0979
68	445015.6714	461140.3324	474736.6081	485409.6121	492793.8221	496568.1879	496471.6372	492318.2602	484011.3304	471555.2251
69	439955.6647	455522.9496	468541.2556	478623.5098	485413.7366	488602.1297	487940.4264	483256.8489	474469.7608	461599.0939
70	434953.1923	449973.9950	462426.7530	471932.2783	478144.1753	480763.8648	479555.8132	474362.2183	465116.2892	451853.1704
71	430007.6000	444492.6349	456392.0451	465334.5912	470983.4830	473051.3431	471315.2785	465631.2987	455947.2074	442313.0165
72	425118.2410	439078.0461	450436.0907	458829.1408	463930.0293	465462.5474	463216.3465	457061.0769	446958.8806	432974.2876
73	420284.4761	433729.4151	444557.8620	452414.6376	456982.2082	457995.4929	455256.5840	448648.5951	438147.7454	423832.7310
74	415505.6729	428445.9385	438756.3447	446089.8102	450138.4378	450648.2265	447433.5996	440390.9501	429510.3088	414884.1836
75	410781.2067	423226.8225	433030.5377	439853.4048	443397.1597	443418.8267	439745.0428	432285.2919	421043.1464	406124.5704
76	406110.4596	418071.2833	427379.4529	433704.1854	436756.8391	436305.4025	432188.6037	424328.8233	412742.9017	397549.9024
77	401492.8207	412978.5463	421802.1152	427640.9330	430215.9641	429306.0934	424762.0121	416518.7981	404606.2841	389156.2748
78	396927.6863	407947.8464	416297.5623	421662.4459	423773.0452	422419.0688	417463.0367	408852.5212	396630.0679	380939.8651
79	392414.4592	402978.4281	410864.8443	415767.5389	417426.6155	415642.5274	410289.4845	401327.3467	388811.0910	372896.9317
80	387952.5494	398069.5447	405503.0237	409955.0437	411175.2301	408974.6968	403239.2004	393940.6774	381146.2537	365023.8119
81	383541.3732	393220.4590	400211.1753	404223.8080	405017.4654	402413.8330	396310.0661	386689.9643	373632.5174	357316.9204
82	379180.3539	388430.4424	394988.3859	398572.6959	398951.9195	395958.2201	389499.9999	379572.7048	366266.9033	349772.7476
83	374868.9212	383698.7753	389833.7544	393000.5873	392977.2113	389606.1696	382806.9557	372586.4427	359046.4915	342387.8578
84	370606.5111	379024.7472	384746.3913	387506.3776	387091.9804	383356.0201	376228.9226	365728.7670	351968.4194	335158.8881
85	366392.5664	374407.6557	379725.4187	382088.9778	381294.8868	377206.1369	369763.9243	358997.3109	345029.8810	328082.5465
86	362226.5359	369846.8073	374769.9701	376747.3141	375584.6105	371154.9115	363410.0186	352389.7512	338228.1257	321155.6105
87	358107.8749	365341.5169	369879.1907	371480.3277	369959.8514	365200.7612	357165.2963	345903.8076	331560.4570	314374.9256
88	354036.0446	360891.1078	365052.2363	366286.9746	364419.3287	359342.1287	351027.8814	339537.2417	325024.2316	307737.4040
89	350010.5128	356494.9113	360288.2740	361166.2253	358961.7809	353577.4817	344995.9298	333287.8562	318616.8582	301240.0230
90	346030.7528	352152.2671	355586.4819	356117.0650	353585.9654	347905.3125	339067.6294	327153.4944	312335.7967	294879.8238
91	342096.2443	347862.5228	350946.0485	351138.4927	348290.6582	342324.1375	333241.1990	321132.0392	306178.5570	288653.9099
92	338206.4727	343625.0341	346366.1732	346229.5216	343074.6536	336832.4969	327514.8881	315221.4124	300142.6983	282559.4462
93	334360.9294	339439.1643	341846.0656	341389.1788	337936.7639	331428.9545	321886.9764	309419.5743	294225.8276	276593.6574
94	330559.1115	335304.2848	337384.9459	336616.5046	332875.8194	326112.0969	316355.7729	303724.5224	288425.5993	270753.8266
95	326800.5218	331219.7743	332982.0441	331910.5532	327890.6675	320880.5335	310919.6158	298134.2914	282739.7140	265037.2944
96	323084.6687	327185.0193	328636.6005	327270.3918	322980.1734	315732.8961	305576.8719	292646.9519	277165.9175	259441.4576
97	319411.0664	323199.4136	324347.8654	322695.1005	318143.2189	310667.8382	300325.9361	287260.6102	271702.0002	253963.7680
98	315779.2345	319262.3587	320115.0986	318183.7725	313378.7026	305684.0351	295165.2306	281973.4073	266345.7959	248601.7309
99	312188.6979	315373.2629	315937.5697	313735.5135	308685.5398	300780.1833	290093.2051	276783.5186	261095.1813	243352.9047
100	308638.9871	311531.5423	311814.5580	309349.4420	304062.6619	295955.0002	285108.3357	271689.1528	255948.0749	238214.8989
101	305129.6380	307736.6195	307745.3519	305024.6884	299509.0162	291207.2237	280209.1246	266688.5519	250902.4360	233185.3740
102	301660.1916	303987.9246	303729.2493	300760.3955	295023.5660	286535.6121	275394.1001	261779.9900	245956.2645	228262.0393
103	298230.1942	300284.8945	299765.5572	296555.7181	290605.2899	281938.9436	270661.8154	256961.7731	241107.5995	223442.6530
104	294839.1972	296626.9729	295853.5915	292409.8228	286253.1820	277416.0159	266010.8488	252232.2384	236354.5187	218725.0203
105	291486.7572	293013.6102	291992.6774	288321.8877	281966.2513	272965.6460	261439.8029	247589.7536	231695.1379	214106.9928
106	288172.4358	289444.2637	288182.1485	284291.1026	277743.5217	268586.6699	256947.3044	243032.7164	227127.6099	209586.4675
107	284895.7996	285918.3972	284421.3473	280316.6685	273584.0317	264277.9423	252532.0036	238559.5543	222650.1241	205161.3859
108	281656.4201	282435.4811	280709.6249	276397.7976	269486.8343	260038.3363	248192.5739	234168.7234	218260.9052	200829.7328
109	278453.8736	278994.9922	277046.3408	272533.7132	265450.9966	255866.7430	243927.7116	229858.7084	213958.2133	196589.5355
110	275287.7413	275596.4135	273430.8629	268723.6492	261475.5997	251762.0714	239736.1353	225628.0217	209740.3427	192438.8632
111	272157.6092	272239.2347	269862.5672	264966.8505	257559.7383	247723.2478	235616.5857	221475.2034	205605.6211	188375.8257
112	269063.0680	268922.9514	266340.8381	261262.5725	253702.5209	243749.2159	231567.8252	217398.8201	201552.4095	184398.5727
113	266003.7130	265647.0654	262865.0679	257610.0809	249903.0692	239838.9364	227588.6373	213397.4652	197579.1010	180505.2930
114	262979.1440	262411.0846	259434.6568	254008.6516	246160.5182	235991.3864	223677.8265	209469.7575	193684.1204	176694.2137
115	259988.9657	259214.5229	256049.0128	250457.5709	242474.0157	232205.5597	219834.2178	205614.3417	189865.9236	172963.5992
116	257032.7868	256056.9001	252707.5517	246956.1349	238842.7222	228480.4660	216056.6564	201829.8871	186122.9969	169311.7506
117	254110.2209	252937.7419	249409.6970	243503.6495	235265.8110	224815.1312	212344.0075	198115.0876	182453.8565	165737.0049
118	251220.8857	249856.5798	246154.8796	240099.4304	231742.4677	221208.5964	208695.1556	194468.6612	178857.0478	162237.7343
119	248364.4035	246812.9509	242942.5378	236742.8028	228271.8901	217659.9185	205109.0043	190889.3495	175331.1448	158812.3451
120	245540.4005	243806.3979	239772.1173	233433.1013	224853.2878	214168.1693	201584.4764	187375.9172	171874.7499	155459.2775
121	242748.5077	240836.4693	236643.0711	230169.6701	221485.8826	210732.4355	198120.5128	183927.1516	168486.4927	152177.0046
122	239988.3597	237902.7189	233554.8592	226951.8621	218168.9076	207351.8186	194716.0729	180541.8627	165165.0299	148964.0315
123	237259.5958	235004.7059	230506.9488	223779.0395	214901.6077	204025.4342	191370.1338	177218.8820	161909.0449	145818.8953
124	234561.8590	232141.9952	227498.8138	220650.5735	211683.2390	200752.4125	188081.6902	173957.0628	158717.2469	142740.1635
125	231894.7966	229314.1565	224529.9352	217565.8440	208513.0685	197531.8973	184849.7542	170755.2792	155588.3704	139726.4342
126	229258.0597	226520.7652	221599.8008	214524.2394	205390.3746	194363.0463	181673.3548	167612.4265	152521.1751	136776.3350
127	226651.3035	223761.4016	218707.9048	211525.1570	202314.4461	191245.0307	178551.5376	164527.4198	149514.4451	133888.5224
128	224074.1873	221035.6511	215853.7483	208568.0022	199284.5828	188177.0351	175483.3647	161499.1945	146566.9883	131061.6813
129	221526.3739	218343.1045	213036.8389	205652.1889	196300.0948	185158.2569	172467.9143	158526.7055	143677.6363	128294.5244
130	219007.5301	215683.3571	210256.6903	202777.1391	193360.3025	182187.9066	169504.2805	155608.9269	140845.2435	125585.7916
131	216517.3266	213056.0094	207512.8229	199942.2830	190464.5365	179265.2074	166591.5728	152744.8517	138068.6873	122934.2493
132	214055.4378	210460.6667	204804.7631	197147.0586	187612.1376	176389.3947	163728.9162	149933.4916	135346.8667	120338.6901
133	211621.5415	207896.9393	202132.0438	194390.9119	184802.4562	173559.7165	160915.4505	147173.8763	132678.7028	117797.9319
134	209215.3197	205364.4419	199494.2037	191673.2965	182034.8526	170775.4327	158150.3305	144465.0533	130063.1379	115310.8178
135	206836.4576	202862.7941	196890.7877	188993.6738	179308.6967	168035.8149	155432.7255	141806.0878	127499.1349	112876.2151
136	204484.6441	200391.6201	194321.3464	186351.5127	176623.3678	165340.1467	152761.8190	139196.0622	124985.6775	110493.0151
137	202159.5716	197950.5488	191785.4366	183746.2894	173978.2543	162687.7230	150136.8084	136634.0756	122521.7692	108160.1325
138	199860.9362	195539.2134	189282.6206	181177.4875	171372.7541	160077.8501	147556.9052	134119.2439	120106.4332	105876.5051
139	197588.4371	193157.2517	186812.4665	178644.5979	168806.2739	157509.8453	145021.3342	131650.6992	117738.7120	103641.0927
140	195341.7773	190804.3058	184374.5482	176147.1185	166278.2294	154983.0371	142529.3337	129227.5896	115417.6669	101452.8775
141	193120.6630	188480.0224	181968.4449	173684.5542	163788.0448	152496.7644	140080.1549	126849.0787	113142.3778	99310.8630
142	190924.8035	186184.0523	179593.7415	171256.4169	161335.1533	150050.3771	137673.0621	124514.3458	110911.9427	97214.0736
143	188753.9119	183916.0505	177250.0281	168862.2254	158918.9964	147643.2354	135307.3319	122222.5849	108725.4773	95161.5546
144	186607.7042	181675.6764	174936.9004	166501.5051	156539.0238	145274.7095	132982.2537	119973.0054	106582.1148	93152.3712
145	184485.8997	179462.5934	172653.9592	164173.7880	154194.6937	142944.1800	130697.1289	117764.8306	104481.0056	91185.6085
146	182388.2210	177276.4691	170400.8106	161878.6128	151885.4723	140651.0374	128451.2710	115597.2987	102421.3167	89260.3708
147	180314.3938	175116.9750	168177.0657	159615.5244	149610.8338	138394.6820	126244.0052	113469.6614	100402.2315	87375.7815
148	178264.1468	172983.7869	165982.3409	157384.0744	147370.2604	136174.5235	124074.6683	111381.1846	98422.9495	85530.9822
149	176237.2119	170876.5842	163816.2575	155183.8204	145163.2418	133989.9812	121942.6087	109331.1475	96482.6862	83725.1329
150	174233.3241	168795.0504	161678.4416	153014.3263	142989.2755	131840.4839	119847.1856	107318.8425	94580.6723	81957.4112
151	172252.2213	166738.8728	159568.5244	150875.1621	140847.8666	129725.4693	117787.7697	105343.5752	92716.1539	80227.0121
152	170293.6444	164707.7426	157486.1418	148765.9037	138738.5275	127644.3843	115763.7421	103404.6638	90888.3916	78533.1476
153	168357.3374	162701.3545	155430.9345	146686.1331	136660.7778	125596.6844	113774.4947	101501.4393	89096.6610	76875.0463
154	166443.0469	160719.4073	153402.5478	144635.4380	134614.1445	123581.8343	111819.4300	99633.2448	87340.2517	75251.9532
155	164550.5227	158761.6032	151400.6317	142613.4120	132598.1617	121599.3068	109897.9604	97799.4355	85618.4675	73663.1291
156	162679.5172	156827.6481	149424.8408	140619.6542	130612.3702	119648.5834	108009.5088	95999.3785	83930.6257	72107.8504
157	160829.7858	154917.2515	147474.8341	138653.7694	128656.3179	117729.1540	106153.5077	94232.4527	82276.0571	70585.4090
158	159001.0866	153030.1263	145550.2751	136715.3680	126729.5595	115840.5166	104329.3996	92498.0482	80654.1060	69095.1114
159	157193.1805	151165.9892	143650.8319	134804.0658	124831.6563	113982.1770	102536.6363	90795.5664	79064.1292	67636.2791
160	155405.8309	149324.5601	141776.1765	132919.4838	122962.1761	112153.6494	100774.6793	89124.4199	77505.4965	66208.2477
161	153638.8043	147505.5624	139925.9855	131061.2487	121120.6932	110354.4554	99042.9993	87484.0317	75977.5900	64810.3669
162	151891.8694	145708.7228	138099.9397	129228.9919	119306.7884	108584.1245	97341.0759	85873.8359	74479.8038	63442.0001
163	150164.7979	143933.7714	136297.7239	127422.3504	117520.0487	106842.1936	95668.3977	84293.2768	73011.5443	62102.5242
164	148457.3639	142180.4416	134519.0272	125640.9660	115760.0672	105128.2072	94024.4624	82741.8087	71572.2294	60791.3291
165	146769.3441	140448.4699	132763.5426	123884.4856	114026.4432	103441.7169	92408.7759	81218.8964	70161.2884	59507.8179
166	145100.5178	138737.5963	131030.9673	122152.5611	112318.7819	101782.2817	90820.8529	79724.0141	68778.1621	58251.4059
167	143450.6667	137047.5638	129321.0022	120444.8492	110636.6947	100149.4675	89260.2162	78256.6461	67422.3021	57021.5210
168	141819.5751	135378.1183	127633.3523	118761.0114	108979.7983	98542.8473	87726.3970	76816.2858	66093.1708	55817.6032
169	140207.0296	133729.0092	125967.7264	117100.7138	107347.7157	96962.0009	86218.9345	75402.4363	64790.2414	54639.1041
170	138612.8194	132099.9887	124323.8370	115463.6275	105740.0752	95406.5147	84737.3757	74014.6095	63512.9974	53485.4872
171	137036.7360	130490.8122	122701.4005	113849.4280	104156.5107	93875.9820	83281.2756	72652.3264	62260.9323	52356.2270
172	135478.5734	128901.2378	121100.1370	112257.7951	102596.6617	92370.0025	81850.1966	71315.1170	61033.5498	51250.8094
173	133938.1276	127331.0269	119519.7700	110688.4136	101060.1730	90888.1822	80443.7088	70002.5197	59830.3634	50168.7309
174	132415.1974	125779.9435	117960.0270	109140.9723	99546.6947	89430.1336	79061.3897	68714.0816	58650.8960	49109.4987
175	130909.5835	124247.7546	116420.6388	107615.1644	98055.8824	87995.4754	77702.8239	67449.3579	57494.6801	48072.6305
176	129421.0890	122734.2300	114901.3397	106110.6876	96587.3964	86583.8322	76367.6033	66207.9123	56361.2573	47057.6541
177	127949.5193	121239.1425	113401.8676	104627.2435	95140.9026	85194.8350	75055.3267	64989.3162	55250.1782	46064.1074
178	126494.6819	119762.2674	111921.9637	103164.5383	93716.0714	83828.1203	73765.5998	63793.1490	54161.0024	45091.5377
179	125056.3866	118303.3829	110461.3727	101722.2819	92312.5785	82483.3308	72498.0352	62618.9981	53093.2981	44139.5023
180	123634.4453	116862.2697	109019.8426	100300.1885	90930.1043	81160.1148	71252.2520	61466.4580	52046.6420	43207.5676
181	122228.6721	115438.7115	107597.1245	98897.9762	89568.3341	79858.1260	70027.8759	60335.1312	51020.6192	42295.3092
182	120838.8830	114032.4944	106192.9730	97515.3670	88226.9578	78577.0240	68824.5391	59224.6271	50014.8230	41402.3117
183	119464.8964	112643.4071	104807.1458	96152.0869	86905.6699	77316.4738	67641.8801	58134.5625	49028.8545	40528.1684
184	118106.5326	111271.2410	103439.4038	94807.8657	85604.1697	76076.1456	66479.5436	57064.5612	48062.3229	39672.4812
185	116763.6140	109915.7899	102089.5109	93482.4369	84322.1607	74855.7150	65337.1802	56014.2540	47114.8451	38834.8605
186	115435.9648	108576.8503	100757.2343	92175.5378	83059.3511	73654.8629	64214.4469	54983.2782	46186.0454	38014.9248
187	114123.4116	107254.2209	99442.3439	90886.9094	81815.4534	72473.2750	63111.0062	53971.2782	45275.5556	37212.3007
188	112825.7826	105947.7032	98144.6130	89616.2961	80590.1843	71310.6425	62026.5267	52977.9046	44383.0148	36426.6228
189	111542.9082	104657.1008	96863.8176	88363.4463	79383.2648	70166.6612	60960.6826	52002.8146	43508.0691	35657.5331
190	110274.6206	103382.2199	95599.7367	87128.1115	78194.4202	69041.0319	59913.1536	51045.6718	42650.3717	34904.6816
191	109020.7539	102122.8690	94352.1521	85910.0469	77023.3798	67933.4602	58883.6250	50106.1458	41809.5825	34167.7253
192	107781.1442	100878.8589	93120.8486	84709.0110	75869.8768	66843.6564	57871.7875	49183.9123	40985.3683	33446.3287
193	106555.6293	99650.0026	91905.6137	83524.7657	74733.6487	65771.3355	56877.3371	48278.6530	40177.4022	32740.1632
194	105344.0491	98436.1157	90706.2378	82357.0764	73614.4368	64716.2170	55899.9750	47390.0556	39385.3640	32048.9072
195	104146.2450	97237.0158	89522.5138	81205.7116	72511.9862	63678.0249	54939.4076	46517.8134	38608.9396	31372.2460
196	102962.0604	96052.5227	88354.2375	80070.4431	71426.0459	62656.4877	53995.3463	45661.6253	37847.8213	30709.8714
197	101791.3404	94882.4585	87201.2073	78951.0457	70356.3687	61651.3383	53067.5074	44821.1958	37101.7073	30061.4818
198	100633.9321	93726.6474	86063.2242	77847.2978	69302.7110	60662.3137	52155.6123	43996.2350	36370.3018	29426.7819
199	99489.6839	92584.9159	84940.0919	76758.9804	68264.8328	59689.1553	51259.3868	43186.4580	35653.3150	28805.4827
200	98358.4463	91457.0924	83831.6166	75685.8778	67242.4980	58731.6085	50378.5618	42391.5855	34950.4625	28197.3012
201	97240.0713	90343.0074	82737.6070	74627.7774	66235.4736	57789.4229	49512.8726	41611.3431	34261.4656	27601.9604
202	96134.4126	89242.4937	81657.8743	73584.4694	65243.5304	56862.3520	48662.0591	40845.4615	33586.0514	27019.1894
203	95041.3258	88155.3859	80592.2322	72555.7470	64266.4426	55950.1534	47825.8658	40093.6764	32923.9519	26448.7226
204	93960.6678	87081.5207	79540.4968	71541.4063	63303.9877	55052.5885	47004.0413	39355.7284	32274.9047	25890.3003
205	92892.2973	86020.7368	78502.4867	70541.2463	62355.9465	54169.4225	46196.3388	38631.3627	31638.6526	25343.6682
206	91836.0746	84972.8749	77478.0227	69555.0686	61422.1032	53300.4245	45402.5156	37920.3294	31014.9432	24808.5773
207	90791.8616	83937.7775	76466.9280	68582.6778	60502.2451	52445.3671	44622.3332	37222.3832	30403.5293	24284.7841
208	89759.5217	82915.2891	75469.0282	67623.8813	59596.1628	51604.0268	43855.5572	36537.2830	29804.1686	23772.0499
209	88738.9199	81905.2562	74484.1510	66678.4888	58703.6501	50776.1834	43101.9572	35864.7925	29216.6234	23270.1412
210	87729.9228	80907.5270	73512.1266	65746.3131	57824.5036	49961.6205	42361.3069	35204.6796	28640.6607	22778.8296
211	86732.3984	79921.9516	72552.7872	64827.1694	56958.5232	49160.1250	41633.3836	34556.7165	28076.0523	22297.8912
212	85746.2162	78948.3820	71605.9673	63920.8754	56105.5117	48371.4873	40917.9688	33920.6795	27522.5744	21827.1070
213	84771.2473	77986.6720	70671.5034	63027.2516	55265.2750	47595.5010	40214.8474	33296.3492	26980.0074	21366.2627
214	83807.3642	77036.6770	69749.2344	62146.1207	54437.6216	46831.9633	39523.8083	32683.5100	26448.1363	20915.1484
215	82854.4409	76098.2544	68839.0010	61277.3082	53622.3632	46080.6745	38844.6437	32081.9505	25926.7503	20473.5586
216	81912.3526	75171.2632	67940.6463	60420.6419	52819.3142	45341.4380	38177.1497	31491.4630	25415.6427	20041.2923
217	80980.9763	74255.5642	67054.0152	59575.9519	52028.2915	44614.0604	37521.1257	30911.8439	24914.6108	19618.1526
218	80060.1901	73351.0197	66178.9547	58743.0707	51249.1153	43898.3517	36876.3746	30342.8930	24423.4560	19203.9468
219	79149.8736	72457.4940	65315.3138	57921.8334	50481.6080	43194.1245	36242.7027	29784.4139	23941.9835	18798.4863
