s	phi-1.0	phi-1.1	phi-1.2	phi-1.3	phi-1.4	phi-1.5	phi-1.6	phi-1.7	phi-1.8	phi-1.9
94	77451.3224	68341.5719	59872.7738	52070.3674	44946.3876	38500.4021	32720.7155	27585.7828	23065.7653	19124.1663
95	74436.9231	65589.8379	57378.8117	49826.5931	42942.8384	36725.0868	31159.9922	26224.7494	21888.6508	18114.7105
96	71539.8441	62948.9009	54988.7340	47679.5058	41028.6002	35031.6341	29673.7128	24930.8669	20771.6079	17158.5382
97	68755.5191	60414.2996	52698.2134	45624.9390	39199.6918	33416.2692	28258.3264	23700.8223	19711.5711	16252.8367
98	66079.5598	57981.7526	50503.1030	43658.9060	37452.3097	31875.3914	26910.4516	22531.4660	18705.6311	15394.9421
99	63507.7486	55647.1508	48399.4286	41777.5917	35782.8196	30405.5659	25626.8681	21419.8036	17751.0272	14582.3308
100	61036.0322	53406.5503	46383.3813	39977.3454	34187.7495	29003.5165	24404.5094	20362.9886	16845.1396	13812.6126
101	58660.5147	51256.1663	44451.3112	38254.6739	32663.7818	27666.1178	23240.4552	19358.3150	15985.4821	13083.5235
102	56377.4522	49192.3663	42599.7203	36606.2344	31207.7472	26390.3887	22131.9244	18403.2102	15169.6954	12392.9188
103	54183.2463	47211.6640	40825.2562	35028.8281	29816.6174	25173.4855	21076.2687	17495.2286	14395.5408	11738.7673
104	52074.4387	45310.7135	39124.7062	33519.3941	28487.4992	24012.6957	20070.9660	16632.0452	13660.8936	11119.1446
105	50047.7057	43486.3038	37494.9916	32075.0035	27217.6283	22905.4317	19113.6145	15811.4497	12963.7377	10532.2283
106	48099.8530	41735.3528	35933.1617	30692.8533	26004.3638	21849.2255	18201.9272	15031.3409	12302.1596	9976.2920
107	46227.8106	40054.9028	34436.3888	29370.2616	24845.1822	20841.7226	17333.7257	14289.7213	11674.3439	9449.7004
108	44428.6279	38442.1152	33001.9630	28104.6620	23737.6728	19880.6773	16506.9360	13584.6919	11078.5675	8950.9046
109	42699.4693	36894.2656	31627.2874	26893.5986	22679.5322	18963.9474	15719.5828	12914.4474	10513.1953	8478.4373
110	41037.6094	35408.7393	30309.8729	25734.7214	21668.5597	18089.4893	14969.7851	12277.2715	9976.6757	8030.9089
111	39440.4289	33983.0268	29047.3346	24625.7816	20702.6528	17255.3540	14255.7514	11671.5328	9467.5363	7607.0030
112	37905.4106	32614.7198	27837.3864	23564.6273	19779.8026	16459.6819	13575.7759	11095.6802	8984.3798	7205.4726
113	36430.1350	31301.5069	26677.8379	22549.1994	18898.0897	15700.6995	12928.2342	10548.2391	8525.8802	6825.1368
114	35012.2771	30041.1697	25566.5896	21577.5275	18055.6804	14976.7151	12311.5791	10027.8077	8090.7792	6464.8767
115	33649.6021	28831.5793	24501.6297	20647.7261	17250.8227	14286.1147	11724.3374	9533.0536	7677.8827	6123.6327
116	32339.9623	27670.6924	23481.0299	19757.9909	16481.8427	13627.3590	11165.1061	9062.7097	7286.0576	5800.4010
117	31081.2935	26556.5479	22502.9426	18906.5955	15747.1411	12998.9796	10632.5493	8615.5717	6914.2284	5494.2309
118	29871.6121	25487.2638	21565.5970	18091.8878	15045.1898	12399.5758	10125.3945	8190.4948	6561.3748	5204.2218
119	28709.0114	24461.0338	20667.2958	17312.2868	14374.5291	11827.8115	9642.4301	7786.3903	6226.5284	4929.5205
120	27591.6589	23476.1244	19806.4128	16566.2797	13733.7640	11282.4121	9182.5023	7402.2237	5908.7701	4669.3192
121	26517.7938	22530.8717	18981.3893	15852.4189	13121.5619	10762.1620	8744.5124	7037.0112	5607.2281	4422.8525
122	25485.7234	21623.6792	18190.7317	15169.3193	12536.6495	10265.9014	8327.4138	6689.8176	5321.0746	4189.3953
123	24493.8211	20753.0142	17433.0084	14515.6552	11977.8105	9792.5242	7930.2101	6359.7539	5049.5243	3968.2610
124	23540.5235	19917.4060	16706.8476	13890.1583	11443.8826	9340.9752	7551.9524	6045.9749	4791.8321	3758.7991
125	22624.3282	19115.4431	16010.9345	13291.6149	10933.7552	8910.2478	7191.7369	5747.6773	4547.2907	3560.3935
126	21743.7912	18345.7708	15344.0093	12718.8633	10446.3675	8499.3820	6848.7031	5464.0971	4315.2289	3372.4606
127	20897.5246	17607.0889	14704.8644	12170.7923	9980.7057	8107.4619	6522.0314	5194.5083	4095.0100	3194.4476
128	20084.1946	16898.1496	14092.3427	11646.3384	9535.8016	7733.6138	6210.9414	4938.2205	3886.0295	3025.8310
129	19302.5194	16217.7554	13505.3351	11144.4838	9110.7296	7377.0044	5914.6899	4694.5775	3687.7138	2866.1146
130	18551.2669	15564.7568	12942.7790	10664.2547	8704.6059	7036.8389	5632.5691	4462.9554	3499.5189	2714.8287
131	17829.2530	14938.0508	12403.6559	10204.7192	8316.5857	6712.3590	5363.9050	4242.7611	3320.9280	2571.5284
132	17135.3399	14336.5788	11886.9895	9764.9857	7945.8620	6402.8413	5108.0557	4033.4309	3151.4512	2435.7920
133	16468.4339	13759.3247	11391.8446	9344.2008	7591.6639	6107.5960	4864.4100	3834.4286	2990.6233	2307.2205
134	15827.4838	13205.3134	10917.3246	8941.5481	7253.2546	5825.9650	4632.3858	3645.2447	2838.0029	2185.4354
135	15211.4794	12673.6091	10462.5704	8556.2461	6929.9305	5557.3204	4411.4288	3465.3948	2693.1712	2070.0788
136	14619.4498	12163.3135	10026.7587	8187.5472	6621.0190	5301.0634	4201.0110	3294.4184	2555.7307	1960.8111
137	14050.4620	11673.5647	9609.1005	7834.7361	6325.8776	5056.6229	4000.6298	3131.8777	2425.3041	1857.3110
138	13503.6191	11203.5354	9208.8395	7497.1279	6043.8926	4823.4539	3809.8065	2977.3564	2301.5337	1759.2742
139	12978.0594	10752.4315	8825.2512	7174.0678	5774.4775	4601.0367	3628.0851	2830.4589	2184.0796	1666.4121
140	12472.9543	10319.4910	8457.6410	6864.9286	5517.0719	4388.8755	3455.0315	2690.8091	2072.6195	1578.4517
141	11987.5080	9903.9826	8105.3434	6569.1107	5271.1406	4186.4974	3290.2323	2558.0494	1966.8476	1495.1342
142	11520.9551	9505.2045	7767.7205	6286.0398	5036.1720	3993.4513	3133.2937	2431.8398	1866.4735	1416.2146
143	11072.5605	9122.4829	7444.1611	6015.1669	4811.6774	3809.3068	2983.8409	2311.8571	1771.2218	1341.4607
144	10641.6173	8755.1714	7134.0793	5755.9662	4597.1900	3633.6536	2841.5167	2197.7942	1680.8311	1270.6527
145	10227.4464	8402.6494	6836.9138	5507.9347	4392.2638	3466.1000	2705.9811	2089.3590	1595.0533	1203.5821
146	9829.3950	8064.3216	6552.1265	5270.5913	4196.4723	3306.2725	2576.9103	1986.2737	1513.6530	1140.0519
147	9446.8358	7739.6163	6279.2019	5043.4752	4009.4086	3153.8150	2453.9960	1888.2745	1436.4068	1079.8751
148	9079.1657	7427.9851	6017.6457	4826.1458	3830.6835	3008.3875	2336.9445	1795.1104	1363.1027	1022.8746
149	8725.8053	7128.9016	5766.9845	4618.1814	3659.9253	2869.6660	2225.4762	1706.5429	1293.5395	968.8829
150	8386.1976	6841.8605	5526.7645	4419.1785	3496.7789	2737.3411	2119.3247	1622.3451	1227.5263	917.7411
151	8059.8075	6566.3769	5296.5506	4228.7508	3340.9050	2611.1179	2018.2364	1542.3015	1164.8820	869.2988
152	7746.1204	6301.9855	5075.9262	4046.5289	3191.9794	2490.7150	1921.9700	1466.2071	1105.4346	823.4134
153	7444.6420	6048.2397	4864.4918	3872.1592	3049.6924	2375.8642	1830.2952	1393.8670	1049.0210	779.9501
154	7154.8972	5804.7108	4661.8645	3705.3032	2913.7480	2266.3093	1742.9932	1325.0961	995.4864	738.7810
155	6876.4291	5570.9875	4467.6775	3545.6373	2783.8635	2161.8061	1659.8553	1259.7182	944.6837	699.7850
156	6608.7991	5346.6749	4281.5792	3392.8515	2659.7689	2062.1217	1580.6830	1197.5660	896.4737	662.8473
157	6351.5851	5131.3941	4103.2328	3246.6495	2541.2059	1967.0340	1505.2871	1138.4802	850.7240	627.8594
158	6104.3820	4924.7815	3932.3152	3106.7475	2427.9280	1876.3309	1433.4874	1082.3096	807.3090	594.7182
159	5866.7999	4726.4880	3768.5172	2972.8741	2319.6997	1789.8103	1365.1125	1028.9104	766.1097	563.3265
160	5638.4645	4536.1787	3611.5420	2844.7694	2216.2957	1707.2793	1299.9989	978.1458	727.0128	533.5917
161	5419.0159	4353.5320	3461.1055	2722.1849	2117.5012	1628.5539	1237.9911	929.8858	689.9112	505.4264
162	5208.1083	4178.2396	3316.9354	2604.8827	2023.1106	1553.4586	1178.9410	884.0069	654.7030	478.7478
163	5005.4091	4010.0052	3178.7706	2492.6352	1932.9275	1481.8262	1122.7075	840.3916	621.2915	453.4775
164	4810.5990	3848.5446	3046.3609	2385.2245	1846.7645	1413.4968	1069.1562	798.9281	589.5852	429.5410
165	4623.3709	3693.5852	2919.4667	2282.4424	1764.4424	1348.3182	1018.1593	759.5104	559.4969	406.8679
166	4443.4296	3544.8651	2797.8582	2184.0892	1685.7898	1286.1451	969.5948	722.0376	530.9441	385.3917
167	4270.4917	3402.1332	2681.3152	2089.9742	1610.6434	1226.8388	923.3467	686.4135	503.8485	365.0491
168	4104.2845	3265.1482	2569.6267	1999.9147	1538.8466	1170.2673	879.3046	652.5471	478.1356	345.7802
169	3944.5461	3133.6789	2462.5905	1913.7360	1470.2503	1116.3044	837.3633	620.3516	453.7349	327.5284
170	3791.0247	3007.5031	2360.0129	1831.2708	1404.7118	1064.8298	797.4225	589.7445	430.5795	310.2401
171	3643.4783	2886.4078	2261.7081	1752.3592	1342.0948	1015.7288	759.3867	560.6476	408.6057	293.8643
172	3501.6744	2770.1882	2167.4981	1676.8480	1282.2690	968.8919	723.1653	532.9862	387.7533	278.3529
173	3365.3895	2658.6482	2077.2123	1604.5906	1225.1101	924.2148	688.6715	506.6896	367.9651	263.6602
174	3234.4088	2551.5992	1990.6874	1535.4469	1170.4990	881.5978	655.8230	481.6905	349.1868	249.7431
175	3108.5259	2448.8606	1907.7666	1469.2826	1118.3224	840.9459	624.5414	457.9247	331.3667	236.5606
176	2987.5423	2350.2586	1828.2998	1405.9695	1068.4716	802.1685	594.7518	435.3315	314.4561	224.0739
177	2871.2674	2255.6268	1752.1431	1345.3846	1020.8429	765.1792	566.3831	413.8531	298.4085	212.2463
178	2759.5179	2164.8053	1679.1587	1287.4103	975.3374	729.8956	539.3676	393.4343	283.1798	201.0430
179	2652.1177	2077.6406	1609.2144	1231.9343	931.8603	696.2389	513.6407	374.0229	268.7283	190.4311
180	2548.8975	1993.9856	1542.1836	1178.8488	890.3213	664.1342	489.1409	355.5693	255.0143	180.3793
181	2449.6946	1913.6990	1477.9450	1128.0508	850.6340	633.5099	465.8097	338.0262	242.0002	170.8581
182	2354.3527	1836.6450	1416.3821	1079.4417	812.7158	604.2978	443.5913	321.3485	229.6502	161.8395
183	2262.7215	1762.6935	1357.3836	1032.9273	776.4878	576.4326	422.4328	305.4938	217.9305	153.2969
184	2174.6565	1691.7197	1300.8427	988.4172	741.8748	549.8524	402.2834	290.4213	206.8088	145.2053
185	2090.0191	1623.6036	1246.6569	945.8252	708.8046	524.4978	383.0952	276.0924	196.2547	137.5407
186	2008.6757	1558.2301	1194.7282	905.0684	677.2086	500.3124	364.8222	262.4705	186.2393	130.2807
187	1930.4982	1495.4889	1144.9626	866.0679	647.0211	477.2422	347.4208	249.5207	176.7349	123.4039
188	1855.3634	1435.2739	1097.2699	828.7480	618.1792	455.2358	330.8494	237.2098	167.7156	116.8901
189	1783.1528	1377.4834	1051.5638	793.0363	590.6230	434.2441	315.0684	225.5062	159.1566	110.7202
190	1713.7526	1322.0198	1007.7616	758.8634	564.2951	414.2204	300.0402	214.3802	151.0344	104.8759
191	1647.0535	1268.7894	965.7839	726.1631	539.1409	395.1201	285.7288	203.8030	143.3266	99.3401
192	1582.9503	1217.7024	925.5548	694.8719	515.1079	376.9004	272.1000	193.7478	136.0123	94.0965
193	1521.3420	1168.6723	887.0014	664.9290	492.1462	359.5210	259.1213	184.1886	129.0711	89.1297
194	1462.1315	1121.6164	850.0539	636.2764	470.2081	342.9429	246.7616	175.1010	122.4843	84.4250
195	1405.2255	1076.4551	814.6455	608.8585	449.2479	327.1292	234.9915	166.4619	116.2335	79.9687
196	1350.5342	1033.1123	780.7120	582.6221	429.2221	312.0448	223.7828	158.2489	110.3018	75.7476
197	1297.9715	991.5146	748.1919	557.5162	410.0889	297.6559	213.1087	150.4412	104.6728	71.7493
198	1247.4546	951.5919	717.0264	533.4921	391.8086	283.9305	202.9438	143.0187	99.3310	67.9621
199	1198.9037	913.2766	687.1592	510.5033	374.3431	270.8380	193.2637	135.9624	94.2618	64.3748
200	1152.2425	876.5040	658.5360	488.5051	357.6563	258.3492	184.0454	129.2543	89.4514	60.9768
201	1107.3973	841.2121	631.1051	467.4549	341.7132	246.4363	175.2667	122.8771	84.8864	57.7582
202	1064.2975	807.3411	604.8168	447.3117	326.4809	235.0728	166.9068	116.8146	80.5544	54.7094
203	1022.8751	774.8340	579.6236	428.0365	311.9275	224.2332	158.9456	111.0511	76.4435	51.8216
204	983.0649	743.6358	555.4797	409.5919	298.0229	213.8934	151.3642	105.5721	72.5423	49.0863
205	944.8041	713.6937	532.3416	391.9421	284.7381	204.0305	144.1444	100.3633	68.8403	46.4953
206	908.0324	684.9572	510.1672	375.0528	272.0455	194.6223	137.2689	95.4116	65.3272	44.0411
207	872.6919	657.3778	488.9165	358.8914	259.9187	185.6479	130.7214	90.7042	61.9933	41.7164
208	838.7268	630.9089	468.5510	343.4263	248.3324	177.0874	124.4862	86.2290	58.8296	39.5144
209	806.0836	605.5057	449.0338	328.6277	237.2627	168.9216	118.5484	81.9746	55.8274	37.4287
210	774.7109	581.1254	430.3296	314.4667	226.6864	161.1324	112.8939	77.9301	52.9783	35.4530
211	744.5592	557.7267	412.4045	300.9159	216.5815	153.7023	107.5090	74.0852	50.2747	33.5817
212	715.5810	535.2702	395.2261	287.9491	206.9271	146.6148	102.3810	70.4299	47.7090	31.8091
213	687.7307	513.7178	378.7632	275.5411	197.7030	139.8542	97.4976	66.9551	45.2743	30.1301
214	660.9642	493.0333	362.9860	263.6677	188.8901	133.4053	92.8472	63.6516	42.9638	28.5397
215	635.2396	473.1816	347.8661	252.3059	180.4701	127.2538	88.4185	60.5112	40.7712	27.0332
216	610.5161	454.1292	333.3759	241.4337	172.4253	121.3859	84.2011	57.5256	38.6906	25.6063
217	586.7548	435.8439	319.4894	231.0301	164.7392	115.7886	80.1848	54.6874	36.7161	24.2547
218	563.9184	418.2949	306.1812	221.0747	157.3958	110.4494	76.3602	51.9893	34.8423	22.9744
219	541.9707	401.4525	293.4275	211.5483	150.3796	105.3564	72.7179	49.4242	33.0642	21.7617
220	520.8773	385.2883	281.2049	202.4325	143.6762	100.4982	69.2494	46.9857	31.3769	20.6130
221	500.6048	369.7749	269.4915	193.7094	137.2717	95.8641	65.9463	44.6675	29.7756	19.5250
222	481.1213	354.8861	258.2660	185.3622	131.1526	91.4437	62.8008	42.4637	28.2561	18.4944
223	462.3961	340.5968	247.5081	177.3748	125.3063	87.2270	59.8053	40.3686	26.8141	17.5182
224	444.3997	326.8829	237.1983	169.7315	119.7206	83.2049	56.9527	38.3769	25.4457	16.5935
225	427.1037	313.7211	227.3180	162.4175	114.3838	79.3682	54.2361	36.4834	24.1471	15.7176
226	410.4808	301.0893	217.8492	155.4188	109.2850	75.7084	51.6491	34.6834	22.9148	14.8880
