s	phi0.0	phi-0.1	phi-0.2	phi-0.3	phi-0.4	phi-0.5	phi-0.6	phi-0.7	phi-0.8	phi-0.9
44	788000.1369	784196.0829	774468.7563	758758.7447	737143.9490	709848.3481	671530.3199	647091.3515	620796.6259	592908.3960
45	770517.8456	765564.4288	754764.4821	738087.6548	715641.5689	687679.4669	648719.5187	624349.3377	598223.4918	570603.5226
46	753423.4103	747375.4426	735561.5302	717979.7136	694766.4101	666202.9298	626683.5636	602406.5915	576471.1520	549137.7457
47	736708.2260	729618.6072	716847.1458	698419.5790	674500.1766	645397.1145	605396.1343	581235.0227	555509.7613	528479.4990
48	720363.8789	712283.6550	698608.8985	679392.3270	654825.1061	625241.0741	584831.8047	560807.5283	535310.5594	508598.4037
49	704382.1417	695360.5626	680834.6744	660883.4400	635723.9545	605714.5159	564966.0122	541097.9579	515845.8321	489465.2238
50	688754.9696	678839.5447	663512.6676	642878.7961	617179.9807	586797.7808	545775.0285	522081.0799	497088.8726	471051.8232
51	673474.4964	662711.0484	646631.3726	625364.6581	599176.9319	568471.8238	527235.9316	503732.5498	479013.9454	453331.1241
52	658533.0304	646965.7478	630179.5768	608327.6630	581699.0293	550718.1947	509326.5779	486028.8784	461596.2508	436277.0675
53	643923.0504	631594.5385	614146.3527	591754.8118	564730.9546	533519.0193	492025.5761	468947.4023	444811.8907	419864.5747
54	629637.2022	616588.5326	598521.0508	575633.4597	548257.8361	516856.9818	475312.2613	452466.2543	428637.8362	404069.5105
55	615668.2948	601939.0533	583293.2927	559951.3063	532265.2360	500715.3072	459166.6709	436564.3359	413051.8955	388868.6475
56	602009.2967	587637.6298	568452.9640	544696.3866	516739.1377	485077.7444	443569.5202	421221.2902	398032.6840	374239.6323
57	588653.3322	573675.9927	553990.2075	529857.0611	501665.9334	469928.5496	428502.1795	406417.4756	383559.5944	360160.9522
58	575593.6784	560046.0691	539895.4169	515422.0078	487032.4123	455252.4709	413946.6520	392133.9408	369612.7690	346611.9040
59	562823.7614	546739.9778	526159.2303	501380.2130	472825.7488	441034.7328	399885.5523	378352.4005	356173.0719	333572.5632
60	550337.1533	533750.0249	512772.5241	487720.9629	459033.4916	427261.0209	386302.0854	365055.2122	343222.0631	321023.7549
61	538127.5686	521068.6992	499726.4066	474433.8358	445643.5524	413917.4683	373180.0270	352225.3534	330741.9733	308947.0256
62	526188.8614	508688.6682	487012.2125	461508.6939	432644.1959	400990.6407	360503.7038	339846.3997	318715.6790	297324.6159
63	514515.0222	496602.7735	474621.4968	448935.6755	420024.0286	388467.5238	348257.9748	327902.5041	307126.6795	286139.4346
64	503100.1746	484804.0265	462546.0296	436705.1875	407771.9898	376335.5094	336428.2135	316378.3765	295959.0741	275375.0333
65	491938.5728	473285.6051	450777.7901	424807.8984	395877.3411	364582.3832	325000.2900	305259.2642	285197.5403	265015.5827
