x(m)	y(m)	z(m)	distfromvent(m)	ttlmassloading(kg/sq-m)	F(percent)	Mean(phi)	5phi	4phi	3phi	2phi	1phi	0phi	-1phi	-2phi	-3phi	-4phi
650000	3550000	5	33167.6	1.5523e-08	100.0000	4.0000	0.0000e+00	1.5523e-08	8.1806e-14	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
650500	3550000	4	32747.1	1.6164e-08	100.0000	4.0000	0.0000e+00	1.6164e-08	9.7323e-14	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
651000	3550000	3	32329.0	1.6780e-08	100.0000	4.0000	0.0000e+00	1.6779e-08	1.1506e-13	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
651500	3550000	2	31913.1	1.7377e-08	100.0000	4.0000	0.0000e+00	1.7377e-08	1.3538e-13	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
652000	3550000	2	31499.8	1.7968e-08	100.0000	4.0000	0.0000e+00	1.7967e-08	1.5879e-13	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
652500	3550000	2	31089.0	1.8536e-08	100.0000	4.0000	0.0000e+00	1.8536e-08	1.8539e-13	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
653000	3550000	2	30680.8	1.9106e-08	100.0000	4.0000	0.0000e+00	1.9106e-08	2.1609e-13	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
653500	3550000	2	30275.4	1.9650e-08	100.0000	4.0000	0.0000e+00	1.9650e-08	2.5072e-13	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
654000	3550000	3	29872.8	2.0179e-08	100.0000	4.0000	0.0000e+00	2.0179e-08	2.8999e-13	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
654500	3550000	4	29473.2	2.0692e-08	100.0000	4.0000	0.0000e+00	2.0692e-08	3.3440e-13	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
655000	3550000	5	29076.8	2.1187e-08	100.0000	4.0000	0.0000e+00	2.1187e-08	3.8442e-13	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
655500	3550000	6	28683.5	2.1648e-08	100.0000	4.0000	0.0000e+00	2.1648e-08	4.3995e-13	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
656000	3550000	8	28293.7	2.2087e-08	100.0000	4.0000	0.0000e+00	2.2086e-08	5.0199e-13	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
656500	3550000	9	27907.3	2.2502e-08	100.0000	4.0000	0.0000e+00	2.2502e-08	5.7107e-13	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
657000	3550000	11	27524.6	2.2878e-08	100.0000	4.0000	0.0000e+00	2.2877e-08	6.4680e-13	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
657500	3550000	14	27145.8	2.3226e-08	100.0000	4.0000	0.0000e+00	2.3225e-08	7.3040e-13	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
658000	3550000	16	26770.9	2.3529e-08	100.0000	4.0000	0.0000e+00	2.3529e-08	8.2119e-13	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
658500	3550000	19	26400.1	2.3802e-08	100.0000	4.0000	0.0000e+00	2.3801e-08	9.2052e-13	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
659000	3550000	22	26033.7	2.4027e-08	100.0000	4.0000	0.0000e+00	2.4026e-08	1.0273e-12	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
659500	3550000	25	25671.8	2.4201e-08	100.0000	4.0000	0.0000e+00	2.4200e-08	1.1414e-12	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
660000	3550000	28	25314.6	2.4340e-08	100.0000	3.9999	0.0000e+00	2.4339e-08	1.2643e-12	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
660500	3550000	32	24962.3	2.4425e-08	100.0000	3.9999	0.0000e+00	2.4424e-08	1.3942e-12	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
661000	3550000	36	24615.1	2.4455e-08	100.0000	3.9999	0.0000e+00	2.4453e-08	1.5305e-12	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
661500	3550000	41	24273.2	2.4445e-08	100.0000	3.9999	0.0000e+00	2.4443e-08	1.6749e-12	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
662000	3550000	45	23936.9	2.4393e-08	100.0000	3.9999	0.0000e+00	2.4392e-08	1.8273e-12	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
662500	3550000	50	23606.4	2.4301e-08	100.0000	3.9999	0.0000e+00	2.4299e-08	1.9872e-12	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
663000	3550000	55	23282.0	2.4165e-08	100.0000	3.9999	0.0000e+00	2.4163e-08	2.1544e-12	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
663500	3550000	60	22963.8	2.4004e-08	100.0000	3.9999	0.0000e+00	2.4001e-08	2.3315e-12	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
664000	3550000	65	22652.2	2.3816e-08	100.0000	3.9999	0.0000e+00	2.3813e-08	2.5189e-12	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	2.2421e-44	3.6434e-44
664500	3550000	70	22347.5	2.3602e-08	100.0000	3.9999	0.0000e+00	2.3599e-08	2.7165e-12	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	1.9898e-43	3.0268e-43
665000	3550000	75	22049.9	2.3396e-08	100.0000	3.9999	0.0000e+00	2.3393e-08	2.9332e-12	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	6.3058e-44	1.5863e-42	2.3234e-42
665500	3550000	80	21759.7	2.3163e-08	100.0000	3.9999	0.0000e+00	2.3160e-08	3.1616e-12	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	4.7784e-43	1.1809e-41	1.7047e-41
666000	3550000	85	21477.2	2.2957e-08	100.0000	3.9999	0.0000e+00	2.2953e-08	3.4169e-12	0.0000e+00	0.0000e+00	0.0000e+00	1.2612e-44	3.4290e-42	8.3325e-41	1.1839e-40
666500	3550000	90	21202.8	2.2759e-08	100.0000	3.9998	0.0000e+00	2.2755e-08	3.6973e-12	0.0000e+00	0.0000e+00	0.0000e+00	1.7516e-43	2.3535e-41	5.5807e-40	7.7930e-40
667000	3550000	95	20936.7	2.2588e-08	100.0000	3.9998	0.0000e+00	2.2584e-08	4.0115e-12	0.0000e+00	0.0000e+00	0.0000e+00	1.2009e-42	1.5381e-40	3.5484e-39	4.8616e-39
667500	3550000	100	20679.3	2.2426e-08	100.0000	3.9998	0.0000e+00	2.2422e-08	4.3577e-12	0.0000e+00	0.0000e+00	0.0000e+00	7.7422e-42	9.5595e-40	2.1414e-38	2.8736e-38
668000	3550000	104	20430.9	2.2519e-08	100.0000	3.9998	0.0000e+00	2.2515e-08	4.7202e-12	0.0000e+00	0.0000e+00	0.0000e+00	4.7864e-41	5.6781e-39	1.2304e-37	1.6130e-37
668500	3550000	108	20191.8	2.2642e-08	100.0000	3.9998	0.0000e+00	2.2637e-08	5.1552e-12	0.0000e+00	0.0000e+00	1.4013e-44	2.8212e-40	3.2082e-38	6.7097e-37	8.5773e-37
669000	3550000	112	19962.3	2.2798e-08	100.0000	3.9998	0.0000e+00	2.2792e-08	5.6756e-12	0.0000e+00	0.0000e+00	8.9683e-44	1.5855e-39	1.7241e-37	3.4720e-36	4.3205e-36
669500	3550000	116	19742.9	2.2963e-08	100.0000	3.9997	0.0000e+00	2.2957e-08	6.2670e-12	0.0000e+00	0.0000e+00	5.4511e-43	8.4924e-39	8.8078e-37	1.7042e-35	2.0609e-35
670000	3550000	119	19533.8	2.3151e-08	100.0000	3.9997	0.0000e+00	2.3144e-08	6.9420e-12	0.0000e+00	0.0000e+00	3.0352e-42	4.3359e-38	4.2779e-36	7.9346e-35	9.3089e-35
670500	3550000	123	19335.3	2.3349e-08	100.0000	3.9997	0.0000e+00	2.3341e-08	7.7002e-12	0.0000e+00	0.0000e+00	1.5983e-41	2.1095e-37	1.9749e-35	3.5038e-34	3.9812e-34
671000	3550000	126	19147.9	2.3543e-08	100.0000	3.9996	0.0000e+00	2.3535e-08	8.5399e-12	0.0000e+00	0.0000e+00	8.0453e-41	9.7765e-37	8.6639e-35	1.4671e-33	1.6119e-33
671500	3550000	130	18971.8	2.3748e-08	100.0000	3.9996	0.0000e+00	2.3738e-08	9.4802e-12	0.0000e+00	0.0000e+00	3.8710e-40	4.3170e-36	3.6122e-34	5.8256e-33	6.1779e-33
672000	3550000	133	18807.3	2.3934e-08	100.0000	3.9996	0.0000e+00	2.3923e-08	1.0507e-11	0.0000e+00	0.0000e+00	1.7790e-39	1.8153e-35	1.4308e-33	2.1931e-32	2.2412e-32
672500	3550000	137	18654.8	2.4116e-08	100.0000	3.9995	0.0000e+00	2.4104e-08	1.1640e-11	0.0000e+00	0.0000e+00	7.8133e-39	7.2704e-35	5.3847e-33	7.8276e-32	7.6958e-32
673000	3550000	140	18514.6	2.4263e-08	100.0000	3.9995	0.0000e+00	2.4250e-08	1.2858e-11	0.0000e+00	0.0000e+00	3.2770e-38	2.7723e-34	1.9249e-32	2.6484e-31	2.5009e-31
673500	3550000	144	18386.9	2.4405e-08	100.0000	3.9994	0.0000e+00	2.4391e-08	1.4198e-11	0.0000e+00	0.0000e+00	1.3134e-37	1.0068e-33	6.5383e-32	8.4959e-31	7.6928e-31
674000	3550000	148	18271.9	2.4526e-08	100.0000	3.9994	0.0000e+00	2.4510e-08	1.5650e-11	0.0000e+00	0.0000e+00	5.0286e-37	3.4821e-33	2.1098e-31	2.5838e-30	2.2396e-30
674500	3550000	152	18170.1	2.4609e-08	100.0000	3.9993	0.0000e+00	2.4592e-08	1.7199e-11	0.0000e+00	2.1019e-44	1.8387e-36	1.1466e-32	6.4669e-31	7.4492e-30	6.1709e-30
675000	3550000	156	18081.4	2.4654e-08	100.0000	3.9992	0.0000e+00	2.4635e-08	1.8846e-11	0.0000e+00	1.0930e-43	6.4210e-36	3.5946e-32	1.8830e-30	2.0360e-29	1.6093e-29
675500	3550000	160	18006.2	2.4673e-08	100.0000	3.9992	0.0000e+00	2.4653e-08	2.0615e-11	0.0000e+00	4.4001e-43	2.1422e-35	1.0733e-31	5.2095e-30	5.2764e-29	3.9728e-29
676000	3550000	165	17944.7	2.4652e-08	100.0000	3.9991	0.0000e+00	2.4629e-08	2.2484e-11	0.0000e+00	1.6998e-42	6.8261e-35	3.0513e-31	1.3693e-29	1.2965e-28	9.2841e-29
676500	3550000	170	17896.9	2.4588e-08	100.0000	3.9990	0.0000e+00	2.4564e-08	2.4449e-11	0.0000e+00	6.2330e-42	2.0777e-34	8.2611e-31	3.4195e-29	3.0210e-28	2.0540e-28
677000	3550000	174	17863.0	2.4496e-08	100.0000	3.9989	0.0000e+00	2.4470e-08	2.6540e-11	0.0000e+00	2.1949e-41	6.0425e-34	2.1304e-30	8.1154e-29	6.6760e-28	4.3028e-28
677500	3550000	180	17843.0	2.4360e-08	100.0000	3.9988	0.0000e+00	2.4331e-08	2.8723e-11	0.0000e+00	7.4085e-41	1.6788e-33	5.2327e-30	1.8303e-28	1.3993e-27	8.5355e-28
678000	3550000	185	17837.0	2.4178e-08	100.0000	3.9987	0.0000e+00	2.4147e-08	3.0993e-11	0.0000e+00	2.4004e-40	4.4563e-33	1.2242e-29	3.9234e-28	2.7821e-27	1.6036e-27
678500	3550000	190	17845.1	2.3933e-08	100.0000	3.9986	0.0000e+00	2.3899e-08	3.3301e-11	0.0000e+00	7.4624e-40	1.1299e-32	2.7279e-29	7.9932e-28	5.2473e-27	2.8537e-27
679000	3550000	196	17867.1	2.3656e-08	100.0000	3.9985	0.0000e+00	2.3620e-08	3.5718e-11	0.0000e+00	2.2281e-39	2.7384e-32	5.7924e-29	1.5483e-27	9.3917e-27	4.8117e-27
679500	3550000	202	17903.1	2.3401e-08	100.0000	3.9984	0.0000e+00	2.3363e-08	3.7884e-11	0.0000e+00	6.4058e-39	6.3535e-32	1.1733e-28	2.8539e-27	1.5962e-26	7.6910e-27
680000	3550000	208	17952.9	2.3322e-08	100.0000	3.9983	0.0000e+00	2.3282e-08	3.9940e-11	0.0000e+00	1.7835e-38	1.4160e-31	2.2727e-28	5.0144e-27	2.5794e-26	1.1665e-26
680500	3550000	214	18016.5	2.3192e-08	100.0000	3.9982	0.0000e+00	2.3150e-08	4.2481e-11	0.0000e+00	4.7681e-38	3.0163e-31	4.1954e-28	8.3793e-27	3.9571e-26	1.6773e-26
681000	3550000	221	18093.7	2.3021e-08	100.0000	3.9980	0.0000e+00	2.2976e-08	4.5297e-11	0.0000e+00	1.2244e-37	6.1433e-31	7.3828e-28	1.3320e-26	5.7645e-26	2.2867e-26
681500	3550000	228	18184.3	2.2796e-08	100.0000	3.9979	0.0000e+00	2.2748e-08	4.8198e-11	0.0000e+00	3.0192e-37	1.1962e-30	1.2385e-27	2.0143e-26	7.9751e-26	2.9567e-26
682000	3550000	235	18288.1	2.2539e-08	100.0000	3.9977	0.0000e+00	2.2488e-08	5.1223e-11	0.0000e+00	7.1540e-37	2.2278e-30	1.9812e-27	2.8988e-26	1.0482e-25	3.6267e-26
682500	3550000	242	18405.0	2.2211e-08	100.0000	3.9976	0.0000e+00	2.2157e-08	5.4177e-11	0.0000e+00	1.6278e-36	3.9673e-30	3.0217e-27	3.9699e-26	1.3088e-25	4.2208e-26
683000	3550000	250	18534.6	2.1850e-08	100.0000	3.9974	0.0000e+00	2.1793e-08	5.7205e-11	0.0000e+00	3.5596e-36	6.7589e-30	4.3962e-27	5.1755e-26	1.5531e-25	4.6623e-26
683500	3550000	257	18676.6	2.1428e-08	100.0000	3.9972	0.0000e+00	2.1368e-08	6.0170e-11	0.0000e+00	7.4776e-36	1.1014e-29	6.1005e-27	6.4233e-26	1.7518e-25	4.8886e-26
684000	3550000	265	18830.9	2.0958e-08	100.0000	3.9970	0.0000e+00	2.0895e-08	6.3112e-11	0.0000e+00	1.5095e-35	1.7174e-29	8.0762e-27	7.5909e-26	1.8784e-25	4.8671e-26
684500	3550000	274	18997.1	2.0440e-08	100.0000	3.9968	0.0000e+00	2.0374e-08	6.6011e-11	0.0000e+00	2.9285e-35	2.5623e-29	1.0202e-26	8.5433e-26	1.9154e-25	4.6021e-26
685000	3550000	282	19174.9	1.9859e-08	100.0000	3.9965	0.0000e+00	1.9790e-08	6.8773e-11	0.0000e+00	5.4591e-35	3.6583e-29	1.2296e-26	9.1581e-26	1.8574e-25	4.1334e-26
685500	3550000	291	19364.0	1.9243e-08	100.0000	3.9963	0.0000e+00	1.9172e-08	7.1521e-11	0.0000e+00	9.7835e-35	4.9998e-29	1.4146e-26	9.3530e-26	1.7134e-25	3.5275e-26
686000	3550000	300	19564.0	1.8566e-08	100.0000	3.9960	0.0000e+00	1.8492e-08	7.4083e-11	0.0000e+00	1.6850e-34	6.5404e-29	1.5533e-26	9.1006e-26	1.5038e-25	2.8608e-26
686500	3550000	309	19774.7	1.8090e-08	100.0000	3.9960	0.0000e+00	1.8018e-08	7.1570e-11	0.0000e+00	2.8008e-34	8.2096e-29	1.6307e-26	8.4474e-26	1.2568e-25	2.2064e-26
687000	3550000	318	19995.6	1.7596e-08	100.0000	3.9959	0.0000e+00	1.7523e-08	7.3007e-11	2.2421e-44	4.4771e-34	9.8690e-29	1.6347e-26	7.4740e-26	9.9980e-26	1.6178e-26
687500	3550000	328	20226.5	1.7047e-08	100.0000	3.9956	0.0000e+00	1.6972e-08	7.5264e-11	4.6243e-44	6.8790e-34	1.1359e-28	1.5645e-26	6.3029e-26	7.5707e-26	1.1279e-26
688000	3550000	338	20467.0	1.6454e-08	100.0000	3.9953	0.0000e+00	1.6376e-08	7.7537e-11	9.6690e-44	1.0161e-33	1.2521e-28	1.4299e-26	5.0673e-26	5.4579e-26	7.4789e-27
688500	3550000	348	20716.8	1.5806e-08	100.0000	3.9950	0.0000e+00	1.5726e-08	7.9577e-11	2.0179e-43	1.4427e-33	1.3217e-28	1.2479e-26	3.8840e-26	3.7465e-26	4.7167e-27
689000	3550000	358	20975.6	1.5126e-08	100.0000	3.9946	0.0000e+00	1.5044e-08	8.1508e-11	3.9937e-43	1.9698e-33	1.3366e-28	1.0403e-26	2.8392e-26	2.4495e-26	2.8301e-27
689500	3550000	368	21242.9	1.4415e-08	100.0000	3.9942	0.0000e+00	1.4332e-08	8.3314e-11	7.5530e-43	2.5862e-33	1.2950e-28	8.2849e-27	1.9796e-26	1.5256e-26	1.6158e-27
690000	3550000	378	21518.5	1.3677e-08	100.0000	3.9938	0.0000e+00	1.3592e-08	8.4984e-11	1.3985e-42	3.2650e-33	1.2023e-28	6.3038e-27	1.3167e-26	9.0527e-27	8.7804e-28
690500	3550000	389	21802.2	1.2924e-08	100.0000	3.9933	0.0000e+00	1.2838e-08	8.6593e-11	2.4845e-42	3.9647e-33	1.0698e-28	4.5837e-27	8.3567e-27	5.1196e-27	4.5420e-28
691000	3550000	399	22093.5	1.2160e-08	100.0000	3.9928	0.0000e+00	1.2072e-08	8.8135e-11	4.2740e-42	4.6305e-33	9.1258e-29	3.1855e-27	5.0619e-27	2.7599e-27	2.2371e-28
691500	3550000	409	22392.2	1.1605e-08	100.0000	3.9926	0.0000e+00	1.1519e-08	8.6432e-11	7.1340e-42	5.2055e-33	7.4672e-29	2.1172e-27	2.9280e-27	1.4190e-27	1.0496e-28
692000	3550000	419	22697.9	1.1070e-08	100.0000	3.9921	0.0000e+00	1.0982e-08	8.7964e-11	1.1521e-41	5.6313e-33	5.8611e-29	1.3458e-27	1.6175e-27	6.9589e-28	4.6915e-29
692500	3550000	429	23010.5	1.0557e-08	100.0000	3.9914	0.0000e+00	1.0467e-08	9.0538e-11	1.8025e-41	5.8652e-33	4.4153e-29	8.1847e-28	8.5382e-28	3.2570e-28	1.9987e-29
693000	3550000	438	23329.6	1.0092e-08	100.0000	3.9907	0.0000e+00	9.9979e-09	9.3847e-11	2.7341e-41	5.8858e-33	3.1948e-29	4.7662e-28	4.3095e-28	1.4557e-28	8.1194e-30
693500	3550000	446	23655.0	9.6667e-09	100.0000	3.9899	0.0000e+00	9.5689e-09	9.7775e-11	4.0200e-41	5.6908e-33	2.2208e-29	2.6581e-28	2.0804e-28	6.2150e-29	3.1463e-30
694000	3550000	453	23986.3	9.3074e-09	100.0000	3.9890	0.0000e+00	9.2047e-09	1.0269e-10	5.7365e-41	5.3057e-33	1.4844e-29	1.4209e-28	9.6145e-29	2.5368e-29	1.1638e-30
694500	3550000	460	24323.5	9.0143e-09	100.0000	3.9879	0.0000e+00	8.9055e-09	1.0874e-10	7.9434e-41	4.7715e-33	9.5446e-30	7.2837e-29	4.2558e-29	9.9050e-30	4.1105e-31
695000	3550000	465	24666.1	8.8126e-09	100.0000	3.9868	0.0000e+00	8.6962e-09	1.1643e-10	1.0684e-40	4.1432e-33	5.9103e-30	3.5842e-29	1.8063e-29	3.7032e-30	1.3876e-31
695500	3550000	469	25014.1	8.7034e-09	100.0000	3.9855	0.0000e+00	8.5773e-09	1.2606e-10	1.3965e-40	3.4751e-33	3.5267e-30	1.6943e-29	7.3567e-30	1.3268e-30	4.4801e-32
696000	3550000	471	25367.1	8.7053e-09	100.0000	3.9841	0.0000e+00	8.5671e-09	1.3827e-10	1.7749e-40	2.8181e-33	2.0300e-30	7.7015e-30	2.8785e-30	4.5604e-31	1.3846e-32
696500	3550000	473	25725.1	8.8138e-09	100.0000	3.9826	0.0000e+00	8.6603e-09	1.5346e-10	2.1932e-40	2.2101e-33	1.1277e-30	3.3687e-30	1.0830e-30	1.5052e-31	4.0997e-33
697000	3550000	472	26087.7	9.0604e-09	100.0000	3.9809	0.0000e+00	8.8876e-09	1.7282e-10	2.6382e-40	1.6785e-33	6.0555e-31	1.4201e-30	3.9241e-31	4.7783e-32	1.1644e-33
697500	3550000	471	26454.7	9.4365e-09	100.0000	3.9791	0.0000e+00	9.2395e-09	1.9701e-10	3.0878e-40	1.2347e-33	3.1441e-31	5.7731e-31	1.3707e-31	1.4604e-32	3.1755e-34
698000	3550000	467	26826.1	9.9717e-09	100.0000	3.9772	0.0000e+00	9.7440e-09	2.2767e-10	3.5204e-40	8.8071e-34	1.5807e-31	2.2670e-31	4.6241e-32	4.3053e-33	8.3277e-35
698500	3550000	463	27201.6	1.0662e-08	100.0000	3.9750	0.0000e+00	1.0396e-08	2.6609e-10	3.9078e-40	6.0928e-34	7.6987e-32	8.6062e-32	1.5084e-32	1.2259e-33	2.1028e-35
699000	3550000	456	27581.0	1.1522e-08	100.0000	3.9727	0.0000e+00	1.1208e-08	3.1432e-10	4.2249e-40	4.0912e-34	3.6362e-32	3.1631e-32	4.7665e-33	3.3782e-34	5.1208e-36
699500	3550000	449	27964.3	1.2561e-08	100.0000	3.9702	0.0000e+00	1.2186e-08	3.7472e-10	4.4489e-40	2.6677e-34	1.6667e-32	1.1271e-32	1.4616e-33	9.0259e-35	1.2048e-36
700000	3550000	440	28351.2	1.3796e-08	100.0000	3.9673	0.0000e+00	1.3345e-08	4.5056e-10	4.5648e-40	1.6907e-34	7.4226e-33	3.8998e-33	4.3584e-34	2.3435e-35	2.7441e-37
700500	3550000	431	28741.5	1.5224e-08	100.0000	3.9642	0.0000e+00	1.4679e-08	5.4517e-10	4.5617e-40	1.0417e-34	3.2134e-33	1.3122e-33	1.2662e-34	5.9254e-36	6.0630e-38
701000	3550000	420	29135.2	1.6863e-08	100.0000	3.9606	0.0000e+00	1.6198e-08	6.6433e-10	4.4419e-40	6.2447e-35	1.3539e-33	4.3017e-34	3.5925e-35	1.4626e-36	1.3026e-38
701500	3550000	408	29532.2	1.8728e-08	100.0000	3.9560	0.0000e+00	1.7904e-08	8.2361e-10	4.2144e-40	3.6450e-35	5.5567e-34	1.3766e-34	9.9764e-36	3.5332e-37	2.7277e-39
702000	3550000	395	29932.2	2.0961e-08	100.0000	3.9500	0.0000e+00	1.9913e-08	1.0479e-09	3.8935e-40	2.0715e-35	2.2224e-34	4.3062e-35	2.7168e-36	8.3702e-38	5.5803e-40
702500	3550000	382	30335.2	2.3698e-08	100.0000	3.9454	0.0000e+00	2.2404e-08	1.2939e-09	3.5070e-40	1.1483e-35	8.6785e-35	1.3206e-35	7.2762e-37	1.9502e-38	1.1185e-40
703000	3550000	368	30741.0	2.6688e-08	100.0000	3.9402	0.0000e+00	2.5093e-08	1.5959e-09	3.0756e-40	6.2054e-36	3.3086e-35	3.9747e-36	1.9191e-37	4.4756e-39	2.2006e-41
703500	3550000	353	31149.6	2.9979e-08	100.0000	3.9343	0.0000e+00	2.8010e-08	1.9691e-09	2.6292e-40	3.2754e-36	1.2340e-35	1.1773e-36	4.9971e-38	1.0141e-39	4.2585e-42
704000	3550000	338	31560.8	3.3544e-08	100.0000	3.9277	0.0000e+00	3.1117e-08	2.4262e-09	2.1903e-40	1.6893e-36	4.5057e-36	3.4372e-37	1.2865e-38	2.2721e-40	8.1415e-43
704500	3550000	322	31974.5	3.7360e-08	100.0000	3.9200	0.0000e+00	3.4372e-08	2.9889e-09	1.7770e-40	8.5168e-37	1.6118e-36	9.9056e-38	3.2781e-39	5.0388e-41	1.4994e-43
705000	3550000	306	32390.7	4.1644e-08	100.0000	3.9072	0.0000e+00	3.7779e-08	3.8643e-09	1.4052e-40	4.2046e-37	5.6593e-37	2.8237e-38	8.2800e-40	1.1069e-41	0.0000e+00
705500	3550000	290	32809.2	4.7024e-08	100.0000	3.8904	0.0000e+00	4.1871e-08	5.1532e-09	1.0898e-40	2.0415e-37	1.9567e-37	7.9824e-39	2.0767e-40	2.4102e-42	0.0000e+00
706000	3550000	274	33230.0	5.2801e-08	100.0000	3.8801	0.0000e+00	4.6469e-08	6.3321e-09	8.2675e-41	9.7431e-38	6.6622e-38	2.2384e-39	5.1708e-41	4.9746e-43	0.0000e+00
706500	3550000	258	33652.9	5.8943e-08	100.0000	3.8687	0.0000e+00	5.1201e-08	7.7421e-09	6.1102e-41	4.5665e-38	2.2344e-38	6.2269e-40	1.2783e-41	8.9683e-44	0.0000e+00
707000	3550000	241	34077.9	6.5433e-08	100.0000	3.8561	0.0000e+00	5.6019e-08	9.4137e-09	4.4008e-41	2.1040e-38	7.3894e-39	1.7193e-40	3.1277e-42	0.0000e+00	0.0000e+00
707500	3550000	225	34505.0	7.2260e-08	100.0000	3.8425	0.0000e+00	6.0877e-08	1.1384e-08	3.0862e-41	9.5386e-39	2.4123e-39	4.7130e-41	7.5530e-43	0.0000e+00	0.0000e+00
708000	3550000	209	34933.9	7.9499e-08	100.0000	3.8264	0.0000e+00	6.5701e-08	1.3797e-08	2.1078e-41	4.2566e-39	7.7770e-40	1.2822e-41	1.5975e-43	0.0000e+00	0.0000e+00
708500	3550000	193	35364.8	8.8343e-08	100.0000	3.8077	0.0000e+00	7.1356e-08	1.6987e-08	1.4216e-41	1.8898e-39	2.4926e-40	3.4598e-42	0.0000e+00	0.0000e+00	0.0000e+00
709000	3550000	178	35797.4	9.8441e-08	100.0000	3.7924	0.0000e+00	7.8008e-08	2.0433e-08	9.4980e-42	8.3592e-40	7.9472e-41	9.0804e-43	0.0000e+00	0.0000e+00	0.0000e+00
709500	3550000	163	36231.8	1.0902e-07	100.0000	3.7763	0.0000e+00	8.4635e-08	2.4384e-08	6.1629e-42	3.6503e-40	2.5075e-41	2.1860e-43	0.0000e+00	0.0000e+00	0.0000e+00
710000	3550000	148	36667.8	1.1996e-07	100.0000	3.7596	0.0000e+00	9.1125e-08	2.8838e-08	3.8774e-42	1.5727e-40	7.8220e-42	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
710500	3550000	135	37105.5	1.3121e-07	100.0000	3.7424	0.0000e+00	9.7412e-08	3.3799e-08	2.3724e-42	6.6842e-41	2.3878e-42	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
711000	3550000	122	37544.7	1.4294e-07	100.0000	3.7242	0.0000e+00	1.0351e-07	3.9428e-08	1.4041e-42	2.8072e-41	6.9224e-43	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
711500	3550000	110	37985.4	1.5580e-07	100.0000	3.7015	0.0000e+00	1.0929e-07	4.6514e-08	7.9874e-43	1.1606e-41	1.5554e-43	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00
