s	phi5.0	phi4.9	phi4.8	phi4.7	phi4.6	phi4.5	phi4.4	phi4.3	phi4.2	phi4.1
64	599.1921	776.9774	1004.8031	1295.8996	1666.7297	2137.6962	2733.9770	3486.5028	4433.0896	5619.7325
65	599.1108	776.8564	1004.6233	1295.6333	1666.3363	2137.1166	2733.1255	3485.2555	4431.2679	5617.0798
66	599.0296	776.7354	1004.4436	1295.3670	1665.9430	2136.5372	2732.2743	3484.0086	4429.4469	5614.4284
67	598.9484	776.6144	1004.2639	1295.1008	1665.5497	2135.9579	2731.4233	3482.7622	4427.6267	5611.7782
68	598.8672	776.4935	1004.0843	1294.8347	1665.1566	2135.3788	2730.5726	3481.5163	4425.8072	5609.1293
69	598.7860	776.3725	1003.9046	1294.5686	1664.7636	2134.7998	2729.7222	3480.2707	4423.9885	5606.4816
70	598.7048	776.2516	1003.7250	1294.3026	1664.3706	2134.2209	2728.8720	3479.0257	4422.1705	5603.8352
71	598.6236	776.1307	1003.5455	1294.0366	1663.9777	2133.6423	2728.0221	3477.7810	4420.3532	5601.1900
72	598.5425	776.0099	1003.3660	1293.7707	1663.5850	2133.0638	2727.1725	3476.5368	4418.5367	5598.5460
73	598.4613	775.8890	1003.1865	1293.5049	1663.1923	2132.4854	2726.3231	3475.2931	4416.7210	5595.9034
74	598.3802	775.7682	1003.0070	1293.2391	1662.7997	2131.9072	2725.4740	3474.0498	4414.9060	5593.2619
75	598.2991	775.6474	1002.8276	1292.9733	1662.4072	2131.3292	2724.6251	3472.8070	4413.0917	5590.6217
76	598.2180	775.5266	1002.6482	1292.7076	1662.0148	2130.7513	2723.7765	3471.5645	4411.2782	5587.9828
77	598.1368	775.4058	1002.4688	1292.4420	1661.6225	2130.1736	2722.9282	3470.3226	4409.4654	5585.3451
78	598.0558	775.2850	1002.2895	1292.1764	1661.2303	2129.5960	2722.0802	3469.0811	4407.6534	5582.7086
79	597.9747	775.1643	1002.1102	1291.9109	1660.8382	2129.0186	2721.2324	3467.8400	4405.8421	5580.0734
80	597.8936	775.0436	1001.9309	1291.6454	1660.4461	2128.4413	2720.3848	3466.5994	4404.0316	5577.4395
81	597.8125	774.9229	1001.7517	1291.3800	1660.0542	2127.8642	2719.5376	3465.3592	4402.2218	5574.8067
82	597.7315	774.8022	1001.5725	1291.1146	1659.6624	2127.2873	2718.6906	3464.1194	4400.4128	5572.1753
83	597.6504	774.6815	1001.3933	1290.8493	1659.2706	2126.7105	2717.8439	3462.8801	4398.6045	5569.5450
84	597.5694	774.5609	1001.2141	1290.5840	1658.8789	2126.1339	2716.9974	3461.6413	4396.7969	5566.9160
85	597.4884	774.4402	1001.0350	1290.3188	1658.4874	2125.5574	2716.1512	3460.4029	4394.9901	5564.2883
86	597.4074	774.3196	1000.8560	1290.0537	1658.0959	2124.9811	2715.3052	3459.1649	4393.1840	5561.6618
87	597.3264	774.1990	1000.6769	1289.7886	1657.7045	2124.4049	2714.4596	3457.9274	4391.3787	5559.0365
88	597.2454	774.0785	1000.4979	1289.5236	1657.3132	2123.8289	2713.6141	3456.6903	4389.5741	5556.4124
89	597.1644	773.9579	1000.3189	1289.2586	1656.9220	2123.2530	2712.7690	3455.4537	4387.7703	5553.7896
90	597.0835	773.8374	1000.1400	1288.9936	1656.5309	2122.6774	2711.9241	3454.2175	4385.9671	5551.1681
91	597.0025	773.7169	999.9611	1288.7288	1656.1399	2122.1018	2711.0795	3452.9817	4384.1648	5548.5478
92	596.9216	773.5964	999.7822	1288.4639	1655.7490	2121.5264	2710.2351	3451.7464	4382.3632	5545.9287
93	596.8407	773.4759	999.6033	1288.1992	1655.3582	2120.9512	2709.3910	3450.5115	4380.5623	5543.3108
94	596.7597	773.3554	999.4245	1287.9345	1654.9674	2120.3761	2708.5472	3449.2771	4378.7621	5540.6942
95	596.6788	773.2350	999.2457	1287.6698	1654.5768	2119.8012	2707.7036	3448.0431	4376.9627	5538.0788
96	596.5979	773.1146	999.0669	1287.4052	1654.1862	2119.2265	2706.8603	3446.8095	4375.1641	5535.4647
97	596.5170	772.9942	998.8882	1287.1406	1653.7958	2118.6519	2706.0172	3445.5764	4373.3661	5532.8518
98	596.4362	772.8738	998.7095	1286.8762	1653.4054	2118.0774	2705.1745	3444.3438	4371.5689	5530.2401
99	596.3553	772.7534	998.5309	1286.6117	1653.0151	2117.5031	2704.3319	3443.1116	4369.7725	5527.6297
100	596.2745	772.6331	998.3522	1286.3473	1652.6250	2116.9290	2703.4897	3441.8798	4367.9768	5525.0205
101	596.1936	772.5127	998.1736	1286.0830	1652.2349	2116.3550	2702.6477	3440.6484	4366.1818	5522.4125
102	596.1128	772.3924	997.9951	1285.8187	1651.8449	2115.7812	2701.8059	3439.4175	4364.3876	5519.8057
103	596.0320	772.2721	997.8165	1285.5545	1651.4550	2115.2075	2700.9645	3438.1871	4362.5941	5517.2002
104	595.9512	772.1519	997.6380	1285.2903	1651.0651	2114.6340	2700.1232	3436.9570	4360.8013	5514.5959
105	595.8704	772.0316	997.4596	1285.0262	1650.6754	2114.0607	2699.2823	3435.7275	4359.0093	5511.9929
106	595.7896	771.9114	997.2811	1284.7621	1650.2858	2113.4875	2698.4416	3434.4983	4357.2180	5509.3910
107	595.7088	771.7912	997.1027	1284.4981	1649.8962	2112.9144	2697.6012	3433.2696	4355.4275	5506.7904
108	595.6280	771.6710	996.9243	1284.2342	1649.5068	2112.3415	2696.7610	3432.0414	4353.6376	5504.1911
109	595.5473	771.5508	996.7460	1283.9703	1649.1174	2111.7688	2695.9211	3430.8135	4351.8486	5501.5929
110	595.4665	771.4306	996.5677	1283.7064	1648.7282	2111.1962	2695.0815	3429.5862	4350.0602	5498.9960
111	595.3858	771.3105	996.3894	1283.4427	1648.3390	2110.6238	2694.2421	3428.3592	4348.2726	5496.4003
112	595.3051	771.1904	996.2112	1283.1789	1647.9499	2110.0515	2693.4030	3427.1327	4346.4857	5493.8058
113	595.2244	771.0703	996.0330	1282.9152	1647.5609	2109.4794	2692.5641	3425.9066	4344.6996	5491.2126
114	595.1437	770.9502	995.8548	1282.6516	1647.1720	2108.9074	2691.7255	3424.6810	4342.9142	5488.6206
115	595.0630	770.8301	995.6766	1282.3880	1646.7832	2108.3356	2690.8872	3423.4558	4341.1295	5486.0298
116	594.9823	770.7101	995.4985	1282.1245	1646.3945	2107.7640	2690.0491	3422.2311	4339.3456	5483.4402
117	594.9016	770.5901	995.3204	1281.8611	1646.0059	2107.1925	2689.2113	3421.0068	4337.5624	5480.8518
118	594.8210	770.4700	995.1424	1281.5976	1645.6174	2106.6211	2688.3737	3419.7829	4335.7799	5478.2647
119	594.7403	770.3501	994.9643	1281.3343	1645.2289	2106.0500	2687.5364	3418.5594	4333.9982	5475.6788
120	594.6597	770.2301	994.7863	1281.0710	1644.8406	2105.4789	2686.6994	3417.3364	4332.2171	5473.0941
121	594.5791	770.1101	994.6084	1280.8077	1644.4524	2104.9081	2685.8626	3416.1139	4330.4369	5470.5106
122	594.4985	769.9902	994.4305	1280.5445	1644.0642	2104.3373	2685.0261	3414.8918	4328.6573	5467.9284
123	594.4179	769.8703	994.2526	1280.2814	1643.6761	2103.7668	2684.1899	3413.6701	4326.8785	5465.3474
124	594.3373	769.7504	994.0747	1280.0183	1643.2881	2103.1964	2683.3539	3412.4488	4325.1004	5462.7676
125	594.2567	769.6305	993.8969	1279.7553	1642.9003	2102.6261	2682.5182	3411.2280	4323.3231	5460.1890
126	594.1761	769.5106	993.7191	1279.4923	1642.5125	2102.0560	2681.6827	3410.0076	4321.5464	5457.6116
127	594.0956	769.3908	993.5413	1279.2294	1642.1248	2101.4861	2680.8475	3408.7877	4319.7706	5455.0354
128	594.0150	769.2710	993.3636	1278.9665	1641.7371	2100.9163	2680.0125	3407.5682	4317.9954	5452.4605
129	593.9345	769.1512	993.1859	1278.7037	1641.3496	2100.3466	2679.1779	3406.3491	4316.2210	5449.8868
130	593.8540	769.0314	993.0082	1278.4409	1640.9622	2099.7771	2678.3434	3405.1305	4314.4473	5447.3142
131	593.7735	768.9116	992.8305	1278.1782	1640.5749	2099.2078	2677.5093	3403.9123	4312.6743	5444.7429
132	593.6930	768.7919	992.6529	1277.9156	1640.1876	2098.6386	2676.6754	3402.6945	4310.9020	5442.1729
133	593.6125	768.6722	992.4754	1277.6530	1639.8005	2098.0696	2675.8417	3401.4772	4309.1305	5439.6040
134	593.5320	768.5524	992.2978	1277.3904	1639.4134	2097.5008	2675.0083	3400.2603	4307.3597	5437.0363
135	593.4515	768.4327	992.1203	1277.1279	1639.0264	2096.9320	2674.1752	3399.0439	4305.5897	5434.4699
136	593.3711	768.3131	991.9428	1276.8655	1638.6395	2096.3635	2673.3423	3397.8279	4303.8203	5431.9046
137	593.2906	768.1934	991.7654	1276.6031	1638.2527	2095.7951	2672.5097	3396.6123	4302.0517	5429.3406
138	593.2102	768.0738	991.5879	1276.3408	1637.8660	2095.2268	2671.6774	3395.3971	4300.2838	5426.7778
139	593.1297	767.9542	991.4106	1276.0785	1637.4794	2094.6587	2670.8453	3394.1824	4298.5167	5424.2162
140	593.0493	767.8346	991.2332	1275.8163	1637.0929	2094.0908	2670.0134	3392.9681	4296.7503	5421.6558
141	592.9689	767.7150	991.0559	1275.5541	1636.7065	2093.5230	2669.1819	3391.7543	4294.9845	5419.0966
142	592.8885	767.5954	990.8786	1275.2920	1636.3202	2092.9554	2668.3505	3390.5409	4293.2196	5416.5386
143	592.8081	767.4759	990.7013	1275.0299	1635.9339	2092.3879	2667.5195	3389.3279	4291.4553	5413.9819
144	592.7278	767.3564	990.5241	1274.7679	1635.5478	2091.8206	2666.6887	3388.1154	4289.6918	5411.4263
145	592.6474	767.2369	990.3469	1274.5060	1635.1617	2091.2534	2665.8582	3386.9033	4287.9290	5408.8719
146	592.5671	767.1174	990.1697	1274.2441	1634.7757	2090.6864	2665.0279	3385.6916	4286.1669	5406.3188
147	592.4867	766.9979	989.9926	1273.9822	1634.3899	2090.1195	2664.1979	3384.4803	4284.4056	5403.7668
148	592.4064	766.8785	989.8155	1273.7205	1634.0041	2089.5528	2663.3681	3383.2695	4282.6449	5401.2161
149	592.3261	766.7590	989.6384	1273.4587	1633.6184	2088.9863	2662.5386	3382.0592	4280.8850	5398.6666
150	592.2458	766.6396	989.4614	1273.1970	1633.2328	2088.4199	2661.7093	3380.8492	4279.1258	5396.1182
151	592.1655	766.5202	989.2844	1272.9354	1632.8473	2087.8536	2660.8804	3379.6397	4277.3674	5393.5711
152	592.0852	766.4008	989.1074	1272.6738	1632.4618	2087.2875	2660.0516	3378.4306	4275.6096	5391.0252
153	592.0049	766.2815	988.9305	1272.4123	1632.0765	2086.7216	2659.2232	3377.2220	4273.8526	5388.4804
154	591.9247	766.1621	988.7535	1272.1508	1631.6913	2086.1558	2658.3949	3376.0138	4272.0963	5385.9369
155	591.8444	766.0428	988.5767	1271.8894	1631.3061	2085.5901	2657.5670	3374.8060	4270.3408	5383.3946
156	591.7642	765.9235	988.3998	1271.6281	1630.9211	2085.0247	2656.7393	3373.5987	4268.5859	5380.8534
157	591.6839	765.8042	988.2230	1271.3667	1630.5361	2084.4593	2655.9119	3372.3917	4266.8318	5378.3135
158	591.6037	765.6850	988.0462	1271.1055	1630.1512	2083.8942	2655.0847	3371.1853	4265.0784	5375.7748
159	591.5235	765.5657	987.8695	1270.8443	1629.7664	2083.3291	2654.2577	3369.9792	4263.3257	5373.2373
160	591.4433	765.4465	987.6927	1270.5831	1629.3817	2082.7643	2653.4311	3368.7736	4261.5737	5370.7009
161	591.3631	765.3273	987.5160	1270.3221	1628.9971	2082.1995	2652.6047	3367.5684	4259.8225	5368.1658
162	591.2829	765.2081	987.3394	1270.0610	1628.6126	2081.6350	2651.7785	3366.3636	4258.0719	5365.6318
163	591.2028	765.0889	987.1628	1269.8000	1628.2282	2081.0706	2650.9526	3365.1593	4256.3221	5363.0991
164	591.1226	764.9698	986.9862	1269.5391	1627.8439	2080.5063	2650.1270	3363.9554	4254.5730	5360.5676
165	591.0425	764.8506	986.8096	1269.2782	1627.4596	2079.9422	2649.3016	3362.7520	4252.8247	5358.0372
166	590.9623	764.7315	986.6331	1269.0174	1627.0755	2079.3783	2648.4765	3361.5489	4251.0770	5355.5080
167	590.8822	764.6124	986.4566	1268.7566	1626.6914	2078.8145	2647.6516	3360.3463	4249.3301	5352.9801
168	590.8021	764.4934	986.2801	1268.4959	1626.3074	2078.2508	2646.8270	3359.1442	4247.5839	5350.4533
169	590.7220	764.3743	986.1037	1268.2352	1625.9236	2077.6873	2646.0027	3357.9424	4245.8384	5347.9277
170	590.6419	764.2553	985.9272	1267.9746	1625.5398	2077.1240	2645.1786	3356.7411	4244.0936	5345.4033
171	590.5618	764.1362	985.7509	1267.7141	1625.1561	2076.5608	2644.3547	3355.5402	4242.3495	5342.8802
172	590.4818	764.0172	985.5745	1267.4536	1624.7725	2075.9978	2643.5311	3354.3398	4240.6062	5340.3581
173	590.4017	763.8982	985.3982	1267.1931	1624.3890	2075.4349	2642.7078	3353.1397	4238.8636	5337.8373
174	590.3217	763.7793	985.2219	1266.9327	1624.0055	2074.8722	2641.8848	3351.9401	4237.1216	5335.3177
175	590.2416	763.6603	985.0457	1266.6724	1623.6222	2074.3096	2641.0619	3350.7410	4235.3804	5332.7993
176	590.1616	763.5414	984.8695	1266.4121	1623.2389	2073.7472	2640.2394	3349.5422	4233.6400	5330.2820
177	590.0816	763.4225	984.6933	1266.1519	1622.8558	2073.1849	2639.4171	3348.3439	4231.9002	5327.7660
178	590.0016	763.3036	984.5171	1265.8917	1622.4727	2072.6228	2638.5950	3347.1460	4230.1611	5325.2511
179	589.9216	763.1847	984.3410	1265.6315	1622.0898	2072.0608	2637.7733	3345.9486	4228.4228	5322.7374
180	589.8416	763.0659	984.1649	1265.3715	1621.7069	2071.4990	2636.9517	3344.7516	4226.6852	5320.2249
181	589.7617	762.9470	983.9889	1265.1114	1621.3241	2070.9373	2636.1304	3343.5550	4224.9483	5317.7136
182	589.6817	762.8282	983.8128	1264.8515	1620.9414	2070.3758	2635.3094	3342.3588	4223.2121	5315.2035
183	589.6018	762.7094	983.6368	1264.5916	1620.5588	2069.8145	2634.4887	3341.1631	4221.4766	5312.6946
184	589.5218	762.5906	983.4609	1264.3317	1620.1762	2069.2533	2633.6681	3339.9678	4219.7418	5310.1868
185	589.4419	762.4719	983.2849	1264.0719	1619.7938	2068.6922	2632.8479	3338.7729	4218.0078	5307.6802
186	589.3620	762.3531	983.1090	1263.8121	1619.4115	2068.1313	2632.0279	3337.5784	4216.2744	5305.1748
187	589.2821	762.2344	982.9332	1263.5524	1619.0292	2067.5706	2631.2082	3336.3844	4214.5418	5302.6706
188	589.2022	762.1157	982.7573	1263.2928	1618.6471	2067.0100	2630.3887	3335.1908	4212.8099	5300.1676
189	589.1223	761.9970	982.5815	1263.0332	1618.2650	2066.4495	2629.5694	3333.9976	4211.0787	5297.6658
190	589.0424	761.8783	982.4057	1262.7737	1617.8830	2065.8892	2628.7505	3332.8049	4209.3482	5295.1651
191	588.9626	761.7597	982.2300	1262.5142	1617.5011	2065.3291	2627.9317	3331.6126	4207.6184	5292.6656
192	588.8827	761.6410	982.0543	1262.2547	1617.1193	2064.7691	2627.1133	3330.4207	4205.8893	5290.1673
193	588.8029	761.5224	981.8786	1261.9953	1616.7376	2064.2093	2626.2951	3329.2292	4204.1609	5287.6702
194	588.7230	761.4038	981.7029	1261.7360	1616.3560	2063.6496	2625.4771	3328.0382	4202.4333	5285.1743
195	588.6432	761.2852	981.5273	1261.4767	1615.9745	2063.0900	2624.6594	3326.8475	4200.7063	5282.6795
196	588.5634	761.1667	981.3517	1261.2175	1615.5930	2062.5307	2623.8419	3325.6574	4198.9801	5280.1859
197	588.4836	761.0481	981.1762	1260.9584	1615.2117	2061.9714	2623.0248	3324.4676	4197.2546	5277.6935
198	588.4038	760.9296	981.0007	1260.6992	1614.8304	2061.4124	2622.2078	3323.2783	4195.5298	5275.2023
199	588.3241	760.8111	980.8252	1260.4402	1614.4492	2060.8534	2621.3911	3322.0893	4193.8056	5272.7122
200	588.2443	760.6926	980.6497	1260.1812	1614.0682	2060.2947	2620.5747	3320.9009	4192.0823	5270.2233
201	588.1645	760.5742	980.4743	1259.9222	1613.6872	2059.7360	2619.7585	3319.7128	4190.3596	5267.7356
202	588.0848	760.4557	980.2989	1259.6633	1613.3063	2059.1776	2618.9426	3318.5252	4188.6376	5265.2491
203	588.0051	760.3373	980.1235	1259.4045	1612.9255	2058.6192	2618.1269	3317.3379	4186.9163	5262.7637
204	587.9254	760.2189	979.9482	1259.1457	1612.5447	2058.0611	2617.3115	3316.1512	4185.1957	5260.2796
205	587.8456	760.1005	979.7729	1258.8869	1612.1641	2057.5031	2616.4964	3314.9648	4183.4759	5257.7965
206	587.7659	759.9821	979.5976	1258.6282	1611.7836	2056.9452	2615.6815	3313.7789	4181.7567	5255.3147
207	587.6863	759.8637	979.4223	1258.3696	1611.4031	2056.3875	2614.8668	3312.5933	4180.0383	5252.8340
208	587.6066	759.7454	979.2471	1258.1110	1611.0228	2055.8299	2614.0524	3311.4083	4178.3205	5250.3545
209	587.5269	759.6271	979.0720	1257.8525	1610.6425	2055.2725	2613.2383	3310.2236	4176.6035	5247.8762
210	587.4473	759.5088	978.8968	1257.5940	1610.2623	2054.7152	2612.4244	3309.0393	4174.8872	5245.3990
211	587.3676	759.3905	978.7217	1257.3356	1609.8822	2054.1581	2611.6107	3307.8555	4173.1715	5242.9231
212	587.2880	759.2722	978.5466	1257.0772	1609.5022	2053.6012	2610.7974	3306.6721	4171.4566	5240.4482
213	587.2084	759.1540	978.3716	1256.8189	1609.1223	2053.0444	2609.9842	3305.4892	4169.7424	5237.9746
214	587.1287	759.0358	978.1965	1256.5606	1608.7425	2052.4877	2609.1713	3304.3066	4168.0289	5235.5021
215	587.0491	758.9176	978.0215	1256.3024	1608.3627	2051.9312	2608.3587	3303.1245	4166.3161	5233.0308
216	586.9696	758.7994	977.8466	1256.0443	1607.9831	2051.3748	2607.5464	3301.9428	4164.6040	5230.5606
217	586.8900	758.6812	977.6716	1255.7862	1607.6035	2050.8186	2606.7342	3300.7615	4162.8926	5228.0916
218	586.8104	758.5630	977.4967	1255.5281	1607.2241	2050.2626	2605.9224	3299.5807	4161.1819	5225.6238
219	586.7308	758.4449	977.3219	1255.2701	1606.8447	2049.7067	2605.1108	3298.4002	4159.4719	5223.1572
220	586.6513	758.3268	977.1470	1255.0122	1606.4654	2049.1509	2604.2994	3297.2202	4157.7626	5220.6917
221	586.5718	758.2087	976.9722	1254.7543	1606.0862	2048.5953	2603.4883	3296.0406	4156.0540	5218.2274
222	586.4922	758.0906	976.7975	1254.4964	1605.7071	2048.0399	2602.6774	3294.8614	4154.3461	5215.7642
223	586.4127	757.9725	976.6227	1254.2386	1605.3281	2047.4846	2601.8668	3293.6827	4152.6390	5213.3022
224	586.3332	757.8545	976.4480	1253.9809	1604.9492	2046.9294	2601.0565	3292.5044	4150.9325	5210.8414
225	586.2537	757.7365	976.2733	1253.7232	1604.5703	2046.3744	2600.2464	3291.3265	4149.2267	5208.3817
226	586.1742	757.6185	976.0987	1253.4656	1604.1916	2045.8196	2599.4365	3290.1490	4147.5216	5205.9232
227	586.0948	757.5005	975.9241	1253.2080	1603.8129	2045.2649	2598.6270	3288.9719	4145.8172	5203.4658
228	586.0153	757.3825	975.7495	1252.9505	1603.4344	2044.7103	2597.8176	3287.7953	4144.1136	5201.0096
229	585.9358	757.2645	975.5749	1252.6930	1603.0559	2044.1559	2597.0085	3286.6191	4142.4106	5198.5546
230	585.8564	757.1466	975.4004	1252.4356	1602.6775	2043.6017	2596.1997	3285.4433	4140.7083	5196.1007
231	585.7770	757.0287	975.2259	1252.1782	1602.2992	2043.0476	2595.3911	3284.2679	4139.0067	5193.6480
232	585.6976	756.9108	975.0515	1251.9209	1601.9210	2042.4936	2594.5828	3283.0929	4137.3058	5191.1964
