resolution x y mass_100 mass_res abs_diff rel_diff
500 650000 3550000 1.75540000e-07 1.75540000e-07 0.00000000e+00 0.00000000e+00
500 650500 3550000 1.80090000e-07 1.80090000e-07 0.00000000e+00 0.00000000e+00
500 651000 3550000 1.84400000e-07 1.84400000e-07 0.00000000e+00 0.00000000e+00
500 651500 3550000 1.88570000e-07 1.88570000e-07 0.00000000e+00 0.00000000e+00
500 652000 3550000 1.92650000e-07 1.92650000e-07 0.00000000e+00 0.00000000e+00
500 652500 3550000 1.96560000e-07 1.96560000e-07 0.00000000e+00 0.00000000e+00
500 653000 3550000 2.00480000e-07 2.00480000e-07 0.00000000e+00 0.00000000e+00
500 653500 3550000 2.04180000e-07 2.04180000e-07 0.00000000e+00 0.00000000e+00
500 654000 3550000 2.07780000e-07 2.07780000e-07 0.00000000e+00 0.00000000e+00
500 654500 3550000 2.11250000e-07 2.11250000e-07 0.00000000e+00 0.00000000e+00
500 655000 3550000 2.14580000e-07 2.14580000e-07 0.00000000e+00 0.00000000e+00
500 655500 3550000 2.17660000e-07 2.17660000e-07 0.00000000e+00 0.00000000e+00
500 656000 3550000 2.20570000e-07 2.20570000e-07 0.00000000e+00 0.00000000e+00
500 656500 3550000 2.23310000e-07 2.23310000e-07 0.00000000e+00 0.00000000e+00
500 657000 3550000 2.25750000e-07 2.25750000e-07 0.00000000e+00 0.00000000e+00
500 657500 3550000 2.28000000e-07 2.28000000e-07 0.00000000e+00 0.00000000e+00
500 658000 3550000 2.29910000e-07 2.29910000e-07 0.00000000e+00 0.00000000e+00
500 658500 3550000 2.31600000e-07 2.31600000e-07 0.00000000e+00 0.00000000e+00
500 659000 3550000 2.32920000e-07 2.32920000e-07 0.00000000e+00 0.00000000e+00
500 659500 3550000 2.33870000e-07 2.33870000e-07 0.00000000e+00 0.00000000e+00
500 660000 3550000 2.34550000e-07 2.34550000e-07 0.00000000e+00 0.00000000e+00
500 660500 3550000 2.34830000e-07 2.34830000e-07 0.00000000e+00 0.00000000e+00
500 661000 3550000 2.34680000e-07 2.34680000e-07 0.00000000e+00 0.00000000e+00
500 661500 3550000 2.34240000e-07 2.34240000e-07 0.00000000e+00 0.00000000e+00
500 662000 3550000 2.33480000e-07 2.33480000e-07 0.00000000e+00 0.00000000e+00
500 662500 3550000 2.32410000e-07 2.32410000e-07 0.00000000e+00 0.00000000e+00
500 663000 3550000 2.31010000e-07 2.31010000e-07 0.00000000e+00 0.00000000e+00
500 663500 3550000 2.29420000e-07 2.29420000e-07 0.00000000e+00 0.00000000e+00
500 664000 3550000 2.27620000e-07 2.27620000e-07 0.00000000e+00 0.00000000e+00
500 664500 3550000 2.25630000e-07 2.25630000e-07 0.00000000e+00 0.00000000e+00
500 665000 3550000 2.23700000e-07 2.23700000e-07 0.00000000e+00 0.00000000e+00
500 665500 3550000 2.21560000e-07 2.21560000e-07 0.00000000e+00 0.00000000e+00
500 666000 3550000 2.19640000e-07 2.19640000e-07 0.00000000e+00 0.00000000e+00
500 666500 3550000 2.17800000e-07 2.17800000e-07 0.00000000e+00 0.00000000e+00
500 667000 3550000 2.16170000e-07 2.16170000e-07 0.00000000e+00 0.00000000e+00
500 667500 3550000 2.14620000e-07 2.14620000e-07 0.00000000e+00 0.00000000e+00
500 668000 3550000 2.15100000e-07 2.15100000e-07 0.00000000e+00 0.00000000e+00
500 668500 3550000 2.15820000e-07 2.15820000e-07 0.00000000e+00 0.00000000e+00
500 669000 3550000 2.16820000e-07 2.16820000e-07 0.00000000e+00 0.00000000e+00
500 669500 3550000 2.17910000e-07 2.17910000e-07 0.00000000e+00 0.00000000e+00
500 670000 3550000 2.19200000e-07 2.19200000e-07 0.00000000e+00 0.00000000e+00
500 670500 3550000 2.20570000e-07 2.20570000e-07 0.00000000e+00 0.00000000e+00
500 671000 3550000 2.21930000e-07 2.21930000e-07 0.00000000e+00 0.00000000e+00
500 671500 3550000 2.23390000e-07 2.23390000e-07 0.00000000e+00 0.00000000e+00
500 672000 3550000 2.24710000e-07 2.24710000e-07 0.00000000e+00 0.00000000e+00
500 672500 3550000 2.26010000e-07 2.26010000e-07 0.00000000e+00 0.00000000e+00
500 673000 3550000 2.27040000e-07 2.27040000e-07 0.00000000e+00 0.00000000e+00
500 673500 3550000 2.28030000e-07 2.28030000e-07 0.00000000e+00 0.00000000e+00
500 674000 3550000 2.28860000e-07 2.28860000e-07 0.00000000e+00 0.00000000e+00
500 674500 3550000 2.29390000e-07 2.29390000e-07 0.00000000e+00 0.00000000e+00
500 675000 3550000 2.29600000e-07 2.29600000e-07 0.00000000e+00 0.00000000e+00
500 675500 3550000 2.29620000e-07 2.29620000e-07 0.00000000e+00 0.00000000e+00
500 676000 3550000 2.29300000e-07 2.29300000e-07 0.00000000e+00 0.00000000e+00
500 676500 3550000 2.28630000e-07 2.28630000e-07 0.00000000e+00 0.00000000e+00
500 677000 3550000 2.27730000e-07 2.27730000e-07 0.00000000e+00 0.00000000e+00
500 677500 3550000 2.26460000e-07 2.26460000e-07 0.00000000e+00 0.00000000e+00
500 678000 3550000 2.24800000e-07 2.24800000e-07 0.00000000e+00 0.00000000e+00
500 678500 3550000 2.22620000e-07 2.22620000e-07 0.00000000e+00 0.00000000e+00
500 679000 3550000 2.20180000e-07 2.20180000e-07 0.00000000e+00 0.00000000e+00
500 679500 3550000 2.17890000e-07 2.17890000e-07 0.00000000e+00 0.00000000e+00
500 680000 3550000 2.17010000e-07 2.17010000e-07 0.00000000e+00 0.00000000e+00
500 680500 3550000 2.15710000e-07 2.15710000e-07 0.00000000e+00 0.00000000e+00
500 681000 3550000 2.14060000e-07 2.14060000e-07 0.00000000e+00 0.00000000e+00
500 681500 3550000 2.11960000e-07 2.11960000e-07 0.00000000e+00 0.00000000e+00
500 682000 3550000 2.09600000e-07 2.09600000e-07 0.00000000e+00 0.00000000e+00
500 682500 3550000 2.06660000e-07 2.06660000e-07 0.00000000e+00 0.00000000e+00
500 683000 3550000 2.03430000e-07 2.03430000e-07 0.00000000e+00 0.00000000e+00
500 683500 3550000 1.99710000e-07 1.99710000e-07 0.00000000e+00 0.00000000e+00
500 684000 3550000 1.95590000e-07 1.95590000e-07 0.00000000e+00 0.00000000e+00
500 684500 3550000 1.91080000e-07 1.91080000e-07 0.00000000e+00 0.00000000e+00
500 685000 3550000 1.86070000e-07 1.86070000e-07 0.00000000e+00 0.00000000e+00
500 685500 3550000 1.80790000e-07 1.80790000e-07 0.00000000e+00 0.00000000e+00
500 686000 3550000 1.75020000e-07 1.75020000e-07 0.00000000e+00 0.00000000e+00
500 686500 3550000 1.70830000e-07 1.70830000e-07 0.00000000e+00 0.00000000e+00
500 687000 3550000 1.66530000e-07 1.66530000e-07 0.00000000e+00 0.00000000e+00
500 687500 3550000 1.61830000e-07 1.61830000e-07 0.00000000e+00 0.00000000e+00
500 688000 3550000 1.56790000e-07 1.56790000e-07 0.00000000e+00 0.00000000e+00
500 688500 3550000 1.51330000e-07 1.51330000e-07 0.00000000e+00 0.00000000e+00
500 689000 3550000 1.45640000e-07 1.45640000e-07 0.00000000e+00 0.00000000e+00
500 689500 3550000 1.39730000e-07 1.39730000e-07 0.00000000e+00 0.00000000e+00
500 690000 3550000 1.33610000e-07 1.33610000e-07 0.00000000e+00 0.00000000e+00
500 690500 3550000 1.27400000e-07 1.27400000e-07 0.00000000e+00 0.00000000e+00
500 691000 3550000 1.21110000e-07 1.21110000e-07 0.00000000e+00 0.00000000e+00
500 691500 3550000 1.16490000e-07 1.16490000e-07 0.00000000e+00 0.00000000e+00
500 692000 3550000 1.12040000e-07 1.12040000e-07 0.00000000e+00 0.00000000e+00
500 692500 3550000 1.07780000e-07 1.07780000e-07 0.00000000e+00 0.00000000e+00
500 693000 3550000 1.03910000e-07 1.03910000e-07 0.00000000e+00 0.00000000e+00
500 693500 3550000 1.00370000e-07 1.00370000e-07 0.00000000e+00 0.00000000e+00
500 694000 3550000 9.73530000e-08 9.73530000e-08 0.00000000e+00 0.00000000e+00
500 694500 3550000 9.48710000e-08 9.48710000e-08 0.00000000e+00 0.00000000e+00
500 695000 3550000 9.31250000e-08 9.31250000e-08 0.00000000e+00 0.00000000e+00
500 695500 3550000 9.21240000e-08 9.21240000e-08 0.00000000e+00 0.00000000e+00
500 696000 3550000 9.20140000e-08 9.20140000e-08 0.00000000e+00 0.00000000e+00
500 696500 3550000 9.27530000e-08 9.27530000e-08 0.00000000e+00 0.00000000e+00
500 697000 3550000 9.45820000e-08 9.45820000e-08 0.00000000e+00 0.00000000e+00
500 697500 3550000 9.74160000e-08 9.74160000e-08 0.00000000e+00 0.00000000e+00
500 698000 3550000 1.01460000e-07 1.01460000e-07 0.00000000e+00 0.00000000e+00
500 698500 3550000 1.06660000e-07 1.06660000e-07 0.00000000e+00 0.00000000e+00
500 699000 3550000 1.13100000e-07 1.13100000e-07 0.00000000e+00 0.00000000e+00
500 699500 3550000 1.20820000e-07 1.20820000e-07 0.00000000e+00 0.00000000e+00
500 700000 3550000 1.29900000e-07 1.29900000e-07 0.00000000e+00 0.00000000e+00
500 700500 3550000 1.40310000e-07 1.40310000e-07 0.00000000e+00 0.00000000e+00
500 701000 3550000 1.52140000e-07 1.52140000e-07 0.00000000e+00 0.00000000e+00
500 701500 3550000 1.65430000e-07 1.65430000e-07 0.00000000e+00 0.00000000e+00
500 702000 3550000 1.81120000e-07 1.81120000e-07 0.00000000e+00 0.00000000e+00
500 702500 3550000 2.00480000e-07 2.00480000e-07 0.00000000e+00 0.00000000e+00
500 703000 3550000 2.21490000e-07 2.21490000e-07 0.00000000e+00 0.00000000e+00
500 703500 3550000 2.44480000e-07 2.44480000e-07 0.00000000e+00 0.00000000e+00
500 704000 3550000 2.69280000e-07 2.69280000e-07 0.00000000e+00 0.00000000e+00
500 704500 3550000 2.95650000e-07 2.95650000e-07 0.00000000e+00 0.00000000e+00
500 705000 3550000 3.23980000e-07 3.23980000e-07 0.00000000e+00 0.00000000e+00
500 705500 3550000 3.58560000e-07 3.58560000e-07 0.00000000e+00 0.00000000e+00
500 706000 3550000 3.97640000e-07 3.97640000e-07 0.00000000e+00 0.00000000e+00
500 706500 3550000 4.38870000e-07 4.38870000e-07 0.00000000e+00 0.00000000e+00
500 707000 3550000 4.82000000e-07 4.82000000e-07 0.00000000e+00 0.00000000e+00
500 707500 3550000 5.26760000e-07 5.26760000e-07 0.00000000e+00 0.00000000e+00
500 708000 3550000 5.72730000e-07 5.72730000e-07 0.00000000e+00 0.00000000e+00
500 708500 3550000 6.27450000e-07 6.27450000e-07 0.00000000e+00 0.00000000e+00
500 709000 3550000 6.92030000e-07 6.92030000e-07 0.00000000e+00 0.00000000e+00
500 709500 3550000 7.58340000e-07 7.58340000e-07 0.00000000e+00 0.00000000e+00
500 710000 3550000 8.25300000e-07 8.25300000e-07 0.00000000e+00 0.00000000e+00
500 710500 3550000 8.92120000e-07 8.92120000e-07 0.00000000e+00 0.00000000e+00
500 711000 3550000 9.59040000e-07 9.59040000e-07 0.00000000e+00 0.00000000e+00
500 711500 3550000 1.02520000e-06 1.02520000e-06 0.00000000e+00 0.00000000e+00
500 712000 3550000 1.09610000e-06 1.09610000e-06 0.00000000e+00 0.00000000e+00
500 712500 3550000 1.17950000e-06 1.17950000e-06 0.00000000e+00 0.00000000e+00
500 713000 3550000 1.26040000e-06 1.26040000e-06 0.00000000e+00 0.00000000e+00
500 713500 3550000 1.33750000e-06 1.33750000e-06 0.00000000e+00 0.00000000e+00
500 714000 3550000 1.41080000e-06 1.41080000e-06 0.00000000e+00 0.00000000e+00
500 714500 3550000 1.47970000e-06 1.47970000e-06 0.00000000e+00 0.00000000e+00
500 715000 3550000 1.54450000e-06 1.54450000e-06 0.00000000e+00 0.00000000e+00
500 715500 3550000 1.60390000e-06 1.60390000e-06 0.00000000e+00 0.00000000e+00
500 716000 3550000 1.65930000e-06 1.65930000e-06 0.00000000e+00 0.00000000e+00
500 716500 3550000 1.70930000e-06 1.70930000e-06 0.00000000e+00 0.00000000e+00
500 717000 3550000 1.75560000e-06 1.75560000e-06 0.00000000e+00 0.00000000e+00
500 717500 3550000 1.79600000e-06 1.79600000e-06 0.00000000e+00 0.00000000e+00
500 718000 3550000 1.83310000e-06 1.83310000e-06 0.00000000e+00 0.00000000e+00
500 718500 3550000 1.86580000e-06 1.86580000e-06 0.00000000e+00 0.00000000e+00
500 719000 3550000 1.89390000e-06 1.89390000e-06 0.00000000e+00 0.00000000e+00
500 719500 3550000 1.91830000e-06 1.91830000e-06 0.00000000e+00 0.00000000e+00
500 720000 3550000 1.93880000e-06 1.93880000e-06 0.00000000e+00 0.00000000e+00
500 720500 3550000 1.95630000e-06 1.95630000e-06 0.00000000e+00 0.00000000e+00
500 721000 3550000 1.97080000e-06 1.97080000e-06 0.00000000e+00 0.00000000e+00
500 721500 3550000 1.98230000e-06 1.98230000e-06 0.00000000e+00 0.00000000e+00
500 722000 3550000 1.99160000e-06 1.99160000e-06 0.00000000e+00 0.00000000e+00
500 722500 3550000 1.99890000e-06 1.99890000e-06 0.00000000e+00 0.00000000e+00
500 723000 3550000 2.00600000e-06 2.00600000e-06 0.00000000e+00 0.00000000e+00
500 723500 3550000 2.01200000e-06 2.01200000e-06 0.00000000e+00 0.00000000e+00
500 724000 3550000 2.01790000e-06 2.01790000e-06 0.00000000e+00 0.00000000e+00
500 724500 3550000 2.02570000e-06 2.02570000e-06 0.00000000e+00 0.00000000e+00
500 725000 3550000 2.03440000e-06 2.03440000e-06 0.00000000e+00 0.00000000e+00
500 725500 3550000 2.04400000e-06 2.04400000e-06 0.00000000e+00 0.00000000e+00
500 726000 3550000 2.05560000e-06 2.05560000e-06 0.00000000e+00 0.00000000e+00
500 726500 3550000 2.07020000e-06 2.07020000e-06 0.00000000e+00 0.00000000e+00
500 727000 3550000 2.08580000e-06 2.08580000e-06 0.00000000e+00 0.00000000e+00
500 727500 3550000 2.10240000e-06 2.10240000e-06 0.00000000e+00 0.00000000e+00
500 728000 3550000 2.12100000e-06 2.12100000e-06 0.00000000e+00 0.00000000e+00
500 728500 3550000 2.13960000e-06 2.13960000e-06 0.00000000e+00 0.00000000e+00
500 729000 3550000 2.15930000e-06 2.15930000e-06 0.00000000e+00 0.00000000e+00
500 729500 3550000 2.17890000e-06 2.17890000e-06 0.00000000e+00 0.00000000e+00
500 730000 3550000 2.19850000e-06 2.19850000e-06 0.00000000e+00 0.00000000e+00
500 730500 3550000 2.21590000e-06 2.21590000e-06 0.00000000e+00 0.00000000e+00
500 731000 3550000 2.23430000e-06 2.23430000e-06 0.00000000e+00 0.00000000e+00
500 731500 3550000 2.25050000e-06 2.25050000e-06 0.00000000e+00 0.00000000e+00
500 732000 3550000 2.26550000e-06 2.26550000e-06 0.00000000e+00 0.00000000e+00
500 732500 3550000 2.28040000e-06 2.28040000e-06 0.00000000e+00 0.00000000e+00
500 733000 3550000 2.29420000e-06 2.29420000e-06 0.00000000e+00 0.00000000e+00
500 733500 3550000 2.30670000e-06 2.30670000e-06 0.00000000e+00 0.00000000e+00
500 734000 3550000 2.31810000e-06 2.31810000e-06 0.00000000e+00 0.00000000e+00
500 734500 3550000 2.32930000e-06 2.32930000e-06 0.00000000e+00 0.00000000e+00
500 735000 3550000 2.33930000e-06 2.33930000e-06 0.00000000e+00 0.00000000e+00
500 735500 3550000 2.34580000e-06 2.34580000e-06 0.00000000e+00 0.00000000e+00
500 736000 3550000 2.35220000e-06 2.35220000e-06 0.00000000e+00 0.00000000e+00
500 736500 3550000 2.35850000e-06 2.35850000e-06 0.00000000e+00 0.00000000e+00
500 737000 3550000 2.36480000e-06 2.36480000e-06 0.00000000e+00 0.00000000e+00
500 737500 3550000 2.37090000e-06 2.37090000e-06 0.00000000e+00 0.00000000e+00
500 738000 3550000 2.37690000e-06 2.37690000e-06 0.00000000e+00 0.00000000e+00
500 738500 3550000 2.38290000e-06 2.38290000e-06 0.00000000e+00 0.00000000e+00
500 739000 3550000 2.38870000e-06 2.38870000e-06 0.00000000e+00 0.00000000e+00
500 739500 3550000 2.39450000e-06 2.39450000e-06 0.00000000e+00 0.00000000e+00
500 740000 3550000 2.40030000e-06 2.40030000e-06 0.00000000e+00 0.00000000e+00
500 740500 3550000 2.40590000e-06 2.40590000e-06 0.00000000e+00 0.00000000e+00
