#source	-4	-3	-2	-1	0	1	2	3	4	5
90	1.7973e+02	7.3121e+03	9.8988e+04	5.6646e+05	1.8051e+06	3.3848e+06	2.7423e+06	1.2153e+06	2.4413e+05	2.5962e+04
91	1.5998e+02	6.7224e+03	9.3153e+04	5.4217e+05	1.7531e+06	3.3319e+06	2.7198e+06	1.2102e+06	2.4377e+05	2.5952e+04
92	1.4240e+02	6.1806e+03	8.7665e+04	5.1892e+05	1.7027e+06	3.2798e+06	2.6976e+06	1.2051e+06	2.4341e+05	2.5942e+04
93	1.2677e+02	5.6827e+03	8.2503e+04	4.9668e+05	1.6537e+06	3.2285e+06	2.6755e+06	1.2001e+06	2.4305e+05	2.5932e+04
94	1.1285e+02	5.2251e+03	7.7647e+04	4.7541e+05	1.6062e+06	3.1781e+06	2.6537e+06	1.1951e+06	2.4269e+05	2.5922e+04
95	1.0047e+02	4.8047e+03	7.3079e+04	4.5505e+05	1.5601e+06	3.1285e+06	2.6320e+06	1.1901e+06	2.4233e+05	2.5912e+04
96	8.9455e+01	4.4182e+03	6.8781e+04	4.3557e+05	1.5154e+06	3.0797e+06	2.6105e+06	1.1851e+06	2.4197e+05	2.5902e+04
97	7.9651e+01	4.0630e+03	6.4739e+04	4.1693e+05	1.4719e+06	3.0317e+06	2.5891e+06	1.1802e+06	2.4161e+05	2.5893e+04
98	7.0925e+01	3.7365e+03	6.0935e+04	3.9910e+05	1.4298e+06	2.9845e+06	2.5680e+06	1.1753e+06	2.4126e+05	2.5883e+04
99	6.3159e+01	3.4364e+03	5.7357e+04	3.8204e+05	1.3889e+06	2.9380e+06	2.5470e+06	1.1704e+06	2.4090e+05	2.5873e+04
100	5.6246e+01	3.1606e+03	5.3991e+04	3.6571e+05	1.3491e+06	2.8923e+06	2.5263e+06	1.1655e+06	2.4054e+05	2.5863e+04
101	5.0093e+01	2.9070e+03	5.0823e+04	3.5009e+05	1.3106e+06	2.8473e+06	2.5056e+06	1.1606e+06	2.4019e+05	2.5853e+04
102	4.4615e+01	2.6738e+03	4.7843e+04	3.3514e+05	1.2732e+06	2.8031e+06	2.4852e+06	1.1558e+06	2.3983e+05	2.5843e+04
103	3.9738e+01	2.4595e+03	4.5039e+04	3.2083e+05	1.2369e+06	2.7596e+06	2.4649e+06	1.1510e+06	2.3948e+05	2.5833e+04
104	3.5397e+01	2.2624e+03	4.2400e+04	3.0714e+05	1.2016e+06	2.7167e+06	2.4449e+06	1.1462e+06	2.3912e+05	2.5824e+04
105	3.1531e+01	2.0812e+03	3.9917e+04	2.9404e+05	1.1674e+06	2.6746e+06	2.4249e+06	1.1414e+06	2.3877e+05	2.5814e+04
106	2.8089e+01	1.9146e+03	3.7580e+04	2.8150e+05	1.1342e+06	2.6331e+06	2.4052e+06	1.1366e+06	2.3842e+05	2.5804e+04
107	2.5024e+01	1.7615e+03	3.5381e+04	2.6950e+05	1.1019e+06	2.5923e+06	2.3856e+06	1.1319e+06	2.3807e+05	2.5794e+04
108	2.2294e+01	1.6206e+03	3.3312e+04	2.5802e+05	1.0706e+06	2.5522e+06	2.3662e+06	1.1272e+06	2.3771e+05	2.5784e+04
109	1.9863e+01	1.4910e+03	3.1365e+04	2.4703e+05	1.0402e+06	2.5127e+06	2.3469e+06	1.1225e+06	2.3736e+05	2.5774e+04
110	1.7699e+01	1.3719e+03	2.9532e+04	2.3651e+05	1.0107e+06	2.4738e+06	2.3278e+06	1.1178e+06	2.3701e+05	2.5765e+04
111	1.5770e+01	1.2623e+03	2.7807e+04	2.2644e+05	9.8203e+05	2.4356e+06	2.3089e+06	1.1132e+06	2.3666e+05	2.5755e+04
112	1.4053e+01	1.1616e+03	2.6184e+04	2.1681e+05	9.5421e+05	2.3980e+06	2.2901e+06	1.1085e+06	2.3631e+05	2.5745e+04
113	1.2523e+01	1.0689e+03	2.4656e+04	2.0759e+05	9.2720e+05	2.3609e+06	2.2715e+06	1.1039e+06	2.3596e+05	2.5735e+04
114	1.1160e+01	9.8362e+02	2.3218e+04	1.9876e+05	9.0097e+05	2.3245e+06	2.2530e+06	1.0993e+06	2.3562e+05	2.5725e+04
115	9.9464e+00	9.0520e+02	2.1864e+04	1.9032e+05	8.7551e+05	2.2887e+06	2.2347e+06	1.0948e+06	2.3527e+05	2.5715e+04
116	8.8648e+00	8.3307e+02	2.0590e+04	1.8223e+05	8.5078e+05	2.2534e+06	2.2166e+06	1.0902e+06	2.3492e+05	2.5706e+04
117	7.9012e+00	7.6671e+02	1.9390e+04	1.7449e+05	8.2677e+05	2.2187e+06	2.1986e+06	1.0857e+06	2.3457e+05	2.5696e+04
118	7.0427e+00	7.0566e+02	1.8261e+04	1.6709e+05	8.0345e+05	2.1845e+06	2.1807e+06	1.0812e+06	2.3423e+05	2.5686e+04
119	6.2777e+00	6.4949e+02	1.7198e+04	1.6000e+05	7.8081e+05	2.1509e+06	2.1630e+06	1.0767e+06	2.3388e+05	2.5676e+04
120	5.5961e+00	5.9782e+02	1.6197e+04	1.5321e+05	7.5883e+05	2.1179e+06	2.1455e+06	1.0722e+06	2.3354e+05	2.5667e+04
121	4.9887e+00	5.5028e+02	1.5255e+04	1.4671e+05	7.3748e+05	2.0853e+06	2.1281e+06	1.0677e+06	2.3319e+05	2.5657e+04
122	4.4474e+00	5.0654e+02	1.4368e+04	1.4049e+05	7.1675e+05	2.0533e+06	2.1109e+06	1.0633e+06	2.3285e+05	2.5647e+04
123	3.9650e+00	4.6629e+02	1.3533e+04	1.3454e+05	6.9661e+05	2.0218e+06	2.0937e+06	1.0589e+06	2.3251e+05	2.5637e+04
124	3.5351e+00	4.2925e+02	1.2747e+04	1.2884e+05	6.7706e+05	1.9908e+06	2.0768e+06	1.0545e+06	2.3216e+05	2.5627e+04
125	3.1519e+00	3.9517e+02	1.2007e+04	1.2339e+05	6.5807e+05	1.9603e+06	2.0600e+06	1.0501e+06	2.3182e+05	2.5618e+04
126	2.8104e+00	3.6381e+02	1.1310e+04	1.1816e+05	6.3962e+05	1.9302e+06	2.0433e+06	1.0458e+06	2.3148e+05	2.5608e+04
127	2.5059e+00	3.3494e+02	1.0654e+04	1.1316e+05	6.2171e+05	1.9007e+06	2.0267e+06	1.0414e+06	2.3114e+05	2.5598e+04
128	2.2346e+00	3.0838e+02	1.0036e+04	1.0838e+05	6.0431e+05	1.8716e+06	2.0103e+06	1.0371e+06	2.3080e+05	2.5588e+04
129	1.9927e+00	2.8393e+02	9.4544e+03	1.0380e+05	5.8741e+05	1.8430e+06	1.9941e+06	1.0328e+06	2.3046e+05	2.5579e+04
130	1.7770e+00	2.6143e+02	8.9065e+03	9.9409e+04	5.7099e+05	1.8148e+06	1.9780e+06	1.0285e+06	2.3012e+05	2.5569e+04
131	1.5848e+00	2.4073e+02	8.3906e+03	9.5209e+04	5.5505e+05	1.7871e+06	1.9620e+06	1.0242e+06	2.2978e+05	2.5559e+04
132	1.4134e+00	2.2166e+02	7.9048e+03	9.1187e+04	5.3956e+05	1.7598e+06	1.9461e+06	1.0200e+06	2.2944e+05	2.5550e+04
133	1.2606e+00	2.0412e+02	7.4472e+03	8.7337e+04	5.2452e+05	1.7330e+06	1.9304e+06	1.0158e+06	2.2910e+05	2.5540e+04
134	1.1243e+00	1.8797e+02	7.0163e+03	8.3651e+04	5.0990e+05	1.7065e+06	1.9148e+06	1.0116e+06	2.2877e+05	2.5530e+04
135	1.0029e+00	1.7310e+02	6.6105e+03	8.0122e+04	4.9571e+05	1.6805e+06	1.8993e+06	1.0074e+06	2.2843e+05	2.5520e+04
136	8.9453e-01	1.5941e+02	6.2284e+03	7.6742e+04	4.8192e+05	1.6549e+06	1.8840e+06	1.0032e+06	2.2810e+05	2.5511e+04
137	7.9793e-01	1.4681e+02	5.8684e+03	7.3507e+04	4.6852e+05	1.6298e+06	1.8688e+06	9.9904e+05	2.2776e+05	2.5501e+04
138	7.1179e-01	1.3521e+02	5.5294e+03	7.0408e+04	4.5551e+05	1.6050e+06	1.8537e+06	9.9490e+05	2.2742e+05	2.5491e+04
139	6.3497e-01	1.2453e+02	5.2101e+03	6.7442e+04	4.4286e+05	1.5806e+06	1.8388e+06	9.9078e+05	2.2709e+05	2.5482e+04
140	5.6646e-01	1.1470e+02	4.9093e+03	6.4601e+04	4.3058e+05	1.5566e+06	1.8239e+06	9.8668e+05	2.2676e+05	2.5472e+04
141	5.0536e-01	1.0565e+02	4.6260e+03	6.1881e+04	4.1864e+05	1.5329e+06	1.8092e+06	9.8259e+05	2.2642e+05	2.5462e+04
142	4.5086e-01	9.7313e+01	4.3592e+03	5.9277e+04	4.0705e+05	1.5097e+06	1.7947e+06	9.7853e+05	2.2609e+05	2.5452e+04
143	4.0226e-01	8.9638e+01	4.1078e+03	5.6783e+04	3.9578e+05	1.4868e+06	1.7802e+06	9.7448e+05	2.2576e+05	2.5443e+04
144	3.5890e-01	8.2570e+01	3.8710e+03	5.4394e+04	3.8484e+05	1.4642e+06	1.7659e+06	9.7045e+05	2.2543e+05	2.5433e+04
145	3.2023e-01	7.6062e+01	3.6480e+03	5.2107e+04	3.7420e+05	1.4420e+06	1.7516e+06	9.6643e+05	2.2509e+05	2.5423e+04
146	2.8574e-01	7.0069e+01	3.4379e+03	4.9917e+04	3.6387e+05	1.4202e+06	1.7375e+06	9.6243e+05	2.2476e+05	2.5414e+04
147	2.5497e-01	6.4550e+01	3.2399e+03	4.7820e+04	3.5383e+05	1.3987e+06	1.7236e+06	9.5845e+05	2.2443e+05	2.5404e+04
148	2.2752e-01	5.9467e+01	3.0534e+03	4.5811e+04	3.4407e+05	1.3776e+06	1.7097e+06	9.5449e+05	2.2410e+05	2.5394e+04
149	2.0303e-01	5.4786e+01	2.8777e+03	4.3887e+04	3.3459e+05	1.3567e+06	1.6960e+06	9.5055e+05	2.2378e+05	2.5385e+04
150	1.8118e-01	5.0475e+01	2.7122e+03	4.2045e+04	3.2538e+05	1.3363e+06	1.6823e+06	9.4662e+05	2.2345e+05	2.5375e+04
151	1.6169e-01	4.6504e+01	2.5563e+03	4.0281e+04	3.1643e+05	1.3161e+06	1.6688e+06	9.4271e+05	2.2312e+05	2.5365e+04
152	1.4430e-01	4.2847e+01	2.4094e+03	3.8591e+04	3.0773e+05	1.2962e+06	1.6554e+06	9.3881e+05	2.2279e+05	2.5356e+04
153	1.2878e-01	3.9478e+01	2.2709e+03	3.6973e+04	2.9927e+05	1.2767e+06	1.6421e+06	9.3493e+05	2.2246e+05	2.5346e+04
154	1.1494e-01	3.6376e+01	2.1405e+03	3.5423e+04	2.9105e+05	1.2574e+06	1.6289e+06	9.3107e+05	2.2214e+05	2.5336e+04
