i	x_from_vent	y_from_vent	x_coord	y_coord	cloud_sigma2	mass_released
32	3960.4848	-3562.6019	681923.4848	3528600.3981	3253634.6449	1.0515e+06
33	4083.0201	-3624.0552	682046.0201	3528538.9448	3354532.3274	9.6348e+05
34	4204.4262	-3684.5301	682167.4262	3528478.4699	3453133.8994	8.8289e+05
35	4325.4488	-3743.9218	682288.4488	3528419.0782	3549284.6765	8.0910e+05
36	4445.4827	-3802.3509	682408.4827	3528360.6491	3642864.2401	7.4152e+05
37	4564.3649	-3859.8641	682527.3649	3528303.1359	3733754.0725	6.7964e+05
38	4682.1018	-3916.4796	682645.1018	3528246.5204	3821841.6298	6.2296e+05
39	4799.0162	-3972.1528	682762.0162	3528190.8472	3907017.0804	5.7105e+05
40	4915.1845	-4026.8876	682878.1845	3528136.1124	3989182.6819	5.2350e+05
41	5030.1863	-4080.7854	682993.1863	3528082.2146	4068256.6979	4.7994e+05
42	5144.0269	-4133.8633	683107.0269	3528029.1367	4144156.6784	4.4003e+05
43	5256.7109	-4186.1382	683219.7109	3527976.8618	4216806.5996	4.0347e+05
44	5368.2426	-4237.6267	683331.2426	3527925.3733	4286136.5293	3.6997e+05
45	5478.9944	-4288.2608	683441.9944	3527874.7392	4352075.7923	3.3927e+05
46	5588.7174	-4338.1141	683551.7174	3527824.8859	4414570.2728	3.1114e+05
47	5697.2638	-4387.2366	683660.2638	3527775.7634	4473569.3733	2.8536e+05
48	5804.6365	-4435.6435	683767.6365	3527727.3565	4529024.9455	2.6174e+05
49	5910.8376	-4483.3497	683873.8376	3527679.6503	4580893.8003	2.4008e+05
50	6015.8690	-4530.3700	683978.8690	3527632.6300	4629137.5610	2.2023e+05
51	6119.7321	-4576.7188	684082.7321	3527586.2812	4673722.5368	2.0204e+05
52	6222.4278	-4622.4101	684185.4278	3527540.5899	4714619.6127	1.8536e+05
53	6323.9567	-4667.4579	684286.9567	3527495.5421	4751804.1558	1.7006e+05
54	6424.3188	-4711.8758	684387.3188	3527451.1242	4785255.9342	1.5604e+05
55	6518.7339	-4753.5169	684481.7339	3527409.4831	4814559.2397	1.4318e+05
56	6611.4290	-4794.3048	684574.4290	3527368.6952	4840056.0533	1.3139e+05
57	6703.9460	-4834.9495	684666.9460	3527328.0505	4861868.0245	1.2058e+05
58	6796.2753	-4875.4600	684759.2753	3527287.5400	4879991.2501	1.1067e+05
59	6888.4073	-4915.8450	684851.4073	3527247.1550	4894426.0210	1.0157e+05
60	6980.3328	-4956.1133	684943.3328	3527206.8867	4905176.7962	9.3231e+04
61	7072.0424	-4996.2736	685035.0424	3527166.7264	4912252.1839	8.5579e+04
62	7163.6453	-5036.3847	685126.6453	3527126.6153	4912252.1839	7.8560e+04
63	7255.2483	-5076.4958	685218.2483	3527086.5042	4912252.1839	7.2121e+04
64	7346.8512	-5116.6069	685309.8512	3527046.3931	4912252.1839	6.6214e+04
65	7438.4541	-5156.7180	685401.4541	3527006.2820	4912252.1839	6.0794e+04
66	7530.0571	-5196.8291	685493.0571	3526966.1709	4912252.1839	5.5820e+04
67	7621.6600	-5236.9402	685584.6600	3526926.0598	4912252.1839	5.1256e+04
68	7713.2630	-5277.0513	685676.2630	3526885.9487	4912252.1839	4.7068e+04
69	7804.8659	-5317.1624	685767.8659	3526845.8376	4912252.1839	4.3225e+04
70	7896.4689	-5357.2735	685859.4689	3526805.7265	4912252.1839	3.9698e+04
71	7988.0718	-5397.3846	685951.0718	3526765.6154	4912252.1839	3.6460e+04
72	8079.6747	-5437.4958	686042.6747	3526725.5042	4912252.1839	3.3488e+04
73	8171.2777	-5477.6069	686134.2777	3526685.3931	4912252.1839	3.0760e+04
74	8262.8806	-5517.7180	686225.8806	3526645.2820	4912252.1839	2.8256e+04
75	8354.4836	-5557.8291	686317.4836	3526605.1709	4912252.1839	2.5957e+04
76	8446.0865	-5597.9402	686409.0865	3526565.0598	4912252.1839	2.3847e+04
77	8537.6894	-5638.0513	686500.6894	3526524.9487	4912252.1839	2.1909e+04
78	8629.2924	-5678.1624	686592.2924	3526484.8376	4912252.1839	2.0129e+04
79	8720.8953	-5718.2735	686683.8953	3526444.7265	4912252.1839	1.8495e+04
80	8812.4983	-5758.3846	686775.4983	3526404.6154	4912252.1839	1.6995e+04
81	8904.1012	-5798.4957	686867.1012	3526364.5043	4912252.1839	1.5617e+04
82	8995.7042	-5838.6068	686958.7042	3526324.3932	4912252.1839	1.4351e+04
83	9087.3071	-5878.7179	687050.3071	3526284.2821	4912252.1839	1.3189e+04
84	9178.9100	-5918.8291	687141.9100	3526244.1709	4912252.1839	1.2121e+04
85	9270.5130	-5958.9402	687233.5130	3526204.0598	4912252.1839	1.1141e+04
86	9362.1159	-5999.0513	687325.1159	3526163.9487	4912252.1839	1.0240e+04
87	9453.7189	-6039.1624	687416.7189	3526123.8376	4912252.1839	9.4125e+03
88	9545.3218	-6079.2735	687508.3218	3526083.7265	4912252.1839	8.6523e+03
89	9636.9248	-6119.3846	687599.9248	3526043.6154	4912252.1839	7.9538e+03
90	9728.5277	-6159.4957	687691.5277	3526003.5043	4912252.1839	7.3121e+03
91	9820.1306	-6199.6068	687783.1306	3525963.3932	4912252.1839	6.7224e+03
92	9911.7336	-6239.7179	687874.7336	3525923.2821	4912252.1839	6.1806e+03
93	10003.3365	-6279.8290	687966.3365	3525883.1710	4912252.1839	5.6827e+03
94	10094.9395	-6319.9401	688057.9395	3525843.0599	4912252.1839	5.2251e+03
95	10186.5424	-6360.0513	688149.5424	3525802.9487	4912252.1839	4.8047e+03
96	10278.1453	-6400.1624	688241.1453	3525762.8376	4912252.1839	4.4182e+03
97	10369.7483	-6440.2735	688332.7483	3525722.7265	4912252.1839	4.0630e+03
98	10461.3512	-6480.3846	688424.3512	3525682.6154	4912252.1839	3.7365e+03
99	10552.9542	-6520.4957	688515.9542	3525642.5043	4912252.1839	3.4364e+03
100	10644.5571	-6560.6068	688607.5571	3525602.3932	4912252.1839	3.1606e+03
101	10736.1601	-6600.7179	688699.1601	3525562.2821	4912252.1839	2.9070e+03
102	10827.7630	-6640.8290	688790.7630	3525522.1710	4912252.1839	2.6738e+03
103	10919.3659	-6680.9401	688882.3659	3525482.0599	4912252.1839	2.4595e+03
104	11010.9689	-6721.0512	688973.9689	3525441.9488	4912252.1839	2.2624e+03
105	11102.5718	-6761.1623	689065.5718	3525401.8377	4912252.1839	2.0812e+03
106	11194.1748	-6801.2734	689157.1748	3525361.7266	4912252.1839	1.9146e+03
107	11285.7777	-6841.3846	689248.7777	3525321.6154	4912252.1839	1.7615e+03
108	11377.3806	-6881.4957	689340.3806	3525281.5043	4912252.1839	1.6206e+03
109	11468.9836	-6921.6068	689431.9836	3525241.3932	4912252.1839	1.4910e+03
110	11560.5865	-6961.7179	689523.5865	3525201.2821	4912252.1839	1.3719e+03
111	11652.1895	-7001.8290	689615.1895	3525161.1710	4912252.1839	1.2623e+03
112	11743.7924	-7041.9401	689706.7924	3525121.0599	4912252.1839	1.1616e+03
113	11835.3954	-7082.0512	689798.3954	3525080.9488	4912252.1839	1.0689e+03
114	11926.9983	-7122.1623	689889.9983	3525040.8377	4912252.1839	9.8362e+02
115	12018.6012	-7162.2734	689981.6012	3525000.7266	4912252.1839	9.0520e+02
116	12110.2042	-7202.3845	690073.2042	3524960.6155	4912252.1839	8.3307e+02
117	12201.8071	-7242.4956	690164.8071	3524920.5044	4912252.1839	7.6671e+02
118	12293.4101	-7282.6067	690256.4101	3524880.3933	4912252.1839	7.0566e+02
119	12385.0130	-7322.7179	690348.0130	3524840.2821	4912252.1839	6.4949e+02
120	12476.6159	-7362.8290	690439.6159	3524800.1710	4912252.1839	5.9782e+02
121	12568.2189	-7402.9401	690531.2189	3524760.0599	4912252.1839	5.5028e+02
122	12659.8218	-7443.0512	690622.8218	3524719.9488	4912252.1839	5.0654e+02
123	12751.4248	-7483.1623	690714.4248	3524679.8377	4912252.1839	4.6629e+02
124	12843.0277	-7523.2734	690806.0277	3524639.7266	4912252.1839	4.2925e+02
125	12934.6307	-7563.3845	690897.6307	3524599.6155	4912252.1839	3.9517e+02
126	13026.2336	-7603.4956	690989.2336	3524559.5044	4912252.1839	3.6381e+02
127	13117.8365	-7643.6067	691080.8365	3524519.3933	4912252.1839	3.3494e+02
128	13209.4395	-7683.7178	691172.4395	3524479.2822	4912252.1839	3.0838e+02
129	13301.0424	-7723.8289	691264.0424	3524439.1711	4912252.1839	2.8393e+02
130	13392.6454	-7763.9401	691355.6454	3524399.0599	4912252.1839	2.6143e+02
131	13484.2483	-7804.0512	691447.2483	3524358.9488	4912252.1839	2.4073e+02
132	13575.8513	-7844.1623	691538.8513	3524318.8377	4912252.1839	2.2166e+02
133	13667.4542	-7884.2734	691630.4542	3524278.7266	4912252.1839	2.0412e+02
134	13759.0571	-7924.3845	691722.0571	3524238.6155	4912252.1839	1.8797e+02
135	13850.6601	-7964.4956	691813.6601	3524198.5044	4912252.1839	1.7310e+02
136	13942.2630	-8004.6067	691905.2630	3524158.3933	4912252.1839	1.5941e+02
137	14033.8660	-8044.7178	691996.8660	3524118.2822	4912252.1839	1.4681e+02
138	14125.4689	-8084.8289	692088.4689	3524078.1711	4912252.1839	1.3521e+02
139	14217.0718	-8124.9400	692180.0718	3524038.0600	4912252.1839	1.2453e+02
140	14308.6748	-8165.0511	692271.6748	3523997.9489	4912252.1839	1.1470e+02
141	14400.2777	-8205.1622	692363.2777	3523957.8378	4912252.1839	1.0565e+02
142	14491.8807	-8245.2734	692454.8807	3523917.7266	4912252.1839	9.7313e+01
143	14583.4836	-8285.3845	692546.4836	3523877.6155	4912252.1839	8.9638e+01
144	14675.0866	-8325.4956	692638.0866	3523837.5044	4912252.1839	8.2570e+01
145	14766.6895	-8365.6067	692729.6895	3523797.3933	4912252.1839	7.6062e+01
146	14858.2924	-8405.7178	692821.2924	3523757.2822	4912252.1839	7.0069e+01
147	14949.8954	-8445.8289	692912.8954	3523717.1711	4912252.1839	6.4550e+01
148	15041.4983	-8485.9400	693004.4983	3523677.0600	4912252.1839	5.9467e+01
149	15133.1013	-8526.0511	693096.1013	3523636.9489	4912252.1839	5.4786e+01
150	15224.7042	-8566.1622	693187.7042	3523596.8378	4912252.1839	5.0475e+01
151	15316.3071	-8606.2733	693279.3071	3523556.7267	4912252.1839	4.6504e+01
152	15407.9101	-8646.3844	693370.9101	3523516.6156	4912252.1839	4.2847e+01
153	15499.5130	-8686.4956	693462.5130	3523476.5044	4912252.1839	3.9478e+01
154	15591.1160	-8726.6067	693554.1160	3523436.3933	4912252.1839	3.6376e+01
155	15682.7189	-8766.7178	693645.7189	3523396.2822	4912252.1839	3.3518e+01
156	15774.3219	-8806.8289	693737.3219	3523356.1711	4912252.1839	3.0885e+01
157	15865.9248	-8846.9400	693828.9248	3523316.0600	4912252.1839	2.8460e+01
158	15957.5277	-8887.0511	693920.5277	3523275.9489	4912252.1839	2.6226e+01
159	16049.1307	-8927.1622	694012.1307	3523235.8378	4912252.1839	2.4168e+01
160	16140.7336	-8967.2733	694103.7336	3523195.7267	4912252.1839	2.2272e+01
161	16232.3366	-9007.3844	694195.3366	3523155.6156	4912252.1839	2.0525e+01
162	16323.9395	-9047.4955	694286.9395	3523115.5045	4912252.1839	1.8916e+01
163	16415.5425	-9087.6066	694378.5425	3523075.3934	4912252.1839	1.7434e+01
164	16507.1454	-9127.7177	694470.1454	3523035.2823	4912252.1839	1.6067e+01
165	16598.7483	-9167.8289	694561.7483	3522995.1711	4912252.1839	1.4809e+01
166	16690.3513	-9207.9400	694653.3513	3522955.0600	4912252.1839	1.3649e+01
167	16781.9542	-9248.0511	694744.9542	3522914.9489	4912252.1839	1.2580e+01
168	16873.5572	-9288.1622	694836.5572	3522874.8378	4912252.1839	1.1596e+01
169	16965.1601	-9328.2733	694928.1601	3522834.7267	4912252.1839	1.0688e+01
170	17056.7630	-9368.3844	695019.7630	3522794.6156	4912252.1839	9.8523e+00
171	17148.3660	-9408.4955	695111.3660	3522754.5045	4912252.1839	9.0818e+00
172	17239.9689	-9448.6066	695202.9689	3522714.3934	4912252.1839	8.3718e+00
173	17331.5719	-9488.7177	695294.5719	3522674.2823	4912252.1839	7.7174e+00
174	17423.1748	-9528.8288	695386.1748	3522634.1712	4912252.1839	7.1143e+00
175	17514.7778	-9568.9399	695477.7778	3522594.0601	4912252.1839	6.5585e+00
176	17606.3807	-9609.0510	695569.3807	3522553.9490	4912252.1839	6.0463e+00
177	17697.9836	-9649.1622	695660.9836	3522513.8378	4912252.1839	5.5742e+00
178	17789.5866	-9689.2733	695752.5866	3522473.7267	4912252.1839	5.1390e+00
179	17881.1895	-9729.3844	695844.1895	3522433.6156	4912252.1839	4.7380e+00
180	17972.7925	-9769.4955	695935.7925	3522393.5045	4912252.1839	4.3683e+00
181	18064.3954	-9809.6066	696027.3954	3522353.3934	4912252.1839	4.0276e+00
182	18155.9983	-9849.7177	696118.9983	3522313.2823	4912252.1839	3.7135e+00
183	18247.6013	-9889.8288	696210.6013	3522273.1712	4912252.1839	3.4240e+00
184	18339.2042	-9929.9399	696302.2042	3522233.0601	4912252.1839	3.1571e+00
185	18430.8072	-9970.0510	696393.8072	3522192.9490	4912252.1839	2.9110e+00
186	18522.4101	-10010.1621	696485.4101	3522152.8379	4912252.1839	2.6842e+00
187	18614.0131	-10050.2732	696577.0131	3522112.7268	4912252.1839	2.4752e+00
188	18705.6160	-10090.3844	696668.6160	3522072.6156	4912252.1839	2.2824e+00
189	18797.2189	-10130.4955	696760.2189	3522032.5045	4912252.1839	2.1047e+00
190	18888.8219	-10170.6066	696851.8219	3521992.3934	4912252.1839	1.9409e+00
191	18980.4248	-10210.7177	696943.4248	3521952.2823	4912252.1839	1.7899e+00
192	19072.0278	-10250.8288	697035.0278	3521912.1712	4912252.1839	1.6506e+00
193	19163.6307	-10290.9399	697126.6307	3521872.0601	4912252.1839	1.5222e+00
194	19255.2337	-10331.0510	697218.2337	3521831.9490	4912252.1839	1.4038e+00
195	19346.8366	-10371.1621	697309.8366	3521791.8379	4912252.1839	1.2947e+00
196	19438.4395	-10411.2732	697401.4395	3521751.7268	4912252.1839	1.1941e+00
197	19530.0425	-10451.3843	697493.0425	3521711.6157	4912252.1839	1.1013e+00
198	19621.6454	-10491.4954	697584.6454	3521671.5046	4912252.1839	1.0157e+00
199	19713.2484	-10531.6065	697676.2484	3521631.3935	4912252.1839	9.3680e-01
200	19804.8513	-10571.7177	697767.8513	3521591.2823	4912252.1839	8.6405e-01
201	19896.4542	-10611.8288	697859.4542	3521551.1712	4912252.1839	7.9695e-01
202	19988.0572	-10651.9399	697951.0572	3521511.0601	4912252.1839	7.3509e-01
203	20079.6601	-10692.0510	698042.6601	3521470.9490	4912252.1839	6.7803e-01
204	20171.2631	-10732.1621	698134.2631	3521430.8379	4912252.1839	6.2542e-01
205	20262.8660	-10772.2732	698225.8660	3521390.7268	4912252.1839	5.7690e-01
206	20354.4690	-10812.3843	698317.4690	3521350.6157	4912252.1839	5.3215e-01
207	20446.0719	-10852.4954	698409.0719	3521310.5046	4912252.1839	4.9088e-01
208	20537.6748	-10892.6065	698500.6748	3521270.3935	4912252.1839	4.5282e-01
209	20629.2778	-10932.7176	698592.2778	3521230.2824	4912252.1839	4.1772e-01
210	20720.8807	-10972.8287	698683.8807	3521190.1713	4912252.1839	3.8534e-01
211	20812.4837	-11012.9399	698775.4837	3521150.0601	4912252.1839	3.5548e-01
212	20904.0866	-11053.0510	698867.0866	3521109.9490	4912252.1839	3.2794e-01
213	20995.6895	-11093.1621	698958.6895	3521069.8379	4912252.1839	3.0254e-01
214	21087.2925	-11133.2732	699050.2925	3521029.7268	4912252.1839	2.7911e-01
215	21178.8954	-11173.3843	699141.8954	3520989.6157	4912252.1839	2.5750e-01
216	21270.4984	-11213.4954	699233.4984	3520949.5046	4912252.1839	2.3756e-01
217	21362.1013	-11253.6065	699325.1013	3520909.3935	4912252.1839	2.1918e-01
218	21453.7043	-11293.7176	699416.7043	3520869.2824	4912252.1839	2.0221e-01
219	21545.3072	-11333.8287	699508.3072	3520829.1713	4912252.1839	1.8657e-01
220	21636.9101	-11373.9398	699599.9101	3520789.0602	4912252.1839	1.7214e-01
221	21728.5131	-11414.0509	699691.5131	3520748.9491	4912252.1839	1.5882e-01
222	21820.1160	-11454.1620	699783.1160	3520708.8380	4912252.1839	1.4654e-01
223	21911.7190	-11494.2732	699874.7190	3520668.7268	4912252.1839	1.3521e-01
224	22003.3219	-11534.3843	699966.3219	3520628.6157	4912252.1839	1.2476e-01
225	22094.9249	-11574.4954	700057.9249	3520588.5046	4912252.1839	1.1512e-01
226	22186.5278	-11614.6065	700149.5278	3520548.3935	4912252.1839	1.0622e-01
227	22278.1307	-11654.7176	700241.1307	3520508.2824	4912252.1839	9.8014e-02
228	22369.7337	-11694.8287	700332.7337	3520468.1713	4912252.1839	9.0442e-02
229	22461.3366	-11734.9398	700424.3366	3520428.0602	4912252.1839	8.3457e-02
230	22552.9396	-11775.0509	700515.9396	3520387.9491	4912252.1839	7.7012e-02
231	22644.5425	-11815.1620	700607.5425	3520347.8380	4912252.1839	7.1066e-02
232	22736.1454	-11855.2731	700699.1454	3520307.7269	4912252.1839	6.5580e-02
233	22827.7484	-11895.3842	700790.7484	3520267.6158	4912252.1839	6.0519e-02
234	22919.3513	-11935.4953	700882.3513	3520227.5047	4912252.1839	5.5848e-02
235	23010.9543	-11975.6065	700973.9543	3520187.3935	4912252.1839	5.1539e-02
236	23102.5572	-12015.7176	701065.5572	3520147.2824	4912252.1839	4.7563e-02
237	23194.1602	-12055.8287	701157.1602	3520107.1713	4912252.1839	4.3895e-02
238	23285.7631	-12095.9398	701248.7631	3520067.0602	4912252.1839	4.0509e-02
239	23377.3660	-12136.0509	701340.3660	3520026.9491	4912252.1839	3.7386e-02
240	23468.9690	-12176.1620	701431.9690	3519986.8380	4912252.1839	3.4503e-02
241	23560.5719	-12216.2731	701523.5719	3519946.7269	4912252.1839	3.1844e-02
242	23652.1749	-12256.3842	701615.1749	3519906.6158	4912252.1839	2.9390e-02
243	23743.7778	-12296.4953	701706.7778	3519866.5047	4912252.1839	2.7125e-02
244	23835.3807	-12336.6064	701798.3807	3519826.3936	4912252.1839	2.5035e-02
245	23926.9837	-12376.7175	701889.9837	3519786.2825	4912252.1839	2.3106e-02
246	24018.5866	-12416.8287	701981.5866	3519746.1713	4912252.1839	2.1327e-02
247	24110.1896	-12456.9398	702073.1896	3519706.0602	4912252.1839	1.9684e-02
248	24201.7925	-12497.0509	702164.7925	3519665.9491	4912252.1839	1.8168e-02
249	24293.3955	-12537.1620	702256.3955	3519625.8380	4912252.1839	1.6770e-02
250	24384.9984	-12577.2731	702347.9984	3519585.7269	4912252.1839	1.5479e-02
251	24476.6013	-12617.3842	702439.6013	3519545.6158	4912252.1839	1.4287e-02
252	24568.2043	-12657.4953	702531.2043	3519505.5047	4912252.1839	1.3188e-02
253	24659.8072	-12697.6064	702622.8072	3519465.3936	4912252.1839	1.2173e-02
254	24751.4102	-12737.7175	702714.4102	3519425.2825	4912252.1839	1.1237e-02
255	24843.0131	-12777.8286	702806.0131	3519385.1714	4912252.1839	1.0372e-02
256	24934.6160	-12817.9397	702897.6160	3519345.0603	4912252.1839	9.5744e-03
257	25026.2190	-12858.0508	702989.2190	3519304.9492	4912252.1839	8.8381e-03
258	25117.8219	-12898.1620	703080.8219	3519264.8380	4912252.1839	8.1586e-03
259	25209.4249	-12938.2731	703172.4249	3519224.7269	4912252.1839	7.5313e-03
260	25301.0278	-12978.3842	703264.0278	3519184.6158	4912252.1839	6.9524e-03
261	25392.6308	-13018.4953	703355.6308	3519144.5047	4912252.1839	6.4180e-03
262	25484.2337	-13058.6064	703447.2337	3519104.3936	4912252.1839	5.9248e-03
263	25575.8366	-13098.7175	703538.8366	3519064.2825	4912252.1839	5.4695e-03
264	25667.4396	-13138.8286	703630.4396	3519024.1714	4912252.1839	5.0493e-03
265	25759.0425	-13178.9397	703722.0425	3518984.0603	4912252.1839	4.6614e-03
266	25850.6455	-13219.0508	703813.6455	3518943.9492	4912252.1839	4.3034e-03
267	25942.2484	-13259.1619	703905.2484	3518903.8381	4912252.1839	3.9729e-03
268	26033.8514	-13299.2730	703996.8514	3518863.7270	4912252.1839	3.6678e-03
269	26125.4543	-13339.3841	704088.4543	3518823.6159	4912252.1839	3.3862e-03
270	26217.0572	-13379.4953	704180.0572	3518783.5047	4912252.1839	3.1263e-03
271	26308.6602	-13419.6064	704271.6602	3518743.3936	4912252.1839	2.8863e-03
272	26400.2631	-13459.7175	704363.2631	3518703.2825	4912252.1839	2.6648e-03
273	26491.8661	-13499.8286	704454.8661	3518663.1714	4912252.1839	2.4603e-03
274	26583.4690	-13539.9397	704546.4690	3518623.0603	4912252.1839	2.2715e-03
275	26675.0719	-13580.0508	704638.0719	3518582.9492	4912252.1839	2.0972e-03
276	26766.6749	-13620.1619	704729.6749	3518542.8381	4912252.1839	1.9364e-03
277	26858.2778	-13660.2730	704821.2778	3518502.7270	4912252.1839	1.7878e-03
278	26949.8808	-13700.3841	704912.8808	3518462.6159	4912252.1839	1.6507e-03
279	27041.4837	-13740.4952	705004.4837	3518422.5048	4912252.1839	1.5241e-03
280	27133.0867	-13780.6063	705096.0867	3518382.3937	4912252.1839	1.4073e-03
281	27224.6896	-13820.7175	705187.6896	3518342.2825	4912252.1839	1.2994e-03
282	27316.2925	-13860.8286	705279.2925	3518302.1714	4912252.1839	1.1998e-03
283	27407.8955	-13900.9397	705370.8955	3518262.0603	4912252.1839	1.1078e-03
284	27499.4984	-13941.0508	705462.4984	3518221.9492	4912252.1839	1.0229e-03
285	27591.1014	-13981.1619	705554.1014	3518181.8381	4912252.1839	9.4453e-04
286	27682.7043	-14021.2730	705645.7043	3518141.7270	4912252.1839	8.7216e-04
287	27774.3072	-14061.3841	705737.3072	3518101.6159	4912252.1839	8.0535e-04
288	27865.9102	-14101.4952	705828.9102	3518061.5048	4912252.1839	7.4365e-04
289	27957.5131	-14141.6063	705920.5131	3518021.3937	4912252.1839	6.8669e-04
290	28049.1161	-14181.7174	706012.1161	3517981.2826	4912252.1839	6.3410e-04
291	28140.7190	-14221.8285	706103.7190	3517941.1715	4912252.1839	5.8555e-04
292	28232.3220	-14261.9396	706195.3220	3517901.0604	4912252.1839	5.4071e-04
293	28323.9249	-14302.0508	706286.9249	3517860.9492	4912252.1839	4.9931e-04
294	28415.5278	-14342.1619	706378.5278	3517820.8381	4912252.1839	4.6109e-04
295	28507.1308	-14382.2730	706470.1308	3517780.7270	4912252.1839	4.2580e-04
296	28598.7337	-14422.3841	706561.7337	3517740.6159	4912252.1839	3.9321e-04
297	28690.3367	-14462.4952	706653.3367	3517700.5048	4912252.1839	3.6312e-04
298	28781.9396	-14502.6063	706744.9396	3517660.3937	4912252.1839	3.3533e-04
299	28873.5426	-14542.7174	706836.5426	3517620.2826	4912252.1839	3.0968e-04
300	28965.1455	-14582.8285	706928.1455	3517580.1715	4912252.1839	2.8598e-04
301	29056.7484	-14622.9396	707019.7484	3517540.0604	4912252.1839	2.6411e-04
302	29148.3514	-14663.0507	707111.3514	3517499.9493	4912252.1839	2.4391e-04
303	29239.9543	-14703.1618	707202.9543	3517459.8382	4912252.1839	2.2525e-04
304	29331.5573	-14743.2730	707294.5573	3517419.7270	4912252.1839	2.0803e-04
305	29423.1602	-14783.3841	707386.1602	3517379.6159	4912252.1839	1.9212e-04
306	29514.7631	-14823.4952	707477.7631	3517339.5048	4912252.1839	1.7743e-04
307	29606.3661	-14863.6063	707569.3661	3517299.3937	4912252.1839	1.6387e-04
308	29697.9690	-14903.7174	707660.9690	3517259.2826	4912252.1839	1.5134e-04
309	29789.5720	-14943.8285	707752.5720	3517219.1715	4912252.1839	1.3978e-04
310	29881.1749	-14983.9396	707844.1749	3517179.0604	4912252.1839	1.2909e-04
311	29972.7779	-15024.0507	707935.7779	3517138.9493	4912252.1839	1.1923e-04
312	30064.3808	-15064.1618	708027.3808	3517098.8382	4912252.1839	1.1012e-04
313	30155.9837	-15104.2729	708118.9837	3517058.7271	4912252.1839	1.0170e-04
314	30247.5867	-15144.3840	708210.5867	3517018.6160	4912252.1839	9.3935e-05
315	30339.1896	-15184.4951	708302.1896	3516978.5049	4912252.1839	8.6759e-05
316	30430.7926	-15224.6063	708393.7926	3516938.3937	4912252.1839	8.0133e-05
317	30522.3955	-15264.7174	708485.3955	3516898.2826	4912252.1839	7.4013e-05
318	30613.9984	-15304.8285	708576.9984	3516858.1715	4912252.1839	6.8361e-05
319	30705.6014	-15344.9396	708668.6014	3516818.0604	4912252.1839	6.3141e-05
320	30797.2043	-15385.0507	708760.2043	3516777.9493	4912252.1839	5.8320e-05
321	30888.8073	-15425.1618	708851.8073	3516737.8382	4912252.1839	5.3867e-05
322	30980.4102	-15465.2729	708943.4102	3516697.7271	4912252.1839	4.9755e-05
323	31072.0132	-15505.3840	709035.0132	3516657.6160	4912252.1839	4.5957e-05
