i	x_from_vent	y_from_vent	x_coord	y_coord	cloud_sigma2	mass_released
60	37704.0279	-32533.5237	715667.0279	3499629.4763	10605980.3372	3.5128e+06
61	37797.1024	-32574.2839	715760.1024	3499588.7161	10613167.4245	3.4838e+06
62	37888.7054	-32614.3950	715851.7054	3499548.6050	10613167.4245	3.4551e+06
63	37980.3083	-32654.5061	715943.3083	3499508.4939	10613167.4245	3.4266e+06
64	38071.9113	-32694.6172	716034.9113	3499468.3828	10613167.4245	3.3983e+06
65	38163.5142	-32734.7283	716126.5142	3499428.2717	10613167.4245	3.3703e+06
66	38255.1171	-32774.8394	716218.1171	3499388.1606	10613167.4245	3.3425e+06
67	38346.7201	-32814.9505	716309.7201	3499348.0495	10613167.4245	3.3150e+06
68	38438.3230	-32855.0616	716401.3230	3499307.9384	10613167.4245	3.2876e+06
69	38529.9260	-32895.1727	716492.9260	3499267.8273	10613167.4245	3.2606e+06
70	38621.5289	-32935.2839	716584.5289	3499227.7161	10613167.4245	3.2337e+06
71	38713.1319	-32975.3950	716676.1319	3499187.6050	10613167.4245	3.2071e+06
72	38804.7348	-33015.5061	716767.7348	3499147.4939	10613167.4245	3.1807e+06
73	38896.3377	-33055.6172	716859.3377	3499107.3828	10613167.4245	3.1545e+06
74	38987.9407	-33095.7283	716950.9407	3499067.2717	10613167.4245	3.1286e+06
75	39079.5436	-33135.8394	717042.5436	3499027.1606	10613167.4245	3.1029e+06
76	39171.1466	-33175.9505	717134.1466	3498987.0495	10613167.4245	3.0774e+06
77	39262.7495	-33216.0616	717225.7495	3498946.9384	10613167.4245	3.0521e+06
78	39354.3525	-33256.1727	717317.3525	3498906.8273	10613167.4245	3.0270e+06
79	39445.9554	-33296.2838	717408.9554	3498866.7162	10613167.4245	3.0022e+06
80	39537.5583	-33336.3949	717500.5583	3498826.6051	10613167.4245	2.9775e+06
81	39629.1613	-33376.5060	717592.1613	3498786.4940	10613167.4245	2.9531e+06
82	39720.7642	-33416.6172	717683.7642	3498746.3828	10613167.4245	2.9288e+06
83	39812.3672	-33456.7283	717775.3672	3498706.2717	10613167.4245	2.9048e+06
84	39903.9701	-33496.8394	717866.9701	3498666.1606	10613167.4245	2.8810e+06
85	39995.5730	-33536.9505	717958.5730	3498626.0495	10613167.4245	2.8574e+06
86	40087.1760	-33577.0616	718050.1760	3498585.9384	10613167.4245	2.8340e+06
87	40178.7789	-33617.1727	718141.7789	3498545.8273	10613167.4245	2.8108e+06
88	40270.3819	-33657.2838	718233.3819	3498505.7162	10613167.4245	2.7877e+06
89	40361.9848	-33697.3949	718324.9848	3498465.6051	10613167.4245	2.7649e+06
90	40453.5878	-33737.5060	718416.5878	3498425.4940	10613167.4245	2.7423e+06
91	40545.1907	-33777.6171	718508.1907	3498385.3829	10613167.4245	2.7198e+06
92	40636.7936	-33817.7282	718599.7936	3498345.2718	10613167.4245	2.6976e+06
93	40728.3966	-33857.8394	718691.3966	3498305.1606	10613167.4245	2.6755e+06
94	40819.9995	-33897.9505	718782.9995	3498265.0495	10613167.4245	2.6537e+06
95	40911.6025	-33938.0616	718874.6025	3498224.9384	10613167.4245	2.6320e+06
96	41003.2054	-33978.1727	718966.2054	3498184.8273	10613167.4245	2.6105e+06
97	41094.8083	-34018.2838	719057.8083	3498144.7162	10613167.4245	2.5891e+06
98	41186.4113	-34058.3949	719149.4113	3498104.6051	10613167.4245	2.5680e+06
99	41278.0142	-34098.5060	719241.0142	3498064.4940	10613167.4245	2.5470e+06
100	41369.6172	-34138.6171	719332.6172	3498024.3829	10613167.4245	2.5263e+06
101	41461.2201	-34178.7282	719424.2201	3497984.2718	10613167.4245	2.5056e+06
102	41552.8231	-34218.8393	719515.8231	3497944.1607	10613167.4245	2.4852e+06
103	41644.4260	-34258.9504	719607.4260	3497904.0496	10613167.4245	2.4649e+06
104	41736.0289	-34299.0615	719699.0289	3497863.9385	10613167.4245	2.4449e+06
105	41827.6319	-34339.1727	719790.6319	3497823.8273	10613167.4245	2.4249e+06
106	41919.2348	-34379.2838	719882.2348	3497783.7162	10613167.4245	2.4052e+06
107	42010.8378	-34419.3949	719973.8378	3497743.6051	10613167.4245	2.3856e+06
108	42102.4407	-34459.5060	720065.4407	3497703.4940	10613167.4245	2.3662e+06
109	42194.0437	-34499.6171	720157.0437	3497663.3829	10613167.4245	2.3469e+06
110	42285.6466	-34539.7282	720248.6466	3497623.2718	10613167.4245	2.3278e+06
111	42377.2495	-34579.8393	720340.2495	3497583.1607	10613167.4245	2.3089e+06
112	42468.8525	-34619.9504	720431.8525	3497543.0496	10613167.4245	2.2901e+06
113	42560.4554	-34660.0615	720523.4554	3497502.9385	10613167.4245	2.2715e+06
114	42652.0584	-34700.1726	720615.0584	3497462.8274	10613167.4245	2.2530e+06
115	42743.6613	-34740.2837	720706.6613	3497422.7163	10613167.4245	2.2347e+06
116	42835.2642	-34780.3948	720798.2642	3497382.6052	10613167.4245	2.2166e+06
117	42926.8672	-34820.5060	720889.8672	3497342.4940	10613167.4245	2.1986e+06
118	43018.4701	-34860.6171	720981.4701	3497302.3829	10613167.4245	2.1807e+06
119	43110.0731	-34900.7282	721073.0731	3497262.2718	10613167.4245	2.1630e+06
120	43201.6760	-34940.8393	721164.6760	3497222.1607	10613167.4245	2.1455e+06
121	43293.2790	-34980.9504	721256.2790	3497182.0496	10613167.4245	2.1281e+06
122	43384.8819	-35021.0615	721347.8819	3497141.9385	10613167.4245	2.1109e+06
123	43476.4848	-35061.1726	721439.4848	3497101.8274	10613167.4245	2.0937e+06
124	43568.0878	-35101.2837	721531.0878	3497061.7163	10613167.4245	2.0768e+06
125	43659.6907	-35141.3948	721622.6907	3497021.6052	10613167.4245	2.0600e+06
126	43751.2937	-35181.5059	721714.2937	3496981.4941	10613167.4245	2.0433e+06
127	43842.8966	-35221.6170	721805.8966	3496941.3830	10613167.4245	2.0267e+06
128	43934.4995	-35261.7282	721897.4995	3496901.2718	10613167.4245	2.0103e+06
129	44026.1025	-35301.8393	721989.1025	3496861.1607	10613167.4245	1.9941e+06
130	44117.7054	-35341.9504	722080.7054	3496821.0496	10613167.4245	1.9780e+06
131	44209.3084	-35382.0615	722172.3084	3496780.9385	10613167.4245	1.9620e+06
132	44300.9113	-35422.1726	722263.9113	3496740.8274	10613167.4245	1.9461e+06
133	44392.5143	-35462.2837	722355.5143	3496700.7163	10613167.4245	1.9304e+06
134	44484.1172	-35502.3948	722447.1172	3496660.6052	10613167.4245	1.9148e+06
135	44575.7201	-35542.5059	722538.7201	3496620.4941	10613167.4245	1.8993e+06
136	44667.3231	-35582.6170	722630.3231	3496580.3830	10613167.4245	1.8840e+06
137	44758.9260	-35622.7281	722721.9260	3496540.2719	10613167.4245	1.8688e+06
138	44850.5290	-35662.8392	722813.5290	3496500.1608	10613167.4245	1.8537e+06
139	44942.1319	-35702.9503	722905.1319	3496460.0497	10613167.4245	1.8388e+06
140	45033.7349	-35743.0615	722996.7349	3496419.9385	10613167.4245	1.8239e+06
141	45125.3378	-35783.1726	723088.3378	3496379.8274	10613167.4245	1.8092e+06
142	45216.9407	-35823.2837	723179.9407	3496339.7163	10613167.4245	1.7947e+06
143	45308.5437	-35863.3948	723271.5437	3496299.6052	10613167.4245	1.7802e+06
144	45400.1466	-35903.5059	723363.1466	3496259.4941	10613167.4245	1.7659e+06
145	45491.7496	-35943.6170	723454.7496	3496219.3830	10613167.4245	1.7516e+06
146	45583.3525	-35983.7281	723546.3525	3496179.2719	10613167.4245	1.7375e+06
147	45674.9554	-36023.8392	723637.9554	3496139.1608	10613167.4245	1.7236e+06
148	45766.5584	-36063.9503	723729.5584	3496099.0497	10613167.4245	1.7097e+06
149	45858.1613	-36104.0614	723821.1613	3496058.9386	10613167.4245	1.6960e+06
150	45949.7643	-36144.1725	723912.7643	3496018.8275	10613167.4245	1.6823e+06
151	46041.3672	-36184.2836	724004.3672	3495978.7164	10613167.4245	1.6688e+06
152	46132.9702	-36224.3948	724095.9702	3495938.6052	10613167.4245	1.6554e+06
153	46224.5731	-36264.5059	724187.5731	3495898.4941	10613167.4245	1.6421e+06
154	46316.1760	-36304.6170	724279.1760	3495858.3830	10613167.4245	1.6289e+06
155	46407.7790	-36344.7281	724370.7790	3495818.2719	10613167.4245	1.6158e+06
156	46499.3819	-36384.8392	724462.3819	3495778.1608	10613167.4245	1.6029e+06
157	46590.9849	-36424.9503	724553.9849	3495738.0497	10613167.4245	1.5900e+06
158	46682.5878	-36465.0614	724645.5878	3495697.9386	10613167.4245	1.5773e+06
159	46774.1907	-36505.1725	724737.1907	3495657.8275	10613167.4245	1.5646e+06
160	46865.7937	-36545.2836	724828.7937	3495617.7164	10613167.4245	1.5521e+06
161	46957.3966	-36585.3947	724920.3966	3495577.6053	10613167.4245	1.5396e+06
162	47048.9996	-36625.5058	725011.9996	3495537.4942	10613167.4245	1.5273e+06
163	47140.6025	-36665.6170	725103.6025	3495497.3830	10613167.4245	1.5151e+06
164	47232.2055	-36705.7281	725195.2055	3495457.2719	10613167.4245	1.5030e+06
165	47323.8084	-36745.8392	725286.8084	3495417.1608	10613167.4245	1.4909e+06
166	47415.4113	-36785.9503	725378.4113	3495377.0497	10613167.4245	1.4790e+06
167	47507.0143	-36826.0614	725470.0143	3495336.9386	10613167.4245	1.4672e+06
168	47598.6172	-36866.1725	725561.6172	3495296.8275	10613167.4245	1.4554e+06
169	47690.2202	-36906.2836	725653.2202	3495256.7164	10613167.4245	1.4438e+06
170	47781.8231	-36946.3947	725744.8231	3495216.6053	10613167.4245	1.4323e+06
171	47873.4260	-36986.5058	725836.4260	3495176.4942	10613167.4245	1.4208e+06
172	47965.0290	-37026.6169	725928.0290	3495136.3831	10613167.4245	1.4095e+06
173	48056.6319	-37066.7280	726019.6319	3495096.2720	10613167.4245	1.3982e+06
174	48148.2349	-37106.8391	726111.2349	3495056.1609	10613167.4245	1.3871e+06
175	48239.8378	-37146.9503	726202.8378	3495016.0497	10613167.4245	1.3760e+06
176	48331.4408	-37187.0614	726294.4408	3494975.9386	10613167.4245	1.3650e+06
177	48423.0437	-37227.1725	726386.0437	3494935.8275	10613167.4245	1.3542e+06
178	48514.6466	-37267.2836	726477.6466	3494895.7164	10613167.4245	1.3434e+06
179	48606.2496	-37307.3947	726569.2496	3494855.6053	10613167.4245	1.3327e+06
180	48697.8525	-37347.5058	726660.8525	3494815.4942	10613167.4245	1.3220e+06
181	48789.4555	-37387.6169	726752.4555	3494775.3831	10613167.4245	1.3115e+06
182	48881.0584	-37427.7280	726844.0584	3494735.2720	10613167.4245	1.3011e+06
183	48972.6614	-37467.8391	726935.6614	3494695.1609	10613167.4245	1.2907e+06
184	49064.2643	-37507.9502	727027.2643	3494655.0498	10613167.4245	1.2804e+06
185	49155.8672	-37548.0613	727118.8672	3494614.9387	10613167.4245	1.2703e+06
186	49247.4702	-37588.1725	727210.4702	3494574.8275	10613167.4245	1.2602e+06
187	49339.0731	-37628.2836	727302.0731	3494534.7164	10613167.4245	1.2501e+06
188	49430.6761	-37668.3947	727393.6761	3494494.6053	10613167.4245	1.2402e+06
189	49522.2790	-37708.5058	727485.2790	3494454.4942	10613167.4245	1.2304e+06
190	49613.8819	-37748.6169	727576.8819	3494414.3831	10613167.4245	1.2206e+06
191	49705.4849	-37788.7280	727668.4849	3494374.2720	10613167.4245	1.2109e+06
192	49797.0878	-37828.8391	727760.0878	3494334.1609	10613167.4245	1.2013e+06
193	49888.6908	-37868.9502	727851.6908	3494294.0498	10613167.4245	1.1918e+06
194	49980.2937	-37909.0613	727943.2937	3494253.9387	10613167.4245	1.1823e+06
195	50071.8967	-37949.1724	728034.8967	3494213.8276	10613167.4245	1.1729e+06
196	50163.4996	-37989.2835	728126.4996	3494173.7165	10613167.4245	1.1636e+06
197	50255.1025	-38029.3946	728218.1025	3494133.6054	10613167.4245	1.1544e+06
198	50346.7055	-38069.5058	728309.7055	3494093.4942	10613167.4245	1.1453e+06
199	50438.3084	-38109.6169	728401.3084	3494053.3831	10613167.4245	1.1362e+06
200	50529.9114	-38149.7280	728492.9114	3494013.2720	10613167.4245	1.1272e+06
201	50621.5143	-38189.8391	728584.5143	3493973.1609	10613167.4245	1.1183e+06
202	50713.1172	-38229.9502	728676.1172	3493933.0498	10613167.4245	1.1094e+06
203	50804.7202	-38270.0613	728767.7202	3493892.9387	10613167.4245	1.1006e+06
204	50896.3231	-38310.1724	728859.3231	3493852.8276	10613167.4245	1.0919e+06
205	50987.9261	-38350.2835	728950.9261	3493812.7165	10613167.4245	1.0833e+06
206	51079.5290	-38390.3946	729042.5290	3493772.6054	10613167.4245	1.0747e+06
207	51171.1320	-38430.5057	729134.1320	3493732.4943	10613167.4245	1.0663e+06
208	51262.7349	-38470.6168	729225.7349	3493692.3832	10613167.4245	1.0578e+06
209	51354.3378	-38510.7279	729317.3378	3493652.2721	10613167.4245	1.0495e+06
210	51445.9408	-38550.8391	729408.9408	3493612.1609	10613167.4245	1.0412e+06
211	51537.5437	-38590.9502	729500.5437	3493572.0498	10613167.4245	1.0330e+06
212	51629.1467	-38631.0613	729592.1467	3493531.9387	10613167.4245	1.0248e+06
213	51720.7496	-38671.1724	729683.7496	3493491.8276	10613167.4245	1.0167e+06
214	51812.3526	-38711.2835	729775.3526	3493451.7165	10613167.4245	1.0087e+06
215	51903.9555	-38751.3946	729866.9555	3493411.6054	10613167.4245	1.0008e+06
216	51995.5584	-38791.5057	729958.5584	3493371.4943	10613167.4245	9.9289e+05
217	52087.1614	-38831.6168	730050.1614	3493331.3832	10613167.4245	9.8507e+05
218	52178.7643	-38871.7279	730141.7643	3493291.2721	10613167.4245	9.7731e+05
219	52270.3673	-38911.8390	730233.3673	3493251.1610	10613167.4245	9.6962e+05
220	52361.9702	-38951.9501	730324.9702	3493211.0499	10613167.4245	9.6198e+05
221	52453.5731	-38992.0613	730416.5731	3493170.9387	10613167.4245	9.5442e+05
222	52545.1761	-39032.1724	730508.1761	3493130.8276	10613167.4245	9.4691e+05
223	52636.7790	-39072.2835	730599.7790	3493090.7165	10613167.4245	9.3946e+05
224	52728.3820	-39112.3946	730691.3820	3493050.6054	10613167.4245	9.3208e+05
225	52819.9849	-39152.5057	730782.9849	3493010.4943	10613167.4245	9.2475e+05
226	52911.5879	-39192.6168	730874.5879	3492970.3832	10613167.4245	9.1749e+05
227	53003.1908	-39232.7279	730966.1908	3492930.2721	10613167.4245	9.1028e+05
228	53094.7937	-39272.8390	731057.7937	3492890.1610	10613167.4245	9.0314e+05
229	53186.3967	-39312.9501	731149.3967	3492850.0499	10613167.4245	8.9605e+05
230	53277.9996	-39353.0612	731240.9996	3492809.9388	10613167.4245	8.8902e+05
231	53369.6026	-39393.1723	731332.6026	3492769.8277	10613167.4245	8.8204e+05
232	53461.2055	-39433.2834	731424.2055	3492729.7166	10613167.4245	8.7512e+05
233	53552.8084	-39473.3946	731515.8084	3492689.6054	10613167.4245	8.6826e+05
234	53644.4114	-39513.5057	731607.4114	3492649.4943	10613167.4245	8.6146e+05
235	53736.0143	-39553.6168	731699.0143	3492609.3832	10613167.4245	8.5471e+05
236	53827.6173	-39593.7279	731790.6173	3492569.2721	10613167.4245	8.4802e+05
237	53919.2202	-39633.8390	731882.2202	3492529.1610	10613167.4245	8.4138e+05
238	54010.8232	-39673.9501	731973.8232	3492489.0499	10613167.4245	8.3479e+05
239	54102.4261	-39714.0612	732065.4261	3492448.9388	10613167.4245	8.2826e+05
240	54194.0290	-39754.1723	732157.0290	3492408.8277	10613167.4245	8.2178e+05
241	54285.6320	-39794.2834	732248.6320	3492368.7166	10613167.4245	8.1535e+05
242	54377.2349	-39834.3945	732340.2349	3492328.6055	10613167.4245	8.0898e+05
243	54468.8379	-39874.5056	732431.8379	3492288.4944	10613167.4245	8.0265e+05
244	54560.4408	-39914.6168	732523.4408	3492248.3832	10613167.4245	7.9638e+05
245	54652.0438	-39954.7279	732615.0438	3492208.2721	10613167.4245	7.9016e+05
246	54743.6467	-39994.8390	732706.6467	3492168.1610	10613167.4245	7.8399e+05
247	54835.2496	-40034.9501	732798.2496	3492128.0499	10613167.4245	7.7787e+05
248	54926.8526	-40075.0612	732889.8526	3492087.9388	10613167.4245	7.7180e+05
249	55018.4555	-40115.1723	732981.4555	3492047.8277	10613167.4245	7.6578e+05
250	55110.0585	-40155.2834	733073.0585	3492007.7166	10613167.4245	7.5980e+05
251	55201.6614	-40195.3945	733164.6614	3491967.6055	10613167.4245	7.5388e+05
252	55293.2643	-40235.5056	733256.2643	3491927.4944	10613167.4245	7.4800e+05
253	55384.8673	-40275.6167	733347.8673	3491887.3833	10613167.4245	7.4217e+05
254	55476.4702	-40315.7278	733439.4702	3491847.2722	10613167.4245	7.3639e+05
255	55568.0732	-40355.8389	733531.0732	3491807.1611	10613167.4245	7.3066e+05
256	55659.6761	-40395.9501	733622.6761	3491767.0499	10613167.4245	7.2497e+05
257	55751.2791	-40436.0612	733714.2791	3491726.9388	10613167.4245	7.1933e+05
258	55842.8820	-40476.1723	733805.8820	3491686.8277	10613167.4245	7.1373e+05
259	55934.4849	-40516.2834	733897.4849	3491646.7166	10613167.4245	7.0818e+05
260	56026.0879	-40556.3945	733989.0879	3491606.6055	10613167.4245	7.0267e+05
261	56117.6908	-40596.5056	734080.6908	3491566.4944	10613167.4245	6.9721e+05
262	56209.2938	-40636.6167	734172.2938	3491526.3833	10613167.4245	6.9179e+05
263	56300.8967	-40676.7278	734263.8967	3491486.2722	10613167.4245	6.8641e+05
264	56392.4996	-40716.8389	734355.4996	3491446.1611	10613167.4245	6.8108e+05
265	56484.1026	-40756.9500	734447.1026	3491406.0500	10613167.4245	6.7579e+05
266	56575.7055	-40797.0611	734538.7055	3491365.9389	10613167.4245	6.7055e+05
267	56667.3085	-40837.1722	734630.3085	3491325.8278	10613167.4245	6.6534e+05
268	56758.9114	-40877.2834	734721.9114	3491285.7166	10613167.4245	6.6018e+05
269	56850.5144	-40917.3945	734813.5144	3491245.6055	10613167.4245	6.5506e+05
270	56942.1173	-40957.5056	734905.1173	3491205.4944	10613167.4245	6.4998e+05
271	57033.7202	-40997.6167	734996.7202	3491165.3833	10613167.4245	6.4495e+05
272	57125.3232	-41037.7278	735088.3232	3491125.2722	10613167.4245	6.3995e+05
273	57216.9261	-41077.8389	735179.9261	3491085.1611	10613167.4245	6.3499e+05
274	57308.5291	-41117.9500	735271.5291	3491045.0500	10613167.4245	6.3007e+05
275	57400.1320	-41158.0611	735363.1320	3491004.9389	10613167.4245	6.2520e+05
276	57491.7349	-41198.1722	735454.7349	3490964.8278	10613167.4245	6.2036e+05
277	57583.3379	-41238.2833	735546.3379	3490924.7167	10613167.4245	6.1556e+05
278	57674.9408	-41278.3944	735637.9408	3490884.6056	10613167.4245	6.1080e+05
279	57766.5438	-41318.5056	735729.5438	3490844.4944	10613167.4245	6.0607e+05
280	57858.1467	-41358.6167	735821.1467	3490804.3833	10613167.4245	6.0139e+05
281	57949.7497	-41398.7278	735912.7497	3490764.2722	10613167.4245	5.9674e+05
282	58041.3526	-41438.8389	736004.3526	3490724.1611	10613167.4245	5.9213e+05
283	58132.9555	-41478.9500	736095.9555	3490684.0500	10613167.4245	5.8756e+05
284	58224.5585	-41519.0611	736187.5585	3490643.9389	10613167.4245	5.8302e+05
285	58316.1614	-41559.1722	736279.1614	3490603.8278	10613167.4245	5.7852e+05
286	58407.7644	-41599.2833	736370.7644	3490563.7167	10613167.4245	5.7406e+05
287	58499.3673	-41639.3944	736462.3673	3490523.6056	10613167.4245	5.6963e+05
288	58590.9703	-41679.5055	736553.9703	3490483.4945	10613167.4245	5.6524e+05
289	58682.5732	-41719.6166	736645.5732	3490443.3834	10613167.4245	5.6088e+05
290	58774.1761	-41759.7277	736737.1761	3490403.2723	10613167.4245	5.5656e+05
291	58865.7791	-41799.8389	736828.7791	3490363.1611	10613167.4245	5.5227e+05
292	58957.3820	-41839.9500	736920.3820	3490323.0500	10613167.4245	5.4801e+05
293	59048.9850	-41880.0611	737011.9850	3490282.9389	10613167.4245	5.4379e+05
294	59140.5879	-41920.1722	737103.5879	3490242.8278	10613167.4245	5.3961e+05
295	59232.1908	-41960.2833	737195.1908	3490202.7167	10613167.4245	5.3546e+05
296	59323.7938	-42000.3944	737286.7938	3490162.6056	10613167.4245	5.3134e+05
297	59415.3967	-42040.5055	737378.3967	3490122.4945	10613167.4245	5.2725e+05
298	59506.9997	-42080.6166	737469.9997	3490082.3834	10613167.4245	5.2320e+05
299	59598.6026	-42120.7277	737561.6026	3490042.2723	10613167.4245	5.1917e+05
300	59690.2056	-42160.8388	737653.2056	3490002.1612	10613167.4245	5.1518e+05
301	59781.8085	-42200.9499	737744.8085	3489962.0501	10613167.4245	5.1123e+05
302	59873.4114	-42241.0610	737836.4114	3489921.9390	10613167.4245	5.0730e+05
303	59965.0144	-42281.1722	737928.0144	3489881.8278	10613167.4245	5.0341e+05
304	60056.6173	-42321.2833	738019.6173	3489841.7167	10613167.4245	4.9954e+05
305	60148.2203	-42361.3944	738111.2203	3489801.6056	10613167.4245	4.9571e+05
306	60239.8232	-42401.5055	738202.8232	3489761.4945	10613167.4245	4.9191e+05
307	60331.4261	-42441.6166	738294.4261	3489721.3834	10613167.4245	4.8813e+05
308	60423.0291	-42481.7277	738386.0291	3489681.2723	10613167.4245	4.8439e+05
309	60514.6320	-42521.8388	738477.6320	3489641.1612	10613167.4245	4.8068e+05
310	60606.2350	-42561.9499	738569.2350	3489601.0501	10613167.4245	4.7700e+05
311	60697.8379	-42602.0610	738660.8379	3489560.9390	10613167.4245	4.7334e+05
312	60789.4409	-42642.1721	738752.4409	3489520.8279	10613167.4245	4.6972e+05
313	60881.0438	-42682.2832	738844.0438	3489480.7168	10613167.4245	4.6612e+05
314	60972.6467	-42722.3944	738935.6467	3489440.6056	10613167.4245	4.6256e+05
315	61064.2497	-42762.5055	739027.2497	3489400.4945	10613167.4245	4.5902e+05
316	61155.8526	-42802.6166	739118.8526	3489360.3834	10613167.4245	4.5551e+05
317	61247.4556	-42842.7277	739210.4556	3489320.2723	10613167.4245	4.5202e+05
318	61339.0585	-42882.8388	739302.0585	3489280.1612	10613167.4245	4.4857e+05
319	61430.6615	-42922.9499	739393.6615	3489240.0501	10613167.4245	4.4514e+05
320	61522.2644	-42963.0610	739485.2644	3489199.9390	10613167.4245	4.4174e+05
321	61613.8673	-43003.1721	739576.8673	3489159.8279	10613167.4245	4.3837e+05
322	61705.4703	-43043.2832	739668.4703	3489119.7168	10613167.4245	4.3502e+05
