s	phi-3.0	phi-3.1	phi-3.2	phi-3.3	phi-3.4	phi-3.5	phi-3.6	phi-3.7	phi-3.8	phi-3.9
33	171587.3826	149977.9111	130340.2150	112613.1788	96718.2389	82562.5007	70041.8553	59044.0176	49451.4153	41143.8709
34	158761.5651	138387.6978	119926.9586	103312.3805	88460.8938	75276.4304	63652.9969	53477.6425	44633.2548	37001.1294
35	146894.4521	127693.1701	110345.6474	94779.7413	80908.5217	68633.3496	57846.8974	48436.0374	40284.5382	33275.5170
36	135914.3823	117825.1098	101529.8148	86951.8185	74000.9353	62576.5151	52570.4005	43869.7297	36359.5268	29925.0334
37	125755.0510	108719.6480	93418.3046	79770.4092	67683.0859	57054.1910	47775.1985	39733.9107	32816.9378	26911.9072
38	116355.1097	100317.8514	85954.8463	73182.1173	61904.6246	52019.2073	43417.3902	35987.9960	29619.5112	24202.1700
39	107657.7953	92565.3412	79087.6653	67137.9569	56619.5010	47428.5566	39457.0788	32595.2275	26733.6168	21765.2740
40	99610.5881	85411.9409	72769.1232	61592.9878	51785.5962	43243.0269	35858.0067	29522.3122	24128.9015	19573.7470
41	92164.8936	78811.3515	66955.3877	56505.9814	47364.3872	39426.8667	32587.2235	26739.0961	21777.9694	17602.8830
42	85275.7501	72720.8521	61606.1284	51839.1143	43320.6402	35947.4793	29614.7843	24218.2676	19656.0938	15830.4637
43	78901.5564	67101.0234	56684.2368	47557.6869	39622.1291	32775.1449	26913.4757	21935.0903	17740.9572	14236.5077
44	73003.8211	61915.4920	52155.5693	43629.8654	36239.3794	29882.7663	24458.5667	19867.1595	16012.4166	12803.0458
45	67546.9299	57130.6957	47988.7102	40026.4454	33145.4328	27245.6377	22227.5818	17994.1830	14452.2915	11513.9180
46	62497.9305	52715.6659	44154.7535	36720.6343	30315.6328	24841.2334	20200.0959	16297.7813	13044.1728	10354.5913
47	57826.3338	48641.8272	40627.1027	33687.8524	27727.4276	22649.0157	18357.5469	14761.3078	11773.2503	9311.9963
48	53503.9297	44882.8127	37381.2861	30905.5499	25360.1912	20650.2594	16683.0658	13369.6854	10626.1565	8374.3793
49	49504.6168	41414.2928	34394.7871	28353.0397	23195.0582	18827.8916	15161.3222	12109.2583	9590.8266	7531.1701
50	45804.2446	38213.8183	31646.8882	26011.3430	21214.7740	17166.3462	13778.3842	10967.6579	8656.3712	6772.8630
51	42380.4679	35260.6747	29118.5269	23863.0487	19403.5570	15651.4308	12521.5908	9933.6819	7812.9619	6090.9092
52	39212.6117	32535.7485	26792.1636	21892.1834	17746.9733	14270.2054	11379.4355	8997.1840	7051.7278	5477.6207
53	36281.5465	30021.4032	24651.6603	20084.0932	16231.8207	13010.8719	10341.4619	8148.9744	6364.6624	4926.0837
54	33569.5727	27701.3651	22682.1679	18425.3344	14846.0248	11862.6736	9398.1668	7380.7298	5744.5393	4430.0805
55	31060.3135	25560.6183	20870.0240	16903.5736	13578.5415	10815.8028	8540.9143	6684.9114	5184.8361	3984.0195
56	28738.6165	23585.3073	19202.6575	15507.4961	12419.2699	9861.3174	7761.8560	6054.6914	4679.6661	3582.8719
57	26590.4618	21762.6473	17668.5017	14226.7215	11358.9715	8991.0645	7053.8593	5483.8853	4223.7159	3222.1156
58	24602.8773	20080.8415	16256.9140	13051.7270	10389.1963	8197.6108	6410.4425	4966.8920	3812.1899	2897.6835
59	22763.8609	18529.0048	14958.1022	11973.7761	9502.2159	7474.1786	5825.7148	4498.6382	3440.7599	2605.9182
60	21062.3073	17097.0931	13763.0562	10984.8538	8690.9617	6814.5887	5294.3231	4074.5291	3105.5190	2343.5305
61	19487.9415	15775.8389	12663.4859	10077.6073	7948.9686	6213.2071	4811.4021	3690.4028	2802.9415	2107.5624
62	18031.2564	14556.6904	11651.7634	9245.2909	7270.3233	5664.8969	4372.5307	3342.4901	2529.8447	1895.3537
63	16683.4557	13431.7571	10720.8704	8481.7161	6649.6175	5164.9745	3973.6909	3027.3768	2283.3563	1704.5122
64	15436.4004	12393.7581	9864.3490	7781.2055	6081.9047	4709.1699	3611.2312	2741.9708	2060.8839	1532.8863
65	14282.5600	11435.9750	9076.2577	7138.5505	5562.6605	4293.5897	3281.8333	2483.4715	1860.0874	1378.5413
66	13214.9669	10552.2090	8351.1293	6548.9728	5087.7469	3914.6841	2982.4813	2249.3422	1678.8550	1239.7371
67	12227.1742	9736.7399	7683.9334	6008.0887	4653.3791	3569.2165	2710.4346	2037.2855	1515.2805	1114.9090
68	11313.2171	8984.2898	7070.0418	5511.8766	4256.0957	3254.2362	2463.2027	1845.2204	1367.6433	1002.6498
69	10467.5765	8289.9887	6505.1957	5056.6470	3892.7304	2967.0527	2238.5220	1671.2622	1234.3908	901.6938
70	9685.1459	7649.3427	5985.4768	4639.0151	3560.3875	2705.2128	2034.3355	1513.7040	1114.1214	810.9030
71	8961.2004	7058.2056	5507.2798	4255.8757	3256.4185	2466.4801	1848.7739	1370.9995	1005.5701	729.2539
72	8291.3684	6512.7512	5067.2873	3904.3801	2978.4009	2248.8153	1680.1382	1241.7485	907.5952	655.8259
73	7671.6050	6009.4493	4662.4471	3581.9147	2724.1191	2050.3593	1526.8846	1124.6827	819.1662	589.7914
74	7098.1677	5545.0422	4289.9507	3286.0819	2491.5467	1869.4168	1387.6101	1018.6532	739.3530	530.4058
75	6567.5937	5116.5243	3947.2141	3014.6822	2278.8303	1704.4424	1261.0394	922.6197	667.3162	476.9997
76	6076.6791	4721.1220	3631.8598	2765.6976	2084.2745	1554.0268	1146.0139	835.6397	602.2981	428.9710
77	5622.4593	4356.2762	3341.7000	2537.2768	1906.3291	1416.8853	1041.4804	756.8598	543.6149	385.7783
78	5202.1916	4019.6255	3074.7220	2327.7214	1743.5757	1291.8463	946.4819	685.5068	490.6493	346.9346
79	4813.3381	3708.9910	2829.0735	2135.4733	1594.7175	1177.8420	860.1487	620.8806	442.8442	312.0020
80	4453.5506	3422.3621	2603.0507	1959.1031	1458.5680	1073.8984	781.6903	562.3471	399.6970	280.5868
81	4120.6565	3157.8838	2395.0854	1797.2995	1334.0424	979.1278	710.3885	509.3318	360.7536	252.3348
82	3812.6455	2913.8442	2203.7351	1648.8593	1220.1482	892.7206	645.5905	461.3146	325.6046	226.9274
83	3527.6578	2688.6639	2027.6724	1512.6789	1115.9777	813.9388	586.7031	417.8241	293.8802	204.0783
84	3263.9724	2480.8854	1865.6758	1387.7457	1020.7008	742.1094	533.1870	378.4338	265.2468	183.5298
85	3019.9969	2289.1639	1716.6215	1273.1309	933.5582	676.6189	484.5525	342.7569	239.4032	165.0503
86	2794.2581	2112.2585	1579.4757	1167.9821	853.8554	616.9078	440.3541	310.4435	216.0776	148.4316
87	2585.3928	1949.0243	1453.2868	1071.5177	780.9573	562.4662	400.1872	281.1764	195.0247	133.4861
88	2392.1398	1798.4047	1337.1795	983.0203	714.2829	512.8291	363.6842	254.6685	176.0230	120.0455
89	2213.3321	1659.4250	1230.3484	901.8320	653.3008	467.5723	330.5108	230.6597	158.8727	107.9582
90	2047.8899	1531.1855	1132.0523	827.3491	597.5251	426.3095	300.3633	208.9142	143.3934	97.0880
91	1894.8142	1412.8563	1041.6094	759.0178	546.5112	388.6880	272.9657	189.2188	129.4223	87.3123
92	1753.1806	1303.6715	958.3922	696.3300	499.8527	354.3866	248.0672	171.3802	116.8124	78.5209
93	1622.1338	1202.9245	881.8235	638.8196	457.1776	323.1123	225.4398	155.2234	105.4311	70.6147
94	1500.8825	1109.9631	811.3720	586.0591	418.1460	294.5979	204.8763	140.5897	95.1587	63.5046
95	1388.6945	1024.1857	746.5492	537.6561	382.4466	268.5999	186.1885	127.3356	85.8872	57.1103
96	1284.8923	945.0372	686.9052	493.2507	349.7951	244.8962	169.2054	115.3310	77.5190	51.3599
97	1188.8492	872.0052	632.0264	452.5128	319.9313	223.2843	153.7713	104.4582	69.9662	46.1886
98	1099.9851	804.6171	581.5320	415.1394	292.6171	203.5797	139.7451	94.6104	63.1492	41.5379
99	1017.7633	742.4368	535.0717	380.8528	267.6348	185.6139	126.9983	85.6910	56.9964	37.3555
100	941.6876	685.0616	492.3233	349.3979	244.7854	169.2337	115.4141	77.6125	51.4431	33.5942
101	871.2983	632.1204	452.9901	320.5409	223.8868	154.2989	104.8867	70.2956	46.4309	30.2116
102	806.1704	583.2705	416.7995	294.0672	204.7724	140.6822	95.3194	63.6684	41.9071	27.1696
103	745.9108	538.1957	383.5001	269.7800	187.2899	128.2671	86.6249	57.6661	37.8240	24.4339
104	690.1554	496.6042	352.8612	247.4987	171.3000	116.9476	78.7234	52.2296	34.1387	21.9737
105	638.5677	458.2269	324.6701	227.0576	156.6752	106.6271	71.5427	47.3057	30.8125	19.7612
106	590.8360	422.8154	298.7313	208.3048	143.2990	97.2174	65.0169	42.8459	27.8104	17.7715
107	546.6722	390.1404	274.8648	191.1007	131.0648	88.6380	59.0864	38.8066	25.1007	15.9821
108	505.8095	359.9906	252.9050	175.3176	119.8751	80.8158	53.6968	35.1481	22.6551	14.3728
109	468.0013	332.1707	232.6997	160.8380	109.6408	73.6839	48.7989	31.8345	20.4478	12.9256
110	433.0191	306.5007	214.1087	147.5543	100.2802	67.1813	44.3477	28.8333	18.4555	11.6242
111	400.6518	282.8145	197.0029	135.3677	91.7187	61.2526	40.3025	26.1151	16.6573	10.4537
112	370.7038	260.9587	181.2638	124.1876	83.8882	55.8471	36.6263	23.6531	15.0344	9.4012
113	342.9945	240.7920	166.7821	113.9308	76.7262	50.9187	33.2855	21.4232	13.5695	8.4546
114	317.3563	222.1837	153.4574	104.5212	70.1757	46.4251	30.2493	19.4035	12.2474	7.6033
115	293.6346	205.0135	141.1972	95.8887	64.1844	42.3282	27.4902	17.5743	11.0541	6.8377
116	271.6860	189.1701	129.9166	87.9692	58.7047	38.5927	24.9826	15.9174	9.9771	6.1492
117	251.3780	174.5512	119.5372	80.7038	53.6927	35.1870	22.7039	14.4168	9.0050	5.5301
118	232.5880	161.0620	109.9870	74.0384	49.1087	32.0817	20.6329	13.0577	8.1276	4.9733
119	215.2025	148.6152	101.1998	67.9235	44.9160	29.2506	18.7509	11.8267	7.3357	4.4725
120	199.1165	137.1303	93.1147	62.3137	41.0813	26.6692	17.0405	10.7117	6.6210	4.0222
121	184.2329	126.5329	85.6755	57.1671	37.5740	24.3157	15.4862	9.7019	5.9759	3.6172
122	170.4619	116.7545	78.8306	52.4457	34.3661	22.1698	14.0736	8.7872	5.3937	3.2530
123	157.7202	107.7318	72.5326	48.1141	31.4321	20.2134	12.7899	7.9588	4.8681	2.9254
124	145.9309	99.4063	66.7378	44.1404	28.7486	18.4296	11.6233	7.2085	4.3938	2.6309
125	135.0229	91.7243	61.4059	40.4948	26.2941	16.8032	10.5631	6.5289	3.9657	2.3660
126	124.9302	84.6359	56.5000	37.1503	24.0493	15.3203	9.5995	5.9134	3.5793	2.1277
127	115.5919	78.0953	51.9860	34.0820	21.9961	13.9683	8.7239	5.3559	3.2306	1.9135
128	106.9516	72.0601	47.8327	31.2672	20.1181	12.7356	7.9282	4.8510	2.9158	1.7208
129	98.9572	66.4913	44.0112	28.6848	18.4006	11.6117	7.2050	4.3937	2.6317	1.5476
130	91.5604	61.3529	40.4951	26.3157	16.8296	10.5870	6.5478	3.9794	2.3753	1.3917
131	84.7164	56.6116	37.2598	24.1423	15.3928	9.6527	5.9505	3.6043	2.1439	1.2516
132	78.3840	52.2367	34.2830	22.1483	14.0786	8.8008	5.4078	3.2645	1.9350	1.1256
133	72.5250	48.1999	31.5440	20.3191	12.8766	8.0242	4.9145	2.9567	1.7465	1.0123
134	67.1039	44.4750	29.0239	18.6409	11.7773	7.3161	4.4662	2.6780	1.5763	0.9103
135	62.0880	41.0380	26.7051	17.1014	10.7718	6.6704	4.0588	2.4255	1.4227	0.8187
136	57.4470	37.8666	24.5715	15.6889	9.8522	6.0818	3.6886	2.1968	1.2841	0.7362
137	53.1530	34.9403	22.6084	14.3932	9.0110	5.5450	3.3522	1.9897	1.1590	0.6621
138	49.1799	32.2401	20.8022	13.2044	8.2417	5.0557	3.0464	1.8022	1.0461	0.5954
139	45.5038	29.7486	19.1402	12.1139	7.5381	4.6095	2.7685	1.6323	0.9441	0.5355
140	42.1025	27.4497	17.6111	11.1134	6.8945	4.2028	2.5160	1.4784	0.8522	0.4816
141	38.9554	25.3284	16.2041	10.1955	6.3059	3.8319	2.2865	1.3390	0.7691	0.4331
142	36.0436	23.3710	14.9095	9.3535	5.7675	3.4937	2.0779	1.2128	0.6942	0.3895
143	33.3494	21.5649	13.7183	8.5810	5.2751	3.1854	1.8884	1.0984	0.6266	0.3503
144	30.8566	19.8984	12.6223	7.8723	4.8248	2.9043	1.7161	0.9949	0.5655	0.3150
145	28.5501	18.3606	11.6139	7.2221	4.4128	2.6480	1.5596	0.9011	0.5104	0.2833
146	26.4160	16.9417	10.6860	6.6256	4.0361	2.4143	1.4173	0.8161	0.4607	0.2548
147	24.4415	15.6325	9.8323	6.0784	3.6915	2.2012	1.2881	0.7392	0.4158	0.2291
148	22.6145	14.4244	9.0468	5.5764	3.3763	2.0070	1.1706	0.6695	0.3753	0.2060
149	20.9242	13.3097	8.3240	5.1158	3.0881	1.8299	1.0638	0.6064	0.3387	0.1853
150	19.3601	12.2811	7.6590	4.6933	2.8244	1.6684	0.9668	0.5492	0.3057	0.1666
151	17.9130	11.3321	7.0471	4.3057	2.5833	1.5211	0.8786	0.4974	0.2759	0.1499
152	16.5740	10.4563	6.4841	3.9501	2.3628	1.3869	0.7984	0.4505	0.2490	0.1348
153	15.3351	9.6483	5.9660	3.6238	2.1610	1.2645	0.7256	0.4081	0.2248	0.1212
154	14.1889	8.9027	5.4894	3.3245	1.9765	1.1529	0.6594	0.3696	0.2029	0.1090
155	13.1283	8.2147	5.0508	3.0500	1.8078	1.0512	0.5993	0.3348	0.1831	0.0980
156	12.1470	7.5798	4.6473	2.7981	1.6534	0.9584	0.5446	0.3032	0.1653	0.0881
157	11.2390	6.9941	4.2760	2.5670	1.5123	0.8738	0.4949	0.2746	0.1492	0.0793
158	10.3989	6.4536	3.9344	2.3550	1.3832	0.7967	0.4498	0.2487	0.1346	0.0713
159	9.6216	5.9548	3.6201	2.1605	1.2651	0.7264	0.4088	0.2253	0.1215	0.0641
160	8.9024	5.4947	3.3308	1.9820	1.1571	0.6623	0.3715	0.2040	0.1097	0.0577
161	8.2370	5.0700	3.0647	1.8183	1.0583	0.6039	0.3376	0.1848	0.0990	0.0519
162	7.6213	4.6782	2.8199	1.6682	0.9679	0.5506	0.3068	0.1674	0.0893	0.0466
163	7.0516	4.3167	2.5946	1.5304	0.8853	0.5020	0.2788	0.1516	0.0806	0.0419
164	6.5245	3.9831	2.3873	1.4040	0.8097	0.4577	0.2534	0.1373	0.0728	0.0377
165	6.0368	3.6753	2.1966	1.2880	0.7406	0.4173	0.2303	0.1244	0.0657	0.0339
166	5.5856	3.3913	2.0211	1.1816	0.6774	0.3805	0.2093	0.1126	0.0593	0.0305
167	5.1681	3.1292	1.8596	1.0841	0.6195	0.3469	0.1902	0.1020	0.0535	0.0274
168	4.7818	2.8874	1.7110	0.9945	0.5666	0.3163	0.1728	0.0924	0.0483	0.0247
169	4.4243	2.6642	1.5743	0.9124	0.5183	0.2884	0.1571	0.0837	0.0436	0.0222
170	4.0936	2.4583	1.4486	0.8370	0.4740	0.2629	0.1427	0.0758	0.0393	0.0200
171	3.7876	2.2684	1.3328	0.7679	0.4335	0.2397	0.1297	0.0687	0.0355	0.0179
172	3.5045	2.0931	1.2263	0.7045	0.3965	0.2186	0.1179	0.0622	0.0321	0.0161
173	3.2426	1.9313	1.1284	0.6463	0.3627	0.1993	0.1071	0.0563	0.0289	0.0145
174	3.0002	1.7821	1.0382	0.5929	0.3317	0.1817	0.0974	0.0510	0.0261	0.0130
175	2.7759	1.6443	0.9553	0.5439	0.3034	0.1657	0.0885	0.0462	0.0236	0.0117
176	2.5684	1.5173	0.8790	0.4990	0.2775	0.1510	0.0804	0.0418	0.0213	0.0106
177	2.3764	1.4000	0.8087	0.4578	0.2538	0.1377	0.0731	0.0379	0.0192	0.0095
178	2.1988	1.2918	0.7441	0.4200	0.2321	0.1256	0.0664	0.0343	0.0173	0.0085
179	2.0345	1.1920	0.6847	0.3853	0.2123	0.1145	0.0604	0.0311	0.0156	0.0077
180	1.8824	1.0999	0.6300	0.3535	0.1942	0.1044	0.0548	0.0282	0.0141	0.0069
181	1.7417	1.0149	0.5796	0.3243	0.1776	0.0952	0.0498	0.0255	0.0127	0.0062
182	1.6115	0.9365	0.5333	0.2975	0.1624	0.0868	0.0453	0.0231	0.0115	0.0056
183	1.4910	0.8641	0.4907	0.2729	0.1486	0.0791	0.0412	0.0209	0.0104	0.0050
184	1.3796	0.7973	0.4515	0.2504	0.1359	0.0721	0.0374	0.0190	0.0094	0.0045
185	1.2765	0.7357	0.4154	0.2297	0.1243	0.0658	0.0340	0.0172	0.0085	0.0041
186	1.1811	0.6788	0.3823	0.2107	0.1137	0.0600	0.0309	0.0155	0.0076	0.0037
187	1.0928	0.6264	0.3517	0.1933	0.1040	0.0547	0.0281	0.0141	0.0069	0.0033
188	1.0111	0.5780	0.3236	0.1774	0.0951	0.0498	0.0255	0.0128	0.0062	0.0030
189	0.9355	0.5333	0.2978	0.1627	0.0870	0.0454	0.0232	0.0116	0.0056	0.0027
190	0.8656	0.4921	0.2740	0.1493	0.0796	0.0414	0.0211	0.0105	0.0051	0.0024
191	0.8009	0.4541	0.2521	0.1370	0.0728	0.0378	0.0192	0.0095	0.0046	0.0021
192	0.7410	0.4190	0.2319	0.1256	0.0665	0.0344	0.0174	0.0086	0.0041	0.0019
193	0.6856	0.3866	0.2134	0.1153	0.0609	0.0314	0.0158	0.0078	0.0037	0.0017
194	0.6344	0.3567	0.1964	0.1057	0.0557	0.0286	0.0144	0.0070	0.0034	0.0016
195	0.5870	0.3292	0.1807	0.0970	0.0509	0.0261	0.0131	0.0064	0.0030	0.0014
196	0.5431	0.3037	0.1662	0.0890	0.0466	0.0238	0.0119	0.0058	0.0027	0.0013
197	0.5025	0.2802	0.1530	0.0816	0.0426	0.0217	0.0108	0.0052	0.0025	0.0011
198	0.4649	0.2586	0.1407	0.0749	0.0390	0.0198	0.0098	0.0047	0.0022	0.0010
199	0.4302	0.2386	0.1295	0.0687	0.0356	0.0180	0.0089	0.0043	0.0020	0.0009
200	0.3980	0.2202	0.1191	0.0630	0.0326	0.0164	0.0081	0.0039	0.0018	0.0008
201	0.3683	0.2032	0.1096	0.0578	0.0298	0.0150	0.0074	0.0035	0.0016	0.0007
202	0.3407	0.1875	0.1009	0.0531	0.0273	0.0137	0.0067	0.0032	0.0015	0.0007
203	0.3153	0.1730	0.0928	0.0487	0.0249	0.0125	0.0061	0.0029	0.0013	0.0006
204	0.2917	0.1596	0.0854	0.0447	0.0228	0.0114	0.0055	0.0026	0.0012	0.0005
205	0.2699	0.1473	0.0786	0.0410	0.0209	0.0104	0.0050	0.0024	0.0011	0.0005
206	0.2497	0.1359	0.0723	0.0376	0.0191	0.0094	0.0046	0.0021	0.0010	0.0004
207	0.2311	0.1254	0.0665	0.0345	0.0174	0.0086	0.0041	0.0019	0.0009	0.0004
208	0.2138	0.1157	0.0612	0.0316	0.0160	0.0079	0.0038	0.0018	0.0008	0.0004
209	0.1978	0.1068	0.0563	0.0290	0.0146	0.0072	0.0034	0.0016	0.0007	0.0003
210	0.1830	0.0985	0.0518	0.0266	0.0134	0.0065	0.0031	0.0014	0.0007	0.0003
211	0.1693	0.0909	0.0477	0.0244	0.0122	0.0060	0.0028	0.0013	0.0006	0.0003
212	0.1567	0.0839	0.0439	0.0224	0.0112	0.0054	0.0026	0.0012	0.0005	0.0002
213	0.1450	0.0774	0.0404	0.0206	0.0102	0.0049	0.0023	0.0011	0.0005	0.0002
214	0.1341	0.0714	0.0371	0.0189	0.0093	0.0045	0.0021	0.0010	0.0004	0.0002
215	0.1241	0.0659	0.0342	0.0173	0.0085	0.0041	0.0019	0.0009	0.0004	0.0002
216	0.1148	0.0608	0.0314	0.0159	0.0078	0.0038	0.0018	0.0008	0.0004	0.0002
217	0.1063	0.0561	0.0289	0.0146	0.0071	0.0034	0.0016	0.0007	0.0003	0.0001
218	0.0983	0.0518	0.0266	0.0134	0.0065	0.0031	0.0014	0.0007	0.0003	0.0001
219	0.0910	0.0478	0.0245	0.0123	0.0060	0.0028	0.0013	0.0006	0.0003	0.0001
220	0.0842	0.0441	0.0225	0.0112	0.0055	0.0026	0.0012	0.0005	0.0002	0.0001
221	0.0779	0.0407	0.0207	0.0103	0.0050	0.0024	0.0011	0.0005	0.0002	0.0001
222	0.0720	0.0375	0.0191	0.0095	0.0046	0.0022	0.0010	0.0004	0.0002	0.0001
223	0.0667	0.0346	0.0176	0.0087	0.0042	0.0020	0.0009	0.0004	0.0002	0.0001
224	0.0617	0.0319	0.0162	0.0080	0.0038	0.0018	0.0008	0.0004	0.0002	0.0001
225	0.0571	0.0295	0.0149	0.0073	0.0035	0.0016	0.0007	0.0003	0.0001	0.0001
226	0.0528	0.0272	0.0137	0.0067	0.0032	0.0015	0.0007	0.0003	0.0001	0.0001
227	0.0489	0.0251	0.0126	0.0061	0.0029	0.0014	0.0006	0.0003	0.0001	0.0000
228	0.0452	0.0232	0.0116	0.0056	0.0027	0.0012	0.0006	0.0002	0.0001	0.0000
229	0.0418	0.0214	0.0107	0.0052	0.0024	0.0011	0.0005	0.0002	0.0001	0.0000
230	0.0387	0.0197	0.0098	0.0047	0.0022	0.0010	0.0005	0.0002	0.0001	0.0000
231	0.0358	0.0182	0.0090	0.0044	0.0020	0.0009	0.0004	0.0002	0.0001	0.0000
232	0.0331	0.0168	0.0083	0.0040	0.0019	0.0009	0.0004	0.0002	0.0001	0.0000
233	0.0307	0.0155	0.0076	0.0037	0.0017	0.0008	0.0003	0.0001	0.0001	0.0000
234	0.0284	0.0143	0.0070	0.0034	0.0016	0.0007	0.0003	0.0001	0.0001	0.0000
235	0.0262	0.0132	0.0065	0.0031	0.0014	0.0006	0.0003	0.0001	0.0001	0.0000
236	0.0243	0.0122	0.0059	0.0028	0.0013	0.0006	0.0003	0.0001	0.0000	0.0000
237	0.0225	0.0112	0.0055	0.0026	0.0012	0.0005	0.0002	0.0001	0.0000	0.0000
238	0.0208	0.0104	0.0050	0.0024	0.0011	0.0005	0.0002	0.0001	0.0000	0.0000
239	0.0192	0.0096	0.0046	0.0022	0.0010	0.0004	0.0002	0.0001	0.0000	0.0000
240	0.0178	0.0088	0.0043	0.0020	0.0009	0.0004	0.0002	0.0001	0.0000	0.0000
241	0.0165	0.0081	0.0039	0.0018	0.0008	0.0004	0.0002	0.0001	0.0000	0.0000
242	0.0152	0.0075	0.0036	0.0017	0.0008	0.0003	0.0001	0.0001	0.0000	0.0000
243	0.0141	0.0069	0.0033	0.0015	0.0007	0.0003	0.0001	0.0001	0.0000	0.0000
244	0.0130	0.0064	0.0031	0.0014	0.0006	0.0003	0.0001	0.0000	0.0000	0.0000
245	0.0121	0.0059	0.0028	0.0013	0.0006	0.0003	0.0001	0.0000	0.0000	0.0000
246	0.0112	0.0054	0.0026	0.0012	0.0005	0.0002	0.0001	0.0000	0.0000	0.0000
247	0.0103	0.0050	0.0024	0.0011	0.0005	0.0002	0.0001	0.0000	0.0000	0.0000
248	0.0096	0.0046	0.0022	0.0010	0.0004	0.0002	0.0001	0.0000	0.0000	0.0000
