s	phi5.0	phi4.9	phi4.8	phi4.7	phi4.6	phi4.5	phi4.4	phi4.3	phi4.2	phi4.1
361	23.1044	38.8856	64.7174	106.4913	173.2131	278.4314	442.1911	693.6203	1074.2349	1641.9707
362	23.1010	38.8789	64.7046	106.4672	173.1681	278.3483	442.0394	693.3469	1073.7486	1641.1168
363	23.0975	38.8722	64.6918	106.4431	173.1230	278.2651	441.8877	693.0736	1073.2625	1640.2634
364	23.0941	38.8656	64.6791	106.4190	173.0780	278.1820	441.7361	692.8005	1072.7766	1639.4105
365	23.0906	38.8589	64.6663	106.3949	173.0330	278.0989	441.5846	692.5274	1072.2910	1638.5579
366	23.0872	38.8522	64.6536	106.3709	172.9880	278.0158	441.4331	692.2545	1071.8055	1637.7059
367	23.0837	38.8456	64.6409	106.3468	172.9430	277.9328	441.2816	691.9816	1071.3203	1636.8542
368	23.0803	38.8389	64.6281	106.3227	172.8981	277.8498	441.1302	691.7089	1070.8353	1636.0030
369	23.0768	38.8322	64.6154	106.2986	172.8531	277.7668	440.9788	691.4363	1070.3505	1635.1523
370	23.0734	38.8256	64.6026	106.2746	172.8081	277.6838	440.8275	691.1638	1069.8659	1634.3020
371	23.0699	38.8189	64.5899	106.2505	172.7632	277.6009	440.6763	690.8914	1069.3816	1633.4521
372	23.0665	38.8123	64.5772	106.2265	172.7183	277.5180	440.5251	690.6191	1068.8975	1632.6027
373	23.0630	38.8056	64.5645	106.2024	172.6734	277.4351	440.3739	690.3469	1068.4136	1631.7537
374	23.0596	38.7989	64.5517	106.1784	172.6285	277.3522	440.2228	690.0748	1067.9299	1630.9052
375	23.0561	38.7923	64.5390	106.1543	172.5836	277.2693	440.0718	689.8028	1067.4464	1630.0571
376	23.0527	38.7856	64.5263	106.1303	172.5387	277.1865	439.9208	689.5310	1066.9632	1629.2094
377	23.0493	38.7790	64.5136	106.1063	172.4938	277.1037	439.7698	689.2592	1066.4801	1628.3622
378	23.0458	38.7723	64.5009	106.0823	172.4490	277.0210	439.6189	688.9876	1065.9973	1627.5154
379	23.0424	38.7657	64.4882	106.0582	172.4041	276.9382	439.4681	688.7160	1065.5147	1626.6691
380	23.0389	38.7590	64.4754	106.0342	172.3593	276.8555	439.3173	688.4446	1065.0323	1625.8232
381	23.0355	38.7524	64.4627	106.0102	172.3145	276.7728	439.1666	688.1732	1064.5502	1624.9777
382	23.0320	38.7457	64.4500	105.9862	172.2697	276.6901	439.0159	687.9020	1064.0683	1624.1327
383	23.0286	38.7391	64.4373	105.9622	172.2249	276.6075	438.8653	687.6309	1063.5865	1623.2882
384	23.0252	38.7324	64.4246	105.9382	172.1801	276.5248	438.7147	687.3599	1063.1050	1622.4440
385	23.0217	38.7258	64.4119	105.9143	172.1353	276.4422	438.5642	687.0890	1062.6237	1621.6003
386	23.0183	38.7191	64.3992	105.8903	172.0905	276.3597	438.4137	686.8182	1062.1427	1620.7571
387	23.0149	38.7125	64.3865	105.8663	172.0458	276.2771	438.2632	686.5475	1061.6618	1619.9142
388	23.0114	38.7058	64.3739	105.8423	172.0011	276.1946	438.1129	686.2769	1061.1812	1619.0719
389	23.0080	38.6992	64.3612	105.8184	171.9563	276.1121	437.9626	686.0064	1060.7008	1618.2299
390	23.0045	38.6926	64.3485	105.7944	171.9116	276.0296	437.8123	685.7361	1060.2206	1617.3884
391	23.0011	38.6859	64.3358	105.7705	171.8669	275.9472	437.6621	685.4658	1059.7406	1616.5473
392	22.9977	38.6793	64.3231	105.7465	171.8222	275.8647	437.5119	685.1956	1059.2608	1615.7067
393	22.9942	38.6727	64.3104	105.7226	171.7775	275.7823	437.3618	684.9256	1058.7813	1614.8665
394	22.9908	38.6660	64.2978	105.6987	171.7329	275.7000	437.2117	684.6556	1058.3020	1614.0268
395	22.9874	38.6594	64.2851	105.6747	171.6882	275.6176	437.0617	684.3858	1057.8229	1613.1874
396	22.9839	38.6527	64.2724	105.6508	171.6436	275.5353	436.9117	684.1161	1057.3440	1612.3486
397	22.9805	38.6461	64.2598	105.6269	171.5989	275.4530	436.7618	683.8464	1056.8653	1611.5101
398	22.9771	38.6395	64.2471	105.6030	171.5543	275.3707	436.6120	683.5769	1056.3868	1610.6721
399	22.9736	38.6329	64.2344	105.5791	171.5097	275.2884	436.4622	683.3075	1055.9086	1609.8345
400	22.9702	38.6262	64.2218	105.5552	171.4651	275.2062	436.3124	683.0382	1055.4306	1608.9974
401	22.9668	38.6196	64.2091	105.5313	171.4205	275.1240	436.1627	682.7690	1054.9528	1608.1607
402	22.9633	38.6130	64.1965	105.5074	171.3759	275.0418	436.0131	682.4999	1054.4752	1607.3244
403	22.9599	38.6064	64.1838	105.4835	171.3314	274.9597	435.8634	682.2309	1053.9978	1606.4886
404	22.9565	38.5997	64.1712	105.4596	171.2868	274.8775	435.7139	681.9620	1053.5206	1605.6532
405	22.9531	38.5931	64.1585	105.4357	171.2423	274.7954	435.5644	681.6933	1053.0437	1604.8182
406	22.9496	38.5865	64.1459	105.4119	171.1977	274.7133	435.4150	681.4246	1052.5670	1603.9837
407	22.9462	38.5799	64.1332	105.3880	171.1532	274.6313	435.2656	681.1560	1052.0904	1603.1496
408	22.9428	38.5732	64.1206	105.3642	171.1087	274.5493	435.1162	680.8876	1051.6141	1602.3159
409	22.9393	38.5666	64.1080	105.3403	171.0642	274.4672	434.9669	680.6192	1051.1381	1601.4827
410	22.9359	38.5600	64.0953	105.3165	171.0197	274.3853	434.8177	680.3510	1050.6622	1600.6499
411	22.9325	38.5534	64.0827	105.2926	170.9753	274.3033	434.6685	680.0828	1050.1865	1599.8175
412	22.9291	38.5468	64.0701	105.2688	170.9308	274.2214	434.5193	679.8148	1049.7111	1598.9856
413	22.9256	38.5402	64.0574	105.2449	170.8864	274.1395	434.3703	679.5468	1049.2359	1598.1541
414	22.9222	38.5336	64.0448	105.2211	170.8419	274.0576	434.2212	679.2790	1048.7609	1597.3230
415	22.9188	38.5269	64.0322	105.1973	170.7975	273.9757	434.0722	679.0113	1048.2861	1596.4924
416	22.9154	38.5203	64.0196	105.1735	170.7531	273.8939	433.9233	678.7437	1047.8115	1595.6622
417	22.9119	38.5137	64.0070	105.1497	170.7087	273.8121	433.7744	678.4762	1047.3371	1594.8324
418	22.9085	38.5071	63.9943	105.1259	170.6643	273.7303	433.6256	678.2088	1046.8630	1594.0031
419	22.9051	38.5005	63.9817	105.1021	170.6199	273.6485	433.4768	677.9415	1046.3891	1593.1742
420	22.9017	38.4939	63.9691	105.0783	170.5755	273.5668	433.3281	677.6743	1045.9154	1592.3457
421	22.8983	38.4873	63.9565	105.0545	170.5312	273.4850	433.1794	677.4072	1045.4419	1591.5176
422	22.8948	38.4807	63.9439	105.0307	170.4868	273.4034	433.0307	677.1402	1044.9686	1590.6900
423	22.8914	38.4741	63.9313	105.0069	170.4425	273.3217	432.8822	676.8733	1044.4955	1589.8628
424	22.8880	38.4675	63.9187	104.9832	170.3982	273.2400	432.7336	676.6066	1044.0226	1589.0361
425	22.8846	38.4609	63.9061	104.9594	170.3539	273.1584	432.5852	676.3399	1043.5500	1588.2098
426	22.8812	38.4543	63.8935	104.9356	170.3096	273.0768	432.4367	676.0733	1043.0776	1587.3839
427	22.8777	38.4477	63.8809	104.9119	170.2653	272.9953	432.2884	675.8069	1042.6053	1586.5584
428	22.8743	38.4411	63.8683	104.8881	170.2210	272.9137	432.1400	675.5405	1042.1333	1585.7334
429	22.8709	38.4345	63.8557	104.8644	170.1767	272.8322	431.9918	675.2743	1041.6615	1584.9088
430	22.8675	38.4279	63.8432	104.8406	170.1325	272.7507	431.8435	675.0081	1041.1900	1584.0846
431	22.8641	38.4213	63.8306	104.8169	170.0882	272.6692	431.6954	674.7421	1040.7186	1583.2608
432	22.8607	38.4147	63.8180	104.7932	170.0440	272.5878	431.5473	674.4762	1040.2475	1582.4375
433	22.8573	38.4081	63.8054	104.7695	169.9998	272.5064	431.3992	674.2103	1039.7765	1581.6146
434	22.8538	38.4015	63.7928	104.7457	169.9556	272.4250	431.2512	673.9446	1039.3058	1580.7921
435	22.8504	38.3950	63.7803	104.7220	169.9114	272.3436	431.1032	673.6790	1038.8353	1579.9701
436	22.8470	38.3884	63.7677	104.6983	169.8672	272.2622	430.9553	673.4135	1038.3650	1579.1485
437	22.8436	38.3818	63.7551	104.6746	169.8230	272.1809	430.8074	673.1481	1037.8949	1578.3273
438	22.8402	38.3752	63.7426	104.6509	169.7789	272.0996	430.6596	672.8828	1037.4250	1577.5066
439	22.8368	38.3686	63.7300	104.6272	169.7347	272.0183	430.5118	672.6176	1036.9554	1576.6862
440	22.8334	38.3620	63.7174	104.6035	169.6906	271.9371	430.3641	672.3525	1036.4859	1575.8663
441	22.8300	38.3554	63.7049	104.5799	169.6465	271.8559	430.2165	672.0875	1036.0167	1575.0469
442	22.8265	38.3489	63.6923	104.5562	169.6023	271.7746	430.0688	671.8226	1035.5477	1574.2278
443	22.8231	38.3423	63.6798	104.5325	169.5582	271.6935	429.9213	671.5578	1035.0789	1573.4092
444	22.8197	38.3357	63.6672	104.5089	169.5141	271.6123	429.7738	671.2932	1034.6103	1572.5910
445	22.8163	38.3291	63.6547	104.4852	169.4701	271.5312	429.6263	671.0286	1034.1419	1571.7732
446	22.8129	38.3226	63.6421	104.4615	169.4260	271.4501	429.4789	670.7641	1033.6737	1570.9559
447	22.8095	38.3160	63.6296	104.4379	169.3819	271.3690	429.3315	670.4997	1033.2057	1570.1389
448	22.8061	38.3094	63.6171	104.4142	169.3379	271.2879	429.1842	670.2355	1032.7380	1569.3224
449	22.8027	38.3028	63.6045	104.3906	169.2939	271.2069	429.0370	669.9713	1032.2705	1568.5064
450	22.7993	38.2963	63.5920	104.3670	169.2498	271.1259	428.8898	669.7073	1031.8031	1567.6907
451	22.7959	38.2897	63.5794	104.3434	169.2058	271.0449	428.7426	669.4433	1031.3360	1566.8755
452	22.7925	38.2831	63.5669	104.3197	169.1618	270.9639	428.5955	669.1795	1030.8691	1566.0607
453	22.7891	38.2766	63.5544	104.2961	169.1178	270.8830	428.4484	668.9158	1030.4024	1565.2463
454	22.7857	38.2700	63.5419	104.2725	169.0739	270.8021	428.3014	668.6521	1029.9359	1564.4324
455	22.7823	38.2634	63.5293	104.2489	169.0299	270.7212	428.1545	668.3886	1029.4697	1563.6188
456	22.7789	38.2569	63.5168	104.2253	168.9859	270.6403	428.0076	668.1252	1029.0036	1562.8057
457	22.7755	38.2503	63.5043	104.2017	168.9420	270.5595	427.8607	667.8618	1028.5378	1561.9930
458	22.7721	38.2437	63.4918	104.1781	168.8981	270.4787	427.7139	667.5986	1028.0721	1561.1808
459	22.7687	38.2372	63.4793	104.1545	168.8541	270.3979	427.5672	667.3355	1027.6067	1560.3689
460	22.7653	38.2306	63.4668	104.1309	168.8102	270.3171	427.4205	667.0725	1027.1415	1559.5575
461	22.7619	38.2240	63.4543	104.1074	168.7663	270.2364	427.2738	666.8096	1026.6765	1558.7465
462	22.7585	38.2175	63.4418	104.0838	168.7224	270.1556	427.1272	666.5468	1026.2117	1557.9359
463	22.7551	38.2109	63.4292	104.0602	168.6786	270.0749	426.9806	666.2841	1025.7471	1557.1258
464	22.7517	38.2044	63.4167	104.0367	168.6347	269.9943	426.8341	666.0215	1025.2828	1556.3161
465	22.7483	38.1978	63.4042	104.0131	168.5909	269.9136	426.6877	665.7590	1024.8186	1555.5068
466	22.7449	38.1913	63.3918	103.9896	168.5470	269.8330	426.5413	665.4966	1024.3546	1554.6979
467	22.7415	38.1847	63.3793	103.9660	168.5032	269.7524	426.3949	665.2343	1023.8909	1553.8894
468	22.7381	38.1782	63.3668	103.9425	168.4594	269.6718	426.2486	664.9721	1023.4274	1553.0813
469	22.7347	38.1716	63.3543	103.9190	168.4156	269.5913	426.1024	664.7100	1022.9640	1552.2737
470	22.7313	38.1651	63.3418	103.8955	168.3718	269.5107	425.9562	664.4481	1022.5009	1551.4665
471	22.7279	38.1585	63.3293	103.8719	168.3280	269.4302	425.8100	664.1862	1022.0380	1550.6597
472	22.7245	38.1520	63.3168	103.8484	168.2842	269.3498	425.6639	663.9244	1021.5753	1549.8534
473	22.7211	38.1454	63.3044	103.8249	168.2404	269.2693	425.5179	663.6627	1021.1129	1549.0474
474	22.7177	38.1389	63.2919	103.8014	168.1967	269.1889	425.3719	663.4012	1020.6506	1548.2419
475	22.7143	38.1323	63.2794	103.7779	168.1530	269.1085	425.2259	663.1397	1020.1885	1547.4368
476	22.7109	38.1258	63.2669	103.7544	168.1092	269.0281	425.0800	662.8784	1019.7267	1546.6321
477	22.7075	38.1193	63.2545	103.7309	168.0655	268.9477	424.9342	662.6171	1019.2650	1545.8278
478	22.7041	38.1127	63.2420	103.7074	168.0218	268.8674	424.7884	662.3559	1018.8036	1545.0239
479	22.7007	38.1062	63.2295	103.6840	167.9781	268.7871	424.6426	662.0949	1018.3423	1544.2205
480	22.6973	38.0996	63.2171	103.6605	167.9344	268.7068	424.4969	661.8339	1017.8813	1543.4175
481	22.6940	38.0931	63.2046	103.6370	167.8908	268.6265	424.3513	661.5731	1017.4205	1542.6149
482	22.6906	38.0866	63.1922	103.6136	167.8471	268.5463	424.2057	661.3124	1016.9599	1541.8127
483	22.6872	38.0800	63.1797	103.5901	167.8035	268.4661	424.0601	661.0517	1016.4995	1541.0109
484	22.6838	38.0735	63.1672	103.5667	167.7598	268.3859	423.9146	660.7912	1016.0393	1540.2096
485	22.6804	38.0670	63.1548	103.5432	167.7162	268.3057	423.7692	660.5308	1015.5794	1539.4086
486	22.6770	38.0604	63.1424	103.5198	167.6726	268.2256	423.6238	660.2704	1015.1196	1538.6081
487	22.6736	38.0539	63.1299	103.4963	167.6290	268.1454	423.4784	660.0102	1014.6600	1537.8080
488	22.6702	38.0474	63.1175	103.4729	167.5854	268.0653	423.3331	659.7501	1014.2007	1537.0083
489	22.6669	38.0408	63.1050	103.4495	167.5418	267.9853	423.1879	659.4900	1013.7415	1536.2091
490	22.6635	38.0343	63.0926	103.4261	167.4982	267.9052	423.0427	659.2301	1013.2826	1535.4102
491	22.6601	38.0278	63.0802	103.4026	167.4547	267.8252	422.8975	658.9703	1012.8239	1534.6118
492	22.6567	38.0213	63.0677	103.3792	167.4111	267.7452	422.7524	658.7106	1012.3653	1533.8138
493	22.6533	38.0147	63.0553	103.3558	167.3676	267.6652	422.6074	658.4510	1011.9070	1533.0161
494	22.6499	38.0082	63.0429	103.3324	167.3241	267.5853	422.4624	658.1915	1011.4489	1532.2190
495	22.6465	38.0017	63.0304	103.3090	167.2806	267.5053	422.3174	657.9321	1010.9910	1531.4222
496	22.6432	37.9952	63.0180	103.2857	167.2371	267.4254	422.1725	657.6727	1010.5333	1530.6258
497	22.6398	37.9887	63.0056	103.2623	167.1936	267.3456	422.0276	657.4135	1010.0758	1529.8299
498	22.6364	37.9821	62.9932	103.2389	167.1501	267.2657	421.8828	657.1544	1009.6186	1529.0343
499	22.6330	37.9756	62.9808	103.2155	167.1066	267.1859	421.7381	656.8954	1009.1615	1528.2392
500	22.6296	37.9691	62.9684	103.1922	167.0632	267.1061	421.5934	656.6365	1008.7046	1527.4445
501	22.6263	37.9626	62.9559	103.1688	167.0197	267.0263	421.4487	656.3777	1008.2480	1526.6502
502	22.6229	37.9561	62.9435	103.1454	166.9763	266.9465	421.3041	656.1191	1007.7915	1525.8563
503	22.6195	37.9496	62.9311	103.1221	166.9329	266.8668	421.1596	655.8605	1007.3353	1525.0628
504	22.6161	37.9431	62.9187	103.0987	166.8895	266.7871	421.0151	655.6020	1006.8793	1524.2698
505	22.6127	37.9365	62.9063	103.0754	166.8461	266.7074	420.8706	655.3436	1006.4234	1523.4771
506	22.6094	37.9300	62.8939	103.0521	166.8027	266.6277	420.7262	655.0853	1005.9678	1522.6849
507	22.6060	37.9235	62.8815	103.0287	166.7593	266.5481	420.5818	654.8271	1005.5124	1521.8931
508	22.6026	37.9170	62.8691	103.0054	166.7160	266.4684	420.4375	654.5690	1005.0572	1521.1017
509	22.5992	37.9105	62.8568	102.9821	166.6726	266.3888	420.2933	654.3110	1004.6022	1520.3107
510	22.5959	37.9040	62.8444	102.9588	166.6293	266.3093	420.1491	654.0532	1004.1474	1519.5201
511	22.5925	37.8975	62.8320	102.9355	166.5859	266.2297	420.0049	653.7954	1003.6928	1518.7299
512	22.5891	37.8910	62.8196	102.9122	166.5426	266.1502	419.8608	653.5377	1003.2384	1517.9401
513	22.5857	37.8845	62.8072	102.8889	166.4993	266.0707	419.7167	653.2801	1002.7842	1517.1508
514	22.5824	37.8780	62.7948	102.8656	166.4560	265.9912	419.5727	653.0227	1002.3302	1516.3618
515	22.5790	37.8715	62.7825	102.8423	166.4127	265.9118	419.4288	652.7653	1001.8765	1515.5733
516	22.5756	37.8650	62.7701	102.8190	166.3694	265.8323	419.2849	652.5080	1001.4229	1514.7852
517	22.5722	37.8585	62.7577	102.7957	166.3262	265.7529	419.1410	652.2509	1000.9695	1513.9975
518	22.5689	37.8520	62.7454	102.7725	166.2829	265.6736	418.9972	651.9938	1000.5164	1513.2102
519	22.5655	37.8455	62.7330	102.7492	166.2397	265.5942	418.8534	651.7368	1000.0634	1512.4233
520	22.5621	37.8390	62.7206	102.7259	166.1965	265.5149	418.7097	651.4800	999.6107	1511.6368
521	22.5588	37.8325	62.7083	102.7027	166.1532	265.4356	418.5660	651.2232	999.1581	1510.8507
522	22.5554	37.8261	62.6959	102.6794	166.1100	265.3563	418.4224	650.9665	998.7058	1510.0651
523	22.5520	37.8196	62.6835	102.6562	166.0668	265.2770	418.2789	650.7100	998.2537	1509.2798
524	22.5487	37.8131	62.6712	102.6330	166.0237	265.1978	418.1353	650.4535	997.8017	1508.4949
525	22.5453	37.8066	62.6588	102.6097	165.9805	265.1185	417.9919	650.1972	997.3500	1507.7105
526	22.5419	37.8001	62.6465	102.5865	165.9373	265.0394	417.8485	649.9409	996.8985	1506.9265
527	22.5386	37.7936	62.6341	102.5633	165.8942	264.9602	417.7051	649.6847	996.4472	1506.1428
528	22.5352	37.7871	62.6218	102.5400	165.8510	264.8810	417.5618	649.4287	995.9961	1505.3596
529	22.5318	37.7806	62.6095	102.5168	165.8079	264.8019	417.4185	649.1727	995.5452	1504.5768
530	22.5285	37.7742	62.5971	102.4936	165.7648	264.7228	417.2753	648.9169	995.0945	1503.7944
531	22.5251	37.7677	62.5848	102.4704	165.7217	264.6438	417.1321	648.6611	994.6440	1503.0124
532	22.5217	37.7612	62.5725	102.4472	165.6786	264.5647	416.9890	648.4055	994.1937	1502.2308
533	22.5184	37.7547	62.5601	102.4240	165.6355	264.4857	416.8459	648.1499	993.7436	1501.4496
534	22.5150	37.7482	62.5478	102.4008	165.5924	264.4067	416.7029	647.8945	993.2937	1500.6689
535	22.5116	37.7418	62.5355	102.3777	165.5494	264.3277	416.5599	647.6391	992.8441	1499.8885
536	22.5083	37.7353	62.5231	102.3545	165.5063	264.2487	416.4170	647.3839	992.3946	1499.1085
537	22.5049	37.7288	62.5108	102.3313	165.4633	264.1698	416.2741	647.1287	991.9453	1498.3290
538	22.5016	37.7223	62.4985	102.3081	165.4203	264.0909	416.1313	646.8737	991.4962	1497.5498
539	22.4982	37.7159	62.4862	102.2850	165.3772	264.0120	415.9885	646.6187	991.0474	1496.7710
540	22.4948	37.7094	62.4739	102.2618	165.3342	263.9331	415.8458	646.3639	990.5987	1495.9927
541	22.4915	37.7029	62.4616	102.2387	165.2912	263.8543	415.7031	646.1091	990.1502	1495.2148
542	22.4881	37.6965	62.4492	102.2155	165.2483	263.7755	415.5604	645.8545	989.7020	1494.4372
543	22.4848	37.6900	62.4369	102.1924	165.2053	263.6967	415.4179	645.5999	989.2539	1493.6601
544	22.4814	37.6835	62.4246	102.1693	165.1623	263.6179	415.2753	645.3455	988.8061	1492.8834
545	22.4780	37.6771	62.4123	102.1461	165.1194	263.5392	415.1328	645.0911	988.3584	1492.1070
546	22.4747	37.6706	62.4000	102.1230	165.0764	263.4605	414.9904	644.8369	987.9110	1491.3311
547	22.4713	37.6641	62.3877	102.0999	165.0335	263.3818	414.8480	644.5827	987.4637	1490.5556
548	22.4680	37.6577	62.3754	102.0768	164.9906	263.3031	414.7057	644.3287	987.0167	1489.7805
549	22.4646	37.6512	62.3631	102.0537	164.9477	263.2245	414.5634	644.0748	986.5699	1489.0058
550	22.4613	37.6448	62.3509	102.0306	164.9048	263.1458	414.4211	643.8209	986.1232	1488.2315
551	22.4579	37.6383	62.3386	102.0075	164.8619	263.0672	414.2789	643.5672	985.6768	1487.4576
552	22.4545	37.6318	62.3263	101.9844	164.8190	262.9886	414.1368	643.3135	985.2306	1486.6841
553	22.4512	37.6254	62.3140	101.9613	164.7762	262.9101	413.9947	643.0600	984.7845	1485.9110
554	22.4478	37.6189	62.3017	101.9382	164.7333	262.8316	413.8527	642.8065	984.3387	1485.1383
555	22.4445	37.6125	62.2894	101.9151	164.6905	262.7531	413.7107	642.5532	983.8931	1484.3660
556	22.4411	37.6060	62.2772	101.8921	164.6477	262.6746	413.5687	642.2999	983.4477	1483.5941
557	22.4378	37.5996	62.2649	101.8690	164.6049	262.5961	413.4268	642.0468	983.0024	1482.8226
558	22.4344	37.5931	62.2526	101.8459	164.5621	262.5177	413.2850	641.7937	982.5574	1482.0515
559	22.4311	37.5867	62.2403	101.8229	164.5193	262.4392	413.1432	641.5408	982.1126	1481.2808
560	22.4277	37.5802	62.2281	101.7998	164.4765	262.3609	413.0014	641.2880	981.6680	1480.5105
561	22.4244	37.5738	62.2158	101.7768	164.4337	262.2825	412.8597	641.0352	981.2236	1479.7406
562	22.4210	37.5673	62.2036	101.7537	164.3909	262.2041	412.7180	640.7826	980.7793	1478.9711
563	22.4177	37.5609	62.1913	101.7307	164.3482	262.1258	412.5764	640.5300	980.3353	1478.2020
564	22.4143	37.5544	62.1790	101.7077	164.3055	262.0475	412.4349	640.2776	979.8915	1477.4333
565	22.4110	37.5480	62.1668	101.6846	164.2627	261.9693	412.2934	640.0252	979.4479	1476.6651
566	22.4076	37.5415	62.1545	101.6616	164.2200	261.8910	412.1519	639.7730	979.0045	1475.8972
567	22.4043	37.5351	62.1423	101.6386	164.1773	261.8128	412.0105	639.5208	978.5613	1475.1297
568	22.4009	37.5287	62.1300	101.6156	164.1346	261.7346	411.8691	639.2688	978.1183	1474.3626
569	22.3976	37.5222	62.1178	101.5926	164.0919	261.6564	411.7278	639.0168	977.6755	1473.5959
570	22.3943	37.5158	62.1055	101.5696	164.0493	261.5782	411.5865	638.7650	977.2329	1472.8296
571	22.3909	37.5094	62.0933	101.5466	164.0066	261.5001	411.4453	638.5132	976.7904	1472.0637
572	22.3876	37.5029	62.0811	101.5236	163.9640	261.4220	411.3041	638.2616	976.3482	1471.2982
573	22.3842	37.4965	62.0688	101.5006	163.9213	261.3439	411.1630	638.0100	975.9062	1470.5331
574	22.3809	37.4901	62.0566	101.4777	163.8787	261.2658	411.0219	637.7586	975.4644	1469.7684
575	22.3775	37.4836	62.0444	101.4547	163.8361	261.1878	410.8809	637.5072	975.0228	1469.0041
576	22.3742	37.4772	62.0321	101.4317	163.7935	261.1098	410.7399	637.2559	974.5814	1468.2402
577	22.3708	37.4708	62.0199	101.4087	163.7509	261.0318	410.5990	637.0048	974.1402	1467.4767
578	22.3675	37.4643	62.0077	101.3858	163.7083	260.9538	410.4581	636.7537	973.6992	1466.7136
579	22.3642	37.4579	61.9955	101.3628	163.6657	260.8759	410.3173	636.5028	973.2584	1465.9509
580	22.3608	37.4515	61.9833	101.3399	163.6232	260.7979	410.1765	636.2519	972.8178	1465.1885
581	22.3575	37.4450	61.9710	101.3169	163.5806	260.7200	410.0358	636.0011	972.3774	1464.4266
582	22.3541	37.4386	61.9588	101.2940	163.5381	260.6422	409.8951	635.7505	971.9372	1463.6651
583	22.3508	37.4322	61.9466	101.2711	163.4956	260.5643	409.7544	635.4999	971.4971	1462.9040
584	22.3475	37.4258	61.9344	101.2482	163.4530	260.4865	409.6138	635.2494	971.0573	1462.1432
585	22.3441	37.4194	61.9222	101.2252	163.4105	260.4087	409.4733	634.9991	970.6177	1461.3829
586	22.3408	37.4129	61.9100	101.2023	163.3680	260.3309	409.3328	634.7488	970.1783	1460.6229
587	22.3375	37.4065	61.8978	101.1794	163.3256	260.2531	409.1923	634.4986	969.7391	1459.8634
588	22.3341	37.4001	61.8856	101.1565	163.2831	260.1754	409.0519	634.2486	969.3001	1459.1042
589	22.3308	37.3937	61.8734	101.1336	163.2406	260.0977	408.9116	633.9986	968.8613	1458.3455
590	22.3274	37.3873	61.8612	101.1107	163.1982	260.0200	408.7713	633.7487	968.4226	1457.5871
591	22.3241	37.3809	61.8490	101.0878	163.1557	259.9423	408.6310	633.4990	967.9842	1456.8292
592	22.3208	37.3744	61.8368	101.0649	163.1133	259.8646	408.4908	633.2493	967.5460	1456.0716
593	22.3174	37.3680	61.8246	101.0421	163.0709	259.7870	408.3507	632.9997	967.1080	1455.3144
594	22.3141	37.3616	61.8125	101.0192	163.0285	259.7094	408.2106	632.7502	966.6701	1454.5576
595	22.3108	37.3552	61.8003	100.9963	162.9861	259.6319	408.0705	632.5008	966.2325	1453.8012
596	22.3074	37.3488	61.7881	100.9734	162.9437	259.5543	407.9305	632.2515	965.7951	1453.0452
597	22.3041	37.3424	61.7759	100.9506	162.9013	259.4768	407.7905	632.0024	965.3579	1452.2896
598	22.3008	37.3360	61.7637	100.9277	162.8590	259.3993	407.6506	631.7533	964.9208	1451.5344
599	22.2975	37.3296	61.7516	100.9049	162.8166	259.3218	407.5107	631.5043	964.4840	1450.7796
600	22.2941	37.3232	61.7394	100.8820	162.7743	259.2443	407.3709	631.2554	964.0474	1450.0251
601	22.2908	37.3168	61.7272	100.8592	162.7320	259.1669	407.2311	631.0066	963.6109	1449.2711
602	22.2875	37.3104	61.7151	100.8364	162.6896	259.0895	407.0914	630.7579	963.1747	1448.5175
603	22.2841	37.3040	61.7029	100.8135	162.6473	259.0121	406.9517	630.5093	962.7386	1447.7642
604	22.2808	37.2976	61.6907	100.7907	162.6050	258.9347	406.8121	630.2608	962.3028	1447.0113
605	22.2775	37.2912	61.6786	100.7679	162.5628	258.8574	406.6725	630.0124	961.8671	1446.2589
606	22.2741	37.2848	61.6664	100.7451	162.5205	258.7800	406.5330	629.7641	961.4317	1445.5068
607	22.2708	37.2784	61.6543	100.7223	162.4782	258.7027	406.3935	629.5159	960.9964	1444.7551
608	22.2675	37.2720	61.6421	100.6995	162.4360	258.6255	406.2541	629.2678	960.5614	1444.0038
609	22.2642	37.2656	61.6300	100.6767	162.3937	258.5482	406.1147	629.0198	960.1265	1443.2529
610	22.2608	37.2592	61.6178	100.6539	162.3515	258.4710	405.9753	628.7719	959.6918	1442.5024
611	22.2575	37.2528	61.6057	100.6311	162.3093	258.3938	405.8360	628.5241	959.2574	1441.7523
612	22.2542	37.2464	61.5935	100.6083	162.2671	258.3166	405.6968	628.2763	958.8231	1441.0025
613	22.2509	37.2400	61.5814	100.5856	162.2249	258.2394	405.5576	628.0287	958.3890	1440.2532
614	22.2475	37.2336	61.5693	100.5628	162.1827	258.1623	405.4184	627.7812	957.9551	1439.5042
615	22.2442	37.2272	61.5571	100.5400	162.1405	258.0852	405.2793	627.5338	957.5215	1438.7557
616	22.2409	37.2208	61.5450	100.5173	162.0984	258.0081	405.1403	627.2865	957.0880	1438.0075
617	22.2376	37.2145	61.5329	100.4945	162.0562	257.9310	405.0013	627.0392	956.6547	1437.2597
618	22.2343	37.2081	61.5207	100.4717	162.0141	257.8540	404.8623	626.7921	956.2216	1436.5123
619	22.2309	37.2017	61.5086	100.4490	161.9719	257.7770	404.7234	626.5451	955.7887	1435.7653
