i	x_from_vent	y_from_vent	x_coord	y_coord	sigma_square	mass_released
129	1693022.2438	-1153471.8321	2370985.2438	2378691.1679	310545311050.6088	5.0114e+03
130	1693118.2808	-1153499.7049	2371081.2808	2378663.2951	310545311050.6088	5.0093e+03
131	1693214.3178	-1153527.5776	2371177.3178	2378635.4224	310545311050.6088	5.0071e+03
132	1693310.3549	-1153555.4503	2371273.3549	2378607.5497	310545311050.6088	5.0050e+03
133	1693406.3919	-1153583.3231	2371369.3919	2378579.6769	310545311050.6088	5.0028e+03
134	1693502.4289	-1153611.1958	2371465.4289	2378551.8042	310545311050.6088	5.0007e+03
135	1693598.4659	-1153639.0685	2371561.4659	2378523.9315	310545311050.6088	4.9985e+03
136	1693694.5030	-1153666.9413	2371657.5030	2378496.0587	310545311050.6088	4.9964e+03
137	1693790.5400	-1153694.8140	2371753.5400	2378468.1860	310545311050.6088	4.9942e+03
138	1693886.5770	-1153722.6867	2371849.5770	2378440.3133	310545311050.6088	4.9921e+03
139	1693982.6141	-1153750.5594	2371945.6141	2378412.4406	310545311050.6088	4.9899e+03
140	1694078.6511	-1153778.4322	2372041.6511	2378384.5678	310545311050.6088	4.9878e+03
141	1694174.6881	-1153806.3049	2372137.6881	2378356.6951	310545311050.6088	4.9857e+03
142	1694270.7251	-1153834.1776	2372233.7251	2378328.8224	310545311050.6088	4.9835e+03
143	1694366.7622	-1153862.0504	2372329.7622	2378300.9496	310545311050.6088	4.9814e+03
144	1694462.7992	-1153889.9231	2372425.7992	2378273.0769	310545311050.6088	4.9792e+03
145	1694558.8362	-1153917.7958	2372521.8362	2378245.2042	310545311050.6088	4.9771e+03
146	1694654.8733	-1153945.6685	2372617.8733	2378217.3315	310545311050.6088	4.9750e+03
147	1694750.9103	-1153973.5413	2372713.9103	2378189.4587	310545311050.6088	4.9728e+03
148	1694846.9473	-1154001.4140	2372809.9473	2378161.5860	310545311050.6088	4.9707e+03
149	1694942.9843	-1154029.2867	2372905.9843	2378133.7133	310545311050.6088	4.9686e+03
150	1695039.0214	-1154057.1595	2373002.0214	2378105.8405	310545311050.6088	4.9664e+03
151	1695135.0584	-1154085.0322	2373098.0584	2378077.9678	310545311050.6088	4.9643e+03
152	1695231.0954	-1154112.9049	2373194.0954	2378050.0951	310545311050.6088	4.9622e+03
153	1695327.1325	-1154140.7777	2373290.1325	2378022.2223	310545311050.6088	4.9600e+03
154	1695423.1695	-1154168.6504	2373386.1695	2377994.3496	310545311050.6088	4.9579e+03
155	1695519.2065	-1154196.5231	2373482.2065	2377966.4769	310545311050.6088	4.9558e+03
156	1695615.2436	-1154224.3958	2373578.2436	2377938.6042	310545311050.6088	4.9536e+03
157	1695711.2806	-1154252.2686	2373674.2806	2377910.7314	310545311050.6088	4.9515e+03
158	1695807.3176	-1154280.1413	2373770.3176	2377882.8587	310545311050.6088	4.9494e+03
159	1695903.3546	-1154308.0140	2373866.3546	2377854.9860	310545311050.6088	4.9473e+03
160	1695999.3917	-1154335.8868	2373962.3917	2377827.1132	310545311050.6088	4.9451e+03
161	1696095.4287	-1154363.7595	2374058.4287	2377799.2405	310545311050.6088	4.9430e+03
162	1696191.4657	-1154391.6322	2374154.4657	2377771.3678	310545311050.6088	4.9409e+03
163	1696287.5028	-1154419.5049	2374250.5028	2377743.4951	310545311050.6088	4.9388e+03
164	1696383.5398	-1154447.3777	2374346.5398	2377715.6223	310545311050.6088	4.9366e+03
165	1696479.5768	-1154475.2504	2374442.5768	2377687.7496	310545311050.6088	4.9345e+03
166	1696575.6138	-1154503.1231	2374538.6138	2377659.8769	310545311050.6088	4.9324e+03
167	1696671.6509	-1154530.9959	2374634.6509	2377632.0041	310545311050.6088	4.9303e+03
168	1696767.6879	-1154558.8686	2374730.6879	2377604.1314	310545311050.6088	4.9282e+03
169	1696863.7249	-1154586.7413	2374826.7249	2377576.2587	310545311050.6088	4.9260e+03
170	1696959.7620	-1154614.6141	2374922.7620	2377548.3859	310545311050.6088	4.9239e+03
171	1697055.7990	-1154642.4868	2375018.7990	2377520.5132	310545311050.6088	4.9218e+03
172	1697151.8360	-1154670.3595	2375114.8360	2377492.6405	310545311050.6088	4.9197e+03
173	1697247.8730	-1154698.2322	2375210.8730	2377464.7678	310545311050.6088	4.9176e+03
174	1697343.9101	-1154726.1050	2375306.9101	2377436.8950	310545311050.6088	4.9155e+03
175	1697439.9471	-1154753.9777	2375402.9471	2377409.0223	310545311050.6088	4.9134e+03
176	1697535.9841	-1154781.8504	2375498.9841	2377381.1496	310545311050.6088	4.9113e+03
177	1697632.0212	-1154809.7232	2375595.0212	2377353.2768	310545311050.6088	4.9092e+03
178	1697728.0582	-1154837.5959	2375691.0582	2377325.4041	310545311050.6088	4.9070e+03
179	1697824.0952	-1154865.4686	2375787.0952	2377297.5314	310545311050.6088	4.9049e+03
180	1697920.1323	-1154893.3413	2375883.1323	2377269.6587	310545311050.6088	4.9028e+03
181	1698016.1693	-1154921.2141	2375979.1693	2377241.7859	310545311050.6088	4.9007e+03
182	1698112.2063	-1154949.0868	2376075.2063	2377213.9132	310545311050.6088	4.8986e+03
183	1698208.2433	-1154976.9595	2376171.2433	2377186.0405	310545311050.6088	4.8965e+03
184	1698304.2804	-1155004.8323	2376267.2804	2377158.1677	310545311050.6088	4.8944e+03
185	1698400.3174	-1155032.7050	2376363.3174	2377130.2950	310545311050.6088	4.8923e+03
186	1698496.3544	-1155060.5777	2376459.3544	2377102.4223	310545311050.6088	4.8902e+03
187	1698592.3915	-1155088.4505	2376555.3915	2377074.5495	310545311050.6088	4.8881e+03
188	1698688.4285	-1155116.3232	2376651.4285	2377046.6768	310545311050.6088	4.8860e+03
189	1698784.4655	-1155144.1959	2376747.4655	2377018.8041	310545311050.6088	4.8839e+03
190	1698880.5025	-1155172.0686	2376843.5025	2376990.9314	310545311050.6088	4.8818e+03
191	1698976.5396	-1155199.9414	2376939.5396	2376963.0586	310545311050.6088	4.8797e+03
192	1699072.5766	-1155227.8141	2377035.5766	2376935.1859	310545311050.6088	4.8776e+03
193	1699168.6136	-1155255.6868	2377131.6136	2376907.3132	310545311050.6088	4.8755e+03
194	1699264.6507	-1155283.5596	2377227.6507	2376879.4404	310545311050.6088	4.8734e+03
195	1699360.6877	-1155311.4323	2377323.6877	2376851.5677	310545311050.6088	4.8714e+03
196	1699456.7247	-1155339.3050	2377419.7247	2376823.6950	310545311050.6088	4.8693e+03
197	1699552.7617	-1155367.1777	2377515.7617	2376795.8223	310545311050.6088	4.8672e+03
198	1699648.7988	-1155395.0505	2377611.7988	2376767.9495	310545311050.6088	4.8651e+03
199	1699744.8358	-1155422.9232	2377707.8358	2376740.0768	310545311050.6088	4.8630e+03
200	1699840.8728	-1155450.7959	2377803.8728	2376712.2041	310545311050.6088	4.8609e+03
201	1699936.9099	-1155478.6687	2377899.9099	2376684.3313	310545311050.6088	4.8588e+03
202	1700032.9469	-1155506.5414	2377995.9469	2376656.4586	310545311050.6088	4.8567e+03
203	1700128.9839	-1155534.4141	2378091.9839	2376628.5859	310545311050.6088	4.8547e+03
204	1700225.0209	-1155562.2869	2378188.0209	2376600.7131	310545311050.6088	4.8526e+03
205	1700321.0580	-1155590.1596	2378284.0580	2376572.8404	310545311050.6088	4.8505e+03
206	1700417.0950	-1155618.0323	2378380.0950	2376544.9677	310545311050.6088	4.8484e+03
207	1700513.1320	-1155645.9050	2378476.1320	2376517.0950	310545311050.6088	4.8463e+03
208	1700609.1691	-1155673.7778	2378572.1691	2376489.2222	310545311050.6088	4.8443e+03
209	1700705.2061	-1155701.6505	2378668.2061	2376461.3495	310545311050.6088	4.8422e+03
210	1700801.2431	-1155729.5232	2378764.2431	2376433.4768	310545311050.6088	4.8401e+03
211	1700897.2802	-1155757.3960	2378860.2802	2376405.6040	310545311050.6088	4.8380e+03
212	1700993.3172	-1155785.2687	2378956.3172	2376377.7313	310545311050.6088	4.8359e+03
213	1701089.3542	-1155813.1414	2379052.3542	2376349.8586	310545311050.6088	4.8339e+03
214	1701185.3912	-1155841.0141	2379148.3912	2376321.9859	310545311050.6088	4.8318e+03
215	1701281.4283	-1155868.8869	2379244.4283	2376294.1131	310545311050.6088	4.8297e+03
216	1701377.4653	-1155896.7596	2379340.4653	2376266.2404	310545311050.6088	4.8277e+03
217	1701473.5023	-1155924.6323	2379436.5023	2376238.3677	310545311050.6088	4.8256e+03
218	1701569.5394	-1155952.5051	2379532.5394	2376210.4949	310545311050.6088	4.8235e+03
219	1701665.5764	-1155980.3778	2379628.5764	2376182.6222	310545311050.6088	4.8214e+03
220	1701761.6134	-1156008.2505	2379724.6134	2376154.7495	310545311050.6088	4.8194e+03
221	1701857.6504	-1156036.1233	2379820.6504	2376126.8767	310545311050.6088	4.8173e+03
222	1701953.6875	-1156063.9960	2379916.6875	2376099.0040	310545311050.6088	4.8152e+03
223	1702049.7245	-1156091.8687	2380012.7245	2376071.1313	310545311050.6088	4.8132e+03
224	1702145.7615	-1156119.7414	2380108.7615	2376043.2586	310545311050.6088	4.8111e+03
225	1702241.7986	-1156147.6142	2380204.7986	2376015.3858	310545311050.6088	4.8090e+03
226	1702337.8356	-1156175.4869	2380300.8356	2375987.5131	310545311050.6088	4.8070e+03
227	1702433.8726	-1156203.3596	2380396.8726	2375959.6404	310545311050.6088	4.8049e+03
228	1702529.9096	-1156231.2324	2380492.9096	2375931.7676	310545311050.6088	4.8029e+03
229	1702625.9467	-1156259.1051	2380588.9467	2375903.8949	310545311050.6088	4.8008e+03
230	1702721.9837	-1156286.9778	2380684.9837	2375876.0222	310545311050.6088	4.7987e+03
231	1702818.0207	-1156314.8505	2380781.0207	2375848.1495	310545311050.6088	4.7967e+03
232	1702914.0578	-1156342.7233	2380877.0578	2375820.2767	310545311050.6088	4.7946e+03
233	1703010.0948	-1156370.5960	2380973.0948	2375792.4040	310545311050.6088	4.7926e+03
234	1703106.1318	-1156398.4687	2381069.1318	2375764.5313	310545311050.6088	4.7905e+03
235	1703202.1688	-1156426.3415	2381165.1688	2375736.6585	310545311050.6088	4.7885e+03
236	1703298.2059	-1156454.2142	2381261.2059	2375708.7858	310545311050.6088	4.7864e+03
237	1703394.2429	-1156482.0869	2381357.2429	2375680.9131	310545311050.6088	4.7844e+03
238	1703490.2799	-1156509.9597	2381453.2799	2375653.0403	310545311050.6088	4.7823e+03
239	1703586.3170	-1156537.8324	2381549.3170	2375625.1676	310545311050.6088	4.7803e+03
240	1703682.3540	-1156565.7051	2381645.3540	2375597.2949	310545311050.6088	4.7782e+03
241	1703778.3910	-1156593.5778	2381741.3910	2375569.4222	310545311050.6088	4.7762e+03
242	1703874.4281	-1156621.4506	2381837.4281	2375541.5494	310545311050.6088	4.7741e+03
243	1703970.4651	-1156649.3233	2381933.4651	2375513.6767	310545311050.6088	4.7721e+03
244	1704066.5021	-1156677.1960	2382029.5021	2375485.8040	310545311050.6088	4.7700e+03
245	1704162.5391	-1156705.0688	2382125.5391	2375457.9312	310545311050.6088	4.7680e+03
246	1704258.5762	-1156732.9415	2382221.5762	2375430.0585	310545311050.6088	4.7659e+03
247	1704354.6132	-1156760.8142	2382317.6132	2375402.1858	310545311050.6088	4.7639e+03
248	1704450.6502	-1156788.6869	2382413.6502	2375374.3131	310545311050.6088	4.7618e+03
249	1704546.6873	-1156816.5597	2382509.6873	2375346.4403	310545311050.6088	4.7598e+03
250	1704642.7243	-1156844.4324	2382605.7243	2375318.5676	310545311050.6088	4.7578e+03
251	1704738.7613	-1156872.3051	2382701.7613	2375290.6949	310545311050.6088	4.7557e+03
252	1704834.7983	-1156900.1779	2382797.7983	2375262.8221	310545311050.6088	4.7537e+03
253	1704930.8354	-1156928.0506	2382893.8354	2375234.9494	310545311050.6088	4.7516e+03
254	1705026.8724	-1156955.9233	2382989.8724	2375207.0767	310545311050.6088	4.7496e+03
255	1705122.9094	-1156983.7961	2383085.9094	2375179.2039	310545311050.6088	4.7476e+03
256	1705218.9465	-1157011.6688	2383181.9465	2375151.3312	310545311050.6088	4.7455e+03
257	1705314.9835	-1157039.5415	2383277.9835	2375123.4585	310545311050.6088	4.7435e+03
258	1705411.0205	-1157067.4142	2383374.0205	2375095.5858	310545311050.6088	4.7415e+03
259	1705507.0575	-1157095.2870	2383470.0575	2375067.7130	310545311050.6088	4.7394e+03
260	1705603.0946	-1157123.1597	2383566.0946	2375039.8403	310545311050.6088	4.7374e+03
261	1705699.1316	-1157151.0324	2383662.1316	2375011.9676	310545311050.6088	4.7354e+03
262	1705795.1686	-1157178.9052	2383758.1686	2374984.0948	310545311050.6088	4.7333e+03
263	1705891.2057	-1157206.7779	2383854.2057	2374956.2221	310545311050.6088	4.7313e+03
264	1705987.2427	-1157234.6506	2383950.2427	2374928.3494	310545311050.6088	4.7293e+03
265	1706083.2797	-1157262.5233	2384046.2797	2374900.4767	310545311050.6088	4.7273e+03
266	1706179.3168	-1157290.3961	2384142.3168	2374872.6039	310545311050.6088	4.7252e+03
267	1706275.3538	-1157318.2688	2384238.3538	2374844.7312	310545311050.6088	4.7232e+03
268	1706371.3908	-1157346.1415	2384334.3908	2374816.8585	310545311050.6088	4.7212e+03
269	1706467.4278	-1157374.0143	2384430.4278	2374788.9857	310545311050.6088	4.7192e+03
270	1706563.4649	-1157401.8870	2384526.4649	2374761.1130	310545311050.6088	4.7171e+03
271	1706659.5019	-1157429.7597	2384622.5019	2374733.2403	310545311050.6088	4.7151e+03
272	1706755.5389	-1157457.6325	2384718.5389	2374705.3675	310545311050.6088	4.7131e+03
273	1706851.5760	-1157485.5052	2384814.5760	2374677.4948	310545311050.6088	4.7111e+03
274	1706947.6130	-1157513.3779	2384910.6130	2374649.6221	310545311050.6088	4.7091e+03
275	1707043.6500	-1157541.2506	2385006.6500	2374621.7494	310545311050.6088	4.7070e+03
276	1707139.6870	-1157569.1234	2385102.6870	2374593.8766	310545311050.6088	4.7050e+03
277	1707235.7241	-1157596.9961	2385198.7241	2374566.0039	310545311050.6088	4.7030e+03
278	1707331.7611	-1157624.8688	2385294.7611	2374538.1312	310545311050.6088	4.7010e+03
279	1707427.7981	-1157652.7416	2385390.7981	2374510.2584	310545311050.6088	4.6990e+03
280	1707523.8352	-1157680.6143	2385486.8352	2374482.3857	310545311050.6088	4.6970e+03
281	1707619.8722	-1157708.4870	2385582.8722	2374454.5130	310545311050.6088	4.6950e+03
282	1707715.9092	-1157736.3597	2385678.9092	2374426.6403	310545311050.6088	4.6929e+03
283	1707811.9462	-1157764.2325	2385774.9462	2374398.7675	310545311050.6088	4.6909e+03
284	1707907.9833	-1157792.1052	2385870.9833	2374370.8948	310545311050.6088	4.6889e+03
285	1708004.0203	-1157819.9779	2385967.0203	2374343.0221	310545311050.6088	4.6869e+03
286	1708100.0573	-1157847.8507	2386063.0573	2374315.1493	310545311050.6088	4.6849e+03
287	1708196.0944	-1157875.7234	2386159.0944	2374287.2766	310545311050.6088	4.6829e+03
288	1708292.1314	-1157903.5961	2386255.1314	2374259.4039	310545311050.6088	4.6809e+03
289	1708388.1684	-1157931.4689	2386351.1684	2374231.5311	310545311050.6088	4.6789e+03
290	1708484.2054	-1157959.3416	2386447.2054	2374203.6584	310545311050.6088	4.6769e+03
291	1708580.2425	-1157987.2143	2386543.2425	2374175.7857	310545311050.6088	4.6749e+03
292	1708676.2795	-1158015.0870	2386639.2795	2374147.9130	310545311050.6088	4.6729e+03
293	1708772.3165	-1158042.9598	2386735.3165	2374120.0402	310545311050.6088	4.6709e+03
294	1708868.3536	-1158070.8325	2386831.3536	2374092.1675	310545311050.6088	4.6689e+03
295	1708964.3906	-1158098.7052	2386927.3906	2374064.2948	310545311050.6088	4.6669e+03
296	1709060.4276	-1158126.5780	2387023.4276	2374036.4220	310545311050.6088	4.6649e+03
